,SMILES,new name,old name
44,C1=CSC2=C1SC(=N2),44dtl,29utl
45,C1=CC=C(C=C1)/C(/C2=CC=CC=C2)=C(/C3=CC=CC=C3)\C4=CC=C(C=C4),36dc,19u
46,C1=CC=C(c2c1nn(n2)C),37dc,21a
47,C1=Cc2c(S1)c(SC)c3c(c2SC)SC(=C3),38dc,14d
48,C1=CC2=C(S1)C3=C([Si]2(C4=CC=CC=C4)C5=CC=CC=C5)C=C(S3),39dc,44u
49,C1=C2C(=O)N(C)C(=C2C(=O)N1C),40dc,4a
50,N1(C)C(=S)SC(C1=O)=C,50dtl,4atl
51,C1=CC(=O)N(C=C1),51dtl,8utl
52,C1=CC=C2C(=C1)OC(N2C)=C,52dtl,11utl
53,C1=CC=C2C(=C1)O/C(=C\C=C\3/C(=C(C#N)C#N)C4=C(C3=O)C=CC=C4)/N2,53dtl,10utl
54,N1(C2=C(SC3C=CC=CC1=3)C=CC=C2)C,41dc,19d
55,N1(C2=CC=CC=C2)C(=S)N(C2=CC=CC=C2)C(=O)C(C1=O)=C,55dtl,18atl
56,C1=CC=C([SiH2]1),42dc,55u
57,C1=C(OC)C=C(C(=C1)OC),43dc,2d
58,C1=NN=C(C=C1),44dc,58u
59,C1=CC2=C(S1)C3=C([Si]2(C)C)C=C(S3),45dc,43u
60,S1C(F)=CC2=C1N=C3C(C=C(S3)F)=C2,60dtl,32utl
61,C1=CC(C2=CC(=CC(=C2)OC)OC)=C(S1),46dc,10u
62,C1=CC=C2C(=C1)N(C)C(C2(C3=CC=CC=C3)C4=CC=CC=C4)=C,62dtl,18utl
63,C1=CC=C2C(=C1)OC(=C2),63dtl,2dtl
64,C=C1C=C/C(/S1)=C/2\C=CC(S2)=C,47dc,24u
65,C1=CC2=C(S1)C3=C(C2=C(C#N)C#N)C=C(S3),48dc,38u
66,C1(=S)SC(C(=S)N1C)=C,66dtl,37atl
67,C1=C(F)C(OC)=C(C(=C1OC)F),49dc,8u
68,C1=CC=NC2=NC(=C(N12)C),68dtl,24utl
69,C1=CC=C(C2=C[Si]C=C12),50dc,56u
70,C1(=CC=C2C(=C1)S/C(=C\C=C\3/C(=C(C#N)C#N)C4=C(C3=O)C=CC=C4)/N2C),70dtl,16utl
71,C1=CC=C2C(=C1)N(C)C(=O)/C/2=C\3/C(=O)N(C)C4=C3C=CC(=C4),51dc,42u
72,c1(c(=O)n(/c(=C/2\C(=O)N(C(=S)S2)C)/s1)C)=C,72dtl,26atl
73,C1=C2C(SC(=N2)C)=C(S1),52dc,9a
74,C1=CC2=C(S1)C1=C(CO2)C=C(S1),53dc,63u
75,C1=CC2=C(S1)C3=C(C2(C)C)C=C(S3),54dc,1d
76,C1=CC(=CC=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C,76dtl,1dtl
77,C1=C2C(N=CS2)=C(C2=C1N=CS2),55dc,11a
78,C1=CC(Cl)=C(S1)C2=C(Cl)C=C(S2),56dc,54u
79,C1=C(C=CC(=C1)N),79dtl,15utl
80,C1=C(OC)C(OC)=C(C2C1=NSN=2),57dc,1a
81,C1=C2C(=CC=C1)NC(=N2),81dtl,7utl
82,C1=Cc2c(S1)c3c(s2)C=C(N3C),58dc,13d
83,C(\C1=CC=C(C=C1)C(=O)O)=C(/C2=CC=C(C=C2)C(=O)O),59dc,27u
84,C1=C2C(N(C1=O)C)=C(C(=O)N2C),60dc,19a
85,C1=C(OC)C(OC)=C(C=C1),61dc,14u
86,C1=C2C(C(=O)N1C)=C(N(C2=O)C),62dc,17u
87,N1(C)C(=S)N(C)C(=O)C(C1=O)=C,87dtl,17atl
