,SMILES,new name,old name
0,C1=C2C(OCCO2)=C([Si]1(C)C),0dc,34u
1,C1=CC=C(S1)C2=CC=C(S2),1dc,15d
2,C1=CC2=C(C=C1)C3=C(N2C)C=C(C=C3),2dc,12d
3,C1=C(OC)C=C(S1),3dc,4u
4,C1=C2C(C(=N1)OC)=C(N=C2OC),4dc,26a
5,C1=Cc2c(C3=CC(=C(S3)C)Cl)c4c(c(c2S1)C5=CC(=C(S5)C)Cl)C=C(S4),5dc,17d
6,C1=CC=C(C=C1)/C(/C2=CC=CC=C2)=C(\C3=CC=CC=C3)/C4=CC=C(C=C4),6dc,23u
7,C1=C2C(C(=C(S2)C)F)=C(S1),7dc,20a
8,C1=C2C(SCCS2)=C(S1),8dc,36u
9,C1=C(OC)C(OC)=C(S1),9dc,9u
10,C1=C2C(N=C(C(=N2)C)C)=C(C3C1=NSN=3),10dc,14a
11,C1=CC2C(S1)=C(C3=CC=C(C=C3)C)C4=C(C=2C5=CC=C(C=C5)C)SC(=C4),11dc,11d
12,C=CC=C,12dc,60u
13,C1=CC2=C(S1)C1=C([Si]2(C)C)C=C(S1),13dc,5d
14,C1=CC2=C(S1)C3=C([Ge]2(C)C)C=C(S3),14dc,16d
15,C1=Cc2c(S1)c1c(s2)C=C(S1),15dc,61u
16,C1=C(OC)C=C(C(=C1)OC),16dc,15u
17,C1=CC(SC)=C(S1),17dc,50u
18,C1=CC=C2C(=C1)C(C)(C)C3=CC(=CC=C23),18dc,18d
19,C1=CC2=C(S1)C=C1C(=C2)SC(=C1),19dc,62u
20,C1=CC2=C(S1)C1=C(N2C)C=C(S1),20dc,3d
21,C1=CC(C2=C(C=CC=C2OC)OC)=C(S1),21dc,11u
22,C1=Cc2c(S1)c(OC)c3c(c2OC)SC(=C3),22dc,52u
23,C1=CC(=C(C#N)C#N)C=C(S1),23dc,41u
24,C1=C2C(OCCS2)=C(S1),24dc,35u
25,C1=CC2=C(S1)C=C(S2),25dc,9d
26,C1=CC(C)=C(S1),26dc,4d
27,C1=c2c(nc(c(n2)C)C)=C(S1),27dc,37u
28,C1=CC=C([Se]1),28dc,64u
29,C1=CC(Cl)=C(S1)C2=C(Cl)C=C(S2),29dc,53u
30,C1=Cc2c(C3=CC=C(S3)C)c4c(c(c2S1)C5=CC=C(S5)C)C=C(S4),30dc,6d
31,C1=CC2=C(c3c(N=C2S1)sc(c3F)F),31dc,28u
32,C1=C2C(N=S=N2)=C(C3=CSC=C13),32dc,39u
33,C1=C2SC(C)=CC2=C(S1),33dc,10d
34,C1=C2OCC(C)OC2=C(S1),34dc,7d
35,C1=C(F)c2c(S1)c3c(s2)C(F)=C(S3),35dc,30u
36,C1=CC=C(C=C1)/C(/C2=CC=CC=C2)=C(/C3=CC=CC=C3)\C4=CC=C(C=C4),36dc,19u
37,C1=CC=C(c2c1nn(n2)C),37dc,21a
38,C1=Cc2c(S1)c(SC)c3c(c2SC)SC(=C3),38dc,14d
39,C1=CC2=C(S1)C3=C([Si]2(C4=CC=CC=C4)C5=CC=CC=C5)C=C(S3),39dc,44u
40,C1=C2C(=O)N(C)C(=C2C(=O)N1C),40dc,4a
41,N1(C2=C(SC3C=CC=CC1=3)C=CC=C2)C,41dc,19d
42,C1=CC=C([SiH2]1),42dc,55u
43,C1=C(OC)C=C(C(=C1)OC),43dc,2d
44,C1=NN=C(C=C1),44dc,58u
45,C1=CC2=C(S1)C3=C([Si]2(C)C)C=C(S3),45dc,43u
46,C1=CC(C2=CC(=CC(=C2)OC)OC)=C(S1),46dc,10u
47,C=C1C=C/C(/S1)=C/2\C=CC(S2)=C,47dc,24u
48,C1=CC2=C(S1)C3=C(C2=C(C#N)C#N)C=C(S3),48dc,38u
49,C1=C(F)C(OC)=C(C(=C1OC)F),49dc,8u
50,C1=CC=C(C2=C[Si]C=C12),50dc,56u
51,C1=CC=C2C(=C1)N(C)C(=O)/C/2=C\3/C(=O)N(C)C4=C3C=CC(=C4),51dc,42u
52,C1=C2C(SC(=N2)C)=C(S1),52dc,9a
53,C1=CC2=C(S1)C1=C(CO2)C=C(S1),53dc,63u
54,C1=CC2=C(S1)C3=C(C2(C)C)C=C(S3),54dc,1d
55,C1=C2C(N=CS2)=C(C2=C1N=CS2),55dc,11a
56,C1=CC(Cl)=C(S1)C2=C(Cl)C=C(S2),56dc,54u
57,C1=C(OC)C(OC)=C(C2C1=NSN=2),57dc,1a
58,C1=Cc2c(S1)c3c(s2)C=C(N3C),58dc,13d
59,C(\C1=CC=C(C=C1)C(=O)O)=C(/C2=CC=C(C=C2)C(=O)O),59dc,27u
60,C1=C2C(N(C1=O)C)=C(C(=O)N2C),60dc,19a
61,C1=C(OC)C(OC)=C(C=C1),61dc,14u
62,C1=C2C(C(=O)N1C)=C(N(C2=O)C),62dc,17u
