Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),fund bg,Delta HOMO,delta LUMO,optical bandgap (cm-1),opt bg (nm),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
51_206_227_5_47_13570,-5.95,-5.54,-2.95,-1.53,2.59,0.41,1.42,5204.5,1921.414161,0.166078952,-4812.518229,9.9289,5.176801565,0.166078952,0.166078952,0.64525391,5204.5,0.64525391,5204.5,12.03620226
275_206_111_5_47_13570,-6.98,-5.76,-3.37,-2.44,2.39,1.22,0.93,5539.4,1805.249666,0.415715694,-7721.231053,17.01624,7.141754186,0.415715694,0.415715694,0.686774812,5539.4,0.686774812,5539.4,18.18849202
267_5_70_178_64_13570,-6.92,-5.86,-3.53,-2.22,2.33,1.06,1.31,11986.3,834.2858096,0.116535282,-4405.038733,8.36517,5.979559258,0.116535282,0.592194348,1.486061474,11986.3,1.595597804,12869.8,15.9073496
275_70_65_5_47_13570,-6.59,-6.04,-3.13,-2.37,2.91,0.55,0.76,8588.6,1164.334117,0.452248297,-7422.685248,6.7495,8.197967985,0.452248297,0.452248297,1.064814628,8588.6,1.064814628,8588.6,16.79204842
47_89_47_206_89_02012,-6.01,-5.23,-2.53,-1.65,2.7,0.78,0.88,8472.3,1180.317033,0.532851607,-5119.460277,7.41927,5.742538472,0.532851607,0.532851607,1.050395754,8472.3,1.050395754,8472.3,14.38957198
275_70_47_65_275_13051,-6.92,-5.55,-2.62,-2.36,2.93,1.37,0.26,12007,832.8475056,0.110770992,-10045.16482,11.14608,8.332260253,0.110770992,1.766267125,1.48862786,12007,1.833019504,14784.8,20.46606887
275_206_70_47_756_13502,-6.53,-5.35,-2.58,-2.49,2.77,1.18,0.09,6193,1614.726304,1.084545145,-7070.486337,12.15014,8.977734097,0.034595254,1.084545145,0.76780814,6193,1.726272724,13923.8,20.54643635
275_227_47_70_275_13051,-6.83,-5.45,-2.37,-2.2,3.08,1.38,0.17,13879.2,720.5026226,0.714389029,-10113.14772,9.91029,8.430496435,0.714389029,0.892863255,1.720743216,13879.2,2.202851844,17767.8,20.64389009
188_5_70_47_756_13502,-6.39,-5.23,-3.11,-2.53,2.12,1.16,0.58,5912.1,1691.446356,0.641681115,-3942.787362,8.16679,8.090734553,0.059783568,0.641681115,0.732982158,5912.1,1.107488544,8932.8,19.23993798
267_5_70_178_47_13570,-6.95,-5.15,-3.55,-2.28,1.6,1.8,1.27,7522.8,1329.292285,0.721931912,-4466.298674,13.84163,7.124470923,0.0108773,0.721931912,0.932676744,7522.8,1.656013258,13357.1,20.63259296
275_130_70_5_47_13570,-6.99,-5.81,-3.14,-2.63,2.67,1.18,0.51,6957.2,1437.359857,0.422891864,-7566.256454,12.99859,7.118512524,0.422891864,0.422891864,0.862553656,6957.2,0.862553656,6957.2,17.98628825
275_206_205_70_275_13571,-7.26,-6.19,-2.55,-2.46,3.64,1.07,0.09,15795.1,633.1077359,0.855415466,-10262.1614,11.7761,8.233093356,0.855415466,1.20802278,1.958276498,15795.1,2.311507916,18644.2,19.05301605
267_47_5_68_70_10325,-6.62,-5.95,-3.6,-2.41,2.35,0.67,1.19,5146.9,1942.917096,0.337551087,-4857.558146,6.9153,6.637976289,0.337551087,0.337551087,0.638112662,5146.9,0.638112662,5146.9,15.15453985
267_5_47_70_267_13051,-7.34,-6.15,-3.58,-2.6,2.57,1.19,0.98,6999.9,1428.591837,0.584511558,-5333.702023,26.86274,7.91943905,0.584511558,0.664935984,0.867847602,6999.9,2.18651128,17636,19.13171407
278_47_47_206_278_10031,-6.77,-5.5,-3.38,-3,2.12,1.27,0.38,5956,1678.979181,1.287503803,-5316.787066,17.52372,6.396213674,1.287503803,1.287503803,0.73842488,5956,0.73842488,5956,17.37463273
47_858_295_858_47_02420,-5.55,-5.08,-2.12,-1.7,2.96,0.47,0.42,11183,894.2144326,2.311298258,-4168.760956,1.60501,6.503397547,2.311298258,2.311298258,1.38646834,11183,1.38646834,11183,14.11822492
275_12_206_47_275_13507,-7.27,-6.62,-3.03,-2.37,3.59,0.65,0.66,11970.7,835.3730358,0.252345526,-9868.28734,14.34473,7.140896392,0.252345526,0.337482364,1.484127386,11970.7,2.35264448,18976,15.76196083
24_206_5_47_756_13502,-6.8,-5.52,-3.39,-2.94,2.13,1.28,0.45,4613,2167.78669,0.267797728,-4112.107519,21.97564,6.077008653,0.267797728,0.320606423,0.57191974,4613,0.84151425,6787.5,16.97763742
47_688_206_688_47_02120,-6.33,-6,-2.13,-1.91,3.87,0.33,0.22,16518.5,605.3818446,0.778842541,-4270.359391,7.69553,5.387241439,0.778842541,1.515658824,2.04796363,16518.5,2.619461838,21128.1,11.98557796
3_5_70_851_47_13502,-6.55,-5.33,-3.4,-2.11,1.93,1.22,1.29,8300.7,1204.717674,0.436082859,-4715.906314,10.94988,6.237155222,0.436082859,1.725158222,1.029120786,8300.7,1.643652452,13257.4,16.94285924
278_132_206_6_278_13571,-7.91,-7.38,-2.95,-2.57,4.43,0.53,0.38,21720.6,460.3924385,0.5747583,-5260.198134,5.86408,6.337903235,0.5747583,0.5747583,2.692919988,21720.6,2.692919988,21720.6,14.14563926
275_70_74_2_74_13575,-6.39,-5.74,-2.23,-2.15,3.51,0.65,0.08,11847.8,844.0385557,0.278033261,-6753.745278,11.9264,5.756520037,0.278033261,1.18481618,1.468890244,11847.8,2.240281406,18069.7,13.85567459
267_5_70_851_756_13502,-6.73,-5.6,-3.47,-2.51,2.13,1.13,0.96,7775.8,1286.041308,0.50072189,-4433.949551,12.65573,8.90413226,0.09044438,0.50072189,0.964043684,7775.8,1.048759218,8459.1,20.23233662
278_206_6_47_278_13501,-7.49,-6.53,-3.2,-2.56,3.33,0.96,0.64,12942.9,772.6243732,1.486444846,-5820.628859,14.96394,7.471210352,1.486444846,1.486444846,1.604660742,12942.9,1.604660742,12942.9,17.53585316
267_5_5_5_267_13331,-8.19,-7.76,-4.13,-3.65,3.63,0.43,0.48,13298.5,751.9645073,0.941046023,-5632.887395,5.34417,8.070724592,0.941046023,0.941046023,1.64874803,13298.5,1.64874803,13298.5,16.10623427
275_161_222_47_269_13507,-6.94,-5.91,-2.97,-2.48,2.94,1.03,0.49,9118.4,1096.683629,0.504764978,-8238.817732,13.47019,7.340839847,0.504764978,1.385714279,1.130499232,9118.4,2.37105551,19124.5,17.65418297
275_47_194_47_275_10301,-5.85,-5.52,-3.24,-2.64,2.28,0.33,0.6,5047.1,1981.335817,2.317585037,-10430.86654,20.21574,8.030033422,0.056449391,2.317585037,0.625739458,5047.1,1.437659682,11595.9,15.62470252
275_133_178_47_269_13507,-7.14,-5.58,-2.98,-2.42,2.6,1.56,0.56,11650.3,858.3469954,1.487763061,-6621.401299,20.20908,6.654271271,1.487763061,1.487763061,1.444404194,11650.3,1.444404194,11650.3,18.96392804
275_133_178_47_800_13502,-6.55,-4.78,-2.75,-1.91,2.03,1.77,0.84,5678.7,1760.966418,0.157624446,-6594.185064,8.62782,5.73307014,0.018612861,0.157624446,0.704045226,5678.7,1.301318876,10496.2,18.58898409
275_117_161_47_57_13502,-6.95,-5.39,-2.71,-1.86,2.68,1.56,0.85,14188.6,704.7911704,0.959690619,-7876.261203,6.55657,6.33330469,0.004921524,0.959690619,1.759102628,14188.6,1.799309342,14512.9,18.52195706
275_104_43_47_275_13507,-6.75,-5.63,-3.34,-2.66,2.29,1.12,0.68,6260.7,1597.265481,0.773838556,-10245.93442,11.02609,6.924890676,0.773838556,0.773838556,0.776201586,6260.7,0.776201586,6260.7,17.46437096
275_117_178_47_269_13507,-7.28,-5.75,-2.98,-2.56,2.77,1.53,0.42,11791.1,848.0972937,1.32178177,-6719.653579,22.74569,6.869071714,1.32178177,1.32178177,1.461860578,11791.1,1.461860578,11791.1,19.13205825
275_117_161_47_800_13502,-6.95,-5.51,-2.73,-2.06,2.78,1.44,0.67,13165.3,759.5725126,0.460649185,-7817.512842,5.23609,6.848316606,0.460649185,0.748114873,1.632233894,13165.3,1.999908982,16130.9,18.72052847
269_222_178_78_269_13571,-6.97,-6.69,-2.96,-2.78,3.73,0.28,0.18,13474.6,742.1370579,0.562565541,-3496.330764,6.7131,5.834211775,0.022011027,0.562565541,1.670580908,13474.6,1.842975098,14865.1,12.38830612
127_161_104_47_57_13502,-6.31,-5.31,-1.98,-1.06,3.33,1,0.92,12758.5,783.791198,0.710000345,-5197.646798,4.92613,4.351685447,0.710000345,0.710000345,1.58179883,12758.5,1.58179883,12758.5,13.41046736
275_194_117_47_275_13507,-6.77,-6.19,-3.24,-2.61,2.95,0.58,0.63,10513.9,951.1218482,1.64326308,-9836.986263,12.05441,8.231671648,1.64326308,1.64326308,1.303513322,10513.9,1.303513322,10513.9,16.96610836
275_117_161_419_800_13502,-7.08,-6.85,-2.75,-1.77,4.1,0.23,0.98,20267.9,493.3910272,0.90281563,-7328.946752,10.49754,5.302371459,0.90281563,0.90281563,2.512814242,20267.9,2.512814242,20267.9,11.443212
269_222_178_47_800_13502,-6.8,-5.08,-2.91,-1.73,2.17,1.72,1.18,8731.9,1145.226125,0.185568955,-4291.582512,4.78388,6.255459766,0.096789718,1.430121757,1.082580962,8731.9,1.91344533,15433.5,19.0955646
269_47_192_192_192_10222,-6.95,-5.96,-3.4,-2.49,2.56,0.99,0.91,7969.7,1254.752375,1.362311397,-4506.851418,15.85176,5.044980223,1.362311397,1.362311397,0.988083406,7969.7,0.988083406,7969.7,14.32258427
275_194_47_1_47_13050,-6.2,-5.46,-2.22,-1.79,3.24,0.74,0.43,12524.9,798.4095681,0.881393549,-7317.388741,5.28704,6.886232769,0.881393549,0.881393549,1.552837102,12524.9,1.552837102,12524.9,15.79423903
275_194_47_194_275_13031,-6.44,-5.47,-3.07,-2.43,2.4,0.97,0.64,6849.4,1459.981896,0.536424771,-9861.349754,16.78344,8.934211505,0.536424771,1.266534684,0.849188612,6849.4,1.80173935,14532.5,19.59295574
275_104_154_47_57_13502,-6.98,-5.25,-2.5,-1.66,2.75,1.73,0.84,15347.3,651.5804083,0.982036305,-7954.297865,9.25195,5.970490642,0.062523069,0.982036305,1.902758254,15347.3,1.987572972,16031.4,18.74571212
148_117_161_47_275_13507,-6.92,-6.12,-2.91,-1.9,3.21,0.8,1.01,11952.1,836.6730533,1.259608316,-7745.852379,15.97116,6.422675765,1.259608316,1.259608316,1.481821358,11952.1,1.481821358,11952.1,15.41122103
275_194_222_47_269_13507,-6.64,-5.87,-3.32,-2.58,2.55,0.77,0.74,8261.7,1210.404638,1.623303678,-7436.1243,10.47593,7.729805593,1.623303678,1.623303678,1.024285566,8261.7,1.024285566,8261.7,17.0834888
275_206_178_47_800_13502,-6.82,-5.19,-2.38,-1.91,2.81,1.63,0.47,10614.9,942.0719931,0.719802327,-6994.439794,10.21775,6.46580847,0.092523331,0.719802327,1.316035302,10614.9,1.920710558,15492.1,19.00226477
269_47_677_222_677_10232,-6.57,-5.93,-3.02,-2.17,2.91,0.64,0.85,10179.3,982.3858222,1.599195804,-5076.581322,10.95579,5.703727289,1.599195804,1.599195804,1.262029614,10179.3,1.262029614,10179.3,13.74042898
275_47_896_9_520_10234,-7.57,-6.18,-2.74,-1.44,3.44,1.39,1.3,13373.8,747.7306375,1.263248267,-6423.222964,10.01702,4.016048051,1.263248267,1.263248267,1.658083724,13373.8,1.658083724,13373.8,14.60774467
275_116_178_47_269_13507,-7.27,-5.74,-2.69,-2.55,3.05,1.53,0.14,11931.3,838.131637,1.611342481,-6973.209074,16.90092,6.95030215,1.611342481,1.611342481,1.479242574,11931.3,1.479242574,11931.3,19.24391256
275_145_47_145_275_13031,-6.91,-5.86,-3.22,-2.2,2.64,1.05,1.02,7028.2,1422.839418,0.282253252,-10728.45017,11.62211,6.737392696,0.282253252,1.770843469,0.871356236,7028.2,2.072499272,16716.4,16.90833624
275_206_133_47_275_13507,-7.51,-6.07,-2.95,-2.71,3.12,1.44,0.24,12361.3,808.9764022,1.371351308,-10016.3448,13.60445,7.182202908,1.371351308,1.371351308,1.532553974,12361.3,1.532553974,12361.3,19.18028991
275_194_206_47_275_13507,-6.57,-6.2,-3.17,-2.4,3.03,0.37,0.77,9013,1109.508488,0.429109169,-10138.93406,10.00768,8.347493292,0.098523195,1.130280752,1.11743174,9013,2.028697138,16363.1,16.23204477
272_222_178_47_275_13507,-6.34,-5.86,-2.7,-1.87,3.16,0.48,0.83,11004,908.7604507,0.7456076,-6883.57387,16.46399,5.651359307,0.7456076,0.7456076,1.36427592,11004,1.36427592,11004,12.98751827
275_104_178_47_278_13507,-7.22,-5.75,-2.65,-2.56,3.1,1.47,0.09,11862.4,842.9997302,1.541712716,-6977.756656,24.72553,6.902602263,1.541712716,1.541712716,1.470700352,11862.4,1.470700352,11862.4,18.92292982
174_222_178_47_275_13507,-5.87,-5.63,-2.5,-1.21,3.13,0.24,1.29,10749.6,930.2671727,0.516735361,-6806.213193,12.17721,5.357043791,0.516735361,0.516735361,1.332735408,10749.6,1.332735408,10749.6,11.5610458
278_206_178_47_269_13507,-7.25,-5.72,-2.86,-2.52,2.86,1.53,0.34,11882.3,841.5879081,1.373798784,-4325.808492,19.80703,7.023559285,1.373798784,1.373798784,1.473167554,11882.3,1.473167554,11882.3,19.34478764
275_12_178_47_269_13507,-7.3,-5.76,-2.78,-2.56,2.98,1.54,0.22,11971.8,835.2962796,1.511632034,-6473.372171,17.51396,6.780227988,1.511632034,1.511632034,1.484263764,11971.8,1.484263764,11971.8,19.05227044
275_206_133_47_269_13507,-7.4,-6.02,-2.81,-2.67,3.21,1.38,0.14,12580.2,794.8999221,1.837908714,-7221.369706,21.00269,7.277715945,1.837908714,1.837908714,1.559693196,12580.2,1.559693196,12580.2,19.05651136
275_206_178_47_269_13507,-7.39,-5.84,-2.71,-2.66,3.13,1.55,0.05,11667.3,857.0963291,1.320697126,-7021.634832,12.95255,6.779527517,1.320697126,1.320697126,1.446511854,11667.3,1.446511854,11667.3,19.09385589
47_47_117_531_301_00124,-6.44,-5.28,-2.85,-2.44,2.43,1.16,0.41,6847.6,1460.365676,0.391507779,-4348.767267,8.91911,5.232390629,0.391507779,0.917005356,0.848965448,6847.6,1.358535646,10957.7,15.3039984
275_194_222_47_800_13502,-6.31,-5.37,-2.79,-2.22,2.58,0.94,0.57,8228.6,1215.273558,1.258075445,-7408.912988,18.65037,7.134741529,1.258075445,1.258075445,1.020181828,8228.6,1.020181828,8228.6,16.98743559
47_206_47_206_47_01010,-5.77,-5.42,-2.17,-1.81,3.25,0.35,0.36,13025.1,767.7484242,1.554746375,-5318.741926,13.94793,7.220891544,1.554746375,1.554746375,1.614851898,13025.1,1.614851898,13025.1,14.59561416
201_47_800_47_627_10204,-5.93,-4.86,-2.88,-2.01,1.98,1.07,0.87,4501.3,2221.580432,0.602168758,-5020.539793,7.19944,5.205407093,0.602168758,0.602168758,0.558071174,4501.3,0.558071174,4501.3,14.88389207
188_72_72_181_103_10035,-5.79,-5.4,-1.26,-1.04,4.14,0.39,0.22,15022,665.6903209,0.177182795,-2887.109153,4.74583,5.053099434,0.044729725,0.047877591,1.86242756,15022,2.20864171,17814.5,11.78076442
201_47_800_47_376_10204,-5.95,-4.9,-2.74,-1.84,2.16,1.05,0.9,5537.1,1805.99953,0.663476782,-4853.043362,4.96599,5.257662197,0.663476782,0.663476782,0.686489658,5537.1,0.686489658,5537.1,14.87074735
201_47_47_181_103_10035,-5.72,-4.73,-2.72,-1.6,2.01,0.99,1.12,3534.8,2829.014371,0.258335086,-4955.736881,6.1063,5.475773522,0.258335086,0.287324944,0.438244504,3534.8,1.31530382,10609,14.91578664
275_181_56_47_682_13502,-6.75,-5.84,-2.75,-2.24,3.09,0.91,0.51,10849.6,921.6929656,0.439216189,-7981.206172,7.62996,5.734389442,0.439216189,0.813546397,1.345133408,10849.6,1.978336462,15956.9,14.93150076
47_144_144_144_144_01111,-6.14,-5.05,-2.59,-1.57,2.46,1.09,1.02,6874.7,1454.608928,0.42313409,-4065.295356,8.32326,3.807160298,0.42313409,1.565306683,0.852325306,6874.7,2.026056364,16341.8,13.04360623
188_612_800_612_684_10204,-6.7,-6.48,-1.89,-0.76,4.59,0.22,1.13,19586.7,510.5505266,0.110574845,-4080.626168,7.42797,2.90577896,0.035076552,0.110574845,2.428359066,19586.7,2.51524425,20287.5,8.10055413
262_627_800_627_250_10204,-6.89,-6.09,-3,-2.52,3.09,0.8,0.48,10400,961.5384615,1.741548895,-4456.326754,22.00853,5.573458097,1.741548895,1.741548895,1.289392,10400,1.289392,10400,14.2418483
262_627_627_181_201_10035,-6.54,-5.76,-2.99,-2.34,2.77,0.78,0.65,8357.3,1196.558697,1.390908535,-4652.899137,18.67736,5.744403348,1.390908535,1.390908535,1.036138054,8357.3,1.036138054,8357.3,14.39213991
201_181_117_47_800_13502,-6.31,-5.67,-2.46,-1.65,3.21,0.64,0.81,12420.4,805.127049,1.228603496,-4463.76161,9.53991,4.925845109,1.228603496,1.228603496,1.539881192,12420.4,1.539881192,12420.4,12.66928522
262_627_627_181_227_10035,-6.73,-5.94,-2.96,-2.3,2.98,0.79,0.66,9734.4,1027.284681,1.728829102,-4458.551602,19.94746,5.087276835,1.728829102,1.728829102,1.206870912,9734.4,1.206870912,9734.4,13.5298267
188_697_603_697_47_10204,-6.66,-6.21,-2.09,-1.89,4.12,0.45,0.2,18380.1,544.0666808,0.585551932,-4654.49667,8.61102,5.026548548,0.585551932,0.599622114,2.278764798,18380.1,2.632392952,21232.4,11.99950385
262_627_181_627_47_10302,-6.37,-5.67,-3.08,-2.62,2.59,0.7,0.46,7756.7,1289.20804,1.204509852,-4899.44951,19.40923,6.395310647,1.204509852,1.204509852,0.961675666,7756.7,0.961675666,7756.7,14.94803926
262_627_800_684_262_10241,-8.07,-7,-3.35,-2.74,3.65,1.07,0.61,13957.6,716.4555511,1.414147072,-4919.424469,6.82544,5.129407832,1.414147072,1.414147072,1.730463248,13957.6,1.730463248,13957.6,14.77924109
262_627_181_122_250_10352,-6.56,-5.6,-2.92,-1.98,2.68,0.96,0.94,7175,1393.728223,0.780720876,-5321.816047,21.75832,5.496709398,0.780720876,0.780720876,0.8895565,7175,0.8895565,7175,14.81696534
262_181_181_181_262_13331,-7.04,-6.36,-3,-2.35,3.36,0.68,0.65,8231.6,1214.830653,0.100029283,-5019.928801,3.58375,4.665442122,0.100029283,0.259582411,1.020553768,8231.6,1.849273282,14915.9,12.4809103
275_47_547_222_415_10234,-6.32,-6.2,-2.92,-1.69,3.28,0.12,1.23,12141.6,823.6146801,1.16401254,-8024.478637,10.29808,6.69633892,1.16401254,1.573605776,1.505315568,12141.6,2.692498456,21717.2,12.8946552
275_47_251_47_117_10203,-6.56,-6.1,-2.98,-2.11,3.12,0.46,0.87,8767.4,1140.589,0.442436812,-7364.499027,11.50405,5.272876775,0.002161041,1.528235154,1.086982252,8767.4,2.138444234,17248.3,12.38124782
275_47_117_161_117_10353,-7.05,-6.24,-3.1,-1.72,3.14,0.81,1.38,11320.8,883.3298,1.215070691,-7496.915266,11.26255,6.263764193,1.215070691,1.215070691,1.403552784,11320.8,1.403552784,11320.8,15.2349498
275_104_106_47_57_13502,-6.48,-5.2,-2.3,-1.92,2.9,1.28,0.38,10658.1,938.2535349,0.960844551,-8163.251933,6.68298,5.994003036,0.960844551,0.960844551,1.321391238,10658.1,1.321391238,10658.1,16.86333868
275_117_161_402_800_13502,-7.26,-7.11,-2.74,-2.03,4.37,0.15,0.71,19980,500.5005005,0.869870238,-7320.828706,3.26926,4.252336629,0.869870238,0.869870238,2.4771204,19980,2.4771204,19980,9.65691404
275_222_214_178_275_13571,-7.23,-6.43,-2.74,-2.05,3.69,0.8,0.69,14640.6,683.0321162,1.450705396,-9396.519717,11.46418,5.677998977,1.450705396,1.450705396,1.815141588,14640.6,1.815141588,14640.6,14.38580109
47_117_400_117_47_01210,-6,-5.74,-2.22,-1.96,3.52,0.26,0.26,15271.1,654.8316755,1.909239191,-4470.659032,3.19141,5.739319871,1.909239191,1.909239191,1.893310978,15271.1,1.893310978,15271.1,12.17253996
275_222_178_47_624_13502,-6.65,-5.21,-2.84,-1.8,2.37,1.44,1.04,9897.5,1010.356151,1.284333035,-7474.276658,5.02758,6.458212833,0.033948357,1.284333035,1.22709205,9897.5,1.735199284,13995.8,18.18335557
47_532_47_532_47_02020,-5.81,-4.81,-2.97,-1.95,1.84,1,1.02,3597.4,2779.785401,0.433945987,-5131.736306,7.25929,5.280620717,0.433945987,1.277809638,0.446005652,3597.4,1.643528472,13256.4,14.68961123
98_117_161_47_800_13502,-5.98,-5.84,-2.57,-2.14,3.27,0.14,0.43,10568,946.2528388,0.906544527,-5414.841827,14.99731,5.223634881,0.078391196,0.906544527,1.31022064,10568,1.928930432,15558.4,10.95184173
76_161_117_47_57_13502,-6.53,-5.74,-2.1,-1.09,3.64,0.79,1.01,15116.7,661.5200407,1.392292239,-5806.377932,5.59537,6.075342015,1.392292239,1.392292239,1.874168466,15116.7,1.874168466,15116.7,14.89039246
275_117_178_406_57_13502,-7.28,-6.3,-2.77,-2.08,3.53,0.98,0.69,12447.4,803.3806257,0.103087834,-6153.286391,6.9773,4.972244329,0.019458076,0.103087834,1.543228652,12447.4,2.514487972,20281.4,14.17987694
275_117_178_47_29_13502,-6.63,-5.18,-2.85,-1.78,2.33,1.45,1.07,10243.7,976.209768,1.067773544,-7807.371287,5.59593,6.229715438,0.080856831,1.067773544,1.270013926,10243.7,1.837272018,14819.1,17.91126466
275_161_222_47_800_13502,-6.41,-5.26,-2.35,-2.32,2.91,1.15,0.03,9701.2,1030.800313,0.47053695,-8211.618424,7.29701,6.624199472,0.47053695,0.47053695,1.202754776,9701.2,1.202754776,9701.2,17.17796918
275_161_104_47_275_13507,-7.05,-5.94,-2.97,-2.47,2.97,1.11,0.5,10585.6,944.6795647,1.384819412,-10798.64451,13.38504,6.960940029,1.384819412,1.384819412,1.312402688,10585.6,1.312402688,10585.6,17.47146092
275_206_750_206_275_13031,-6.88,-5.93,-2.87,-2.39,3.06,0.95,0.48,10605.5,942.9069822,0.234217495,-9808.285104,15.93342,8.092417405,0.234217495,0.265195493,1.31486989,10605.5,1.87935083,15158.5,18.34870527
47_70_463_70_47_01210,-5.71,-5.54,-1.67,-1.59,3.87,0.17,0.08,18144.4,551.1342343,2.304080266,-4842.981382,2.59453,7.489134709,2.304080266,2.304080266,2.249542712,18144.4,2.249542712,18144.4,14.199085
275_70_222_71_275_13571,-7.66,-6.54,-3.03,-2.53,3.51,1.12,0.5,13738.1,727.902694,1.182711238,-10154.31082,4.83313,7.088948598,1.182711238,1.182711238,1.703249638,13738.1,1.703249638,13738.1,17.69027872
275_206_70_47_882_13502,-6.83,-5.62,-2.45,-2.19,3.17,1.21,0.26,13985.2,715.0416154,0.975665678,-7470.057031,12.69553,7.213461114,0.975665678,0.975665678,1.733885096,13985.2,1.733885096,13985.2,18.24468246
113_70_47_70_113_13031,-6.51,-5.66,-2.2,-1.9,3.46,0.85,0.3,14097.4,709.3506604,0.382436682,-3667.4544,8.19793,5.932220677,0.382436682,1.01521518,1.747795652,14097.4,2.449547248,19757.6,14.94861437
47_70_241_47_241_01202,-5.62,-5.24,-1.48,-1.46,3.76,0.38,0.02,16425.9,608.7946475,1.423460593,-4326.394552,4.32379,6.172236354,1.423460593,1.846584991,2.036483082,16425.9,2.446509738,19733.1,13.27926596
278_206_216_6_278_13571,-7.81,-6.94,-2.78,-2.72,4.16,0.87,0.06,18954.4,527.5819862,0.7987646,-6101.179024,12.50998,7.021623779,0.7987646,0.7987646,2.349966512,18954.4,2.349966512,18954.4,16.53382245
275_206_25_5_275_13051,-7.87,-6.97,-3.78,-2.66,3.19,0.9,1.12,10425,959.2326139,0.710238561,-10480.3157,6.75401,7.398158436,0.710238561,0.710238561,1.2924915,10425,1.2924915,10425,17.17996067
47_47_803_47_47_00200,-5.12,-5.11,-2.32,-2.18,2.79,0.01,0.14,11140.7,897.6096655,1.533652107,-5617.989742,2.30504,5.852866389,1.533652107,2.163468439,1.381223986,11140.7,1.543104672,12446.4,11.26514352
288_5_47_5_288_13031,-7.61,-6.49,-4.34,-3.25,2.15,1.12,1.09,4240.2,2358.379322,0.259078627,-5478.088578,10.39441,7.19580729,0.259078627,0.573208085,0.525699996,4240.2,1.595721784,12870.8,17.83742314
113_206_47_206_113_13031,-7.2,-5.94,-2.59,-1.81,3.35,1.26,0.78,9391.9,1064.747282,0.402649835,-3976.336466,4.13096,4.511733549,0.098556454,0.402649835,1.164407762,9391.9,2.040227278,16456.1,14.7371536
275_70_47_222_275_13051,-6.74,-5.71,-3.07,-2.41,2.64,1.03,0.66,7142,1400.16802,0.202595758,-10354.26072,11.62107,8.660753326,0.202595758,2.090603189,0.88546516,7142,2.063733886,16645.7,19.47170383
200_206_5_47_756_13502,-6.58,-5.4,-3.38,-2.95,2.02,1.18,0.43,3597.4,2779.785401,0.285741997,-4114.306545,27.61452,6.569486268,0.285741997,0.285741997,0.446005652,3597.4,0.446005652,3597.4,17.23027909
275_5_47_173_275_13051,-7.28,-6.52,-3.87,-2.78,2.65,0.76,1.09,6702.9,1491.891569,0.29545171,-11018.91807,17.33022,8.424179671,0.29545171,0.29545171,0.831025542,6702.9,0.831025542,6702.9,17.99709191
275_206_227_47_756_13502,-6.43,-5.65,-1.87,-1.75,3.78,0.78,0.12,16975.7,589.0773282,0.805345952,-7075.896191,11.77598,5.505676044,0.805345952,0.805345952,2.104647286,16975.7,2.104647286,16975.7,14.06341241
275_209_47_227_275_13051,-7.26,-5.87,-2.35,-2.12,3.52,1.39,0.23,17485.5,571.9024334,0.119043389,-10120.22214,4.9039,5.511597228,0.007799399,1.54762514,2.16785229,17485.5,2.620267708,21134.6,16.66711589
275_5_70_178_47_13570,-6.92,-5.2,-3.62,-2.3,1.58,1.72,1.32,6517.1,1534.424821,0.669659144,-7039.650139,7.50714,6.776118122,0.005766738,0.669659144,0.807990058,6517.1,1.544580034,12458.3,19.81251116
275_227_70_47_739_13502,-6.25,-5.13,-1.92,-1.6,3.21,1.12,0.32,14250.6,701.7248397,1.007249858,-6882.455026,9.70032,6.467126374,1.007249858,1.007249858,1.766789388,14250.6,1.766789388,14250.6,16.83402952
47_369_206_178_369_02132,-6.01,-5.76,-1.74,-1.16,4.02,0.25,0.58,17842.3,560.4658592,0.838512513,-2969.945131,5.35523,4.277854691,0.838512513,0.838512513,2.212088354,17842.3,2.212088354,17842.3,10.11755241
267_5_74_47_756_13502,-6.52,-5.65,-3.29,-2.66,2.36,0.87,0.63,6809.4,1468.55817,0.246049695,-4741.728547,14.52405,7.765431033,0.246049695,0.246049695,0.844229412,6809.4,0.844229412,6809.4,17.55804503
275_70_47_111_275_13051,-7.06,-5.79,-3.16,-2.5,2.63,1.27,0.66,8157.4,1225.880795,1.070146311,-10189.24638,13.95954,7.662698374,1.070146311,1.070146311,1.011354452,8157.4,1.011354452,8157.4,19.11858216
275_88_47_206_275_13051,-7.22,-6.18,-2.89,-2.39,3.29,1.04,0.5,11326.3,882.9008591,0.426564202,-10569.89642,14.38675,7.599536094,0.426564202,0.646523534,1.404234674,11326.3,2.40880742,19429,18.0529577
275_70_5_47_47_13570,-6.67,-5.68,-3.26,-2.36,2.42,0.99,0.9,7024.7,1423.548337,0.874915207,-7649.109031,15.01772,7.874075312,0.874915207,1.125923069,0.870922306,7024.7,2.145560686,17305.7,18.21824821
275_70_206_47_275_13507,-6.97,-6.24,-3.11,-2.42,3.13,0.73,0.69,11200.7,892.8013428,1.009422912,-10262.10933,11.40214,8.222473991,1.009422912,1.009422912,1.388662786,11200.7,1.388662786,11200.7,17.59169319
