PCE,below18,above18
10.530914,10.530914,18.328714
10.531976,10.531976,18.329588
10.558029,10.558029,18.330237
10.572398,10.572398,18.333177
10.595745,10.595745,18.334612
10.628307,10.628307,18.334702
10.649218,10.649218,18.335062
10.669097,10.669097,18.337876
10.703375,10.703375,18.34171
10.725765,10.725765,18.347573
10.732168,10.732168,18.348705
10.740269,10.740269,18.34913
10.747626,10.747626,18.350678
10.756781,10.756781,18.353335
10.815006,10.815006,18.357185
10.822197,10.822197,18.37524
10.863429,10.863429,18.375541
10.879942,10.879942,18.381965
10.896858,10.896858,18.388488
10.933183,10.933183,18.39326
10.951842,10.951842,18.402484
10.963252,10.963252,18.419844
10.985873,10.985873,18.421206
10.990026,10.990026,18.427053
10.992397,10.992397,18.429425
11.005499,11.005499,18.433108
11.005668,11.005668,18.444902
11.013305,11.013305,18.448667
11.015508,11.015508,18.452032
11.030754,11.030754,18.453155
11.048617,11.048617,18.454416
11.051728,11.051728,18.460838
11.064173,11.064173,18.475441
11.086435,11.086435,18.476681
11.087996,11.087996,18.477347
11.094706,11.094706,18.477845
11.101701,11.101701,18.479558
11.106204,11.106204,18.479692
11.113946,11.113946,18.480584
11.135211,11.135211,18.481874
11.137643,11.137643,18.482591
11.142316,11.142316,18.486714
11.168242,11.168242,18.487639
11.187534,11.187534,18.495838
11.188423,11.188423,18.4996
11.194416,11.194416,18.504018
11.195925,11.195925,18.507911
11.201584,11.201584,18.509444
11.260154,11.260154,18.509771
11.265144,11.265144,18.511042
11.274729,11.274729,18.515539
11.317257,11.317257,18.521957
11.326609,11.326609,18.522217
11.346575,11.346575,18.522225
11.35271,11.35271,18.524719
11.375624,11.375624,18.525122
11.381587,11.381587,18.532158
11.384007,11.384007,18.532537
11.39385,11.39385,18.533206
11.3946,11.3946,18.535811
11.397998,11.397998,18.544313
11.424761,11.424761,18.556653
11.425811,11.425811,18.558801
11.426236,11.426236,18.56254
11.426822,11.426822,18.563861
11.428405,11.428405,18.565082
11.443212,11.443212,18.567218
11.444723,11.444723,18.57249
11.453034,11.453034,18.572761
11.458638,11.458638,18.573436
11.466811,11.466811,18.574865
11.469908,11.469908,18.575438
11.483706,11.483706,18.578959
11.48643,11.48643,18.57919
11.488976,11.488976,18.579343
11.490743,11.490743,18.580493
11.495021,11.495021,18.580679
11.506792,11.506792,18.581373
11.525234,11.525234,18.582836
11.539666,11.539666,18.588984
11.539753,11.539753,18.592938
11.545916,11.545916,18.593245
11.561046,11.561046,18.594849
11.56938,11.56938,18.59525
11.572168,11.572168,18.601629
11.597553,11.597553,18.616085
11.597996,11.597996,18.617617
11.598977,11.598977,18.619777
11.605652,11.605652,18.623342
11.608833,11.608833,18.6287
11.617742,11.617742,18.634557
11.619453,11.619453,18.64722
11.630046,11.630046,18.648596
11.647128,11.647128,18.651434
11.668318,11.668318,18.651475
11.681818,11.681818,18.653049
11.727347,11.727347,18.653409
11.730111,11.730111,18.654166
11.73539,11.73539,18.654649
11.737014,11.737014,18.659567
11.740994,11.740994,18.661849
11.750343,11.750343,18.66265
11.762007,11.762007,18.663293
11.779504,11.779504,18.666379
11.780764,11.780764,18.677358
11.786856,11.786856,18.683819
11.792508,11.792508,18.687884
11.803501,11.803501,18.689536
11.806778,11.806778,18.693417
11.812099,11.812099,18.697996
11.818886,11.818886,18.704586
11.826373,11.826373,18.705993
11.831981,11.831981,18.708966
11.838953,11.838953,18.71862
11.842122,11.842122,18.720528
11.844932,11.844932,18.7207
11.849039,11.849039,18.72131
11.856498,11.856498,18.721412
11.872771,11.872771,18.739407
11.876718,11.876718,18.743412
11.878558,11.878558,18.743928
11.882849,11.882849,18.745139
11.883492,11.883492,18.745712
11.886425,11.886425,18.756322
11.889681,11.889681,18.756757
11.890093,11.890093,18.757724
11.908533,11.908533,18.768543
11.909007,11.909007,18.778336
11.91221,11.91221,18.781636
11.928292,11.928292,18.786312
11.935651,11.935651,18.799517
11.938806,11.938806,18.814053
11.944795,11.944795,18.817409
11.961609,11.961609,18.820356
11.972574,11.972574,18.823573
11.985578,11.985578,18.834541
11.9859,11.9859,18.844653
11.99909,11.99909,18.848266
11.999504,11.999504,18.848921
12.002973,12.002973,18.849789
12.004713,12.004713,18.859509
12.010747,12.010747,18.859694
12.013835,12.013835,18.86079
12.017118,12.017118,18.863381
12.01776,12.01776,18.874558
12.021427,12.021427,18.885611
12.02403,12.02403,18.891798
12.025026,12.025026,18.904434
12.031993,12.031993,18.911888
12.033221,12.033221,18.919222
12.036202,12.036202,18.919431
12.037439,12.037439,18.92293
12.044305,12.044305,18.924777
12.05363,12.05363,18.931256
12.078087,12.078087,18.941381
12.078511,12.078511,18.950409
12.131786,12.131786,18.950612
12.132171,12.132171,18.950911
12.144048,12.144048,18.963278
12.154006,12.154006,18.963928
12.156369,12.156369,18.981333
12.156626,12.156626,18.983781
12.163716,12.163716,18.99167
12.17254,12.17254,18.997304
12.179304,12.179304,19.002265
12.184409,12.184409,19.005085
12.217417,12.217417,19.010852
12.219802,12.219802,19.024906
12.22806,12.22806,19.028627
12.231904,12.231904,19.030066
12.232196,12.232196,19.03146
12.235709,12.235709,19.049523
12.245807,12.245807,19.05132
12.246264,12.246264,19.05227
12.24878,12.24878,19.053016
12.253722,12.253722,19.056511
12.255172,12.255172,19.056754
12.269579,12.269579,19.057517
12.280951,12.280951,19.060901
12.29344,12.29344,19.062411
12.297977,12.297977,19.069611
12.311518,12.311518,19.077354
12.31826,12.31826,19.085581
12.338925,12.338925,19.093856
12.343096,12.343096,19.095565
12.346646,12.346646,19.096566
12.348405,12.348405,19.105222
12.351422,12.351422,19.105897
12.360797,12.360797,19.118582
12.369838,12.369838,19.126782
12.369965,12.369965,19.131714
12.37336,12.37336,19.132058
12.381248,12.381248,19.154223
12.386708,12.386708,19.159765
12.388306,12.388306,19.179401
12.390308,12.390308,19.18029
12.398201,12.398201,19.182324
12.399007,12.399007,19.187927
12.413535,12.413535,19.196324
12.422587,12.422587,19.198836
12.432324,12.432324,19.201236
12.439426,12.439426,19.204353
12.441239,12.441239,19.20891
12.441744,12.441744,19.211721
12.444461,12.444461,19.212837
12.448861,12.448861,19.217126
12.45307,12.45307,19.217366
12.457821,12.457821,19.239938
12.457863,12.457863,19.243913
12.464362,12.464362,19.246434
12.473652,12.473652,19.246924
12.4739,12.4739,19.249457
12.48091,12.48091,19.250599
12.484815,12.484815,19.275299
12.494516,12.494516,19.283125
12.521951,12.521951,19.298021
12.527787,12.527787,19.301184
12.537998,12.537998,19.31978
12.539943,12.539943,19.321759
12.542685,12.542685,19.324568
12.546318,12.546318,19.326546
12.549805,12.549805,19.330666
12.556557,12.556557,19.332107
12.56884,12.56884,19.338418
12.569561,12.569561,19.344788
12.572725,12.572725,19.349543
12.590612,12.590612,19.359379
12.591986,12.591986,19.369383
12.607115,12.607115,19.370715
12.614274,12.614274,19.376122
12.618851,12.618851,19.377389
12.621693,12.621693,19.379663
12.623233,12.623233,19.390213
12.626381,12.626381,19.399508
12.627206,12.627206,19.401038
12.629485,12.629485,19.403978
12.630417,12.630417,19.404011
12.643775,12.643775,19.407444
12.658899,12.658899,19.423072
12.664148,12.664148,19.428175
12.669285,12.669285,19.430319
12.674625,12.674625,19.445252
12.677541,12.677541,19.453582
12.681991,12.681991,19.464634
12.695228,12.695228,19.471704
12.699547,12.699547,19.490181
12.712919,12.712919,19.492235
12.715459,12.715459,19.496178
12.71592,12.71592,19.500379
12.720647,12.720647,19.503394
12.720747,12.720747,19.509335
12.725335,12.725335,19.515093
12.735065,12.735065,19.523449
12.737719,12.737719,19.542923
12.738527,12.738527,19.551408
12.754358,12.754358,19.554365
12.755306,12.755306,19.55898
12.758085,12.758085,19.561969
12.765951,12.765951,19.564318
12.771136,12.771136,19.584197
12.775051,12.775051,19.587523
12.779204,12.779204,19.592956
12.79457,12.79457,19.600532
12.805288,12.805288,19.60097
12.806694,12.806694,19.632099
12.808603,12.808603,19.632808
12.814766,12.814766,19.646974
12.826234,12.826234,19.657469
12.828323,12.828323,19.663087
12.834652,12.834652,19.670907
12.836193,12.836193,19.68875
12.847373,12.847373,19.708095
12.858835,12.858835,19.715851
12.860254,12.860254,19.748073
12.867106,12.867106,19.756597
12.8719,12.8719,19.763502
12.872142,12.872142,19.764781
12.883929,12.883929,19.774294
12.884381,12.884381,19.778321
12.885362,12.885362,19.785904
12.894655,12.894655,19.78621
12.90422,12.90422,19.794047
12.90648,12.90648,19.796776
12.929696,12.929696,19.803088
12.939529,12.939529,19.804194
12.942877,12.942877,19.812511
12.95455,12.95455,19.842351
12.955563,12.955563,19.86717
12.956037,12.956037,19.868451
12.961489,12.961489,19.877098
12.965198,12.965198,19.884289
12.98015,12.98015,19.918121
12.987518,12.987518,19.955612
13.003544,13.003544,19.961457
13.010626,13.010626,19.97311
13.01981,13.01981,19.990124
13.022022,13.022022,20.014881
13.040011,13.040011,20.028842
13.043606,13.043606,20.039941
13.045396,13.045396,20.042385
13.047203,13.047203,20.084083
13.049767,13.049767,20.089031
13.059374,13.059374,20.107116
13.060815,13.060815,20.111188
13.066489,13.066489,20.111378
13.066898,13.066898,20.134722
13.068007,13.068007,20.184734
13.085323,13.085323,20.203011
13.104174,13.104174,20.213013
13.106085,13.106085,20.225072
13.109306,13.109306,20.230298
13.11105,13.11105,20.232337
13.112908,13.112908,20.38466
13.113154,13.113154,20.402224
13.11391,13.11391,20.402845
13.152668,13.152668,20.415972
13.154585,13.154585,20.438927
13.156675,13.156675,20.459702
13.159874,13.159874,20.466069
13.165949,13.165949,20.514919
13.170179,13.170179,20.531755
13.172993,13.172993,20.546436
13.17323,13.17323,20.596168
13.173562,13.173562,20.632593
13.173712,13.173712,20.64389
13.175594,13.175594,20.68141
13.175909,13.175909,20.925275
13.177179,13.177179,21.002788
13.18113,13.18113,21.008912
13.188834,13.188834,21.144257
13.194934,13.194934,21.499579
13.199979,13.199979,
13.204666,13.204666,
13.209133,13.209133,
13.212983,13.212983,
13.213056,13.213056,
13.215104,13.215104,
13.218989,13.218989,
13.222715,13.222715,
13.240562,13.240562,
13.24695,13.24695,
13.251208,13.251208,
13.253054,13.253054,
13.265298,13.265298,
13.267622,13.267622,
13.279266,13.279266,
13.289137,13.289137,
13.292743,13.292743,
13.294168,13.294168,
13.304404,13.304404,
13.305797,13.305797,
13.308615,13.308615,
13.321618,13.321618,
13.324327,13.324327,
13.332431,13.332431,
13.333209,13.333209,
13.343306,13.343306,
13.347906,13.347906,
13.352642,13.352642,
13.352896,13.352896,
13.364029,13.364029,
13.364098,13.364098,
13.369547,13.369547,
13.372166,13.372166,
13.37306,13.37306,
13.376,13.376,
13.380505,13.380505,
13.391653,13.391653,
13.392588,13.392588,
13.393355,13.393355,
13.396351,13.396351,
13.398927,13.398927,
13.403654,13.403654,
13.410467,13.410467,
13.412461,13.412461,
13.414994,13.414994,
13.415966,13.415966,
13.419178,13.419178,
13.424191,13.424191,
13.425408,13.425408,
13.429936,13.429936,
13.434826,13.434826,
13.436411,13.436411,
13.438023,13.438023,
13.442644,13.442644,
13.445376,13.445376,
13.447248,13.447248,
13.466572,13.466572,
13.471326,13.471326,
13.476101,13.476101,
13.479758,13.479758,
13.480057,13.480057,
13.483691,13.483691,
13.490192,13.490192,
13.49524,13.49524,
13.497415,13.497415,
13.505573,13.505573,
13.506481,13.506481,
13.508596,13.508596,
13.509348,13.509348,
13.511917,13.511917,
13.517473,13.517473,
13.517884,13.517884,
13.520271,13.520271,
13.523979,13.523979,
13.529827,13.529827,
13.541909,13.541909,
13.543061,13.543061,
13.543761,13.543761,
13.553406,13.553406,
13.554567,13.554567,
13.556524,13.556524,
13.558941,13.558941,
13.569,13.569,
13.58106,13.58106,
13.583897,13.583897,
13.585594,13.585594,
13.603646,13.603646,
13.604707,13.604707,
13.605669,13.605669,
13.605732,13.605732,
13.622621,13.622621,
13.62501,13.62501,
13.628759,13.628759,
13.631607,13.631607,
13.632322,13.632322,
13.634404,13.634404,
13.640966,13.640966,
13.644117,13.644117,
13.644252,13.644252,
13.650006,13.650006,
13.653175,13.653175,
13.653648,13.653648,
13.658535,13.658535,
13.662732,13.662732,
13.662758,13.662758,
13.662888,13.662888,
13.664503,13.664503,
13.674361,13.674361,
13.677159,13.677159,
13.694379,13.694379,
13.700669,13.700669,
13.70208,13.70208,
13.709992,13.709992,
13.728247,13.728247,
13.730859,13.730859,
13.731186,13.731186,
13.733651,13.733651,
13.739137,13.739137,
13.740429,13.740429,
13.755714,13.755714,
13.760578,13.760578,
13.760854,13.760854,
13.76214,13.76214,
13.763686,13.763686,
13.765121,13.765121,
13.766314,13.766314,
13.767057,13.767057,
13.767294,13.767294,
13.770055,13.770055,
13.773622,13.773622,
13.78142,13.78142,
13.791194,13.791194,
13.797773,13.797773,
13.798738,13.798738,
13.79972,13.79972,
13.803328,13.803328,
13.804663,13.804663,
13.81146,13.81146,
13.823999,13.823999,
13.827389,13.827389,
13.832836,13.832836,
13.846449,13.846449,
13.846552,13.846552,
13.849551,13.849551,
13.855369,13.855369,
13.855675,13.855675,
13.85616,13.85616,
13.863833,13.863833,
13.864641,13.864641,
13.865767,13.865767,
13.87472,13.87472,
13.880297,13.880297,
13.880959,13.880959,
13.882175,13.882175,
13.886948,13.886948,
13.892247,13.892247,
13.893639,13.893639,
13.898689,13.898689,
13.90073,13.90073,
13.904862,13.904862,
13.905182,13.905182,
13.912027,13.912027,
13.920139,13.920139,
13.924265,13.924265,
13.929182,13.929182,
13.93938,13.93938,
13.940091,13.940091,
13.944114,13.944114,
13.94521,13.94521,
13.948573,13.948573,
13.951818,13.951818,
13.953111,13.953111,
13.954935,13.954935,
13.958623,13.958623,
13.965087,13.965087,
13.970076,13.970076,
13.970749,13.970749,
13.975911,13.975911,
13.98259,13.98259,
13.983924,13.983924,
13.984959,13.984959,
13.98767,13.98767,
13.998285,13.998285,
13.999775,13.999775,
14.006913,14.006913,
14.008082,14.008082,
14.012149,14.012149,
14.01641,14.01641,
14.018821,14.018821,
14.023416,14.023416,
14.023858,14.023858,
14.026776,14.026776,
14.037284,14.037284,
14.040443,14.040443,
14.056257,14.056257,
14.058925,14.058925,
14.062166,14.062166,
14.068206,14.068206,
14.069977,14.069977,
14.073762,14.073762,
14.075545,14.075545,
14.082097,14.082097,
14.082203,14.082203,
14.083808,14.083808,
14.08454,14.08454,
14.084805,14.084805,
14.086984,14.086984,
14.09537,14.09537,
14.097213,14.097213,
14.100055,14.100055,
14.101794,14.101794,
14.104322,14.104322,
14.118225,14.118225,
14.118702,14.118702,
14.123514,14.123514,
14.126691,14.126691,
14.130792,14.130792,
14.134533,14.134533,
14.135532,14.135532,
14.141152,14.141152,
14.141261,14.141261,
14.142416,14.142416,
14.145639,14.145639,
14.154775,14.154775,
14.155875,14.155875,
14.156905,14.156905,
14.165874,14.165874,
14.168332,14.168332,
14.1699,14.1699,
14.17202,14.17202,
14.179877,14.179877,
14.180855,14.180855,
14.191062,14.191062,
14.192778,14.192778,
14.199085,14.199085,
14.202056,14.202056,
14.204954,14.204954,
14.20549,14.20549,
14.210575,14.210575,
14.21543,14.21543,
14.217622,14.217622,
14.218092,14.218092,
14.220235,14.220235,
14.223918,14.223918,
14.236459,14.236459,
14.240508,14.240508,
14.24152,14.24152,
14.241848,14.241848,
14.248508,14.248508,
14.254671,14.254671,
14.256625,14.256625,
14.258704,14.258704,
14.260963,14.260963,
14.27525,14.27525,
14.281642,14.281642,
14.284102,14.284102,
14.285249,14.285249,
14.286934,14.286934,
14.290788,14.290788,
14.291845,14.291845,
14.292863,14.292863,
14.296783,14.296783,
14.299968,14.299968,
14.30207,14.30207,
14.308457,14.308457,
14.308577,14.308577,
14.311902,14.311902,
14.312148,14.312148,
14.316442,14.316442,
14.317506,14.317506,
14.322584,14.322584,
14.323338,14.323338,
14.323869,14.323869,
14.327935,14.327935,
14.329922,14.329922,
14.33409,14.33409,
14.337708,14.337708,
14.339881,14.339881,
14.341204,14.341204,
14.348447,14.348447,
14.348836,14.348836,
14.351733,14.351733,
14.354207,14.354207,
14.358019,14.358019,
14.358232,14.358232,
14.368911,14.368911,
14.385801,14.385801,
14.389572,14.389572,
14.390584,14.390584,
14.39214,14.39214,
14.404616,14.404616,
14.408478,14.408478,
14.408928,14.408928,
14.409678,14.409678,
14.410461,14.410461,
14.422388,14.422388,
14.429462,14.429462,
14.432786,14.432786,
14.435364,14.435364,
14.437634,14.437634,
14.439711,14.439711,
14.445332,14.445332,
14.449065,14.449065,
14.452461,14.452461,
14.460569,14.460569,
14.460872,14.460872,
14.461308,14.461308,
14.463131,14.463131,
14.464232,14.464232,
14.470481,14.470481,
14.477483,14.477483,
14.478339,14.478339,
14.479999,14.479999,
14.482339,14.482339,
14.488594,14.488594,
14.493694,14.493694,
14.493896,14.493896,
14.494028,14.494028,
14.499393,14.499393,
14.505806,14.505806,
14.508603,14.508603,
14.513032,14.513032,
14.513035,14.513035,
14.514665,14.514665,
14.516956,14.516956,
14.519073,14.519073,
14.523609,14.523609,
14.524883,14.524883,
14.535027,14.535027,
14.536919,14.536919,
14.540777,14.540777,
14.542949,14.542949,
14.544988,14.544988,
14.547387,14.547387,
14.547657,14.547657,
14.547722,14.547722,
14.550312,14.550312,
14.551213,14.551213,
14.565253,14.565253,
14.56818,14.56818,
14.572346,14.572346,
14.580135,14.580135,
14.581465,14.581465,
14.581675,14.581675,
14.587862,14.587862,
14.59128,14.59128,
14.591693,14.591693,
14.592034,14.592034,
14.595614,14.595614,
14.595847,14.595847,
14.59991,14.59991,
14.604174,14.604174,
14.606168,14.606168,
14.607745,14.607745,
14.609124,14.609124,
14.611333,14.611333,
14.62235,14.62235,
14.623261,14.623261,
14.627037,14.627037,
14.627561,14.627561,
14.640429,14.640429,
14.641672,14.641672,
14.643005,14.643005,
14.643999,14.643999,
14.658251,14.658251,
14.659643,14.659643,
14.661529,14.661529,
14.665804,14.665804,
14.667616,14.667616,
14.672169,14.672169,
14.683503,14.683503,
14.684344,14.684344,
14.684365,14.684365,
14.687945,14.687945,
14.68926,14.68926,
14.689611,14.689611,
14.692135,14.692135,
14.705195,14.705195,
14.707073,14.707073,
14.708276,14.708276,
14.709055,14.709055,
14.714185,14.714185,
14.715542,14.715542,
14.717289,14.717289,
14.717654,14.717654,
14.721933,14.721933,
14.726023,14.726023,
14.737154,14.737154,
14.744744,14.744744,
14.747244,14.747244,
14.747616,14.747616,
14.747702,14.747702,
14.749184,14.749184,
14.753294,14.753294,
14.75798,14.75798,
14.761552,14.761552,
14.76181,14.76181,
14.765181,14.765181,
14.765498,14.765498,
14.767838,14.767838,
14.774102,14.774102,
14.775569,14.775569,
14.775998,14.775998,
14.77604,14.77604,
14.776282,14.776282,
14.779241,14.779241,
14.784626,14.784626,
14.790582,14.790582,
14.795344,14.795344,
14.816864,14.816864,
14.816965,14.816965,
14.827201,14.827201,
14.843152,14.843152,
14.850643,14.850643,
14.854213,14.854213,
14.861171,14.861171,
14.861224,14.861224,
14.861577,14.861577,
14.862841,14.862841,
14.864578,14.864578,
14.865811,14.865811,
14.865971,14.865971,
14.867451,14.867451,
14.869983,14.869983,
14.870561,14.870561,
14.870747,14.870747,
14.871379,14.871379,
14.871719,14.871719,
14.87669,14.87669,
14.883892,14.883892,
14.884941,14.884941,
14.890392,14.890392,
14.892559,14.892559,
14.900193,14.900193,
14.906069,14.906069,
14.907791,14.907791,
14.912043,14.912043,
14.915787,14.915787,
14.917549,14.917549,
14.929911,14.929911,
14.930656,14.930656,
14.931501,14.931501,
14.932779,14.932779,
14.935201,14.935201,
14.94112,14.94112,
14.945272,14.945272,
14.948039,14.948039,
14.948582,14.948582,
14.948614,14.948614,
14.950379,14.950379,
14.951768,14.951768,
14.958794,14.958794,
14.980236,14.980236,
14.98783,14.98783,
14.991735,14.991735,
15.003971,15.003971,
15.009727,15.009727,
15.021358,15.021358,
15.029017,15.029017,
15.039282,15.039282,
15.044453,15.044453,
15.046256,15.046256,
15.048869,15.048869,
15.04984,15.04984,
15.052141,15.052141,
15.053678,15.053678,
15.055197,15.055197,
15.05575,15.05575,
15.055995,15.055995,
15.059342,15.059342,
15.061486,15.061486,
15.071126,15.071126,
15.080125,15.080125,
15.081969,15.081969,
15.082014,15.082014,
15.082897,15.082897,
15.083559,15.083559,
15.086739,15.086739,
15.087646,15.087646,
15.09718,15.09718,
15.100088,15.100088,
15.101303,15.101303,
15.102568,15.102568,
15.103933,15.103933,
15.109324,15.109324,
15.109751,15.109751,
15.111862,15.111862,
15.117073,15.117073,
15.125407,15.125407,
15.128958,15.128958,
15.137772,15.137772,
15.143189,15.143189,
15.143652,15.143652,
15.147486,15.147486,
15.15454,15.15454,
15.156216,15.156216,
15.159778,15.159778,
15.17884,15.17884,
15.180037,15.180037,
15.186014,15.186014,
15.186468,15.186468,
15.188322,15.188322,
15.198725,15.198725,
15.203208,15.203208,
15.209708,15.209708,
15.214089,15.214089,
15.223835,15.223835,
15.225931,15.225931,
15.228635,15.228635,
15.230055,15.230055,
15.23229,15.23229,
15.23495,15.23495,
15.236598,15.236598,
15.237198,15.237198,
15.237629,15.237629,
15.244269,15.244269,
15.255397,15.255397,
15.26775,15.26775,
15.268318,15.268318,
15.274675,15.274675,
15.274827,15.274827,
15.276924,15.276924,
15.279862,15.279862,
15.282766,15.282766,
15.29034,15.29034,
15.291714,15.291714,
15.295349,15.295349,
15.295679,15.295679,
15.299303,15.299303,
15.302206,15.302206,
15.303658,15.303658,
15.303998,15.303998,
15.307898,15.307898,
15.311653,15.311653,
15.3118,15.3118,
15.318803,15.318803,
15.325894,15.325894,
15.327685,15.327685,
15.330064,15.330064,
15.33041,15.33041,
15.336898,15.336898,
15.337857,15.337857,
15.342432,15.342432,
15.348361,15.348361,
15.349459,15.349459,
15.352093,15.352093,
15.353604,15.353604,
15.356757,15.356757,
15.360246,15.360246,
15.36105,15.36105,
15.361881,15.361881,
15.370139,15.370139,
15.372438,15.372438,
15.37828,15.37828,
15.379476,15.379476,
15.382502,15.382502,
15.383096,15.383096,
15.385351,15.385351,
15.387677,15.387677,
15.397225,15.397225,
15.397454,15.397454,
15.400894,15.400894,
15.404505,15.404505,
15.40644,15.40644,
15.411221,15.411221,
15.411526,15.411526,
15.420033,15.420033,
15.420844,15.420844,
15.429272,15.429272,
15.438814,15.438814,
15.442166,15.442166,
15.447183,15.447183,
15.447439,15.447439,
15.44929,15.44929,
15.45821,15.45821,
15.463285,15.463285,
15.464445,15.464445,
15.468603,15.468603,
15.469877,15.469877,
15.472391,15.472391,
15.472815,15.472815,
15.473963,15.473963,
15.481057,15.481057,
15.490464,15.490464,
15.491599,15.491599,
15.493403,15.493403,
15.501585,15.501585,
15.502309,15.502309,
15.503363,15.503363,
15.504562,15.504562,
15.508136,15.508136,
15.51561,15.51561,
15.515838,15.515838,
15.52079,15.52079,
15.525608,15.525608,
15.526008,15.526008,
15.527642,15.527642,
15.528858,15.528858,
15.531195,15.531195,
15.532665,15.532665,
15.53609,15.53609,
15.547482,15.547482,
15.550405,15.550405,
15.553524,15.553524,
15.553591,15.553591,
15.556713,15.556713,
15.55862,15.55862,
15.558854,15.558854,
15.561202,15.561202,
15.562219,15.562219,
15.563671,15.563671,
15.564147,15.564147,
15.565298,15.565298,
15.573563,15.573563,
15.578648,15.578648,
15.582902,15.582902,
15.585184,15.585184,
15.588638,15.588638,
15.594258,15.594258,
15.602514,15.602514,
15.610212,15.610212,
15.617795,15.617795,
15.620292,15.620292,
15.62049,15.62049,
15.620549,15.620549,
15.624703,15.624703,
15.638984,15.638984,
15.648913,15.648913,
15.650041,15.650041,
15.650097,15.650097,
15.65285,15.65285,
15.653328,15.653328,
15.654794,15.654794,
15.657713,15.657713,
15.669899,15.669899,
15.670023,15.670023,
15.673709,15.673709,
15.675729,15.675729,
15.677245,15.677245,
15.68677,15.68677,
15.690559,15.690559,
15.690951,15.690951,
15.695413,15.695413,
15.696947,15.696947,
15.699883,15.699883,
15.700637,15.700637,
15.702303,15.702303,
15.714899,15.714899,
15.719059,15.719059,
15.72225,15.72225,
15.72625,15.72625,
15.730907,15.730907,
15.731098,15.731098,
15.734177,15.734177,
15.736931,15.736931,
15.741008,15.741008,
15.742415,15.742415,
15.743133,15.743133,
15.753566,15.753566,
15.761961,15.761961,
15.766996,15.766996,
15.776775,15.776775,
15.777276,15.777276,
15.787658,15.787658,
15.788139,15.788139,
15.808131,15.808131,
15.817541,15.817541,
15.817793,15.817793,
15.819179,15.819179,
15.821335,15.821335,
15.821775,15.821775,
15.823297,15.823297,
15.824246,15.824246,
15.829101,15.829101,
15.834963,15.834963,
15.837534,15.837534,
15.837975,15.837975,
15.840442,15.840442,
15.841221,15.841221,
15.843674,15.843674,
15.844493,15.844493,
15.847171,15.847171,
15.850787,15.850787,
15.852916,15.852916,
