index,SMILES,frequency
500,c1c(OC)c(ccc1)C=C,0
501,C1=CC2=C(C1)N=C(C2),0
502,c1sc(c2c1C(=O)CCC2=O),1
503,c1sc(c2c1c(C(F)(F)F)ccc2C#N),0
504,c1sc(c2c1CC[C@@H](C(=O)O)C2),0
505,c1scc2c1nc(c(NC)n2)N(C),0
506,c1sc(c2c1[C@H](C)CC[C@H]2C)C=C,0
507,c1sc(c(n1)C(=O)OC)C=C,1
508,c1sc(c2c1scc2),0
509,C1S=C(/C(=N/N)/C1=S)C=C,0
510,c1c2[nH]cnc2c(c2c1[nH]cn2)C=C,0
511,c1c(N)ccc(c1),0
512,c1c(OCC)c(ccc1),0
513,c1sc(c2c1[C@H](F)CC[C@H]2F),0
514,c1scc2c1sc1c2csc1C=C,0
515,c1cc2c(cc1)c1c(C2(C)C)cc(cc1),0
516,c1[nH]c(cc1)C=C,0
517,c1sc(C(=O)O)c(c1)C=C,0
518,c1nc2cscc2nc1C=C,0
519,c1sc(c2c1cc(C=O)cc2),0
520,c1c(CC)c(CC)c(CC)cc1,0
521,c1cnc(cc1)C=C,0
522,c1c(OC)cc(c(c1)OCC)C=CC=C,0
523,c1sc(c(c1N(=O)=O)C#N)C=C,5
524,c(s1)cc(c(=O)2)c1c(s3)c2cc3C=C,0
525,c1sc(c2c1C[C@H](C(=O)OC)CC2),0
526,c1sc(c2c1nc(CN)c(CN)n2),0
527,c1sc(c2c1sc(=S)s2)C=C,0
528,C1=CC2=C(C1)N=C(C2)C=C,0
529,c1c2c(=O)oc(=O)c2c(c2c1c(=O)oc2=O)C=C,0
530,c1sc(c2c1SCC(=O)CS2)C=C,0
531,c1c2nonc2c(cc1)C=C,0
532,c1sc(c2c1oc(C#N)c2),0
533,c1[nH]cc(c1C)C=CC=C,0
534,c1sc(c2c1OCSS2)C=C,0
535,c1sc(c2c1nc(OCC)c(CN)n2),0
536,c1cnc(c2c1nccn2)C=C,0
537,c1c2cccc(c2cs1),0
538,c1n(CC)c(=O)c2c1c(=O)n(CC)c2C=C,0
539,c1sc(c2c1SCC(=O)CO2)C=C,1
540,c1c(ncc2c1non2)C=C,0
541,c1nc2c(c(=O)c3c2ncc3)c1,0
542,c1oc(cc1C(=O)C(F)(F)F)C=C,0
543,c1c2c(cccc2)c(s1)C=C,16
544,c(s1)cc(c(CC)c(CC)2)c1c(s3)c2cc3,1
545,c1oc(nn1)C=C,0
546,c1sc2c(c1)C(C)(C)c1c2sc(c1),0
547,c1cc(c2c(c1)c1c(s2)cccc1),0
548,c1oc(cc1C(=O)OC),0
549,c1scc(OC)c1N,0
550,c(s1)cc(c(=S)2)c1c(s3)c2cc3,0
551,c1c(C(F)(F)F)sc(OC)c1,0
552,N1C(=O)C(c2c1cc(cc2)C)C1C(=O)N(c2c1ccc(C)c2)C=C,0
553,c1sc(c2c1CC[C@@H](C)C2),0
554,c1sc(c2c1C[C@H](C)[C@@H](C)C2),0
555,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2OC)C=C,0
556,c1sc(c2c1cc(C(F)(F)F)c(OC)c2)C=C,1
557,C1=C2C(C(=O)S1)=CN(C2=O)C=C,1
558,c1c(c2c(s1)nc1c(c2CC)CCS1)C=C,0
559,C1=C/C(/C(=C1)F)=C\1/C=C(C=C1F),0
560,c1sc(c2c1CCC2),1
561,c1sc(c2c1C(=O)c1ccccc1C2=O),0
562,c1c(C)cc(s1)C=C,0
563,c1oc2c(c1)C(=S)c1c2oc(c1),1
564,c1sc(c2c1[C@H](S)CCC2),0
565,C1=C/C(/C(=C1)OC)=C\1/C=C(C=C1OC),0
566,c1c(C)cc(c(c1)C)C=CC=C,0
567,c1n(CC)c(=O)c2c1c(=O)n(CC)c2,1
568,c1sc(c2c1OCCCO2)C=C,0
569,c1sc(c2c1C[C@H](C#N)[C@@H](C#N)C2)C=C,0
570,c1c2c(=O)n(c(=O)c2cc2c1c(=O)oc2=O)C=C,0
571,c1scc2c1C(=C[S@@]2[O])C=C,0
572,c1cc2c(cc1)c1c(C2)cc(cc1)C=C,0
573,c1sc(c2c1[nH]c(=O)[nH]2)C=C,0
574,c1c2nonc2c(cc1),0
575,c1sc(c2c1sc(C#N)c2)C=C,0
576,c1sc(c2c1ncnc2),1
577,c1sc(c2c1sc(C(=O)OCC)c2),0
578,c1sc(c2c1CC[C@@H](OC)C2)C=C,0
579,c1c(C#N)sc(OC)c1C=C,0
580,c1sc2c(n1)Cc1c2sc(c1),0
581,c1cc2c(s1)c1c(C2)cc(s1)C=C,0
582,c1oc2c(c1)C(=O)c1c2oc(c1),0
583,c1sc(c(c1)C(F)(F)F),0
584,c1sc(c2c1CN2)C=C,0
585,c1oc(c(c1C#N)C#N)C=C,0
586,c1sc(C(=O)OC)cc1C=C,0
587,c1cc(C)cc(c1C)C=C,0
588,c1sc(c2c1cc(C)cc2)C=C,0
589,c1sc(c2c1cc(OC)cc2),0
590,c1[nH]c(cc1)C(C(=O)N)=C,0
591,c1sc(c2c1[C@H](C(=O)O)CC[C@H]2O)C=C,0
592,c1sc(cc1)C#C,0
593,c1sc(c2c1[nH]c(=S)[nH]2),0
594,N1c2cscc2N(CC1)C=C,1
595,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C(F)(F)F)C2),0
596,c1c(C)sc(C)c1,0
597,c1sc(c(c1N(=O)=O)N(=O)=O),1
598,c1cnc(cc1)C=CC=C,0
599,C1=C(CC2=C1C[CH]2),0
600,c1scc2c1C[C@@H]([C@@H](OC)C2)NC=C,2
601,c1sc(c2c1[C@H](C(F)(F)F)CCC2),1
602,c1sc(c2c1[C@H](N(=O)=O)CC[C@H]2N(=O)=O)C=C,0
603,C1=[S]c2cscc2[S]=C1,0
604,c1sc(c2c1C[C@H](C)[C@@H](C)C2)C=C,0
605,c1scc(C(=O)OC)c1,0
606,N(CC)c1cscc1N(CC),0
607,c1sc(c2c1cc1C(=O)N(CC)C(=O)c1c2)C=C,0
608,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C#N)C=C,0
609,c1sc(cc1)S,0
610,c1csc2c1c(C)c(C)c1c2scc1,1
611,c1sc2c(c1F)c(OCC)c1c(c2OCC)c(F)c(s1),0
612,c1c(S)sc(O)c1,0
613,c1csc2c1c(CC)c1c(n2)scc1,0
614,c1sc(C)c(c1)C=C,0
615,C1=CC(=[S]C1)c1ccc(s1)C1=[S]CC(=C1)C=C,0
616,c1c(O)sc2c1[nH]c1c2sc(c1),0
617,c1sc(c2c1cc(N(=O)=O)c(N)c2)C=C,0
618,c1ccc(c2c1nc(CC)c(CC)n2),0
619,c1c(OCC)c(cc(c1)OC)C=C,1
620,c1sc(c2c1cc(N(=O)=O)c(N(=O)=O)c2)C=C,0
621,c1sc(c2c1[C@H](C(=O)OC)CCC2),0
622,c1oc(cc1O)C=C,1
623,c1sc(C(=O)O)cc1OC=C,0
624,c1sc(c2c1sc(C(=O)CC)c2)C=C,0
625,c1sc(c2c1sc(C(=O)CC)c2F)C=C,1
626,c1sc(c2c1c(F)c(F)c(F)c2F),0
627,c1sc2c(c1)C(=O)C(=C2)C=C,0
628,c1oc(c(c1C)C)C=C,1
629,N1CN[C@@H]2C[C@H]3[C@@H](C[C@H]12)N(CN3)C=C,0
630,c1c2c(OCN2)c(s1)C=C,0
631,c1sc(c2c1CC[C@@H](N(=O)=O)C2)C=C,0
632,c1sc(c2c1ncnc2C#N),1
633,c1c2c(=O)n(c(=O)c2cc2c1c(=O)sc2=O)C=C,92
634,c1sc(c2c1cc(C(C)(C)C)cc2),0
635,c1sc(c2c1[C@H](C)CC[C@H]2C),0
636,C1=CC(OC)=C(/C/1=C\1/C=C(OC)C=C1),1
637,c1sc(c(c1CC)CC)C=CC=C,2
638,c1c2c(ncs2)c(c2c1ncs2),0
639,C(=S)[CH]C1=[S]C=C(O1),1
640,c1sc(cc1)SC=C,0
641,c1cc2c(s1)c1c(c(=O)[nH]c2=O)cc(s1)C=C,0
642,C1=CC(=C2[C@H]1CCS2)C=C,0
643,c1sc(c(c1OC)OC)C=C,0
644,c1cnc2c1c(=S)c1c2ncc1,7
645,c1sc(N(=O)=O)cc1,0
646,N1C(=S)C=C(C1=S)C=C,0
647,c1sc(c2c1[nH]c(C#N)c2),0
648,c1sc(c2c1scn2),0
649,c1c(OC)c(cc(c1)OC)C=C,0
650,c1sc(c2c1cc(C#N)cc2)C=C,0
651,c1sc(c2c1ncs2)C=C,0
652,c1sc(C(F)(F)F)cc1,0
653,c1sc(c2c1OCCO2)C=C,0
654,c1cc2c(s1)c1c(C2)cc(s1),0
655,c1sc(c2c1SCC(=O)CO2),1
656,c1sc(NC)c(c1C(=O)OC)C=C,0
657,c1sc(c(c1)N(=O)=O)C=C,1
658,c1cc2c(s1)c1c(c(=O)n(c2=O)CC)cc(s1)C=C,0
659,c1sc(c2c1SC(=O)CC(=O)O2)C=C,0
660,C1=CC(=[S]C1)c1ccc(s1)C1=[S]CC(=C1),0
661,N1CN[C@@H]2[C@H]1N(CN2)C=C,0
662,c1sc(c(c1OCC)OCC),0
663,c1cnc(c2c1nsn2),0
664,c1cc(CN)ccc1CN,0
665,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](OC)C2)C=C,1
666,c1cc2c(cs1)c1c(ccs1)c2,1
667,c1nc2c(s1)c1c(c(c2CC)CC)N(CS1)C=C,0
668,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F),0
669,c1cc(c2c1[nH]cnc2),0
670,C/C=C\1/OCCC(OCC1),0
671,c1c2c(ncc(CC)n2)c(s1)C=C,0
672,C1=C[C@@H]2[C@H](C1)[C@@H]1[C@@H](C=CC1)C2=CC=C,0
673,c1sc(c2c1[nH]c(=O)[nH]2),1
674,c1sc(c2c1nccn2),0
675,c1scc(N(=O)=O)c1NC=C,1
676,c1oc(cc1C(=O)C)C=C,0
677,c(s1)c2C(NCC)OC(O)c2c1C=C,1
678,c1sccc1/C=C(/Cc1sc(CC)cc1),0
679,C1S=C(/C(=N/N)/C1=S),0
680,c1sc(c2c1cc(C(F)(F)F)cc2)C=C,0
681,c1sc(c2c1scc2)C=C,0
682,c1oc(cc1C(F)(F)F)C=C,0
683,c1sc(c2c1CC(=O)C(=O)C2),0
684,c1sc(C(=O)O)c(c1),0
685,c1cccc2c1N(C)C(=O)C2C1C(=O)N(C)c2cc(ccc12),1
686,c1scc2c1C[C@@H]([C@@H](OC)C2)N,0
687,c1c2c(=O)n(c(=O)c2cc2c1c(=O)[nH]c2=O)C=C,0
688,c1coc(N(=O)=O)c1C=C,0
689,c1csc2c1c(C)c(C)c1c2scc1C=C,0
690,c1oc(c(c1C#N)C#N),0
691,C1=C2C(C(=O)S1)=C(OC2=O)C=C,0
692,c1sc(c(c1N(=O)=O)N(=O)=O)C=C,0
693,c1sc(c2c1[C@H](OC)CC[C@H]2OC),2
694,c1c(CC)c(CC)c(CC)cc1C=C,0
695,c1c2c(C=C)c3c(cc2ccc1)c(ccc3)C=C,0
696,c1oc(c(c1F)F),0
697,c1sc(N(=O)=O)cc1C=C,1
698,C1=C2C(C(=O)S1)=CN(C2=O),0
699,c1oc(c(c1C#N)C(F)(F)F),1
700,c1csc2c1c(CC)c1c(n2)scc1C=C,0
701,c1oc(cc1C#N),1
702,c1occ(C)c1C=CC=C,0
703,c1coc(N(=O)=O)c1,0
704,c1sc(c2c1c(F)c(F)c(F)c2F)C=C,1
705,c1sc(c2c1sc(=S)o2),0
706,c1n(C)c(=O)c2c1c(=O)n(C)c2C=C,0
707,c1cc(SC)sc1,0
708,c1c(cc2c(c1)nccn2)C=C,0
709,c1sc(c(c1C(=O)O)OC),0
710,c1c(CC)cc(s1),0
711,C(=C)N=N,0
712,c1c(C)sc(C)c1C=C,0
713,c1c(c2c(s1)c(CC)c1c(c2CC)scc1),4
714,c1c(F)c(F)c(c(c1F)F),1
715,c1cc2c(s1)c1c(c(=O)n(c2=O)CC)cc(s1),0
716,c1sc(c2c1sc(=O)s2),0
717,c1sc(c2c1[C@H](S)CC[C@H]2O)C=C,0
718,c1sc(c2c1[C@H](C(=O)C(F)(F)F)CCC2)C=C,0
719,c1sc(c2c1nc(OCC)c(CN)n2)C=C,0
720,c(s1)c2c(=O)n(CC)c(=O)c2c1,0
721,c(oc1c(F)s2)csc1c2C=C,0
722,c1sccc1S,0
723,c1scc2c1C=C(S2(=O)=O)C=C,0
724,c1sc(c2c1c(C#N)ccc2C#N),0
725,c1c2nccnc2c(s1)C=C,0
726,c1sc(c2c1C[C@H](S)CC2)C=C,0
727,c1[nH]c2[nH]c(nc2n1),0
728,c1occc1NC=C,1
729,c1c2c(OCC)c3c(ccs3)c(OCC)c2sc1C=C,0
730,C1=C(Cc2cscc2C1)C=C,0
731,c1sc(OC)c(C(=O)C)c1,0
732,c1oc(c(c1O)S)C=C,1
733,N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1),0
734,c1sc(c2c1C=[S]C=C2),0
735,c1scc2c1c1c(s2)cc(s1)C=C,0
736,c1sc(c2c1cccc2F)C=C,0
737,c1c(C)cc(c(c1)C)C=C,0
738,c1scc(n1)C=C,0
739,c1c(C)c(c2c1ccco2)C=C,0
740,c1sc(c2c1C[C@H](N(=O)=O)[C@@H](N(=O)=O)C2)C=C,0
741,c1sc(c2c1cc[nH]2)C=C,0
742,C1C(=O)Oc2c1cc1c(c2)C(C(=O)O1)C=C,0
743,N(CC)c1ccc(c(c1)C=C)N(CC),0
744,c1sc(c2c1CCS(=O)(=O)C2)C=C,5
745,c1sc(c2c1cc(C#N)c(C#N)c2),0
746,c1sc(c2c1sc(C(=O)CC)c2),0
747,C1=CC2=C(C1)C=C(C2),1
748,c1sc(c2c1C[C@H](C(=O)OC)CC2)C=C,0
749,c1sc(c(c1CC)CC),0
750,C1=C(C=C/C/1=C\1/C=CC(=C1)N)NC=C,0
751,c1sc(c2c1OCC[C@@H](SC)O2),0
752,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C(F)(F)F)C2)C=C,1
753,c1c2nc(C)c(C)nc2c(s1),0
754,c1sc(c2c1C[C@H](N)[C@@H](N(=O)=O)C2)C=C,1
755,c1c(C(F)(F)F)sc(C#N)c1C=C,0
756,C1=Cc2cc3=CC(=Cc3cc2=C1)C=C,0
757,c1sc(c2c1C[C@H](C(=O)C)CC2),0
758,c1oc(cc1O),0
759,c1sc(c2c1cc(C(F)(F)F)c(C#N)c2),0
760,c1c2nsnc2c(c2c1nc(CC)c(CC)n2)C=C,0
761,c1ccc(c2c1cccn2)C=C,0
762,c1sc2c(c3ccoc3cc2c1)C=C,1
763,c1sc(c2c1[nH]c(=S)[nH]2)C=C,2
764,c1cc2occoccoccoccoc2cc1C=C,3
765,Nc1sc(N(=O)=O)cc1,0
766,c1sc(c2c1cc(C#N)c(C#N)c2)C=C,0
767,c1sc(c2c1cc(C(=O)O)c(O)c2),0
768,c1ccc(c2c1nn(CC)n2),0
769,c1sc(c2c1c(S)ccc2),1
770,C1=CC(OC)=C(/C/1=C\1/C=C(OC)C=C1)C=C,0
771,c1sc(C(=O)OC)cc1,0
772,C1=C(CC2=C1C[CH]2)C=C,0
773,C1C([CH2])CCC1,0
774,c1scc2c1c1c(s2)sc(c1),0
775,c1sc(c2c1oc(=S)o2),0
776,c1oc(cc1)C=C,0
777,c1c2nsnc2c(cc1),0
778,Sc1cscc1S,0
779,c1oc(c(c1OC)OC),1
780,c1ccc(OCC)c2c1c(OCC)ccc2,0
781,c1sc(c2c1cc(C#N)c(OC)c2)C=C,0
782,c1scc2c1[C@@H](CCC2)NC=C,0
783,c1sc(c2c1sc(C(=O)CC)c2F),0
784,c1cc(C)cc(c1C),0
785,c1sc(c2c1C[C@H](OC)[C@@H](OC)C2)C=C,0
786,c1sc(c2c1CCCC2),2
787,C(=C)c1sc(C)c(c1)C=C,0
788,c1scc2c1c(c(cc2)N),0
789,c1c2nccnc2c(s1),1
790,c1sc(c(c1O)C#N)C=C,0
791,c1c2c(SCC2)c2c(CCS2)c1,0
792,C1=CC2=CC(=NC2=C1),0
793,c1oc(cc1),0
794,c1ccc(c2c1nn(CC)n2)C=C,0
795,c(s1)c2c(=O)N(CC)c(=O)c2c1,0
796,c1sc(c2c1nco2)C=C,0
797,c1sc(c2c1cc(C)c(OC)c2),0
798,N1C(=S)C=C(C1=S),0
799,c1scc2c1C[C@@H](CC2)C(=C),2
800,c1sc(c2c1oc(N(=O)=O)c2),0
801,C1=CC(N(=O)=O)C(C2C=CC=C2N(=O)=O)=C1C=C,0
802,c1c(C)cc(CC)c(C)c1,0
803,c1scc2c1CCC[C@H]2C(=O)O,0
804,C1=C(CC)C(CC)=C(S1(=O)=O),0
805,c1c(ncc2c1non2),0
806,c1sc2c(c1)C(=O)C(=C2),0
807,c1ccc2c(c1)C(=O)c1c2ccc(c1)C=C,0
808,c1c(sc(OC)c1)NC=C,0
809,C(=C)c1sc(C)c(c1),0
810,c1csc2c1c(CC)c1c(c2CC)scc1,1
811,c(s1)c2ncsc2c1,1
812,c1sc(c2c1cccc2F),0
813,c1[nH]c(c(c1)C(=O)C)C=C,0
814,c(s1)c2C(NCC)OC(O)c2c1,0
815,c1oc2cc(sc2c1)C=C,1
816,c1oc(cc1OC)C=C,0
817,c1sc(c2c1c(C=C)ccc2)C=C,0
818,c1oc(nn1),0
819,c1sc(c(c1)OC),0
820,c1sc(c2c1c(C(=O)OC)ccc2)C=C,0
821,c1oc2cc(oc2c1),0
822,c1c(OCC)c(cc(c1)OCC),0
823,c1sccc1NC=C,0
824,c1c(OCC)c(OCC)c(OCC)cc1C=C,0
825,c1sc(c2c1cc(S)cc2),2
826,c1sc(c2c1c(C(=O)O)ccc2O)C=C,1
827,C=Cc1csc(c1),0
828,c1sc(c2c1C[C@H](C#N)[C@@H](OC)C2),0
829,c1sc(c(c1O)S)C=C,0
830,c1[nH]c2[nH]c(nc2n1)C=C,2
831,c1cc2c(C=C/C/2=C\2/C=Cc3c2cccc3)c(c1),0
832,c1sc(c2c1[C@H](C(=O)OC)CCC2)C=C,0
833,n1c(C)c2c(c1=O)c(C)n(c2=O),0
834,c(cc1)c2cC(C)cc2c1,0
835,c1scc2c1C=C(S2(=O)=O),2
836,C=C=C1CC2=C(C1)C(=CC2)C=C,1
837,c1sc(c2c1ncnc2)C=C,1
838,C#CC#C,0
839,C1C(=O)O[C@H]2[C@@H]1CC[C@H]1[C@@H]2OC(=O)C1C=C,0
840,Nc1sc(c2c1nccn2)C=C,0
841,c1c2c(cccc2)c(s1),0
842,c1c(C(=O)C(F)(F)F)scc1,0
843,c1sc(c2c1CCC2)C=C,0
844,c1scc2c1[C@@H](CCC2)N,1
845,c1sc(c2c1c(N(=O)=O)ccc2N),0
846,c1sc(c2c1sc(N(=O)=O)c2),0
847,C1=C([CH]S1)C(=C),0
848,c1sc(c2c1CCCC2)C=C,0
849,c1cnc(c2c1nccn2),1
850,c1c(CC)sc(c1)C=C,0
851,c1sc(c2c1cc(C=C)c(C)c2)C=C,0
852,c1sc(c2c1C(=O)CC2=O),0
853,c1sc(c2c1ccc(F)c2),0
854,c1csc2c1n(CC)c1c2scc1C=C,0
855,c1sc(c2c1nc(CCO)c(CN)n2),0
856,C1=C(N(=O)=O)C=C/C/1=C\1/C=CC(N(=O)=O)=C1C=C,0
857,c1sc(cc1)C#CC=C,0
858,c1oc2cc(oc2c1)C=C,0
859,c1c2nc(CC)c(CC)nc2c(s1),0
860,c1c2c(=O)sc(=O)c2c(c2c1c(=O)oc2=O),0
861,C1=C(Cc2cscc2C1),0
862,c1scc(n1),0
863,c1csc2c1cc1c(ccs1)c2C=C,0
864,c1sc(c2c1[C@H](C)CCC2),0
865,c1sc(c2c1[C@H](C(=O)C(F)(F)F)CCC2),0
866,C1=c2ccccc2=C(C1=C),0
867,c1sc(c2c1CCC[C@H]2C=O),0
868,C1=C(c2c3c(cccc13)ccc2),0
869,c1n(CC)c(cc1),1
870,c1scc2c1C(=C[S@@]2[O]),0
871,c1scc(N(O)O)c1N(O)OC=C,0
872,c1cnc2c1c(=S)c1c2ncc1C=C,0
873,c1c(c2c(s1)[C@H]1[C@H](C2(CC)CC)CCS1),0
874,c1c([CH2])c(c2c1ccsc2)C=C,0
875,c1sc(c2c1cc(C(=O)OC)s2)C=C,0
876,c1sc(c2c1SCCS2),0
877,C1=CC2=C(C1)C=C(C2)C=C,0
878,c1sc(c2c1C[C@H](C(=O)C(F)(F)F)CC2),1
879,c1c2cscc2c(nn1),0
880,c1c(oc2cscc2s1)C=C,0
881,c1sc(C=O)c(c1),0
882,c1sc(c2c1[C@H](C(=O)C)CCC2)C=C,0
883,c1c2cS(F)cc2ccc1C=C,1
884,c1cc(cc2c1ccc1c2cccc1),1
885,c1scc2c1C(=[S@@](OC)C(=C2)OC),0
886,c1c2C(=O)OCc2ccc1C=C,0
887,c1sc2c(c1)oc1c2sc(c1)C=C,0
888,c1sc(c2c1[nH]c(N(=O)=O)c2)C=C,1
889,c1ccc2c(c1)oc1c2ccc(c1),1
890,c1sc(c2c1cc(F)c(F)c2),0
891,c1sc(c2c1C[C@H](S)[C@@H](O)C2)C=C,0
892,c1oc(cc1OC),1
893,c1sc(c2c1c(N(=O)=O)ccc2),0
894,c1sc(c(c1C=C)OC),0
895,c1sccc1N(CC)C=C,0
896,c1c(CC)c(ccc1),0
897,c1oc2c(c1)C(=O)c1c2oc(c1)C=C,0
898,c1c2c(OCC)c3c(c(c2sc1)OCC)cc(s3)C=C,0
899,c1scc2c1C=C(C2),0
900,c(s1)c2c(=O)N(CC)c(=O)c2c1C=C,0
901,c1scc2c1c(c(cc2)N)C=C,0
902,c1c2cccc(c2cs1)C=C,1
903,c(s1)cc(c(=C(CN)(CN))2)c1c(s3)c2cc3,0
904,c1c(OCC)cc(OCC)c(c1),0
905,c1sc(c(c1)C(=O)C)C=C,0
906,C1=CC=C(S1(=O)=O),1
907,N1C(=O)C(c2c1cc(cc2)C)C1C(=O)N(c2c1ccc(C)c2),0
908,C1=[S]C(=O)C2=C1C(=O)[S]=C2C=C,0
909,N1c2cscc2N(CC(=O)C1),0
910,c1oc(c(c1)N(=O)=O)C=C,0
911,C#Cc1sc(cc1)C#CC=C,9
912,c1scc2c1C[C@H](C)[C@H](C2)C(=C)C=C,0
913,c1oc(c(c1OC)C#N),0
914,C1=CC2=CC(=NC2=C1)C=C,1
915,c1sc(c2c1c(C=C)ccc2C)C=C,1
916,c1sc(c2c1sc(N(=O)=O)c2)C=C,0
917,c1sc(c2c1occ2)C=C,0
918,c1sc(c(c1C)C),0
919,c1cc(CC)c(c(c1)CC)/C=C(/C),0
920,c1sc(c2c1c(C)ccc2)C=C,0
921,c1sc(c2c1cc(C(F)(F)F)cc2),0
922,c1scc2c1c(ccc2O)C=C,0
923,c1c(C(=O)C)scc1,7
