,SMILES,new name,old name,homo,lumo,bandgap,new dft filename
809,c1cc(C)cc(c1C),809,507,-6.338211863,-0.215786283,6.12242558,duplicate
810,c1sc(c2c1C[C@H](OC)[C@@H](OC)C2)C=C,810,136,-5.690254362,-1.013787361,4.676467001,
811,c1sc(c2c1CCCC2),811,968,-6.15388194,-0.340577695,5.813304245,
812,C(=C)c1sc(C)c(c1)C=C,812,30,-5.688730524,-1.204756862,4.483973663,
813,c1scc2c1c(c(cc2)N),813,855,-5.028146941,-1.281873927,3.746273014,
814,c1c2nccnc2c(s1),814,703,-6.429560482,-2.420289432,4.00927105,duplicate
815,c1sc(c(c1O)C#N)C=C,815,233,-6.308333762,-2.198897603,4.109436159,
816,c1c2c(SCC2)c2c(CCS2)c1,816,112,-5.363064668,-0.320114734,5.042949934,
817,C1=CC2=CC(=NC2=C1),817,266,-5.961769562,-3.19491593,2.766853632,
818,c1oc(cc1),818,1818,-6.371,0.2223,6.5933,duplicate
819,c1ccc(c2c1nn(CC)n2)C=C,819,784,-5.923455932,-1.761909971,4.161545961,
820,c(s1)c2c(=O)N(CC)c(=O)c2c1,820,495,-7.4047621,-1.909803848,5.494958251,
821,c1sc(c2c1nco2)C=C,821,72,-5.956871513,-1.648520129,4.308351384,
822,c1sc(c2c1cc(C)c(OC)c2),822,759,-5.303988751,-1.28075826,4.023230491,
823,N1C(=S)C=C(C1=S),823,5,-6.447057403,-3.677918015,2.769139388,5
824,c1scc2c1C[C@@H](CC2)C(=C),824,707,-6.201365807,-0.398075352,5.803290455,
825,c1sc(c2c1oc(N(=O)=O)c2),825,631,-6.719089619,-2.909522924,3.809566696,
826,C1=CC(N(=O)=O)C(C2C=CC=C2N(=O)=O)=C1C=C,826,98,-6.516772971,-2.967945767,3.548827204,
827,c1c(C)cc(CC)c(C)c1,827,666,-6.240740682,-0.068436633,6.172304048,
828,c1scc2c1CCC[C@H]2C(=O)O,828,616,-6.35780406,-0.596283081,5.761520979,
829,C1=C(CC)C(CC)=C(S1(=O)=O),829,470,-6.931039097,-2.222136126,4.708902972,
830,c1c(ncc2c1non2),830,593,-7.596303039,-3.130914752,4.465388287,
831,c1sc2c(c1)C(=O)C(=C2),831,400,-6.257285204,-2.806174083,3.45111112,
832,c1ccc2c(c1)C(=O)c1c2ccc(c1)C=C,832,868,-6.132548215,-2.490032212,3.642516003,
833,c1c(sc(OC)c1)NC=C,833,715,-4.763380164,-0.027429076,4.735951088,
834,C(=C)c1sc(C)c(c1),834,774,-5.759398491,-1.133190919,4.626207572,
835,c1csc2c1c(CC)c1c(c2CC)scc1,835,659,-5.402085794,-1.024971241,4.377114554,
836,c(s1)c2ncsc2c1,836,111,-6.212658532,-1.378419921,4.834238611,duplicate
837,c1sc(c2c1cccc2F),837,587,-5.703560729,-1.708766136,3.994794594,
838,c1[nH]c(c(c1)C(=O)C)C=C,838,368,-5.853958054,-1.445332717,4.408625337,
839,c(s1)c2C(NCC)OC(O)c2c1,839,847,-6.343490871,-0.870764322,5.47272655,
840,c1oc2cc(sc2c1)C=C,840,275,-5.655587057,-1.423400341,4.232186717,
841,c1oc(cc1OC)C=C,841,417,-5.51830562,-0.951119542,4.567186078,
842,c1sc(c2c1c(C=C)ccc2)C=C,842,278,-5.349731089,-2.062187605,3.287543485,
843,c1oc(nn1),843,487,-7.821939844,-0.744857243,7.077082601,
844,c1sc(c(c1)OC),844,4u,-5.934503754,-0.26993694,5.664566814,duplicate
845,c1sc(c2c1c(C(=O)OC)ccc2)C=C,845,933,-5.497543333,-2.293511589,3.204031744,
846,c1oc2cc(oc2c1),846,945,-5.826392921,-0.384823407,5.441569514,
847,c1c(OCC)c(cc(c1)OCC),847,843,-5.428208724,-0.204384713,5.223824011,
848,c1sccc1NC=C,848,566,-5.152775084,-0.37878248,4.773992605,
849,c1c(OCC)c(OCC)c(OCC)cc1C=C,849,62,-5.546224501,-0.873811997,4.672412504,
850,c1sc(c2c1cc(S)cc2),850,258,-5.478250461,-1.649227625,3.829022836,
851,c1sc(c2c1c(C(=O)O)ccc2O)C=C,851,861,-5.700839591,-2.422983359,3.277856232,
852,C=Cc1csc(c1),852,994,-6.121772506,-0.84853262,5.273239886,
853,c1sc(c2c1C[C@H](C#N)[C@@H](OC)C2),853,565,-6.430567304,-0.607031578,5.823535726,
854,c1sc(c(c1O)S)C=C,854,605,-5.843209557,-1.543402549,4.299807009,
855,c1[nH]c2[nH]c(nc2n1)C=C,855,251,-5.414194861,-0.892669487,4.521525374,
856,c1cc2c(C=C/C/2=C\2/C=Cc3c2cccc3)c(c1),856,27,-5.877550325,-2.803589002,3.073961324,
857,c1sc(c2c1[C@H](C(=O)OC)CCC2)C=C,857,7,-5.78982082,-1.17996729,4.60985353,7
858,n1c(C)c2c(c1=O)c(C)n(c2=O),858,790,-6.73049119,-2.126896278,4.603594911,
859,c(cc1)c2cC(C)cc2c1,859,326,-5.145564067,-1.894810375,3.250753692,
860,c1scc2c1C=C(S2(=O)=O),860,542,-7.009190195,-1.969151879,5.040038316,
861,C=C=C1CC2=C(C1)C(=CC2)C=C,861,791,-5.620130623,-1.034413591,4.585717031,
862,c1sc(c2c1ncnc2)C=C,862,588,-6.109826708,-2.578550847,3.531275861,
863,C#CC#C,863,92,-7.300923454,-0.925377571,6.375545883,
864,C1C(=O)O[C@H]2[C@@H]1CC[C@H]1[C@@H]2OC(=O)C1C=C,864,412,-7.450885397,-0.435082836,7.015802562,
865,Nc1sc(c2c1nccn2)C=C,865,467,-4.96703017,-2.210598499,2.756431671,
866,c1c2c(cccc2)c(s1),866,409,-5.596456718,-1.588845562,4.007611156,
867,c1c(C(=O)C(F)(F)F)scc1,867,334,-7.381686845,-2.561326041,4.820360805,
868,c1sc(c2c1CCC2)C=C,868,821,-5.781847884,-1.111911616,4.669936268,
869,c1scc2c1[C@@H](CCC2)N,869,534,-6.05564884,-0.36817004,5.687478801,
870,c1sc(c2c1c(N(=O)=O)ccc2N),870,103,-5.685220256,-2.288069312,3.397150944,
871,c1sc(c2c1sc(N(=O)=O)c2),871,976,-6.4312748,-2.889713035,3.541561764,
872,C1=C([CH]S1)C(=C),872,871,-5.704377071,-0.921676823,4.782700248,
873,c1sc(c2c1CCCC2)C=C,873,457,-5.730989805,-1.088237711,4.642752094,
874,c1cnc(c2c1nccn2),874,146,-7.046551427,-2.552700032,4.493851395,
875,c1c(CC)sc(c1)C=C,875,644,-5.742146473,-1.170715419,4.571431054,
876,c1sc(c2c1cc(C=C)c(C)c2)C=C,876,3,-5.261266877,-1.922946947,3.338319929,3
877,c1sc(c2c1C(=O)CC2=O),877,175,-6.964726792,-2.270028164,4.694698629,
878,c1sc(c2c1ccc(F)c2),878,617,-5.737194001,-1.747868896,3.989325105,
879,c1csc2c1n(CC)c1c2scc1C=C,879,567,-5.288423839,-1.05501261,4.233411229,
880,c1sc(c2c1nc(CCO)c(CN)n2),880,451,-6.312143356,-2.2471706,4.064972756,
881,C1=C(N(=O)=O)C=C/C/1=C\1/C=CC(N(=O)=O)=C1C=C,881,174,-6.958631442,-4.488028159,2.470603283,
882,c1sc(cc1)C#CC=C,882,819,-5.891564189,-1.652166455,4.239397734,
883,c1oc2cc(oc2c1)C=C,883,814,-5.52695884,-1.242009248,4.284949592,
884,c1c2nc(CC)c(CC)nc2c(s1),884,722,-6.159514697,-2.146243573,4.013271124,
885,c1c2c(=O)sc(=O)c2c(c2c1c(=O)oc2=O),885,177,-8.246682353,-4.053788876,4.192893477,
886,C1=C(Cc2cscc2C1),886,829,-6.238318868,-0.413340939,5.824977929,
887,c1scc(n1),887,907,-7.032347084,-0.922275473,6.110071611,
888,c1csc2c1cc1c(ccs1)c2C=C,888,519,-5.512482383,-1.586423748,3.926058635,
889,c1sc(c2c1[C@H](C)CCC2),889,207,-6.149337639,-0.354836461,5.794501178,
890,c1sc(c2c1[C@H](C(=O)C(F)(F)F)CCC2),890,466,-6.537480835,-1.737909529,4.799571307,
891,C1=c2ccccc2=C(C1=C),891,73,-5.143142254,-2.698743535,2.444398719,
892,c1sc(c2c1CCC[C@H]2C=O),892,838,-6.264713912,-0.814654446,5.450059466,
893,C1=C(c2c3c(cccc13)ccc2),893,853,-6.064029947,-2.181536739,3.882493208,
894,c1n(CC)c(cc1),894,387,-5.67175062,0.895200145,6.566950766,
895,c1scc2c1C(=C[S@@]2[O]),895,429,-6.209610857,-1.711650542,4.497960315,
896,c1scc(N(O)O)c1N(O)OC=C,896,786,-6.032110992,-0.626787043,5.405323949,
897,c1cnc2c1c(=S)c1c2ncc1C=C,897,331,-6.227924119,-3.971283957,2.256640162,
898,c1c(c2c(s1)[C@H]1[C@H](C2(CC)CC)CCS1),898,59,-5.764432598,-0.474784246,5.289648351,
899,c1c([CH2])c(c2c1ccsc2)C=C,899,547,-4.884253137,-1.553280281,3.330972855,
900,c1sc(c2c1cc(C(=O)OC)s2)C=C,900,223,-5.667206319,-2.083466908,3.583739411,
901,c1sc(c2c1SCCS2),901,36u,-5.667668912,-0.578813371,5.088855541,duplicate
902,C1=CC2=C(C1)C=C(C2)C=C,902,572,-5.045045211,-1.452734214,3.592310997,
903,c1sc(c2c1C[C@H](C(=O)C(F)(F)F)CC2),903,851,-6.38452564,-1.745936888,4.638588753,
904,c1c2cscc2c(nn1),904,124,-6.32302791,-2.360016214,3.963011696,
905,c1c(oc2cscc2s1)C=C,905,641,-5.238055565,-1.057788171,4.180267394,
906,c1sc(C=O)c(c1),906,464,-7.060973461,-2.061616166,4.999357296,
907,c1sc(c2c1[C@H](C(=O)C)CCC2)C=C,907,396,-5.904407962,-1.320350825,4.584057137,
908,c1c2cS(F)cc2ccc1C=C,908,247,-5.931347234,-2.740404166,3.190943068,
909,c1cc(cc2c1ccc1c2cccc1),909,332,-5.989987768,-1.283588244,4.706399524,
910,c1scc2c1C(=[S@@](OC)C(=C2)OC),910,133,-5.408235567,-1.466475963,3.941759604,
911,c1c2C(=O)OCc2ccc1C=C,911,36,-6.692041503,-1.60511797,5.086923533,
912,c1sc2c(c1)oc1c2sc(c1)C=C,912,311,-5.456263662,-1.655676723,3.800586939,
913,c1sc(c2c1[nH]c(N(=O)=O)c2)C=C,913,44,-5.782990762,-2.840269949,2.942720813,
914,c1ccc2c(c1)oc1c2ccc(c1),914,373,-6.258536927,-1.231668922,5.026868006,
915,c1sc(c2c1cc(F)c(F)c2),915,19,-5.897958864,-1.853612338,4.044346526,19
916,c1sc(c2c1C[C@H](S)[C@@H](O)C2)C=C,916,981,-6.050152141,-1.410638201,4.63951394,
917,c1oc(cc1OC),917,442,-5.7680245,0.265202159,6.033226659,
918,c1sc(c2c1c(N(=O)=O)ccc2),918,599,-6.286238117,-2.838283518,3.4479546,
919,c1sc(c(c1C=C)OC),919,839,-5.89414927,-0.980807163,4.913342107,
920,c1sccc1N(CC)C=C,920,316,-5.143550425,-0.373612317,4.769938108,
921,c1c(CC)c(ccc1),921,323,-6.663959353,-0.207786136,6.456173217,
922,c1oc2c(c1)C(=O)c1c2oc(c1)C=C,922,342,-5.546360558,-2.58037401,2.965986548,
923,c1c2c(OCC)c3c(c(c2sc1)OCC)cc(s3)C=C,923,91,-5.151822686,-1.606614596,3.54520809,duplicate
924,c1scc2c1C=C(C2),924,592,-5.889795449,-0.717455378,5.17234007,
925,c(s1)c2c(=O)N(CC)c(=O)c2c1C=C,925,512,-6.623931406,-2.220775557,4.403155849,
926,c1scc2c1c(c(cc2)N)C=C,926,822,-5.028881648,-1.506558333,3.522323315,
927,c1c2cccc(c2cs1)C=C,927,382,-5.491774519,-1.800278024,3.691496495,duplicate
928,c(s1)cc(c(=C(CN)(CN))2)c1c(s3)c2cc3,928,629,-5.261076397,-1.770563191,3.490513206,
929,c1c(OCC)cc(OCC)c(c1),929,185,-5.78255538,0.055728917,5.838284297,
930,c1sc(c(c1)C(=O)C)C=C,930,448,-6.248523138,-2.031819699,4.216703439,
931,C1=CC=C(S1(=O)=O),931,575,-7.404816523,-2.613490266,4.791326257,
932,N1C(=O)C(c2c1cc(cc2)C)C1C(=O)N(c2c1ccc(C)c2),932,455,-5.840542842,-0.710598109,5.129944732,
933,C1=[S]C(=O)C2=C1C(=O)[S]=C2C=C,933,879,-6.436118426,-3.342020678,3.094097748,
934,N1c2cscc2N(CC(=O)C1),934,780,-5.314465134,-0.807389006,4.507076129,
935,c1oc(c(c1)N(=O)=O)C=C,935,362,-6.753811347,-2.652021587,4.10178976,
936,C#Cc1sc(cc1)C#CC=C,936,563,-5.847617802,-2.070432654,3.777185147,
937,c1scc2c1C[C@H](C)[C@H](C2)C(=C)C=C,937,12,-6.161120169,-0.897431479,5.26368869,12
938,c1oc(c(c1OC)C#N),938,956,-6.51949411,-1.094768443,5.424725667,
939,C1=CC2=CC(=NC2=C1)C=C,939,961,-5.632158055,-3.195949963,2.436208092,
940,c1sc(c2c1c(C=C)ccc2C)C=C,940,543,-5.230245898,-2.003764761,3.226481137,
941,c1sc(c2c1sc(N(=O)=O)c2)C=C,941,377,-6.132167255,-3.015320789,3.116846466,
942,c1sc(c2c1occ2)C=C,942,828,-5.578061821,-1.577770528,4.000291293,
943,c1sc(c(c1C)C),943,962,-6.19532488,-0.239868359,5.955456521,
944,c1cc(CC)c(c(c1)CC)/C=C(/C),944,165,-6.41320644,-0.158914489,6.254291951,
945,c1sc(c2c1c(C)ccc2)C=C,945,913,-5.333213779,-1.823053953,3.510159826,
946,c1sc(c2c1cc(C(F)(F)F)cc2),946,240,-6.050424254,-2.042513773,4.007910481,
947,c1scc2c1c(ccc2O)C=C,947,876,-5.197238488,-1.590260554,3.606977934,
948,c1c(C(=O)C)scc1,948,299,-6.902303875,-1.835625613,5.066678262,
