,SMILES,new name,old name,homo,lumo,bandgap,new dft filename
258,c1sc(c2c1OCCS2)C=C,258,854,-5.592674335,-1.176647501,4.416026834,
259,c1scc2c1C=C(C2)C=C,259,756,-5.635096884,-1.423563609,4.211533275,
260,C1=C2C(C(=O)N1)=C(OC2=O)C=C,260,346,-6.110370936,-2.925142259,3.185228677,
261,c1sc(c2c1cc(S)cc2)C=C,261,117,-5.361704099,-1.932906314,3.428797785,
262,c1sc(c2c1C(=O)c1ccc(CC)cc1C2=O)C=C,262,658,-6.504881596,-2.757683395,3.747198201,
263,c1oc(c(c1C)C),263,282,-5.989416329,0.401830523,6.391246852,
264,c1c2c(=O)sc(=O)c2c(c2c1c(=O)sc2=O),264,544,-8.075359473,-4.020101182,4.055258291,
265,c1occc1SC=C,265,202,-5.837576801,-0.312305066,5.525271735,
266,c1c(OCC)cc(OCC)c(c1)C=C,266,365,-5.375690751,-0.676964837,4.698725914,
267,c1scc(C(=O)OC)c1C=C,267,402,-6.229012575,-1.320568516,4.908444059,
268,C1=C(Cc2c(C1)nsn2),268,979,-6.881405531,-1.492462836,5.388942695,
269,c1sc(c2c1ncs2),269,111,-6.212658532,-1.378419921,4.834238611,duplicate
270,C1=C(N(=O)=O)C=C/C/1=C\1/C=CC(N(=O)=O)=C1,270,109,-7.458613431,-4.592873626,2.865739805,
271,c1c(C)Nc(C)c1,271,242,-5.226599572,1.045842373,6.272441945,
272,c1ccc(=O)c1C=C,272,122,-6.164603226,-3.027212164,3.137391062,
273,c1cscc1C(=O)O,273,47u,-7.279263192,-1.584083569,5.695179623,duplicate
274,c(s1)c(O)c(NN)c1,274,383,-5.31280524,0.006068139,5.318873379,
275,c1sccc1N(CC),275,518,-5.230654068,-0.050041737,5.180612331,
276,C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1[C@H]2OC(=O)C1,276,937,-7.621636839,-0.145472064,7.476164775,
277,C(=S)[CH]C1=[S]C=C(O1)C=C,277,441,-5.351173293,-2.060745401,3.290427892,
278,C1=C/C(/C(=C1)C#N)=C\1/C=C(C=C1C#N),278,99,-7.003856764,-4.176566646,2.827290118,
279,C1OCC1,279,306,-6.722110083,1.542477362,8.264587445,
280,c1c(F)sc(F)c1,280,407,-6.427465206,-0.51886669,5.908598516,
281,c1sc(C=O)c(c1)C=C,281,904,-6.560637724,-2.256912276,4.303725448,
282,c1c(nc2cSc12)C=C,282,577,-5.724894455,-2.876950896,2.847943559,
283,c1sc(c2c1OCCS2),283,498,-6.010015348,-1.282962382,4.727052966,
284,c1sc(c2c1oc(N(=O)=O)c2)C=C,284,468,-6.276959035,-3.018395675,3.25856336,
285,N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1)C=C,285,230,-5.421487512,-0.309094123,5.112393389,
286,c1sc(c2c1[C@H](F)CC[C@H]2F)C=C,286,524,-6.134507434,-1.467237882,4.667269552,
287,c1scc(OC)c1NC=C,287,143,-5.024310136,-0.255787019,4.768523117,
288,C1=[S]C(=C(O1)[N]C=O)C=C,288,812,-5.702417851,-3.068410201,2.63400765,
289,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2)C=C,289,721,-5.883672887,-2.76957477,3.114098117,
290,c1c(C#N)sc(OC)c1,290,155,-6.378675192,-1.453360076,4.925315116,
291,c1cc2c(cc1)c1c(C2)cc(cc1),291,265,-6.002314526,-1.02437259,4.977941936,
292,c1cscc1C(=O)OC=C,292,906,-6.909705372,-1.564545795,5.345159577,
293,c1c(O)sc2c1[nH]c1c2sc(c1)C=C,293,526,-4.839599254,-1.181572762,3.658026492,
294,c1c(F)cccc1,294,302,-6.874629896,-0.567928817,6.306701079,
295,c1sc(c2c1c(F)ccc2F),295,250,-5.792678015,-1.843598549,3.949079466,
296,c1c(OCC)cc(CC)c(OCC)c1,296,594,-5.333758006,-0.161934952,5.171823054,
297,C1=C2OCCSC2=C([S@@]1NC)C=C,297,108,-3.734925866,-0.337230695,3.397695171,
298,c1sc(c2c1C(=O)OC2=O),298,813,-7.915492586,-2.300722606,5.61476998,
299,C1=C(C(=C[S@@]1O)O)C=C,299,652,-4.425387551,-0.603358041,3.82202951,
300,C1=C/C(/C(=C1)F)=C\1/C=C(C=C1F)C=C,300,313,-6.010804478,-3.314101797,2.696702681,
301,c1sc(c2c1SCS2),301,178,-5.737520538,-0.647168371,5.090352167,
302,c1cccc2c1n(c1c2cccc1)C=C,302,858,-5.66448518,-1.097244679,4.567240501,
303,c1cc(c(cc1)N(c1ccccc1)c1ccccc1),303,690,-5.175496591,-0.654923615,4.520572976,
304,C1=C/C(/C(=C1)C#N)=C\1/C=C(C=C1C#N)C=C,304,591,-6.706572382,-4.100320345,2.606252037,
305,c1sc2C3=C([CH]S3)Cc2c1C=C,305,590,-4.799190347,-1.257927908,3.541262439,
306,c1sc(c2c1OCCO2),306,100,-5.911999939,-0.238208465,5.673791474,
307,c(o1)c2c(=O)Nc(=O)c2c1,307,296,-7.466722424,-2.017424876,5.449297548,
308,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2),308,423,-6.229230266,-2.61789851,3.611331756,
309,N1c2cscc2N(C1)C=C,309,497,-4.954757835,-0.237827505,4.71693033,
310,C1=C2C(C(=O)O1)=C(OC2=O),310,57,-6.979176038,-3.139241436,3.839934602,
311,C1SC=C1C(=O)C,311,724,-6.373450606,-1.734970699,4.638479907,
312,c1c2cS(F)cc2ccc1,312,196,-6.010341884,-2.70002247,3.310319414,
313,c1scc(C(=O)O)c1S,313,303,-6.14424911,-1.742753156,4.401495954,
314,c(s1)c2ccs(=N)(=O)c2c1C=C,314,420,-6.337722058,-1.896932863,4.440789195,
315,c1sc(c2c1nccn2)C=C,315,601,-5.931102331,-2.59452393,3.336578401,duplicate
316,c1cc(CC)c(c(c1)CC)/C=C(/C)C=C,316,219,-6.146779769,-1.021950777,5.124828992,
317,c1[nH]c(c2c1nccn2)C=C,317,13,-5.438276936,-1.885313602,3.552963334,
318,c1sc(c2c1C(=O)c1ccc(CC)cc1C2=O),318,849,-7.159750789,-2.689029071,4.470721718,
319,c1sc(c2c1c(C#N)ccc2C#N)C=C,319,991,-6.309803177,-3.153881161,3.155922016,
320,c1c2nc(C)c(C)nc2c(s1)C=C,320,662,-5.720295731,-2.296368784,3.423926947,
321,c1sc(c(c1)C(=O)C),321,927,-6.918657917,-1.546749549,5.371908368,
322,c1c2nsnc2c(cc1)C=C,322,162,-6.270482725,-2.609299712,3.661183013,
323,c(s1)cc(c(=S)2)c1c(s3)c2cc3C=C,323,650,-5.614252964,-3.256468083,2.357784881,
324,c1sc(c2c1[C@H](C(=O)C)CCC2),324,726,-6.334102944,-0.666542877,5.667560067,
325,c1sc(c2c1cc(C(=O)C)cc2),325,39,-5.927374371,-2.139984954,3.787389417,
326,c1sc(c2c1C(=O)NC2=O)C=C,326,267,-6.690463242,-2.288994499,4.401468743,
327,C1=C(Cc2c(C1)nsn2)C=C,327,203,-6.497262408,-1.521687863,4.975574545,
328,c1sc(c2c1OCCCS2)C=C,328,427,-5.599096222,-1.154415799,4.444680423,
329,c(s1)cc(c(=O)2)c1c(s3)c2cc3,329,863,-5.905251515,-2.643613269,3.261638246,duplicate
330,c1sc(c2c1cc(C#N)c(OC)c2),330,752,-5.905441995,-2.174842739,3.730599256,
331,c1[nH]c(/C=C/c2[nH]ccc2)c(c1),331,392,-4.71595072,-0.946656875,3.769293845,
332,c1sc2c(c3ccoc3cc2c1),332,60,-5.694771452,-1.21022635,4.484545102,
333,c1c(C(=O)C(F)(F)F)scc1C=C,333,118,-6.755607298,-2.562115171,4.193492127,
334,c1[nH]cc2c1S(=O)(=O)C(=C2),334,683,-6.537399201,-1.4954833,5.041915901,
335,c1c2cscc2c(nn1)C=C,335,741,-6.174725861,-2.436344149,3.738381712,
336,c1sc(c2c1sc(=S)s2),336,612,-6.234291583,-2.083085948,4.151205635,
337,c1[nH]c(cc1)C#C,337,141,-5.72184678,-0.290916918,5.430929862,
338,c1ccc(s1),338,2u,-6.546705495,-0.447600073,6.099105422,duplicate
339,c1sc(c(c1C)C)C=C,339,152,-5.797004626,-1.01925685,4.777747776,
340,C1=CC=C(S1(=O)=O)C=C,340,125,-6.759607372,-2.709927414,4.049679958,
341,C1S[C@@H]2[C@@H]1NCC2C=C,341,279,-6.118289449,0.125498908,6.243788357,
342,c1c2c(sc(C(=O)OCC)c2F)c(s1),342,708,-5.992681695,-1.998431329,3.994250366,
343,c1sc(c2c1CN2),343,948,-5.646307975,-0.296359195,5.34994878,
344,c1scc2c1C[C@@H](CC2)C(=C)C=C,344,584,-6.16408621,-0.774327173,5.389759037,
345,c1[nH]c(C=C)c(c1)C=C,345,23,-5.399010908,-0.972045097,4.426965811,23
346,c1oc(c(c1O)C(=O)O),346,988,-6.383165071,-1.539266418,4.843898653,
347,c1oc(c(c1O)S),347,503,-6.100329935,-0.275215948,5.825113987,
348,c1cc2c(s1)c1c([nH]2)cc(s1)C=C,348,794,-5.165890972,-1.364297212,3.80159376,
349,c1c(N)ccc(c1)C=C,349,506,-5.288750376,-0.641426768,4.647323608,
350,c1sc(c2c1cc(N(=O)=O)cc2)C=C,350,785,-6.019022316,-2.738934751,3.280087565,
351,C1=C2C(C(=O)O1)=C(OC2=O)C=C,351,88,-6.608039957,-3.245665163,3.362374794,
352,c1c(S)sc(O)c1C=C,352,610,-5.688512833,-0.724530338,4.963982495,
353,C(=C)N=NC=C,353,980,-6.401369487,-2.372642297,4.02872719,
354,c1sc(c2c1occ2),354,630,-5.895101669,-0.980970431,4.914131238,
355,c1sc(c2c1cc(N(=O)=O)c(N)c2),355,401,-5.444072961,-2.707260699,2.736812262,
356,c1sc(c2c1SCS2)C=C,356,218,-5.745384628,-1.331317014,4.414067614,
357,C1=C2C(C(=O)S1)=C(OC2=O),357,220,-6.784288098,-3.19333767,3.590950428,
358,c1sc(c2c1[C@H](F)[C@H](F)[C@@H](F)[C@H]2F),358,710,-7.297630877,-1.39588963,5.901741247,
359,c1sc(c(c1O)C#N),359,747,-6.658326596,-1.634968859,5.023357737,
360,C1=C(C=C/C/1=C\1/C=CC(=C1)N)N,360,71,-4.565635029,-2.079902216,2.485732813,
361,c1[nH]c(=O)c2c1c(=O)[nH]c2,361,101,-5.875781585,-2.437568661,3.438212924,
362,c1oc2c(c1)C(=O)c1c2sc(c1)C=C,362,739,-5.603939849,-2.655667913,2.948271936,
363,c1sc(C)c(c1),363,386,-6.18354235,-0.291216243,5.892326107,
364,c1[nH]c(c(c1)C(=O)C),364,578,-6.313231811,-0.787796809,5.525435002,
365,c1sc(c2c1[C@H](C(F)(F)F)CCC2)C=C,365,499,-5.72734348,-0.921132595,4.806210885,
366,c(s1)c2cc(OC)c(OC)cc2c1C=C,366,90,-5.169863834,-1.702153769,3.467710065,
367,C1C[C@@H]2[C@@H](CC1)N(CC)[C@@H]1[C@@H](S2)CCCC1,367,390,-5.34050643,1.031175436,6.371681866,
368,N1N[C@H]2[C@@H](C)[C@@H]3[C@@H](NSN3)[C@H](C)[C@H]2N1C=C,368,491,-5.187088641,0.24814062,5.435229261,
369,c1oc(cc1C(=O)O),369,636,-7.167750936,-1.239859548,5.927891388,
370,c1cc(N(=O)=O)c(cc1)C=C,370,975,-6.973407224,-2.504046075,4.469361149,
371,c1sc(c(c1OCC)ON(=O)=O),371,481,-6.374239737,-1.858183851,4.516055886,
372,c1oc(cc1C#N)C=C,372,151,-6.559903017,-1.6147508,4.945152217,
373,C1=[S]C(=C(S1)C(=O)C)C=C,373,341,-4.33224298,-2.384832997,1.947409983,
374,c1sc(c2c1[C@H](C#N)CC[C@H]2C#N)C=C,374,672,-6.536310746,-1.79235951,4.743951236,
375,c1sc(c2c1nc(OCC)c(OCC)n2)C=C,375,984,-5.540401264,-1.89078309,3.649618174,
376,c1scc2c1c1c(s2)sc(c1)C=C,376,670,-5.468699265,-1.370174871,4.098524394,
377,c1sc(c2c1oc(=O)o2)C=C,377,998,-6.497262408,-1.801312056,4.695950352,
378,c1scc2c1c(ccc2O),378,243,-5.306002394,-1.381630865,3.924371529,
379,c1c2c(ncc(C)n2)c(s1),379,408,-6.277040669,-2.300260012,3.976780657,
380,c1c(C)cc(s1),380,4d,-6.302428891,-0.399735246,5.902693645,duplicate
381,c1sc(c2c1C[C@H](C(=O)O)[C@@H](O)C2),381,918,-6.988972136,-1.194198844,5.794773292,
382,c1oc2cc(sc2c1),382,284,-5.950667317,-0.673400146,5.277267171,
383,c1sc(c2c1C[C@H](S)[C@@H](O)C2),383,619,-6.341939823,-0.756503716,5.585436107,
384,c1c(OCCC)c(cc(c1)OCCC)C=C,384,252,-5.794664446,-1.044100844,4.750563602,
385,c1[nH]c(c2c1nccn2),385,504,-5.835182199,-1.697119663,4.138062536,
386,c(s1)c2scnc2c1,386,111,-6.212658532,-1.378419921,4.834238611,
387,C1=CC2=C(OC=CO2)/C/1=C/1\C2=C(OC=CO2)C=C1,387,725,-4.867409289,-3.062804656,1.804604633,
388,c1sc(c2c1C[C@H](C#N)[C@@H](OC)C2)C=C,388,705,-6.013362348,-1.25580542,4.757556928,
389,c1c(F)c(F)c(c(c1F)F)C=C,389,435,-6.929351992,-1.78351581,5.145836182,
390,N1[C@H]2CSC[C@H]2N(S1),390,10,-5.087603817,-0.206779315,4.880824502,
391,C1=C(C(=C[S@@]1O)O),391,972,-6.016137909,-0.536118708,5.480019201,
392,c1c2nc(CC)c(CC)nc2c(s1)C=C,392,618,-5.669328807,-2.308913233,3.360415574,
393,c1sc(c2c1c(S)ccc2O)C=C,393,615,-5.246273403,-1.886919074,3.359354329,
394,c1occc1C=C,394,319,-6.055730475,-0.768068554,5.287661921,
395,c1sc2c(c1)c1c(scc1)c(c2)C=C,395,225,-5.650552951,-1.611431011,4.03912194,
396,c1sc(c2c1c(C(F)(F)F)ccc2OC),396,929,-5.738527359,-1.769229833,3.969297526,
397,C1=[S]C(=C(S1)C(=O)C),397,982,-4.146362008,-1.95089304,2.195468968,
398,C1Oc2cscc2OC(C1=O),398,14,-6.270863685,-1.285601887,4.985261798,
399,c1cc(CN)ccc1CNC=C,399,943,-5.31299572,-0.350645908,4.962349812,
400,c1sc(c(c1O)OC)C=C,400,758,-5.763072028,-1.223695986,4.539376042,
401,c1ccc(c2c1nc(CC)c(CC)n2)C=C,401,416,-6.097363894,-2.046949229,4.050414665,
402,c1c(F)sc(F)c1C=C,402,922,-6.184304269,-1.02377394,5.160530329,
403,c1sc(c2c1CC[C@@H](C)C2)C=C,403,696,-5.737030733,-1.060101139,4.676929594,
404,c1sc(c2c1c(C(=O)C(F)(F)F)ccc2)C=C,404,142,-5.866094332,-2.89020284,2.975891492,
405,c1sc(c2c1ncnc2C#N)C=C,405,742,-6.480881155,-3.1974738,3.283407355,
406,c1sc2c(c1)[nH]c(c2)C=C,406,928,-5.237348069,-0.995120351,4.242227718,
407,c1sc(c2c1cc(C)s2),407,10d,-5.545843542,-0.951554924,4.594288618,duplicate
408,c1sc(c2c1nc(CCO)c(CN)n2)C=C,408,735,-5.986368654,-2.587258491,3.399110163,
409,N1c2cscc2N(CC1),409,449,-4.87606251,0.252249539,5.128312049,
410,c1sc(c2c1[nH]c(C#N)c2)C=C,410,946,-5.626253184,-2.147685776,3.478567408,
411,c1[nH]c2nc3[nH]c(nc3nc2n1),411,434,-6.506078897,-1.812740838,4.693338059,
412,c1oc2c(c1)C(=O)c1c2sc(c1),412,760,-5.842447639,-2.582795823,3.259651816,
413,c1sc(c2c1cc(C(=O)OC)cc2)C=C,413,802,-5.578333935,-2.230490021,3.347843914,
414,c1oc(c(c1OC)OC)C=C,414,496,-5.294247075,-0.636120548,4.658126527,
415,c1sc(c2c1sc(C(=O)OCC)c2)C=C,415,909,-5.677982027,-2.234326826,3.443655201,
416,c1nc2CCNS2c1,416,671,-5.54051011,-1.459020044,4.081490066,
417,c1sc(c2c1OCSS2),417,687,-6.082887437,-1.284078049,4.798809388,
418,c1c(F)c(F)c(c2c1nsn2),418,2a,-7.121001777,-2.754989468,4.366012309,duplicate
419,c1sc(c2c1C(=O)c1ccccc1C2=O)C=C,419,888,-6.531630388,-2.812813661,3.718816727,
420,c1sc(c2c1CCC[C@H]2O),420,50,-6.364933443,-0.619494392,5.745439051,
421,c1c2n(CCC)c3c(c2ccc1)cccc3C=C,421,872,-5.488590787,-1.129952764,4.358638023,
422,c1sc(cc1)N,422,878,-5.302900296,0.108437369,5.411337665,
423,c1csc2c1c(CC)c(CC)c1c(csc21),423,340,-5.795208674,-1.092292207,4.702916467,
424,c1sc(nn1),424,716,-7.37333295,-1.406393225,5.966939725,
425,c1sc(c2c1C[C@H](OC)[C@@H](OC)C2),425,268,-6.092846804,-0.220684333,5.872162471,
426,c1sc(c2c1[C@H](C#N)CC[C@H]2C#N),426,673,-7.102253132,-1.299125945,5.803127187,
427,C1C(=O)Oc2c1cc1c(c2)C(C(=O)O1),427,603,-6.627496097,-1.454693433,5.172802664,
428,c1sccc1/C=C(/Cc1sc(CC)cc1)C=C,428,663,-5.742745124,-1.30747984,4.435265284,
429,c1cc2c(C=C/C/2=C\2/C=Cc3c2cccc3)c(c1)C=C,429,45,-5.753112661,-2.826500988,2.926611673,
430,c1ccc(=O)c1,430,48,-6.853949244,-2.961224555,3.892724689,
431,C1=C(F)C=C/C/1=C\1/C(=CC(=C1)F),431,583,-6.249312268,-3.191079125,3.058233143,
432,c1sc(c2c1c(C(=O)OC)ccc2),432,164,-5.777711754,-2.088392168,3.689319586,
433,c1sc(NC)c(c1C(=O)OC),433,458,-5.431147554,-0.934711076,4.496436478,
434,N1CN[C@@H]2C[C@H]3[C@@H](C[C@H]12)N(CN3),434,489,-6.085826266,1.021134435,7.106960701,
435,C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1[C@H]2OC(=O)C1C=C,435,385,-7.337223442,-0.723414672,6.61380877,
436,c1cc(cc2c1n(c1c2cccc1)C(CC)CC),436,450,-5.537625703,-0.932670223,4.60495548,
437,C1=C2CSC[C@H]2C(=C1),437,404,-5.916979622,-1.004481068,4.912498554,
438,c1sc(c(c1)C(=O)C(F)(F)F),438,338,-7.320706131,-2.335199431,4.9855067,
439,c(s1)c2NCOc2c1C=C,439,682,-5.462250167,-0.917404636,4.544845531,duplicate
440,c1c(c2c(s1)nc1c(c2CC)CCS1),440,18,-5.671424084,-1.116292649,4.555131435,
441,c1c2cscc2c(N)c(c1)C=C,441,912,-5.011575207,-1.44579531,3.565779897,
442,c1scc2c1c(ccc2OC),442,910,-5.284478188,-1.333548347,3.950929841,
443,c1c(OCC)c(ccc1)C=C,443,272,-5.821113913,-0.964208218,4.856905695,
444,c1c(OCC)c(OCC)c(OCC)cc1,444,1,-5.818447197,-0.015211164,5.803236033,
445,c1[nH]c2nc3[nH]c(nc3nc2n1)C=C,445,823,-6.145446411,-2.054350726,4.091095685,
446,C#Cc1[nH]c(cc1)C#CC=C,446,277,-5.514795351,-1.535075865,3.979719486,
447,c1sc(c2c1C[C@H](N)[C@@H](N(=O)=O)C2),447,661,-6.51870498,-1.893504229,4.625200751,
448,c1sc2c(c1)C(=S)c1c2oc(c1)C=C,448,681,-5.511421139,-3.212957078,2.298464061,
449,c1c2CCc2sc1,449,281,-6.124901815,-0.310563538,5.814338277,
450,c1sc(c(c1)C(=O)C(F)(F)F)C=C,450,54,-6.63364587,-2.675831549,3.957814321,
451,c(s1)c(CCN)c(CCN)c1C=C,451,941,-5.95151087,-1.334446323,4.617064547,
452,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2OC),452,824,-6.675388135,-0.778381669,5.897006466,
453,c1sc(c2c1c(C#N)ccc2OC)C=C,453,239,-5.615722378,-2.336315098,3.27940728,
454,c1c(C(=O)c2cscc2C(=O)c2ccccc2)ccc(c1)C=C,454,350,-6.410811838,-2.091494266,4.319317572,
455,C1C2CC(=C)O[C@H](C1C=CC2C)CCCC=C,455,873,-6.196358913,0.141199877,6.33755879,
456,c1c2n(CCC)c3c(c2ccc1)cccc3,456,137,-5.540129151,-0.945350728,4.594778423,
457,c1cc(c2c1[nH]cnc2)C=C,457,688,-5.06918171,-1.752712522,3.316469188,
458,c1scc2c1C=C(C2=O)C=C,458,818,-6.083975892,-2.49844053,3.585535362,
459,c1sc(c(c1C#N)C#N),459,675,-7.892335697,-2.235034322,5.657301375,
460,c1sc(c(c1O)S),460,744,-6.091431812,-0.776340815,5.315090997,
461,c1sc(c2c1OCCCC2),461,901,-6.107132781,-0.228575634,5.878557147,
462,c1sc(c(c1O)C(F)(F)F),462,940,-6.453696981,-1.041787877,5.411909104,
463,c1sc(c2c1S(=O)(=O)CCC2)C=C,463,426,-6.467003348,-1.756413271,4.710590077,
464,C1S[C@@H]2[C@@H]1NCC2,464,676,-6.066968777,0.244467083,6.31143586,
465,c1oc(c(c1N(=O)=O)N(=O)=O)C=C,465,914,-7.394421773,-3.115213783,4.27920799,
466,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C#N)C2),466,886,-6.614162519,-0.812450323,5.801712196,
467,c1ccc(s1)C=C,467,324,-5.988953736,-1.268676405,4.720277331,
468,c1cc(c2c(c1)c1c(s2)cccc1)C=C,468,668,-5.937877966,-1.447346359,4.490531607,
469,c1sc2c(c1)[nH]c(c2),469,549,-5.477787867,-0.19921455,5.278573317,
470,c1c(c2c(s1)[C@H]1[C@H](C2(CC)CC)CCS1)C=C,470,446,-5.796514821,-0.93400358,4.862511241,
471,c1oc(cc1C(=O)C(F)(F)F),471,825,-7.307100439,-2.197319343,5.109781096,
472,C#CC#CC=C,472,985,-6.578216279,-1.73575983,4.842456449,
473,c1c2CCc2sc1C=C,473,51,-5.672403693,-1.184402746,4.488000947,
474,c(s1)c2c(=O)n(CC)c(=O)c2c1C=C,474,512,-6.623931406,-2.220775557,4.403155849,duplicate
475,c1occ(OC)c1NC=C,475,361,-5.080746548,0.21159573,5.292342278,
476,c1c2c(SCC2)c2c(CCS2)c1C=C,476,561,-5.308424207,-1.133136496,4.175287711,
477,c1sc(c2c1[C@H](OC)CC[C@H]2OC)C=C,477,488,-6.096982934,-1.194797495,4.902185439,
478,c1sc(c2c1CC[C@@H](C(=O)O)C2)C=C,478,339,-6.30397994,-1.624492476,4.679487464,
479,c1sc(c2c1C[C@H](S)CC2),479,129,-6.278183547,-0.540907912,5.737275635,
480,c1[nH]c(cc1),480,628,-5.7448404,1.051638398,6.796478798,
481,c1[nH]c2cc([nH]c2c1),481,130,-4.889749837,0.701319027,5.591068864,
482,c1sc(OC)c(C(=O)C)c1C=C,482,43,-5.923591989,-1.081598133,4.841993856,
483,c1csc2c1c(CC)c1c(c2CC)scc1C=C,483,116,-5.371364141,-1.162116621,4.20924752,
484,c1scc2c1C=C(C2=O),484,620,-6.603849404,-2.424697676,4.179151728,
485,c1sc(c(c1OCC)OCC)C=C,485,768,-5.549108908,-0.947527639,4.601581269,
486,c(s1)c(O)c(NN)c1C=C,486,553,-5.368071563,-0.977296894,4.390774669,
487,c1sc(c2c1C[C@H](C(F)(F)F)CC2),487,831,-6.323789829,-0.516472088,5.807317741,
488,c1sc(c(c1OCC)OCC)C=CC=C,488,795,-5.203497106,-1.328976834,3.874520272,
489,N1CN[C@@H]2[C@H]1N(CN2),489,743,-6.021716243,0.95188146,6.973597703,
490,C1=C(CC)C(CC)=C(S1(=O)=O)C=C,490,684,-6.515738939,-2.317375974,4.198362965,
491,c1c(OCC)cc(c(c1)OCC)C=CC=C,491,689,-5.324832672,-1.401903346,3.922929326,
492,c1sc(c2c1cc1C(=O)N(CC)C(=O)c1c2),492,820,-6.277911434,-2.377213809,3.900697625,
493,C1=C(c2cscc12),493,406,-5.525843173,-1.45069336,4.075149813,
494,c1c(C)cc(c(c1)C),494,507,-6.338211863,-0.215786283,6.12242558,
495,c1c(OCC)cc(c(c1)OCC)C=C,495,669,-5.398004087,-0.864342435,4.533661652,duplicate
496,c1c(c2c(s1)c(CC)c1c(c2CC)scc1)C=C,496,515,-5.366003498,-1.301302856,4.064700642,
497,C/C=C\1/OCCC(OCC1)C=C,497,115,-5.615178151,0.064164446,5.679342597,
498,c1sc(c2c1oc(=O)o2),498,717,-7.042741833,-1.212865854,5.829875979,
499,c1sc(cc1)c1ccc(s1)c1sc(cc1),499,938,-5.389677403,-1.784141672,3.605535731,
500,c1c(F)c(F)c(c2c1nn(CC)n2)C=C,500,131,-6.239488958,-1.996118362,4.243370596,
501,c1sc(c2c1cc(C=C)c(C)c2),501,539,-5.471420403,-1.709582477,3.761837926,
502,c1scc(C(=O)O)c1SC=C,502,538,-7.071858015,-1.538749402,5.533108613,
503,c1n(CC)nc(c1CC)CC,503,848,-6.189420009,0.485804857,6.675224866,
504,c1c2c(nccc2)c(s1)C=C,504,805,-5.632103632,-2.199360197,3.432743435,
505,Nc1sc(c2c1nccn2),505,680,-5.283362521,-2.055466393,3.227896128,
506,c1sc(c2c1cc(N(=O)=O)cc2),506,799,-6.310156925,-2.692865876,3.617291049,
507,c1scc2c1sc1c2csc1,507,363,-5.729928561,-1.272159462,4.457769099,
508,c1sc(CC)c2c1c(c[nH]2),508,955,-5.019656989,-0.559493288,4.460163701,
509,c1sc(c2c1OCO2)C=C,509,902,-5.791970519,-1.087448581,4.704521938,
510,C1=CC(C#N)=C/C/1=C/1\C(=CC(=C1)C#N)C=C,510,208,-6.693102747,-4.259180411,2.433922336,
511,c1sc(c2c1cc(S)c(O)c2),511,93,-5.457542597,-1.746862075,3.710680522,
512,c1scc2c1N(CCN2C(=O)O),512,852,-5.538305988,-0.243324205,5.294981783,
513,c1sccc1O,513,405,-5.911537345,-0.370972812,5.540564533,
514,C=Cc1csc(c1)C=C,514,135,-5.914312906,-1.279996341,4.634316565,
515,c1csc2c1cc(c1c2scc1)C=C,515,394,-5.81537231,-1.332976908,4.482395402,
516,N1c2cscc2N(C1),516,896,-4.94011811,0.232439651,5.172557761,
517,C=NNc1ccc(cc1),517,61,-5.554932144,-0.563683841,4.991248303,
518,c1sc2C3=C([CH]S3)Cc2c1,518,693,-4.777992678,-0.606133602,4.171859076,
519,C(=[N])/N=C(\C1=CSC=[S]1)C=C,519,963,-4.636030882,-2.875726383,1.760304499,
520,c1sc(c2c1c(C(F)(F)F)ccc2)C=C,520,920,-5.732568066,-2.328614276,3.40395379,
521,C1OCC1C=C,521,437,-6.832479461,-0.071021715,6.761457746,
522,c1c2ccccc2c(c1=O),522,34,-5.783235665,-3.520772266,2.262463399,
523,c1cc2c(cc1)c1c(C2(C)C)cc(cc1)C=C,523,384,-5.737275635,-1.457060824,4.280214811,
524,c1scc2c1CCC[C@H]2C(=O)OC=C,524,598,-6.3110549,-0.514131909,5.796922991,
525,c1c(OC)c(ccc1)C=C,525,887,-5.845468102,-1.003501458,4.841966644,
526,C1=CC2=C(C1)N=C(C2),526,576,-5.612239321,-1.273247918,4.338991403,
527,c1sc(c2c1C(=O)CCC2=O),527,536,-6.989815689,-2.011928176,4.977887513,
528,c1sc(c2c1c(C(F)(F)F)ccc2C#N),528,298,-6.548855194,-2.857685235,3.691169959,
529,c1sc(c2c1CC[C@@H](C(=O)O)C2),529,905,-6.289258581,-0.513832584,5.775425997,
530,c1scc2c1nc(c(NC)n2)N(C),530,734,-5.552537542,-1.357222252,4.19531529,
531,c1sc(c2c1[C@H](C)CC[C@H]2C)C=C,531,120,-5.734989879,-1.137517529,4.59747235,
532,c1sc(c(n1)C(=O)OC)C=C,532,835,-6.63756431,-2.092365031,4.545199279,
533,c1sc(c2c1scc2),533,391,-5.697955184,-1.081271596,4.616683588,
534,C1S=C(/C(=N/N)/C1=S)C=C,534,728,-4.457496985,-2.634715146,1.822781839,
535,c1c2[nH]cnc2c(c2c1[nH]cn2)C=C,535,528,-5.367799449,-1.242934435,4.124865014,
