,SMILES,new name,old name,homo,lumo,bandgap,
261,c1sc(c2c1[C@H](F)CC[C@H]2F)C=C,261,524,-6.134507434,-1.467237882,4.667269552,
262,c1scc(OC)c1NC=C,262,143,-5.024310136,-0.255787019,4.768523117,
263,C1=[S]C(=C(O1)[N]C=O)C=C,263,812,-5.702417851,-3.068410201,2.63400765,
264,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2)C=C,264,721,-5.883672887,-2.76957477,3.114098117,
265,c1c(C#N)sc(OC)c1,265,155,-6.378675192,-1.453360076,4.925315116,
266,c1cc2c(cc1)c1c(C2)cc(cc1),266,265,-6.002314526,-1.02437259,4.977941936,
267,c1cscc1C(=O)OC=C,267,906,-6.909705372,-1.564545795,5.345159577,
268,c1c(O)sc2c1[nH]c1c2sc(c1)C=C,268,526,-4.839599254,-1.181572762,3.658026492,
269,c1c(F)cccc1,269,302,-6.874629896,-0.567928817,6.306701079,
270,c1sc(c2c1c(F)ccc2F),270,250,-5.792678015,-1.843598549,3.949079466,
271,c1c(OCC)cc(CC)c(OCC)c1,271,594,-5.333758006,-0.161934952,5.171823054,
272,C1=C2OCCSC2=C([S@@]1NC)C=C,272,108,-3.734925866,-0.337230695,3.397695171,
273,c1sc(c2c1C(=O)OC2=O),273,813,-7.915492586,-2.300722606,5.61476998,
274,C1=C(C(=C[S@@]1O)O)C=C,274,652,-4.425387551,-0.603358041,3.82202951,
275,C1=C/C(/C(=C1)F)=C\1/C=C(C=C1F)C=C,275,313,-6.010804478,-3.314101797,2.696702681,
276,c1sc(c2c1SCS2),276,178,-5.737520538,-0.647168371,5.090352167,
277,c1cccc2c1n(c1c2cccc1)C=C,277,858,-5.66448518,-1.097244679,4.567240501,
278,c1cc(c(cc1)N(c1ccccc1)c1ccccc1),278,690,-5.175496591,-0.654923615,4.520572976,
279,C1=C/C(/C(=C1)C#N)=C\1/C=C(C=C1C#N)C=C,279,591,-6.706572382,-4.100320345,2.606252037,
280,c1sc2C3=C([CH]S3)Cc2c1C=C,280,590,-4.799190347,-1.257927908,3.541262439,
281,c1sc(c2c1OCCO2),281,100,-5.911999939,-0.238208465,5.673791474,
282,c(o1)c2c(=O)Nc(=O)c2c1,282,296,-7.466722424,-2.017424876,5.449297548,
283,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2),283,423,-6.229230266,-2.61789851,3.611331756,
284,N1c2cscc2N(C1)C=C,284,497,-4.954757835,-0.237827505,4.71693033,
285,C1=C2C(C(=O)O1)=C(OC2=O),285,57,-6.979176038,-3.139241436,3.839934602,
286,C1SC=C1C(=O)C,286,724,-6.373450606,-1.734970699,4.638479907,
287,c1c2cS(F)cc2ccc1,287,196,-6.010341884,-2.70002247,3.310319414,
288,c1scc(C(=O)O)c1S,288,303,-6.14424911,-1.742753156,4.401495954,
289,c(s1)c2ccs(=N)(=O)c2c1C=C,289,420,-6.337722058,-1.896932863,4.440789195,
290,c1sc(c2c1nccn2)C=C,290,601,-5.931102331,-2.59452393,3.336578401,duplicate
291,c1cc(CC)c(c(c1)CC)/C=C(/C)C=C,291,219,-6.146779769,-1.021950777,5.124828992,
292,c1[nH]c(c2c1nccn2)C=C,292,13,-5.438276936,-1.885313602,3.552963334,
293,c1sc(c2c1C(=O)c1ccc(CC)cc1C2=O),293,849,-7.159750789,-2.689029071,4.470721718,
294,c1sc(c2c1c(C#N)ccc2C#N)C=C,294,991,-6.309803177,-3.153881161,3.155922016,
295,c1c2nc(C)c(C)nc2c(s1)C=C,295,662,-5.720295731,-2.296368784,3.423926947,
296,c1sc(c(c1)C(=O)C),296,927,-6.918657917,-1.546749549,5.371908368,
297,c1c2nsnc2c(cc1)C=C,297,162,-6.270482725,-2.609299712,3.661183013,
298,c(s1)cc(c(=S)2)c1c(s3)c2cc3C=C,298,650,-5.614252964,-3.256468083,2.357784881,
299,c1sc(c2c1[C@H](C(=O)C)CCC2),299,726,-6.334102944,-0.666542877,5.667560067,
300,c1sc(c2c1cc(C(=O)C)cc2),300,39,-5.927374371,-2.139984954,3.787389417,
301,c1sc(c2c1C(=O)NC2=O)C=C,301,267,-6.690463242,-2.288994499,4.401468743,
302,C1=C(Cc2c(C1)nsn2)C=C,302,203,-6.497262408,-1.521687863,4.975574545,
303,c1sc(c2c1OCCCS2)C=C,303,427,-5.599096222,-1.154415799,4.444680423,
304,c(s1)cc(c(=O)2)c1c(s3)c2cc3,304,863,-5.905251515,-2.643613269,3.261638246,duplicate
305,c1sc(c2c1cc(C#N)c(OC)c2),305,752,-5.905441995,-2.174842739,3.730599256,
306,c1[nH]c(/C=C/c2[nH]ccc2)c(c1),306,392,-4.71595072,-0.946656875,3.769293845,
307,c1sc2c(c3ccoc3cc2c1),307,60,-5.694771452,-1.21022635,4.484545102,
308,c1c(C(=O)C(F)(F)F)scc1C=C,308,118,-6.755607298,-2.562115171,4.193492127,
309,c1[nH]cc2c1S(=O)(=O)C(=C2),309,683,-6.537399201,-1.4954833,5.041915901,
310,c1c2cscc2c(nn1)C=C,310,741,-6.174725861,-2.436344149,3.738381712,
311,c1sc(c2c1sc(=S)s2),311,612,-6.234291583,-2.083085948,4.151205635,
312,c1[nH]c(cc1)C#C,312,141,-5.72184678,-0.290916918,5.430929862,
313,c1ccc(s1),313,2u,-6.546705495,-0.447600073,6.099105422,duplicate
314,c1sc(c(c1C)C)C=C,314,152,-5.797004626,-1.01925685,4.777747776,
315,C1=CC=C(S1(=O)=O)C=C,315,125,-6.759607372,-2.709927414,4.049679958,
316,C1S[C@@H]2[C@@H]1NCC2C=C,316,279,-6.118289449,0.125498908,6.243788357,
317,c1c2c(sc(C(=O)OCC)c2F)c(s1),317,708,-5.992681695,-1.998431329,3.994250366,
318,c1sc(c2c1CN2),318,948,-5.646307975,-0.296359195,5.34994878,
319,c1scc2c1C[C@@H](CC2)C(=C)C=C,319,584,-6.16408621,-0.774327173,5.389759037,
320,c1[nH]c(C=C)c(c1)C=C,320,23,-5.399010908,-0.972045097,4.426965811,23
321,c1oc(c(c1O)C(=O)O),321,988,-6.383165071,-1.539266418,4.843898653,
322,c1oc(c(c1O)S),322,503,-6.100329935,-0.275215948,5.825113987,
323,c1cc2c(s1)c1c([nH]2)cc(s1)C=C,323,794,-5.165890972,-1.364297212,3.80159376,
324,c1c(N)ccc(c1)C=C,324,506,-5.288750376,-0.641426768,4.647323608,
325,c1sc(c2c1cc(N(=O)=O)cc2)C=C,325,785,-6.019022316,-2.738934751,3.280087565,
326,C1=C2C(C(=O)O1)=C(OC2=O)C=C,326,88,-6.608039957,-3.245665163,3.362374794,
327,c1c(S)sc(O)c1C=C,327,610,-5.688512833,-0.724530338,4.963982495,
328,C(=C)N=NC=C,328,980,-6.401369487,-2.372642297,4.02872719,
329,c1sc(c2c1occ2),329,630,-5.895101669,-0.980970431,4.914131238,
330,c1sc(c2c1cc(N(=O)=O)c(N)c2),330,401,-5.444072961,-2.707260699,2.736812262,
331,c1sc(c2c1SCS2)C=C,331,218,-5.745384628,-1.331317014,4.414067614,
332,C1=C2C(C(=O)S1)=C(OC2=O),332,220,-6.784288098,-3.19333767,3.590950428,
333,c1sc(c2c1[C@H](F)[C@H](F)[C@@H](F)[C@H]2F),333,710,-7.297630877,-1.39588963,5.901741247,
334,c1sc(c(c1O)C#N),334,747,-6.658326596,-1.634968859,5.023357737,
335,C1=C(C=C/C/1=C\1/C=CC(=C1)N)N,335,71,-4.565635029,-2.079902216,2.485732813,
336,c1[nH]c(=O)c2c1c(=O)[nH]c2,336,101,-5.875781585,-2.437568661,3.438212924,
337,c1oc2c(c1)C(=O)c1c2sc(c1)C=C,337,739,-5.603939849,-2.655667913,2.948271936,
338,c1sc(C)c(c1),338,386,-6.18354235,-0.291216243,5.892326107,
339,c1[nH]c(c(c1)C(=O)C),339,578,-6.313231811,-0.787796809,5.525435002,
340,c1sc(c2c1[C@H](C(F)(F)F)CCC2)C=C,340,499,-5.72734348,-0.921132595,4.806210885,
341,c(s1)c2cc(OC)c(OC)cc2c1C=C,341,90,-5.169863834,-1.702153769,3.467710065,
342,C1C[C@@H]2[C@@H](CC1)N(CC)[C@@H]1[C@@H](S2)CCCC1,342,390,-5.34050643,1.031175436,6.371681866,
343,N1N[C@H]2[C@@H](C)[C@@H]3[C@@H](NSN3)[C@H](C)[C@H]2N1C=C,343,491,-5.187088641,0.24814062,5.435229261,
344,c1oc(cc1C(=O)O),344,636,-7.167750936,-1.239859548,5.927891388,
345,c1cc(N(=O)=O)c(cc1)C=C,345,975,-6.973407224,-2.504046075,4.469361149,
346,c1sc(c(c1OCC)ON(=O)=O),346,481,-6.374239737,-1.858183851,4.516055886,
347,c1oc(cc1C#N)C=C,347,151,-6.559903017,-1.6147508,4.945152217,
348,C1=[S]C(=C(S1)C(=O)C)C=C,348,341,-4.33224298,-2.384832997,1.947409983,
349,c1sc(c2c1[C@H](C#N)CC[C@H]2C#N)C=C,349,672,-6.536310746,-1.79235951,4.743951236,
350,c1sc(c2c1nc(OCC)c(OCC)n2)C=C,350,984,-5.540401264,-1.89078309,3.649618174,
351,c1scc2c1c1c(s2)sc(c1)C=C,351,670,-5.468699265,-1.370174871,4.098524394,
352,c1sc(c2c1oc(=O)o2)C=C,352,998,-6.497262408,-1.801312056,4.695950352,
353,c1scc2c1c(ccc2O),353,243,-5.306002394,-1.381630865,3.924371529,
354,c1c2c(ncc(C)n2)c(s1),354,408,-6.277040669,-2.300260012,3.976780657,
355,c1c(C)cc(s1),355,4d,-6.302428891,-0.399735246,5.902693645,duplicate
356,c1sc(c2c1C[C@H](C(=O)O)[C@@H](O)C2),356,918,-6.988972136,-1.194198844,5.794773292,
357,c1oc2cc(sc2c1),357,284,-5.950667317,-0.673400146,5.277267171,
358,c1sc(c2c1C[C@H](S)[C@@H](O)C2),358,619,-6.341939823,-0.756503716,5.585436107,
359,c1c(OCCC)c(cc(c1)OCCC)C=C,359,252,-5.794664446,-1.044100844,4.750563602,
360,c1[nH]c(c2c1nccn2),360,504,-5.835182199,-1.697119663,4.138062536,
361,c(s1)c2scnc2c1,361,111,-6.212658532,-1.378419921,4.834238611,
362,C1=CC2=C(OC=CO2)/C/1=C/1\C2=C(OC=CO2)C=C1,362,725,-4.867409289,-3.062804656,1.804604633,
363,c1sc(c2c1C[C@H](C#N)[C@@H](OC)C2)C=C,363,705,-6.013362348,-1.25580542,4.757556928,
364,c1c(F)c(F)c(c(c1F)F)C=C,364,435,-6.929351992,-1.78351581,5.145836182,
365,N1[C@H]2CSC[C@H]2N(S1),365,10,-5.087603817,-0.206779315,4.880824502,
366,C1=C(C(=C[S@@]1O)O),366,972,-6.016137909,-0.536118708,5.480019201,
367,c1c2nc(CC)c(CC)nc2c(s1)C=C,367,618,-5.669328807,-2.308913233,3.360415574,
368,c1sc(c2c1c(S)ccc2O)C=C,368,615,-5.246273403,-1.886919074,3.359354329,
369,c1occc1C=C,369,319,-6.055730475,-0.768068554,5.287661921,
370,c1sc2c(c1)c1c(scc1)c(c2)C=C,370,225,-5.650552951,-1.611431011,4.03912194,
371,c1sc(c2c1c(C(F)(F)F)ccc2OC),371,929,-5.738527359,-1.769229833,3.969297526,
372,C1=[S]C(=C(S1)C(=O)C),372,982,-4.146362008,-1.95089304,2.195468968,
373,C1Oc2cscc2OC(C1=O),373,14,-6.270863685,-1.285601887,4.985261798,
374,c1cc(CN)ccc1CNC=C,374,943,-5.31299572,-0.350645908,4.962349812,
375,c1sc(c(c1O)OC)C=C,375,758,-5.763072028,-1.223695986,4.539376042,
376,c1ccc(c2c1nc(CC)c(CC)n2)C=C,376,416,-6.097363894,-2.046949229,4.050414665,
377,c1c(F)sc(F)c1C=C,377,922,-6.184304269,-1.02377394,5.160530329,
378,c1sc(c2c1CC[C@@H](C)C2)C=C,378,696,-5.737030733,-1.060101139,4.676929594,
379,c1sc(c2c1c(C(=O)C(F)(F)F)ccc2)C=C,379,142,-5.866094332,-2.89020284,2.975891492,
380,c1sc(c2c1ncnc2C#N)C=C,380,742,-6.480881155,-3.1974738,3.283407355,
381,c1sc2c(c1)[nH]c(c2)C=C,381,928,-5.237348069,-0.995120351,4.242227718,
382,c1sc(c2c1cc(C)s2),382,10d,-5.545843542,-0.951554924,4.594288618,duplicate
383,c1sc(c2c1nc(CCO)c(CN)n2)C=C,383,735,-5.986368654,-2.587258491,3.399110163,
384,N1c2cscc2N(CC1),384,449,-4.87606251,0.252249539,5.128312049,
385,c1sc(c2c1[nH]c(C#N)c2)C=C,385,946,-5.626253184,-2.147685776,3.478567408,
386,c1[nH]c2nc3[nH]c(nc3nc2n1),386,434,-6.506078897,-1.812740838,4.693338059,
387,c1oc2c(c1)C(=O)c1c2sc(c1),387,760,-5.842447639,-2.582795823,3.259651816,
388,c1sc(c2c1cc(C(=O)OC)cc2)C=C,388,802,-5.578333935,-2.230490021,3.347843914,
389,c1oc(c(c1OC)OC)C=C,389,496,-5.294247075,-0.636120548,4.658126527,
390,c1sc(c2c1sc(C(=O)OCC)c2)C=C,390,909,-5.677982027,-2.234326826,3.443655201,
391,c1nc2CCNS2c1,391,671,-5.54051011,-1.459020044,4.081490066,
392,c1sc(c2c1OCSS2),392,687,-6.082887437,-1.284078049,4.798809388,
393,c1c(F)c(F)c(c2c1nsn2),393,2a,-7.121001777,-2.754989468,4.366012309,duplicate
394,c1sc(c2c1C(=O)c1ccccc1C2=O)C=C,394,888,-6.531630388,-2.812813661,3.718816727,
395,c1sc(c2c1CCC[C@H]2O),395,50,-6.364933443,-0.619494392,5.745439051,
396,c1c2n(CCC)c3c(c2ccc1)cccc3C=C,396,872,-5.488590787,-1.129952764,4.358638023,
397,c1sc(cc1)N,397,878,-5.302900296,0.108437369,5.411337665,
398,c1csc2c1c(CC)c(CC)c1c(csc21),398,340,-5.795208674,-1.092292207,4.702916467,
399,c1sc(nn1),399,716,-7.37333295,-1.406393225,5.966939725,
400,c1sc(c2c1C[C@H](OC)[C@@H](OC)C2),400,268,-6.092846804,-0.220684333,5.872162471,
401,c1sc(c2c1[C@H](C#N)CC[C@H]2C#N),401,673,-7.102253132,-1.299125945,5.803127187,
402,C1C(=O)Oc2c1cc1c(c2)C(C(=O)O1),402,603,-6.627496097,-1.454693433,5.172802664,
403,c1sccc1/C=C(/Cc1sc(CC)cc1)C=C,403,663,-5.742745124,-1.30747984,4.435265284,
404,c1cc2c(C=C/C/2=C\2/C=Cc3c2cccc3)c(c1)C=C,404,45,-5.753112661,-2.826500988,2.926611673,
405,c1ccc(=O)c1,405,48,-6.853949244,-2.961224555,3.892724689,
406,C1=C(F)C=C/C/1=C\1/C(=CC(=C1)F),406,583,-6.249312268,-3.191079125,3.058233143,
407,c1sc(c2c1c(C(=O)OC)ccc2),407,164,-5.777711754,-2.088392168,3.689319586,
408,c1sc(NC)c(c1C(=O)OC),408,458,-5.431147554,-0.934711076,4.496436478,
409,N1CN[C@@H]2C[C@H]3[C@@H](C[C@H]12)N(CN3),409,489,-6.085826266,1.021134435,7.106960701,
410,C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1[C@H]2OC(=O)C1C=C,410,385,-7.337223442,-0.723414672,6.61380877,
411,c1cc(cc2c1n(c1c2cccc1)C(CC)CC),411,450,-5.537625703,-0.932670223,4.60495548,
412,C1=C2CSC[C@H]2C(=C1),412,404,-5.916979622,-1.004481068,4.912498554,
413,c1sc(c(c1)C(=O)C(F)(F)F),413,338,-7.320706131,-2.335199431,4.9855067,
414,c(s1)c2NCOc2c1C=C,414,682,-5.462250167,-0.917404636,4.544845531,duplicate
415,c1c(c2c(s1)nc1c(c2CC)CCS1),415,18,-5.671424084,-1.116292649,4.555131435,
416,c1c2cscc2c(N)c(c1)C=C,416,912,-5.011575207,-1.44579531,3.565779897,
417,c1scc2c1c(ccc2OC),417,910,-5.284478188,-1.333548347,3.950929841,
418,c1c(OCC)c(ccc1)C=C,418,272,-5.821113913,-0.964208218,4.856905695,
419,c1c(OCC)c(OCC)c(OCC)cc1,419,1,-5.818447197,-0.015211164,5.803236033,
420,c1[nH]c2nc3[nH]c(nc3nc2n1)C=C,420,823,-6.145446411,-2.054350726,4.091095685,
421,C#Cc1[nH]c(cc1)C#CC=C,421,277,-5.514795351,-1.535075865,3.979719486,
422,c1sc(c2c1C[C@H](N)[C@@H](N(=O)=O)C2),422,661,-6.51870498,-1.893504229,4.625200751,
423,c1sc2c(c1)C(=S)c1c2oc(c1)C=C,423,681,-5.511421139,-3.212957078,2.298464061,
424,c1c2CCc2sc1,424,281,-6.124901815,-0.310563538,5.814338277,
425,c1sc(c(c1)C(=O)C(F)(F)F)C=C,425,54,-6.63364587,-2.675831549,3.957814321,
426,c(s1)c(CCN)c(CCN)c1C=C,426,941,-5.95151087,-1.334446323,4.617064547,
427,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2OC),427,824,-6.675388135,-0.778381669,5.897006466,
428,c1sc(c2c1c(C#N)ccc2OC)C=C,428,239,-5.615722378,-2.336315098,3.27940728,
429,c1c(C(=O)c2cscc2C(=O)c2ccccc2)ccc(c1)C=C,429,350,-6.410811838,-2.091494266,4.319317572,
430,C1C2CC(=C)O[C@H](C1C=CC2C)CCCC=C,430,873,-6.196358913,0.141199877,6.33755879,
431,c1c2n(CCC)c3c(c2ccc1)cccc3,431,137,-5.540129151,-0.945350728,4.594778423,
432,c1cc(c2c1[nH]cnc2)C=C,432,688,-5.06918171,-1.752712522,3.316469188,
433,c1scc2c1C=C(C2=O)C=C,433,818,-6.083975892,-2.49844053,3.585535362,
434,c1sc(c(c1C#N)C#N),434,675,-7.892335697,-2.235034322,5.657301375,
435,c1sc(c(c1O)S),435,744,-6.091431812,-0.776340815,5.315090997,
436,c1sc(c2c1OCCCC2),436,901,-6.107132781,-0.228575634,5.878557147,
437,c1sc(c(c1O)C(F)(F)F),437,940,-6.453696981,-1.041787877,5.411909104,
438,c1sc(c2c1S(=O)(=O)CCC2)C=C,438,426,-6.467003348,-1.756413271,4.710590077,
439,C1S[C@@H]2[C@@H]1NCC2,439,676,-6.066968777,0.244467083,6.31143586,
440,c1oc(c(c1N(=O)=O)N(=O)=O)C=C,440,914,-7.394421773,-3.115213783,4.27920799,
441,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C#N)C2),441,886,-6.614162519,-0.812450323,5.801712196,
442,c1ccc(s1)C=C,442,324,-5.988953736,-1.268676405,4.720277331,
443,c1cc(c2c(c1)c1c(s2)cccc1)C=C,443,668,-5.937877966,-1.447346359,4.490531607,
444,c1sc2c(c1)[nH]c(c2),444,549,-5.477787867,-0.19921455,5.278573317,
445,c1c(c2c(s1)[C@H]1[C@H](C2(CC)CC)CCS1)C=C,445,446,-5.796514821,-0.93400358,4.862511241,
446,c1oc(cc1C(=O)C(F)(F)F),446,825,-7.307100439,-2.197319343,5.109781096,
447,C#CC#CC=C,447,985,-6.578216279,-1.73575983,4.842456449,
448,c1c2CCc2sc1C=C,448,51,-5.672403693,-1.184402746,4.488000947,
449,c(s1)c2c(=O)n(CC)c(=O)c2c1C=C,449,512,-6.623931406,-2.220775557,4.403155849,duplicate
450,c1occ(OC)c1NC=C,450,361,-5.080746548,0.21159573,5.292342278,
451,c1c2c(SCC2)c2c(CCS2)c1C=C,451,561,-5.308424207,-1.133136496,4.175287711,
452,c1sc(c2c1[C@H](OC)CC[C@H]2OC)C=C,452,488,-6.096982934,-1.194797495,4.902185439,
453,c1sc(c2c1CC[C@@H](C(=O)O)C2)C=C,453,339,-6.30397994,-1.624492476,4.679487464,
454,c1sc(c2c1C[C@H](S)CC2),454,129,-6.278183547,-0.540907912,5.737275635,
455,c1[nH]c(cc1),455,628,-5.7448404,1.051638398,6.796478798,
456,c1[nH]c2cc([nH]c2c1),456,130,-4.889749837,0.701319027,5.591068864,
457,c1sc(OC)c(C(=O)C)c1C=C,457,43,-5.923591989,-1.081598133,4.841993856,
458,c1csc2c1c(CC)c1c(c2CC)scc1C=C,458,116,-5.371364141,-1.162116621,4.20924752,
459,c1scc2c1C=C(C2=O),459,620,-6.603849404,-2.424697676,4.179151728,
460,c1sc(c(c1OCC)OCC)C=C,460,768,-5.549108908,-0.947527639,4.601581269,
461,c(s1)c(O)c(NN)c1C=C,461,553,-5.368071563,-0.977296894,4.390774669,
462,c1sc(c2c1C[C@H](C(F)(F)F)CC2),462,831,-6.323789829,-0.516472088,5.807317741,
463,c1sc(c(c1OCC)OCC)C=CC=C,463,795,-5.203497106,-1.328976834,3.874520272,
464,N1CN[C@@H]2[C@H]1N(CN2),464,743,-6.021716243,0.95188146,6.973597703,
465,C1=C(CC)C(CC)=C(S1(=O)=O)C=C,465,684,-6.515738939,-2.317375974,4.198362965,
466,c1c(OCC)cc(c(c1)OCC)C=CC=C,466,689,-5.324832672,-1.401903346,3.922929326,
467,c1sc(c2c1cc1C(=O)N(CC)C(=O)c1c2),467,820,-6.277911434,-2.377213809,3.900697625,
468,C1=C(c2cscc12),468,406,-5.525843173,-1.45069336,4.075149813,
469,c1c(C)cc(c(c1)C),469,507,-6.338211863,-0.215786283,6.12242558,
470,c1c(OCC)cc(c(c1)OCC)C=C,470,669,-5.398004087,-0.864342435,4.533661652,duplicate
471,c1c(c2c(s1)c(CC)c1c(c2CC)scc1)C=C,471,515,-5.366003498,-1.301302856,4.064700642,
472,C/C=C\1/OCCC(OCC1)C=C,472,115,-5.615178151,0.064164446,5.679342597,
473,c1sc(c2c1oc(=O)o2),473,717,-7.042741833,-1.212865854,5.829875979,
474,c1sc(cc1)c1ccc(s1)c1sc(cc1),474,938,-5.389677403,-1.784141672,3.605535731,
475,c1c(F)c(F)c(c2c1nn(CC)n2)C=C,475,131,-6.239488958,-1.996118362,4.243370596,
476,c1sc(c2c1cc(C=C)c(C)c2),476,539,-5.471420403,-1.709582477,3.761837926,
477,c1scc(C(=O)O)c1SC=C,477,538,-7.071858015,-1.538749402,5.533108613,
478,c1n(CC)nc(c1CC)CC,478,848,-6.189420009,0.485804857,6.675224866,
479,c1c2c(nccc2)c(s1)C=C,479,805,-5.632103632,-2.199360197,3.432743435,
480,Nc1sc(c2c1nccn2),480,680,-5.283362521,-2.055466393,3.227896128,
481,c1sc(c2c1cc(N(=O)=O)cc2),481,799,-6.310156925,-2.692865876,3.617291049,
482,c1scc2c1sc1c2csc1,482,363,-5.729928561,-1.272159462,4.457769099,
483,c1sc(CC)c2c1c(c[nH]2),483,955,-5.019656989,-0.559493288,4.460163701,
484,c1sc(c2c1OCO2)C=C,484,902,-5.791970519,-1.087448581,4.704521938,
485,C1=CC(C#N)=C/C/1=C/1\C(=CC(=C1)C#N)C=C,485,208,-6.693102747,-4.259180411,2.433922336,
486,c1sc(c2c1cc(S)c(O)c2),486,93,-5.457542597,-1.746862075,3.710680522,
487,c1scc2c1N(CCN2C(=O)O),487,852,-5.538305988,-0.243324205,5.294981783,
488,c1sccc1O,488,405,-5.911537345,-0.370972812,5.540564533,
489,C=Cc1csc(c1)C=C,489,135,-5.914312906,-1.279996341,4.634316565,
490,c1csc2c1cc(c1c2scc1)C=C,490,394,-5.81537231,-1.332976908,4.482395402,
491,N1c2cscc2N(C1),491,896,-4.94011811,0.232439651,5.172557761,
492,C=NNc1ccc(cc1),492,61,-5.554932144,-0.563683841,4.991248303,
493,c1sc2C3=C([CH]S3)Cc2c1,493,693,-4.777992678,-0.606133602,4.171859076,
494,C(=[N])/N=C(\C1=CSC=[S]1)C=C,494,963,-4.636030882,-2.875726383,1.760304499,
495,c1sc(c2c1c(C(F)(F)F)ccc2)C=C,495,920,-5.732568066,-2.328614276,3.40395379,
496,C1OCC1C=C,496,437,-6.832479461,-0.071021715,6.761457746,
497,c1c2ccccc2c(c1=O),497,34,-5.783235665,-3.520772266,2.262463399,
498,c1cc2c(cc1)c1c(C2(C)C)cc(cc1)C=C,498,384,-5.737275635,-1.457060824,4.280214811,
499,c1scc2c1CCC[C@H]2C(=O)OC=C,499,598,-6.3110549,-0.514131909,5.796922991,
500,c1c(OC)c(ccc1)C=C,500,887,-5.845468102,-1.003501458,4.841966644,
501,C1=CC2=C(C1)N=C(C2),501,576,-5.612239321,-1.273247918,4.338991403,
502,c1sc(c2c1C(=O)CCC2=O),502,536,-6.989815689,-2.011928176,4.977887513,
503,c1sc(c2c1c(C(F)(F)F)ccc2C#N),503,298,-6.548855194,-2.857685235,3.691169959,
504,c1sc(c2c1CC[C@@H](C(=O)O)C2),504,905,-6.289258581,-0.513832584,5.775425997,
505,c1scc2c1nc(c(NC)n2)N(C),505,734,-5.552537542,-1.357222252,4.19531529,
506,c1sc(c2c1[C@H](C)CC[C@H]2C)C=C,506,120,-5.734989879,-1.137517529,4.59747235,
507,c1sc(c(n1)C(=O)OC)C=C,507,835,-6.63756431,-2.092365031,4.545199279,
508,c1sc(c2c1scc2),508,391,-5.697955184,-1.081271596,4.616683588,
509,C1S=C(/C(=N/N)/C1=S)C=C,509,728,-4.457496985,-2.634715146,1.822781839,
510,c1c2[nH]cnc2c(c2c1[nH]cn2)C=C,510,528,-5.367799449,-1.242934435,4.124865014,
511,c1c(N)ccc(c1),511,540,-5.533108613,-0.031075402,5.502033211,
512,c1c(OCC)c(ccc1),512,399,-6.052002515,-0.199078493,5.852924022,
513,c1sc(c2c1[C@H](F)CC[C@H]2F),513,765,-6.680367818,-0.886002697,5.794365121,
514,c1scc2c1sc1c2csc1C=C,514,473,-5.619559184,-1.490476405,4.129082779,
515,c1cc2c(cc1)c1c(C2(C)C)cc(cc1),515,18d,-5.983266556,-1.058522878,4.924743678,duplicate
516,c1[nH]c(cc1)C=C,516,308,-5.386221557,-0.539193595,4.847027962,duplicate
517,c1sc(C(=O)O)c(c1)C=C,517,815,-6.649836644,-2.080664135,4.569172509,
518,c1nc2cscc2nc1C=C,518,369,-6.291108955,-2.430711392,3.860397563,
519,c1sc(c2c1cc(C=O)cc2),519,727,-6.065254459,-2.269456725,3.795797734,
520,c1c(CC)c(CC)c(CC)cc1,520,639,-6.40455322,-0.123077095,6.281476125,
521,c1cnc(cc1)C=C,521,430,-6.596339061,-1.40748168,5.188857381,
522,c1c(OC)cc(c(c1)OCC)C=CC=C,522,889,-5.317730501,-1.409957916,3.907772585,
523,c1sc(c(c1N(=O)=O)C#N)C=C,523,29,-7.190145906,-2.877114164,4.313031742,
524,c(s1)cc(c(=O)2)c1c(s3)c2cc3C=C,524,484,-5.640267048,-2.705764072,2.934502976,duplicate
525,c1sc(c2c1C[C@H](C(=O)OC)CC2),525,356,-6.190426831,-0.500743908,5.689682923,
526,c1sc(c2c1nc(CN)c(CN)n2),526,621,-6.371409753,-2.252313552,4.119096201,
527,c1sc(c2c1sc(=S)s2)C=C,527,932,-6.229828916,-2.221700744,4.008128172,
528,C1=CC2=C(C1)N=C(C2)C=C,528,656,-5.393704688,-1.821584538,3.57212015,
529,c1c2c(=O)oc(=O)c2c(c2c1c(=O)oc2=O)C=C,529,908,-7.823191568,-3.998794667,3.824396901,
530,c1sc(c2c1SCC(=O)CS2)C=C,530,69,-6.027893228,-1.668901457,4.358991771,
531,c1c2nonc2c(cc1)C=C,531,21,-6.54444695,-2.76682642,3.77762053,21
532,c1sc(c2c1oc(C#N)c2),532,508,-6.515085866,-2.172774673,4.342311193,
533,c1[nH]cc(c1C)C=CC=C,533,270,-5.198843959,-0.92298297,4.275860989,
534,c1sc(c2c1OCSS2)C=C,534,134,-5.888897473,-1.508054959,4.380842514,
535,c1sc(c2c1nc(OCC)c(CN)n2),535,232,-6.080737737,-1.923518386,4.157219351,
536,c1cnc(c2c1nccn2)C=C,536,83,-6.624067463,-2.644048651,3.980018812,
537,c1c2cccc(c2cs1),537,409,-5.596456718,-1.588845562,4.007611156,duplicate
