,SMILES,new name,old name,homo,lumo,bandgap,
247,c1sc2c(c1)C(C)(C)c1c2sc(c1)C=C,246,930,-5.189537666,-1.609689483,3.579848183,
248,c1sc(c2c1oc(=O)c(=O)o2),247,987,-7.288215738,-2.5043454,4.783870337,
249,c1occc1C=CC=C,248,414,-5.72911222,-1.345466934,4.383645286,
250,c1c(cc2c(c1)nccn2),249,7a,-6.823173167,-2.133290954,4.689882213,duplicate?
251,c1sc(c2c1[C@H](S)CC[C@H]2O),250,732,-6.280931897,-0.86483224,5.416099658,
252,c1c(C)Nc(C)c1C=C,251,678,-5.171686997,0.056436413,5.22812341,
253,c1c(OCC)cc(CC)c(OCC)c1C=C,252,347,-5.712105104,-0.943255451,4.768849653,
254,c1sc(c2c1CC[C@@H](OC)C2),253,860,-6.143596037,-0.302318488,5.841277549,
255,C=Cc1oc(c(c1O)O)C=CC=C,254,645,-5.091059663,-1.687133084,3.403926579,
256,c1sc(c2c1oc(=O)c(=O)s2)C=C,255,413,-6.550297398,-2.689301184,3.860996213,
257,c1sc(c2c1sc(=O)c(=O)s2)C=C,256,96,-6.515385191,-2.795017415,3.720367775,
258,c1c2c(=O)sc(=O)c2c(c2c1c(=O)oc2=O)C=C,257,837,-7.668685323,-3.949895808,3.718789515,
259,C1C(=O)O[C@H]2[C@@H]1CC[C@H]1[C@@H]2OC(=O)C1,258,969,-7.621636839,-0.144818991,7.476817847,
260,c1sc(c(c1C(F)(F)F)C(F)(F)F),259,0,-7.714808621,-1.538014694,6.176793927,
261,c1ccc(c2c1cccn2),260,310,-6.531303851,-1.65088752,4.880416331,
262,c1sc(c2c1cc(OC)c(OC)c2),261,891,-5.374629507,-1.332051721,4.042577786,
263,c1sc(c2c1cc(C(F)(F)F)c(OC)c2),262,880,-5.749085376,-1.841013467,3.908071909,
264,c1oc(cc1C(=O)C),263,462,-6.793621603,-1.291506757,5.502114846,
265,c1sc(c2c1C[C@H](C(=O)C)CC2)C=C,264,397,-5.811943676,-1.208811358,4.603132318,
266,c1sc(c2c1c(S)ccc2)C=C,265,921,-5.462957663,-2.084446518,3.378511145,
267,Nc1sc(N(=O)=O)cc1C=C,266,580,-5.994994663,-2.249619625,3.745375038,
268,c1csc2c1cc(c1c2scc1),267,788,-5.934394909,-1.160973743,4.773421165,
269,c1c(OC)sc(OC)c1C=C,268,46,-5.083984703,-0.350700331,4.733284373,
270,C1SC=C1C(=O)OC,269,53,-6.317966592,-1.414230104,4.903736488,
271,c1c(C(F)(F)F)sc(OC)c1C=C,270,351,-5.933061551,-0.935554629,4.997506921,
272,c1c(C)cc(CC)c(C)c1C=C,271,967,-6.055213458,-0.896615137,5.158598321,
273,c1sc(c2c1cc(C)c(OC)c2)C=C,272,522,-5.117726821,-1.661146212,3.456580609,
274,c1sc(c2c1[C@H](C=C)CCC2)C=C,273,35,-5.758364459,-1.136728399,4.62163606,
275,C1=CC(=C2[C@H]1CCS2),274,517,-5.266709154,-0.701727198,4.564981956,
276,c1sc(c2c1[C@H](C)CCC2)C=C,275,114,-5.725601951,-1.09509498,4.630506971,
277,c1sc(c2c1OSCS2),276,704,-5.901197019,-1.036019063,4.865177956,
278,c1sc(c2c1c(C)ccc2C),277,778,-5.420018097,-1.47406794,3.945950157,
279,c1sc(c2c1c(C(F)(F)F)ccc2),278,330,-6.034804919,-2.064473361,3.970331558,
280,c1sc(O)c(c1)C=C,279,168,-5.581136708,-0.452797447,5.128339261,
281,C1=[S]C(=S)C2=C1C=C(S2(=O)=O),280,80,-6.672286037,-2.361376783,4.310909254,
282,c1sc2c(n1)Cc1c2sc(c1)C=C,281,974,-5.445406319,-1.800250812,3.645155507,
283,c1sc(c2c1cc(F)c(F)c2)C=C,282,846,-5.663451148,-2.103195162,3.560255986,
284,c1cc2c(C(CN)CN)c3cC(ccc3c2cc1),283,291,-4.592683146,-2.44284767,2.149835476,
285,c1sc(CC)c(c1CC)C=C,284,140,-5.890394099,-0.773401986,5.116992113,
286,C1SC[C@](C1)(C(=O)N)N,285,917,-6.066342915,0.389558188,6.455901103,
287,c1sc(c2c1OCO2),286,548,-5.8397265,-0.269229444,5.570497056,
288,Nc1cscc1NC=C,287,292,-5.123903805,-0.221718365,4.90218544,
289,c1sc(c(c1)N(=O)=O),288,364,-7.520165584,-2.4756646,5.044500983,
290,c1c(OCC)c(cc(c1)OCC)C=C,289,669,-5.398004087,-0.864342435,4.533661652,
291,c1cc(cc2c1ccc1c2cccc1)C=C,290,625,-5.805276887,-1.62653333,4.178743557,
292,C=CC=CC=C,291,622,-5.946449552,-1.527810425,4.418639127,
293,c1c2c(nccn2)c(c2c1nccn2)C=C,292,105,-6.156548656,-3.087567016,3.06898164,
294,N1[C@@H]2C[C@@H]3NSN[C@@H]3C[C@@H]2N(S1),293,176,-5.411854682,0.068872016,5.480726697,
