63,c1c(OC)c(ccc1),63,1042,-5.6260082818576,-1.2401860850388,4.3858221968188005
64,c(s1)c2ncsc2c1C=C,64,721,-5.88367288689605,-2.769574770389,3.1140981165070496
65,c1sc(c2c1C[C@H](F)[C@@H](F)C2)C=C,65,201,-5.76541220746875,-2.1693732503411502,3.5960389571276
66,C1=C(c2cscc12)C=C,66,971,-5.81292328576605,-2.44513342643785,3.3677898593282003
67,c1sc(c(c1OC)C#N),67,342,-5.54636055781625,-2.58037401013635,2.9659865476799
68,c1oc(c(c1C(F)(F)F)OC),68,910,-5.284478188095051,-1.33354834714535,3.9509298409497005
69,c1sc(c2c1CC[C@@H](O)C2)C=C,69,497,-4.9547578354442,-0.23782750533699998,4.7169303301072
70,C1=[S]C(=O)C2=C1C(=O)[S]=C2,70,269,-6.25804712241395,-1.57774331658405,4.680303805829899
71,c1occ(C)c1C=C,71,634,-5.0425417636155005,-0.76352425311795,4.2790175104975505
72,c1c(C)c(c2c1ccco2),72,6,-5.38532358109035,-1.79450920989235,3.5908143711979994
73,c1c2c(sc(C(=O)OCC)c2F)c(s1)C=C,73,209,-4.6589972913357505,-0.1574994966694,4.50149779466635
74,c1sc(c2c1CC(=O)C(=O)C2)C=C,74,15,-6.29353076851915,-2.4160716672044504,3.8774591013146997
75,c1sc(c(c1)C=O)C=C,75,173,-6.2581287565691,-0.9873106837691501,5.270818072799949
76,C(=[N])/N=C(\C1=CSC=[S]1),76,807,-5.76982045184685,-1.0811083280365001,4.688712123810349
77,c1c(OC)cc(c(c1)OCC(CC)CC)C=C,77,225,-5.6505529511727,-1.61143101127595,4.03912193989675
78,c1[nH]c(C=C)c(c1),78,320,-5.9404630474954,-1.609281311857,4.3311817356384
79,c1sc(c2c1cc[nH]2),79,873,-6.1963589125056,0.14119987702445,6.33755878953005
80,c1c2c(=O)sc(=O)c2c(c2c1c(=O)sc2=O)C=C,80,341,-4.33224297965535,-2.38483299716705,1.9474099824882996
81,Nc1cscc1N,81,796,-5.9802460924385,0.33135303575385,6.311599128192349
82,c1sc(c(c1OC)C(F)(F)F),82,286,-5.38004457239065,-1.71412677845465,3.6659177939360004
83,c(s1)c2c(=O)c3cn(CC)cc3c(=O)c2c1,83,356,-6.1904268305647,-0.5007439076901,5.6896829228746
84,N(CC)c1cscc1N(CC)C=C,84,106,-5.60943654836215,-1.0692713755397498,4.5401651728224
85,c1c2c(ncc(C)n2)c(s1)C=C,85,340,-5.7952086740985,-1.09229220729205,4.7029164668064505
86,c1sc(c(c1O)C(=O)O)C=C,86,555,-5.13987688793935,-1.22715183159985,3.9127250563394997
87,c(s1)c2ccs(=N)(=O)c2c1,87,200,-5.42744680514775,0.5246899265341001,5.9521367316818505
88,c1sc(c2c1sc(=S)o2)C=C,88,621,-6.37140975253225,-2.25231355197355,4.119096200558699
89,c1sc(c2c1c(C(=O)C)ccc2)C=C,89,206,-4.9047433097223,-0.9567522983579999,3.9479910113643
90,c1sc(c2c1C[C@H](C(=O)C(F)(F)F)CC2)C=C,90,784,-5.9234559318391495,-1.7619099706024501,4.161545961236699
91,c1c2[nH]cnc2c(c2c1[nH]cn2),91,440,-5.9319186725897,-0.60711321185055,5.3248054607391495
92,C1SC=C1C(=O)CC=C,92,308,-5.386221556797,-0.53919359476575,4.84702796203125
93,c1sc2c(c1CC)sc(c2CC)C=C,93,773,-5.5054618460861,-1.47782311068045,4.027638735405651
94,c1sc(c2c1ccc(F)c2)C=C,94,426,-6.4670033482129,-1.7564132708223499,4.710590077390551
95,c1sc(c2c1[C@H](F)[C@H](F)[C@@H](F)[C@H]2F)C=C,95,682,-5.4622501666267,-0.9174046355757001,4.544845531051
96,c1c(CC)c(ccc1)C=C,96,180,-6.3965258609334,-1.3179018007416001,5.0786240601918
97,c1sc(c2c1c(S)ccc2O),97,165,-6.41320643996905,-0.158914488692,6.25429195127705
98,c1[nH]c(/C=C/c2[nH]ccc2)c(c1)C=C,98,652,-4.4253875506815,-0.60335804071365,3.8220295099678503
99,C=NNc1ccc(cc1)C=C,99,304,-5.6515325610345,-1.468326337298,4.1832062237365
100,C(C(=O)1)C(=O)C1,100,678,-5.1716869970628006,0.0564364125937,5.228123409656501
101,c1oc2c(n1)cc1c(c2)oc(n1),101,980,-6.401369487472301,-2.37264229666465,4.0287271908076505
102,c(s1)cc(c(CC)c(CC)2)c1c(s3)c2cc3C=C,102,1050,-5.29242391252965,-1.81148911416355,3.4809347983661003
103,N1N[C@H]2[C@@H](C)[C@@H]3[C@@H](NSN3)[C@H](C)[C@H]2N1,103,348,-5.55479608718175,-0.9669293563667001,4.58786673081505
104,c1sc(c2c1ocn2),104,223,-5.6672063188233,-2.0834669077383,3.5837394110850003
105,c1c2c(nccn2)c(c2c1nccn2),105,560,-5.8244337016422,-0.09292687994575001,5.73150682169645
106,c1sc(c2c1c(C)ccc2),106,56,-6.2360875346785996,-2.2404221767067,3.9956653579718995
107,c1occ(N(=O)=O)c1NC=C,107,249,-5.3736498969039,-1.43972717161045,3.93392272529345
108,c1sc(c2c1cc(C(F)(F)F)c(C#N)c2)C=C,108,797,-5.73058163460475,-2.19903366004565,3.5315479745591
109,c1[nH]cc(c1C)C=C,109,403,-5.325975550296301,-1.1625247921061002,4.1634507581902005
110,c1oc(cc1C(F)(F)F),110,543,-5.2302458976904,-2.00376476092685,3.2264811367635504
111,c1sc(c2c1[nH]cn2)C=C,111,1039,-5.7331122934144,-1.536354799923,4.1967574934914
112,C1=CC=C(C1=S)C=C,112,254,-5.66924717270205,-1.2590163634934,4.410230809208651
113,c1sc(c2c1[C@H](OC)CCC2),113,959,-6.2096924911801,-1.58797479736285,4.621717693817249
114,N1[C@H]2CSC[C@H]2N(S1)C=C,114,662,-5.72029573105585,-2.2963687843695,3.4239269466863496
115,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)C=C,115,550,-5.272423544517901,-1.68403098658935,3.588392557928551
116,N1C(=O)C=C(C1=O)C=C,116,84,-5.5637486328632,-0.9912019118313,4.5725467210319
117,NCc1cc(OCC)c(cc1OCC)CNC=C,117,633,-5.9205987364089,-0.8914993970081,5.0290993394008
118,c1oc(cc1C(=O)OC)C=C,118,531,-5.672648595833301,-0.9762900728239,4.6963585230094
119,c1c(C(F)(F)F)sc(C#N)c1,119,69,-6.02789322766105,-1.6689014565015499,4.3589917711595
