Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),fund bg,Delta HOMO,delta LUMO,optical bandgap (cm-1),opt bg (nm),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
38_71_71_71_38_10001,-7.86,-7.79,-2.77,-2.65,5.02,0.07,0.12,21499.5,465.127096,0.449027174,-4142.270985,5.89497,3.810151741,0.015212807,0.449027174,2.66550801,21499.5,2.952447322,23813.9,8.70762545
32_15_15_15_32_10001,-7.19,-6.74,-2.3,-2.12,4.44,0.45,0.18,18838.9,530.8165551,0.555136193,-3248.197883,3.62724,5.404555819,0.555136193,0.555136193,2.335646822,18838.9,2.335646822,18838.9,12.52001987
32_63_63_63_32_10001,-6.54,-5.89,-3.02,-2.5,2.87,0.65,0.52,9719.1,1028.901853,0.944114874,-5638.791421,5.64081,9.815183297,0.944114874,0.944114874,1.204974018,9719.1,1.204974018,9719.1,19.4444539
32_63_45_63_32_10201,-6.57,-6.05,-2.95,-2.58,3.1,0.52,0.37,9170,1090.512541,0.325158319,-5745.738134,6.62438,10.23101836,0.325158319,0.325158319,1.1368966,9170,1.1368966,9170,19.46390878
51_4_4_4_51_10001,-6.74,-6.48,-2.72,-2.62,3.76,0.26,0.1,16931,590.6325675,1.78749446,-11510.14245,3.502,11.07220438,1.78749446,1.78749446,2.09910538,16931,2.09910538,16931,19.51592193
32_45_52_45_32_10201,-7.52,-6.83,-3.24,-2.99,3.59,0.69,0.25,12761.4,783.6130832,0.880972775,-5807.477854,11.84463,9.15638049,0.880972775,1.803772155,1.582158372,12761.4,2.343953482,18905.9,18.70748244
32_45_4_45_32_10201,-7.32,-6.69,-3.24,-3.1,3.45,0.63,0.14,12517.9,798.8560382,0.654403099,-7875.881765,9.07575,10.59726141,0.654403099,0.654403099,1.551969242,12517.9,1.551969242,12517.9,20.43627546
82_82_4_82_82_00200,-6.53,-6.28,-1.95,-1.66,4.33,0.25,0.29,21098.2,473.9740831,2.719825383,-6404.417094,0.5001,8.058163589,2.719825383,2.719825383,2.615754836,21098.2,2.615754836,21098.2,15.32303776
45_4_78_4_45_02420,-6.59,-6.49,-3.09,-2.73,3.4,0.1,0.36,13021.3,767.9724759,0.481249591,-10138.17295,4.16843,10.03796346,0.481249591,0.481249591,1.614380774,13021.3,1.614380774,13021.3,17.41097218
51_4_45_4_51_10201,-6.86,-6.6,-3.01,-2.68,3.59,0.26,0.33,12302,812.8759551,0.335319414,-9593.878327,7.37784,11.16926861,0.335319414,1.237443709,1.52520196,12302,2.159384456,17417.2,19.64957938
38_45_4_45_38_10201,-7.41,-6.82,-3.4,-3.29,3.42,0.59,0.11,12385.4,807.402264,0.783513155,-7667.393823,4.96642,10.43724183,0.783513155,0.783513155,1.535541892,12385.4,1.535541892,12385.4,20.0457285
51_48_4_45_51_13021,-7.15,-6.5,-3.05,-2.44,3.45,0.65,0.61,12787.6,782.0075698,0.515664587,-7048.184942,9.38614,9.922216142,0.515664587,2.110134867,1.585406648,12787.6,2.4864189,20055,19.59183813
63_45_63_45_63_02020,-6.08,-5.68,-2.7,-2.62,2.98,0.4,0.08,8064.1,1240.063987,0.178932581,-6497.071387,4.17305,9.078123385,0.178932581,0.178932581,0.999787118,8064.1,0.999787118,8064.1,17.3657724
38_48_45_4_38_13021,-7.01,-6.58,-2.96,-2.78,3.62,0.43,0.18,11881.3,841.658741,0.25835247,-7037.972113,6.47603,9.947893399,0.25835247,1.486279344,1.473043574,11881.3,2.41110105,19447.5,18.69109571
35_45_4_45_35_10201,-7.31,-6.69,-3.14,-3.04,3.55,0.62,0.1,13249.9,754.7226772,0.545898717,-6899.463954,1.07705,7.393712275,0.545898717,0.545898717,1.642722602,13249.9,1.642722602,13249.9,15.9824383
4_4_45_4_4_00200,-6.46,-6.24,-2.76,-1.7,3.48,0.22,1.06,11745.8,851.3681486,0.231332271,-14482.96615,5.95365,11.08355053,0.231332271,0.249458269,1.456244284,11745.8,2.501408082,20175.9,19.36134559
51_6_4_6_49_13035,-7.46,-6.72,-2.92,-2.85,3.8,0.74,0.07,20557.8,486.4333732,0.294567547,-8620.945129,5.09604,7.837754353,0.294567547,0.914209357,2.548756044,20557.8,2.6513123,21385,17.10448425
32_45_45_45_32_10001,-7.49,-6.82,-3.41,-3.21,3.41,0.67,0.2,11156.3,896.3545261,0.675319202,-5959.619151,9.49039,10.35620405,0.675319202,0.675319202,1.383158074,11156.3,1.383158074,11156.3,20.27453947
32_63_18_63_32_10201,-6.56,-6.15,-2.82,-2.56,3.33,0.41,0.26,12450.4,803.1870462,1.005383611,-5561.542522,4.77291,9.763755844,1.005383611,1.005383611,1.543600592,12450.4,1.543600592,12450.4,18.3524383
45_45_4_45_45_00200,-6.81,-6.4,-2.96,-2.91,3.44,0.41,0.05,11376.6,878.9972399,0.378034609,-8734.177258,10.30825,10.52782339,0.378034609,0.378034609,1.410470868,11376.6,1.410470868,11376.6,19.40455931
32_44_64_45_32_13021,-7.47,-7.07,-3.63,-3.17,3.44,0.4,0.46,11996.6,833.5695114,0.147200873,-5091.696526,3.24388,8.307499809,0.147200873,0.526467517,1.487338468,11996.6,1.820906658,14687.1,16.30462374
32_4_45_4_32_10201,-6.88,-6.57,-3.01,-2.7,3.56,0.31,0.31,11973.8,835.1567589,0.333403373,-9792.145616,7.40077,10.72172523,0.333403373,0.670955509,1.484511724,11973.8,2.192437524,17683.8,19.24606214
32_44_45_63_32_13021,-7.08,-6.47,-3.32,-2.78,3.15,0.61,0.54,10102.2,989.8833917,0.425945964,-5742.633324,1.06119,8.237593692,0.425945964,0.700612063,1.252470756,10102.2,1.764632136,14233.2,17.10191302
32_48_63_18_32_13021,-6.92,-5.97,-2.53,-2.46,3.44,0.95,0.07,15353.7,651.308805,1.046019408,-5039.05419,8.4931,8.899298182,1.046019408,1.046019408,1.903551726,15353.7,1.903551726,15353.7,19.4597801
4_45_4_45_4_02020,-6.58,-6.32,-2.83,-2.77,3.49,0.26,0.06,11748.9,851.1435113,0.295799362,-12566.70676,8.33649,11.08680244,0.295799362,0.295799362,1.456628622,11748.9,1.456628622,11748.9,19.53602346
38_45_64_45_38_10201,-7.61,-7.21,-3.73,-3.43,3.48,0.4,0.3,12663.8,789.652395,0.2978188,-4993.249735,5.41169,9.58210667,0.2978188,0.390019592,1.570057924,12663.8,1.78878344,14428,18.05975739
32_4_4_4_32_10001,-6.81,-6.45,-2.73,-2.62,3.72,0.36,0.11,16051.5,622.9947357,0.741896336,-11708.40905,6.28046,10.73442903,0.741896336,0.941467299,1.99006497,16051.5,2.54208592,20504,19.47630528
32_63_18_18_48_10223,-7.01,-6.33,-2.85,-2.31,3.48,0.68,0.54,13586.5,736.0247304,1.107484241,-5493.585649,11.01799,7.794955935,1.107484241,1.857128562,1.68445427,13586.5,2.57866002,20799,16.79025082
51_45_45_45_51_10001,-7.45,-6.79,-3.36,-3.14,3.43,0.66,0.22,11221.7,891.1305774,0.62540664,-5761.344594,13.47948,10.91052333,0.62540664,0.62540664,1.391266366,11221.7,1.391266366,11221.7,20.99528713
38_45_45_45_38_10001,-7.6,-6.95,-3.58,-3.38,3.37,0.65,0.2,11151.9,896.7081843,0.860007585,-5751.126269,4.71364,10.23970411,0.860007585,0.860007585,1.382612562,11151.9,1.382612562,11151.9,20.02901905
32_44_63_45_32_13021,-7.15,-6.18,-3.28,-2.82,2.9,0.97,0.46,8391.3,1191.710462,0.167149079,-5742.639772,12.20996,9.179846679,0.167149079,0.250163343,1.040353374,8391.3,1.404916564,11331.8,19.93119538
32_64_45_64_32_10201,-7.98,-7.07,-3.75,-3.4,3.32,0.91,0.35,12277.8,814.4781638,0.263604387,-4443.843997,11.18761,9.397701111,0.263604387,0.512533542,1.522201644,12277.8,2.178117834,17568.3,19.97588093
30_4_25_4_21_10302,-6.62,-6.07,-2.7,-1.81,3.37,0.55,0.89,17663.4,566.1424188,0.675469855,-9921.198696,8.89816,8.392775992,0.675469855,0.675469855,2.189908332,17663.4,2.189908332,17663.4,17.06029904
30_44_29_45_30_13021,-7.09,-6.49,-3.12,-2.7,3.37,0.6,0.42,12138.5,823.8250196,0.498194737,-7290.139543,7.61014,9.102818904,0.498194737,1.407065459,1.50493123,12138.5,2.02304365,16317.5,18.25077813
57_44_63_45_57_13021,-7.22,-6.23,-3.19,-2.85,3.04,0.99,0.34,9122.5,1096.190737,0.329459665,-10384.2062,10.93573,8.194679551,0.329459665,0.449941893,1.13100755,9122.5,1.570181904,12664.8,18.65972024
51_38_38_38_51_10001,-6.79,-6.11,-2.52,-2.32,3.59,0.68,0.2,15141.3,660.4452722,3.611608018,-7233.122414,4.80744,7.507461126,3.611608018,3.611608018,1.877218374,15141.3,1.877218374,15141.3,16.39437047
30_4_45_4_30_10201,-6.85,-6.54,-2.99,-2.6,3.55,0.31,0.39,11891.7,840.9226603,0.336023221,-10235.37052,11.12166,10.58223911,0.336023221,1.091435645,1.474332966,11891.7,2.172774296,17525.2,19.05398976
38_4_45_4_38_10201,-6.97,-6.7,-3.12,-2.89,3.58,0.27,0.23,12476.2,801.5261057,0.392791764,-9583.656459,3.98974,10.88738273,0.392791764,0.524596856,1.546799276,12476.2,1.920611374,15491.3,19.30397252
51_4_21_4_51_10201,-6.64,-6.2,-2.69,-2.55,3.51,0.44,0.14,15683.2,637.6249745,1.129599473,-9638.437042,10.6762,9.996299833,1.129599473,1.129599473,1.944403136,15683.2,1.944403136,15683.2,18.80030137
30_4_4_4_30_10001,-6.73,-6.49,-2.62,-2.5,3.87,0.24,0.12,17487.6,571.8337565,1.656521728,-12151.63371,6.88957,10.60766766,1.656521728,1.656521728,2.168112648,17487.6,2.168112648,17487.6,18.79115487
4_4_4_4_4_00000,-6.4,-6.22,-1.8,-1.46,4.42,0.18,0.34,21971.5,455.1350613,3.534410687,-16399.23178,1.20721,10.60252796,3.534410687,3.534410687,2.72402657,21971.5,2.72402657,21971.5,18.52877751
32_45_63_78_32_13021,-6.9,-6.16,-3.21,-2.77,2.95,0.74,0.44,9540,1048.218029,0.330101361,-4394.497499,9.43617,8.908850496,0.330101361,0.837079712,1.1827692,9540,1.599664348,12902.6,18.57938364
38_4_4_4_38_10001,-6.89,-6.63,-2.93,-2.84,3.7,0.26,0.09,15512.1,644.6580411,0.861421264,-11499.92064,2.96266,10.62219662,0.861421264,1.141879069,1.923190158,15512.1,2.440186758,19682.1,18.89626124
32_63_78_63_45_10203,-6.5,-6.44,-3.17,-2.81,3.27,0.06,0.36,10455.9,956.3978232,0.180761335,-5332.602858,4.30006,9.04294749,0.180761335,0.201120478,1.296322482,10455.9,1.455190454,11737.3,15.8706352
30_47_29_26_47_13053,-7.02,-6.39,-2.72,-2.42,3.67,0.63,0.3,15705.3,636.7277289,1.546956491,-5582.082191,6.59307,6.316074498,1.546956491,1.546956491,1.947143094,15705.3,1.947143094,15705.3,14.54108109
30_29_58_29_9_10302,-6.47,-5.98,-2.56,-2.36,3.42,0.49,0.2,14105.3,708.9533721,1.674268831,-7766.526946,6.90174,8.904419622,1.674268831,1.674268831,1.748775094,14105.3,1.748775094,14105.3,17.50953232
30_45_4_21_30_13021,-6.53,-6.22,-2.48,-2.24,3.74,0.31,0.24,15573.6,642.1122926,0.885535196,-7417.773104,12.51207,8.824905541,0.885535196,2.333304809,1.930814928,15573.6,2.205703384,17790.8,16.63414143
32_63_21_63_32_10201,-6.5,-6.06,-2.74,-2.48,3.32,0.44,0.26,12831.2,779.3503336,1.092472505,-5790.308833,7.83149,9.643305938,1.092472505,1.092472505,1.590812176,12831.2,1.590812176,12831.2,18.31422878
29_11_11_11_29_02220,-6.26,-5.9,-1.73,-0.92,4.17,0.36,0.81,19481.9,513.2969577,2.702534524,-5186.321128,0.09629,5.393557857,2.702534524,2.702534524,2.415365962,19481.9,2.415365962,19481.9,12.12192567
30_4_21_4_30_10201,-6.67,-6.25,-2.6,-2.53,3.65,0.42,0.07,16082.4,621.7977416,0.765982189,-10279.93864,10.1337,10.0634883,0.765982189,0.7685614,1.993895952,16082.4,2.15824384,17408,18.80771989
30_29_29_29_30_10001,-6.54,-6.26,-2.49,-2.38,3.77,0.28,0.11,16837.7,593.9053434,1.497285566,-9394.828473,7.32053,10.52140098,1.497285566,1.497285566,2.087538046,16837.7,2.087538046,16837.7,18.84256566
4_45_45_4_4_02200,-6.58,-6.34,-2.95,-2.81,3.39,0.24,0.14,11096.1,901.2175449,0.371691602,-12566.70852,2.79718,10.90365976,0.371691602,0.371691602,1.375694478,11096.1,1.375694478,11096.1,19.19873599
4_45_45_4_30_01235,-6.62,-5.77,-2.54,-2.41,3.23,0.85,0.13,11092.7,901.4937752,0.154848992,-7461.797604,7.23372,6.938138277,0.154848992,0.801267358,1.375272946,11092.7,2.546958334,20543.3,16.33376291
51_45_4_21_51_13021,-6.46,-6.16,-2.52,-2.32,3.64,0.3,0.2,15156.9,659.7655193,1.82575725,-6776.26977,7.08104,8.870066864,1.82575725,1.82575725,1.879152462,15156.9,1.879152462,15156.9,16.65377857
4_64_4_4_20_13115,-8.29,-7.32,-1.82,-1.35,5.5,0.97,0.47,26056.1,383.7872897,0.105064403,-5351.451655,4.11378,1.457893091,0.105064403,0.105064403,3.230435278,26056.1,3.230435278,26056.1,9.298065289
51_44_4_45_51_13021,-7.27,-6.63,-3.09,-2.83,3.54,0.64,0.26,13506.8,740.3678147,0.793735261,-7567.572512,13.44476,9.360666802,0.793735261,1.060148787,1.674573064,13506.8,1.987758942,16032.9,18.77603469
30_45_4_45_30_13021,-6.91,-6.37,-3.04,-2.4,3.33,0.54,0.64,12684.4,788.3699663,0.420064912,-7373.201268,9.5488,9.446081432,0.420064912,2.162758658,1.572611912,12684.4,2.177857476,17566.2,18.46815063
57_44_4_45_57_13021,-7.38,-6.72,-3.23,-2.89,3.49,0.66,0.34,12954.4,771.9384919,0.498092699,-12407.40784,9.46314,8.192653427,0.498092699,1.221928336,1.606086512,12954.4,2.010558864,16216.8,17.25278027
43_45_45_45_43_10001,-7.64,-6.96,-3.54,-3.33,3.42,0.68,0.21,11328.5,882.7293993,0.75521849,-7292.313138,5.87543,9.924214107,0.75521849,0.75521849,1.40450743,11328.5,1.40450743,11328.5,19.72223933
11_11_44_11_11_00200,-6.46,-5.17,-2.24,-1.08,2.93,1.29,1.16,11720.4,853.2132009,1.200823145,-1799.853169,2.132,4.135157783,1.200823145,2.231998275,1.453095192,11720.4,2.847485854,22967.3,14.34625877
5_45_44_45_5_10201,-7.35,-6.25,-3.66,-3.21,2.59,1.1,0.45,6463.5,1547.149377,0.292032629,-5832.363226,21.4778,9.191826705,0.292032629,0.397515346,0.80134473,6463.5,1.682755744,13572.8,20.50084188
32_45_63_45_32_10201,-7.17,-6.21,-3.2,-2.9,3.01,0.96,0.3,9877.4,1012.412173,0.574909352,-5852.673558,13.01313,10.09501905,0.574909352,0.574909352,1.224600052,9877.4,1.224600052,9877.4,21.14883774
45_16_63_72_45_01240,-6.56,-5.6,-2.8,-2.54,2.8,0.96,0.26,10305.3,970.3744675,0.332052346,-5905.651568,9.70878,7.226657141,0.332052346,0.387321689,1.277651094,10305.3,1.808508658,14587.1,17.19910339
42_45_59_45_42_10301,-7.38,-6.64,-3.18,-3,3.46,0.74,0.18,11967.6,835.5894248,0.793093686,-10893.55142,15.45267,9.322246638,0.793093686,1.856889983,1.483743048,11967.6,2.27466106,18347,19.14863012
38_45_44_45_38_10201,-7.25,-6.2,-3.58,-3.03,2.62,1.05,0.55,6575.8,1520.727516,0.173206788,-5568.037692,10.18073,9.746328259,0.173206788,0.267592594,0.815267684,6575.8,1.309501556,10562.2,21.05164051
16_45_45_45_16_10001,-7.45,-6.74,-3.2,-3.03,3.54,0.71,0.17,11156.3,896.3545261,0.299192423,-4806.815612,3.65664,7.360835348,0.299192423,0.299192423,1.383158074,11156.3,1.383158074,11156.3,16.32011678
42_45_63_45_42_10201,-7.21,-6.24,-3.21,-2.92,3.03,0.97,0.29,9500.9,1052.531865,0.540973178,-11442.62581,14.33261,10.74115414,0.540973178,1.038364815,1.177921582,9500.9,2.058179582,16600.9,22.08111576
38_77_44_77_38_10201,-7.88,-6.13,-2.94,-2.76,3.19,1.75,0.18,12500.1,799.9936001,0.114930167,-5265.133322,3.03454,7.285955122,0.114930167,0.143499332,1.549762398,12500.1,1.645499754,13272.3,20.64220671
43_45_63_45_43_10201,-7.36,-6.39,-3.37,-3.1,3.02,0.97,0.27,10025.8,997.4266393,0.511756444,-7185.369687,10.66086,10.15137397,0.511756444,0.511756444,1.242998684,10025.8,1.242998684,10025.8,21.26898846
25_45_44_45_25_10201,-6.9,-5.82,-3.09,-2.77,2.73,1.08,0.32,7721.4,1295.101925,0.389401195,-5424.203405,11.57425,8.120948215,0.389401195,0.52853915,0.957299172,7721.4,1.696517524,13683.8,18.94114219
51_45_44_45_51_10201,-7.07,-5.94,-3.33,-2.88,2.61,1.13,0.45,7242.1,1380.814957,0.593418472,-5578.27594,13.59858,9.676157051,0.593418472,0.821440079,0.897875558,7242.1,1.699666616,13709.2,21.29541476
32_32_45_32_32_11011,-8.13,-7.23,-3,-2.73,4.23,0.9,0.27,15186.3,658.4882427,0.224612532,-3758.550359,4.32753,6.964215175,0.224612532,1.117740416,1.882797474,15186.3,2.594517062,20926.9,16.5824208
51_45_63_45_51_10201,-7.22,-6.33,-3.26,-3.02,3.07,0.89,0.24,9943.8,1005.651763,0.385158105,-5654.399494,5.11016,10.12945503,0.385158105,0.385158105,1.232832324,9943.8,1.232832324,9943.8,20.89840608
38_35_44_35_38_10201,-6.81,-5.74,-2.55,-2.51,3.19,1.07,0.04,11134,898.1498114,0.484271119,-4841.97318,5.31628,8.429531555,0.014636776,0.484271119,1.38039332,11134,1.844834798,14880.1,19.32351145
45_45_10_45_45_00200,-6.75,-6.29,-2.91,-2.85,3.38,0.46,0.06,11129.6,898.5048879,0.44120484,-7173.752324,9.13244,10.23816296,0.44120484,0.44120484,1.379847808,11129.6,1.379847808,11129.6,19.2184469
42_45_4_45_42_10201,-7.34,-6.71,-3.22,-3.1,3.49,0.63,0.12,12704.9,787.0978914,0.680648885,-13465.8387,5.08115,10.73614448,0.680648885,0.680648885,1.575153502,12704.9,1.575153502,12704.9,20.62751745
42_45_45_45_42_10001,-7.47,-6.8,-3.36,-3.14,3.44,0.67,0.22,11219.5,891.3053166,0.596992726,-11549.572,9.73994,10.52639219,0.596992726,0.596992726,1.39099361,11219.5,1.39099361,11219.5,20.50888855
12_45_4_45_12_10201,-7.46,-6.85,-3.4,-3.28,3.45,0.61,0.12,12698,787.5255946,0.848990242,-7965.526365,5.80003,10.06746147,0.848990242,0.848990242,1.57429804,12698,1.57429804,12698,19.62164095
42_45_44_45_42_10201,-7.06,-5.94,-3.31,-2.87,2.63,1.12,0.44,7169.8,1394.739044,0.420231347,-11366.50114,13.99025,9.600687588,0.420231347,0.562773156,0.888911804,7169.8,1.66027817,13391.5,21.14894331
5_45_63_63_28_10223,-6.89,-6.11,-3.33,-2.76,2.78,0.78,0.57,7206,1387.732445,0.134022847,-5841.795057,18.33047,9.530198289,0.030179965,0.325848413,0.89339988,7206,1.7177429,13855,19.60517955
45_34_44_34_45_01210,-6.99,-6.1,-2.9,-2.73,3.2,0.89,0.17,11315.3,883.759158,0.696330897,-7911.394907,7.91335,7.179266705,0.696330897,0.696330897,1.402870894,11315.3,1.402870894,11315.3,16.83599676
4_45_4_45_4_10201,-7.11,-6.51,-2.92,-2.82,3.59,0.6,0.1,12401.4,806.3605722,0.210296091,-7597.565337,4.21337,7.771180109,0.210296091,0.210296091,1.537525572,12401.4,1.537525572,12401.4,16.41711151
38_80_63_80_38_10201,-7.45,-6.45,-3.24,-2.87,3.21,1,0.37,12061.6,829.0774027,0.816434298,-5504.851076,13.63029,8.012796724,0.816434298,0.816434298,1.495397168,12061.6,1.495397168,12061.6,18.45181759
32_45_44_45_32_10201,-7.01,-5.94,-3.34,-2.89,2.6,1.07,0.45,5746.1,1740.31082,0.121140888,-5776.547504,14.07781,9.575245006,0.121140888,0.255579456,0.712401478,5746.1,1.168982624,9428.8,20.90115888
42_45_42_45_42_10101,-7.62,-6.98,-3.3,-3.03,3.68,0.64,0.27,13547.1,738.1653638,0.990111634,-11121.49102,12.21599,9.10553347,0.990111634,1.462720274,1.679569458,13547.1,2.309697808,18629.6,18.42471609
38_45_63_45_38_10201,-7.32,-6.39,-3.44,-3.19,2.95,0.93,0.25,9265.5,1079.27257,0.471033716,-5644.183958,9.48503,9.957146818,0.471033716,0.74076081,1.14873669,9265.5,1.899348804,15319.8,20.83133767
5_45_63_45_5_10201,-7.55,-6.56,-3.65,-3.39,2.91,0.99,0.26,9025.4,1107.984134,0.464103868,-5908.461961,15.36705,9.861117414,0.464103868,0.611322579,1.118969092,9025.4,1.951742752,15742.4,20.95440518
45_45_44_45_45_00200,-6.49,-5.61,-3.17,-2.79,2.44,0.88,0.38,4352.8,2297.371807,0.163549699,-6634.822021,19.38245,9.848546473,0.079371985,0.163549699,0.539660144,4352.8,1.029852268,8306.6,20.469045
51_45_4_45_51_10201,-7.32,-6.71,-3.22,-3.1,3.49,0.61,0.12,12717.6,786.3118827,0.679909543,-7677.610039,5.7723,10.82460142,0.679909543,0.679909543,1.576728048,12717.6,1.576728048,12717.6,20.66422265
2_45_45_45_2_10001,-7.52,-6.86,-3.45,-3.19,3.41,0.66,0.26,11217.3,891.4801245,0.69207028,-6095.938361,3.24704,9.560152978,0.69207028,0.69207028,1.390720854,11217.3,1.390720854,11217.3,19.13582715
45_73_13_73_45_10201,-7.68,-6.67,-3.99,-3.79,2.68,1.01,0.2,5634.9,1774.654386,0.171146617,-6617.560572,11.03656,8.574858811,0.171146617,0.171146617,0.698614902,5634.9,0.698614902,5634.9,19.26832708
45_45_45_45_45_10001,-7.56,-6.9,-3.49,-3.27,3.41,0.66,0.22,11232.8,890.2499822,0.727821888,-6157.896919,7.15013,11.04341152,0.727821888,0.727821888,1.392642544,11232.8,1.392642544,11232.8,21.17827416
5_45_45_63_45_10023,-7.25,-6.65,-3.51,-3.15,3.14,0.6,0.36,10896.4,917.7342976,0.423367154,-5979.722695,14.71998,10.55671554,0.423367154,0.423367154,1.350935672,10896.4,1.350935672,10896.4,20.2527938
43_45_45_63_5_10023,-7.1,-6.59,-3.36,-3.09,3.23,0.51,0.27,9469.5,1056.021965,0.181489772,-6546.903683,13.01158,9.755561708,0.181489772,0.263777298,1.17402861,9469.5,1.524569662,12296.9,18.76665497
60_45_44_45_60_10201,-7.11,-6.02,-3.39,-2.91,2.63,1.09,0.48,6351.2,1574.505605,0.201449802,-5912.849605,17.20188,9.536350138,0.201449802,0.315919557,0.787421776,6351.2,1.73156667,13966.5,20.93270064
45_73_63_73_45_10201,-7.46,-6.5,-4.18,-3.82,2.32,0.96,0.36,3699.4,2703.14105,0.202002073,-4615.561624,7.46013,10.16005593,0.202002073,0.202002073,0.458651612,3699.4,0.458651612,3699.4,21.23839351
36_45_63_45_36_10201,-7.19,-6.29,-3.28,-3.01,3.01,0.9,0.27,9594.5,1042.263797,0.243032771,-5820.169129,9.29423,8.127910984,0.243032771,0.243032771,1.18952611,9594.5,1.18952611,9594.5,18.18482993
45_73_73_63_42_10023,-7.69,-6.88,-3.22,-2.77,3.66,0.81,0.45,16308.4,613.1809374,0.688131262,-7311.412816,12.48209,8.278389922,0.010966861,0.047706881,2.021915432,16308.4,2.098287112,16924.4,18.00908942
42_45_45_0_5_10023,-7.58,-6.79,-3.43,-3.07,3.36,0.79,0.36,10915.7,916.1116557,0.680037084,-8169.322155,6.02729,8.31461045,0.680037084,1.274799729,1.353328486,10915.7,2.106990508,16994.6,17.97386509
32_36_36_36_32_10001,-7.73,-6.79,-2.69,-2.32,4.1,0.94,0.37,17367.3,575.7947407,1.564378083,-3169.955802,7.57917,5.76604151,1.564378083,1.564378083,2.153197854,17367.3,2.153197854,17367.3,15.10273566
42_45_45_63_51_10023,-7.16,-6.51,-3.35,-3.07,3.16,0.65,0.28,10701,934.4921035,0.336563121,-8548.519462,7.58392,11.00138935,0.336563121,0.3627854,1.32670998,10701,1.77099231,14284.5,21.07785964
45_34_34_34_45_01110,-7.37,-7.13,-2.94,-2.82,4.19,0.24,0.12,15825.7,631.8835818,0.288883857,-8732.722045,9.07221,6.618142346,0.288883857,0.328340626,1.962070286,15825.7,2.228242948,17972.6,13.29757851
45_45_63_45_45_00200,-6.72,-5.99,-3.02,-2.79,2.97,0.73,0.23,8999.2,1111.209885,0.192323777,-6710.965287,2.2005,9.978679137,0.192323777,0.192323777,1.115720816,8999.2,1.115720816,8999.2,20.00998767
5_45_45_63_42_10023,-7.33,-6.56,-3.6,-3.3,2.96,0.77,0.3,10347.3,966.4356885,0.739456254,-8675.566118,16.37853,10.54625635,0.739456254,0.739456254,1.282858254,10347.3,1.282858254,10347.3,20.96174149
60_45_45_44_5_10023,-7.1,-6.42,-3.49,-3.03,2.93,0.68,0.46,8667.7,1153.708596,0.54023059,-5872.591116,11.37994,8.656144772,0.54023059,0.54023059,1.074621446,8667.7,1.074621446,8667.7,17.97610785
42_45_45_44_51_10023,-7.03,-6.11,-3.41,-3.02,2.7,0.92,0.39,8076.4,1238.175425,0.646626017,-8472.40274,11.26291,9.888123478,0.646626017,0.646626017,1.001312072,8076.4,1.001312072,8076.4,20.69374253
45_45_60_19_24_11357,-7.7,-6.7,-2.41,-2.1,4.29,1,0.31,19096.6,523.6534252,1.714300112,-3923.090077,11.15996,6.551275118,1.714300112,1.714300112,2.367596468,19096.6,2.367596468,19096.6,16.43930234
45_45_44_45_45_10201,-7.13,-6.03,-3.41,-2.96,2.62,1.1,0.45,7180.2,1392.718866,0.570813447,-5974.824088,16.78404,10.46655171,0.570813447,0.717319592,0.890201196,7180.2,1.67968104,13548,22.2561382
45_45_63_45_45_10201,-7.24,-6.33,-3.32,-2.98,3.01,0.91,0.34,9740.8,1026.609724,0.491878153,-6050.948869,13.79888,10.6340582,0.491878153,0.602432021,1.207664384,9740.8,1.983729592,16000.4,21.67834465
73_60_60_63_45_01123,-6.87,-6.39,-3.32,-2.61,3.07,0.48,0.71,12731.2,785.4719115,0.412526798,-5763.520437,4.57362,8.473155358,0.083537823,0.412526798,1.578414176,12731.2,1.635618548,13192.6,16.87313143
45_45_45_63_42_10023,-7.22,-6.61,-3.39,-3.15,3.22,0.61,0.24,10758.9,929.4630492,0.248995751,-8746.792711,13.53755,11.17907297,0.248995751,0.474492759,1.333888422,10758.9,1.907754648,15387.6,21.15232998
45_17_63_19_42_01235,-7.7,-6.82,-3.28,-2.92,3.54,0.88,0.36,13476.4,742.037933,0.101092204,-7119.082063,12.29171,7.61251203,0.101092204,0.101092204,1.670804072,13476.4,1.670804072,13476.4,17.39002557
30_60_21_60_30_10201,-6.99,-6.02,-2.3,-2.27,3.72,0.97,0.03,19421.3,514.8985907,1.405801501,-5033.973521,7.02711,7.92633931,1.405801501,1.405801501,2.407852774,19421.3,2.407852774,19421.3,18.20511573
51_4_64_4_51_10201,-6.87,-6.65,-3.24,-2.76,3.41,0.22,0.48,14220.1,703.2299351,0.154510359,-8835.967382,6.96197,10.37236235,0.154510359,0.430373442,1.763007998,14220.1,1.850624664,14926.8,18.38203946
30_44_4_21_30_13021,-6.66,-6.38,-2.72,-2.46,3.66,0.28,0.26,15469.7,646.4249468,1.503435015,-8253.650784,8.44969,8.533343442,1.503435015,1.503435015,1.917933406,15469.7,1.917933406,15469.7,16.10501042
