Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),fund bg,Delta HOMO,delta LUMO,optical bandgap (cm-1),opt bg (nm),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
45_57_61_45_63_13502,-6.39,-5.9,-2.94,-2.47,2.96,0.49,0.47,8296.2,1205.371134,0.29555849,-5782.839806,10.26108,7.982209827,0.29555849,1.587728797,1.028562876,8296.2,1.696182778,13681.1,16.23964943
32_44_4_29_32_13021,-6.78,-6.44,-2.91,-2.56,3.53,0.34,0.35,14894.3,671.397783,1.239965675,-8763.174526,4.08807,9.049278182,1.239965675,1.239965675,1.846595314,14894.3,1.846595314,14894.3,17.07075256
51_4_43_4_51_10201,-6.77,-6.45,-2.72,-2.56,3.73,0.32,0.16,16357,611.3590512,1.679002766,-9241.571021,5.25632,9.661269353,1.679002766,1.679002766,2.02794086,16357,2.02794086,16357,17.8283644
63_9_9_63_63_02200,-5.85,-5.23,-2.56,-1.98,2.67,0.62,0.58,8453.2,1182.983959,0.833298082,-5772.365498,9.59393,7.733367221,0.833298082,0.833298082,1.048027736,8453.2,1.048027736,8453.2,16.45014317
30_18_45_18_30_10201,-7.18,-6.68,-2.97,-2.57,3.71,0.5,0.4,12348.3,809.8280735,0.28445789,-6034.448899,10.43265,9.035390709,0.28445789,2.306022405,1.530942234,12348.3,2.391561802,19289.9,17.73242951
4_45_43_24_7_02135,-6.72,-6.47,-2.79,-1.94,3.68,0.25,0.85,11880.2,841.7366711,0.11897345,-8024.357309,7.37084,8.690181044,0.11897345,0.466981351,1.472907196,11880.2,2.562567416,20669.2,16.1933258
4_66_66_66_4_02220,-6.64,-6.62,-3.3,-3.07,3.32,0.02,0.23,13548,738.1163271,0.350660894,-10992.3311,0.73547,6.77287421,0.088992329,0.088992329,1.67968104,13548,1.67968104,13548,12.57454429
4_55_9_55_4_02420,-6.25,-5.65,-2.47,-1.03,3.18,0.6,1.44,10389.2,962.5380203,0.831606574,-9954.111152,0.56967,7.68404413,0.831606574,0.831606574,1.288053016,10389.2,1.288053016,10389.2,16.29712527
32_32_16_63_58_11305,-7.62,-6.67,-3,-2.57,3.67,0.95,0.43,15604.6,640.8366764,0.525287318,-4011.7891,14.83351,5.700246884,0.525287318,0.704134505,1.934658308,15604.6,2.898863166,23381.7,15.05468646
23_4_45_4_23_10201,-6.88,-6.59,-2.98,-2.16,3.61,0.29,0.82,12095.5,826.7537514,0.221796549,-8717.831456,2.81866,7.124915476,0.221796549,0.366559173,1.49960009,12095.5,2.453291444,19787.8,14.20815511
38_21_4_45_38_13021,-7.39,-6.84,-3.33,-2.72,3.51,0.55,0.61,12640.3,791.1204639,0.37547848,-7197.308186,2.47122,8.792500535,0.37547848,0.778044854,1.567144394,12640.3,2.313813944,18662.8,17.61071974
1_4_45_1_18_10213,-6.83,-6.36,-2.74,-2.12,3.62,0.47,0.62,11937.5,837.6963351,0.1761046,-6628.490095,4.04488,5.690792866,0.1761046,1.440435626,1.48001125,11937.5,2.563013744,20672.8,12.99926828
4_13_11_8_71_01246,-6.58,-6.19,-1.77,-0.73,4.42,0.39,1.04,20476.8,488.3575559,1.838852557,-5674.453425,1.95622,3.633019424,1.838852557,1.838852557,2.538713664,20476.8,2.538713664,20476.8,9.825314249
32_28_4_21_73_13052,-7.24,-6.5,-3.6,-3.29,2.9,0.74,0.31,11069.2,903.4076537,0.509585201,-6874.655443,9.40303,6.793876753,0.509585201,0.509585201,1.372359416,11069.2,1.372359416,11069.2,15.66706479
63_63_45_63_63_00200,-5.81,-5.56,-2.67,-1.79,2.89,0.25,0.88,7930.7,1260.922743,0.147101162,-6390.120795,5.90687,8.93998023,0.147101162,0.473739731,0.983248186,7930.7,1.94047297,15651.5,16.53729928
14_4_45_4_14_10201,-6.94,-6.65,-3.08,-2.74,3.57,0.29,0.34,12171.2,821.6116735,0.340301888,-10847.37767,7.60926,9.853029178,0.340301888,0.920045102,1.508985376,12171.2,2.10164697,16951.5,17.96476768
38_45_1_45_38_10301,-7.69,-6.97,-3.5,-3.27,3.47,0.72,0.23,12053.4,829.641429,0.881683315,-5003.457953,3.5078,8.453988429,0.881683315,1.48160726,1.494380532,12053.4,2.228838052,17977.4,17.86793857
6_45_6_28_1_10135,-7.14,-7.05,-3.02,-2.88,4.03,0.09,0.14,14525.7,688.4349808,0.221100436,-5142.82013,9.36047,4.640252164,0.221100436,0.414703381,1.800896286,14525.7,1.964016772,15841.4,9.935773732
32_63_63_44_45_10032,-6.61,-5.73,-2.61,-2.46,3.12,0.88,0.15,10713.8,933.3756464,0.231471183,-6064.829785,8.79219,8.341383199,0.231471183,0.231471183,1.328296924,10713.8,1.328296924,10713.8,18.39368117
51_51_4_51_51_11011,-7.01,-6.46,-2.82,-2.45,3.64,0.55,0.37,14667.7,681.770148,1.728845304,-6887.804046,6.24516,7.392946433,1.728845304,1.728845304,1.818501446,14667.7,1.818501446,14667.7,15.68353374
4_30_14_30_4_01310,-6.66,-6.51,-2.1,-1.47,4.41,0.15,0.63,21146.9,472.8825502,2.423960572,-9425.693261,2.78836,5.846945472,2.423960572,2.423960572,2.621792662,21146.9,2.621792662,21146.9,11.85269042
39_48_4_45_39_13021,-6.77,-6.17,-2.6,-1.48,3.57,0.6,1.12,11835.2,844.9371367,0.152517334,-6367.635541,2.7131,6.5278464,0.152517334,2.304143186,1.467328096,11835.2,2.835199436,22868.2,14.705041
38_0_45_4_62_13025,-7.05,-6.58,-3.5,-2.92,3.08,0.47,0.58,10753.1,929.9643824,0.822376701,-7270.540898,8.15043,7.606076081,0.822376701,0.822376701,1.333169338,10753.1,1.333169338,10753.1,15.63661327
4_13_63_13_45_01312,-6.37,-6.23,-2.36,-1.31,3.87,0.14,1.05,13561.8,737.3652465,0.638830259,-6272.171146,8.55238,5.89995495,0.091167453,0.638830259,1.681391964,13561.8,2.87354645,23177.5,11.88313447
32_63_64_63_32_10201,-6.53,-6.41,-3.23,-2.54,3.18,0.12,0.69,9751,1025.535842,0.593162437,-4987.842093,5.90106,9.187418746,0.02329844,0.593162437,1.20892898,9751,1.469931676,11856.2,16.32487212
45_63_75_63_51_02421,-6.4,-5.62,-2.92,-2.67,2.7,0.78,0.25,8729.1,1145.593475,0.587787192,-5494.635757,12.4569,9.372054801,0.587787192,0.587787192,1.082233818,8729.1,1.082233818,8729.1,19.38741596
51_45_5_45_51_10201,-7.15,-6.77,-3.04,-2.99,3.73,0.38,0.05,13433.1,744.429804,0.336496067,-5398.312153,4.34708,10.30068636,0.336496067,1.232726105,1.665435738,13433.1,2.453514608,19789.6,18.96414162
77_77_77_77_77_00000,-8.39,-8.31,-2.82,-2.79,5.49,0.08,0.03,23946.4,417.5993051,0.86643412,-6060.598869,2.513,3.725784551,0.032390172,0.046876553,2.968874672,23946.4,3.089321242,24917.9,8.634001829
45_19_44_19_45_01210,-7.42,-6.54,-3.19,-3.17,3.35,0.88,0.02,11273.6,887.0281011,0.691078327,-4888.388981,4.12799,7.138794405,0.032960124,0.691078327,1.397700928,11273.6,1.702356982,13730.9,16.7377164
43_45_45_45_43_10201,-7.6,-6.92,-3.49,-3.28,3.43,0.68,0.21,11280.2,886.5091044,0.697008608,-7292.313726,4.86036,9.809170215,0.697008608,0.697008608,1.398519196,11280.2,1.398519196,11280.2,19.56382389
38_45_59_63_45_10320,-6.85,-6,-3.26,-2.63,2.74,0.85,0.63,10001,999.90001,0.470378369,-5521.549509,8.41676,8.630325314,0.470378369,0.470378369,1.23992398,10001,1.23992398,10001,18.66390446
51_14_51_14_51_13131,-7.83,-6.87,-2.88,-2.47,3.99,0.96,0.41,16077,622.0065933,0.649123969,-4139.284872,2.1196,5.841921963,0.649123969,0.762378235,1.99322646,16077,2.539841882,20485.9,15.29232305
38_77_77_77_38_10001,-8.41,-8.12,-3.2,-2.98,4.92,0.29,0.22,23758.1,420.9090794,0.135420636,-5296.730824,6.24816,6.303900473,0.07641952,0.092804959,2.945529238,23758.1,3.075088338,24803.1,13.07761745
38_45_44_1_44_10232,-6.4,-5.29,-3.33,-2.62,1.96,1.11,0.71,3302.5,3028.009084,0.265960839,-5170.705106,20.65696,6.710030717,0.265960839,0.423178615,0.40944395,3302.5,0.966225732,7793.4,17.1259588
42_45_45_4_5_10023,-7.27,-6.86,-3.38,-3.18,3.48,0.41,0.2,11734.1,852.2170426,0.566888724,-10698.75571,6.97678,10.53112414,0.566888724,0.566888724,1.454793718,11734.1,1.454793718,11734.1,19.40910445
51_21_58_10_10_13577,-8.01,-6.95,-2.85,-2.37,4.1,1.06,0.48,17039.1,586.8854576,1.088421977,-4002.247748,6.35836,4.657748072,1.088421977,1.088421977,2.112507618,17039.1,2.112507618,17039.1,14.0872156
23_45_4_45_23_10201,-7.35,-6.74,-3.13,-3.03,3.61,0.61,0.1,13452.5,743.3562535,0.461490849,-6801.577901,2.33373,7.656912459,0.461490849,0.461490849,1.66784095,13452.5,1.66784095,13452.5,16.30231496
51_51_52_51_51_11311,-6.83,-6.37,-2.63,-2.53,3.74,0.46,0.1,13989.6,714.816721,0.138351642,-4413.355069,4.62378,6.507743906,0.138351642,1.569970191,1.734430608,13989.6,2.124124544,17132.8,14.08165986
45_59_49_44_38_01325,-6.68,-6.09,-3.37,-2.74,2.72,0.59,0.63,8660.6,1154.654412,1.220685389,-5223.370102,16.32357,7.223064142,1.220685389,1.220685389,1.073741188,8660.6,1.073741188,8660.6,15.61980583
51_49_49_45_63_13302,-6.6,-6,-2.65,-2.47,3.35,0.6,0.18,10324.5,968.5699065,0.190831252,-5738.521891,8.9576,8.003758025,0.190831252,0.619658999,1.28003151,10324.5,2.204661952,17782.4,16.7373713
45_7_56_26_80_01352,-7.31,-6.83,-2.81,-2.48,4.02,0.48,0.33,14635.5,683.2701308,0.203079238,-4945.560965,8.80011,4.263636706,0.203079238,1.06262928,1.81450929,14635.5,2.263825208,18259.6,11.07662425
45_45_33_47_4_00132,-6.72,-6.31,-3.02,-2.81,3.29,0.41,0.21,11281.3,886.4226641,0.196615579,-8294.597185,1.10586,7.30906938,0.196615579,0.196615579,1.398655574,11281.3,1.398655574,11281.3,14.97233504
38_45_38_44_25_10123,-7.39,-6.43,-3.54,-3.1,2.89,0.96,0.44,10229.2,977.5935557,1.976421103,-4864.662696,4.18863,7.478187975,1.976421103,1.976421103,1.268216216,10229.2,1.268216216,10229.2,17.54546134
31_45_4_45_31_10201,-7.24,-6.63,-3,-2.9,3.63,0.61,0.1,13467.2,742.5448497,0.58105817,-7074.041376,1.17766,8.018694529,0.58105817,0.58105817,1.669663456,13467.2,1.669663456,13467.2,16.80048887
32_62_6_62_32_13531,-6.64,-6.63,-2.7,-2.62,3.93,0.01,0.08,16321.3,612.6962926,2.244078233,-6147.47904,10.17172,7.893658006,2.244078233,2.244078233,2.023514774,16321.3,2.023514774,16321.3,14.07531358
34_45_47_45_34_10301,-7.58,-6.79,-3.41,-3.18,3.38,0.79,0.23,11535.8,866.8666239,0.294353428,-4465.083423,12.85763,7.316444384,0.294353428,0.294353428,1.430208484,11535.8,1.430208484,11535.8,16.59939042
32_19_32_19_32_13131,-8.07,-7.93,-3.35,-3.29,4.58,0.14,0.06,19889.7,502.7727919,0.115000768,-3112.628245,18.115,6.212141535,0.115000768,0.468707145,2.465925006,19889.7,2.681278266,21626.7,12.3130154
32_45_36_8_32_10231,-7.76,-6.84,-3.03,-2.53,3.81,0.92,0.5,12866.9,777.1879785,0.350443673,-4082.632172,8.43149,6.960928345,0.350443673,1.469471851,1.595238262,12866.9,2.35661184,19008,16.66299483
38_54_44_54_38_10201,-7.24,-6.05,-3.24,-2.55,2.81,1.19,0.69,8013.2,1247.940898,0.361835056,-4772.868572,16.76748,6.481127769,0.361835056,0.459001025,0.993476536,8013.2,1.703695966,13741.7,17.15115944
22_45_63_45_22_10201,-6.8,-5.9,-2.75,-2.61,3.15,0.9,0.14,9568.6,1045.084965,0.194755282,-5458.252928,7.04299,7.185558338,0.194755282,0.194755282,1.186315028,9568.6,1.186315028,9568.6,16.88721033
51_65_31_31_9_13557,-7.79,-6.77,-2.98,-2.71,3.79,1.02,0.27,16156.2,618.9574281,2.027259627,-4693.10742,7.90825,6.221939628,2.027259627,2.027259627,2.003045676,16156.2,2.003045676,16156.2,16.07090737
45_56_63_12_52_01234,-6.99,-6,-2.77,-1.71,3.23,0.99,1.06,11887.5,841.2197687,0.115662034,-5063.862585,5.10232,5.909973234,0.115662034,0.689464918,1.47381225,11887.5,2.365575594,19080.3,15.51367965
51_14_14_14_51_10001,-7.15,-6.47,-2.62,-2.49,3.85,0.68,0.13,17176.2,582.2009525,2.776959135,-6170.961416,4.07031,8.044072776,2.776959135,2.776959135,2.129505276,17176.2,2.129505276,17176.2,17.13328471
38_45_5_4_16_10324,-7.16,-6.53,-3.96,-3.06,2.57,0.63,0.9,6428.9,1555.476053,0.547555502,-7569.627961,12.18128,8.272126075,0.547555502,0.547555502,0.797055022,6428.9,0.797055022,6428.9,17.23456411
3_3_45_3_3_00200,-6.94,-6.46,-3.21,-2.56,3.25,0.48,0.65,11040,905.7971014,0.740081129,-3635.235614,3.00958,5.407938776,0.740081129,0.740081129,1.3687392,11040,1.3687392,11040,12.6523282
63_27_63_27_32_01013,-6.39,-5.97,-2.08,-1.65,3.89,0.42,0.43,17205.8,581.199363,1.172283233,-4927.931384,8.4205,6.360644526,0.075041676,1.172283233,2.133175084,17205.8,2.513037406,20269.7,13.70890401
13_13_45_13_13_00200,-6,-5.63,-2.51,-1.34,3.12,0.37,1.17,8978.5,1113.771788,0.204553388,-14398.11667,4.94053,5.635092656,0.204553388,2.944587714,1.11315443,8978.5,2.421837718,19534.1,12.49706909
32_25_25_25_32_10001,-7.8,-6.78,-2.83,-2.39,3.95,1.02,0.44,16033.7,623.6863606,1.670189789,-3641.882572,0.17902,5.474766431,1.670189789,1.670189789,1.987858126,16033.7,1.987858126,16033.7,15.04204988
4_18_18_18_4_01110,-6.99,-6.37,-1.83,-1.51,4.54,0.62,0.32,24474.8,408.5835226,0.452105615,-7859.170334,11.20832,4.610307319,0.452105615,0.586295227,3.034385704,24474.8,3.349964396,27020.2,12.14968968
51_83_83_83_51_10001,-7.86,-7.72,-2.5,-2.18,5.22,0.14,0.32,23193.6,431.1534216,0.17755105,-3783.171571,2.77349,4.010991404,0.00390963,0.062668949,2.875542528,23193.6,3.306410222,26668.9,9.282031666
51_39_45_39_51_10201,-7.52,-6.7,-3.26,-2.66,3.44,0.82,0.6,10923.7,915.4407389,0.457665486,-3922.664535,4.78803,6.721355108,0.457665486,1.482346061,1.354320326,10923.7,2.003715168,16161.6,15.90760249
32_0_19_0_32_10201,-6.97,-5.92,-2.5,-2,3.42,1.05,0.5,12785.7,782.1237789,2.282717615,-4566.276361,3.57616,5.759634004,2.282717615,2.282717615,1.585171086,12785.7,1.585171086,12785.7,15.56196253
3_45_21_45_3_10201,-7.03,-6.29,-2.92,-2.77,3.37,0.74,0.15,11982.1,834.5782459,0.401234604,-5673.796951,3.90962,6.614180505,0.401234604,0.401234604,1.485540758,11982.1,1.485540758,11982.1,15.41962306
64_45_4_45_64_10201,-6.58,-6.17,-2.7,-2.64,3.47,0.41,0.06,10816.4,924.5220221,0.185920215,-8372.928221,9.45621,8.14430721,0.185920215,0.185920215,1.341017272,10816.4,1.341017272,10816.4,16.12245753
45_43_4_27_38_01243,-6.95,-6.41,-2.76,-2.59,3.65,0.54,0.17,11924,838.6447501,0.915276611,-9529.904507,6.54654,7.166347718,0.016028231,0.915276611,1.47833752,11924,2.061142704,16624.8,15.32895731
51_40_45_45_45_13000,-7.06,-6.37,-2.93,-2.73,3.44,0.69,0.2,10522.1,950.3806274,0.277157357,-7666.421875,8.84993,7.717446081,0.277157357,0.277157357,1.304529958,10522.1,1.304529958,10522.1,16.72606976
51_45_53_45_51_10201,-7.37,-6.71,-3.22,-3.09,3.49,0.66,0.13,12304,812.7438231,0.821126828,-6419.931816,5.51241,9.256924112,0.821126828,2.066108194,1.52544992,12304,2.345180884,18915.8,18.718281
45_63_45_63_45_02120,-5.87,-5.21,-2.66,-2.61,2.55,0.66,0.05,6057.2,1650.927821,0.11916601,-5658.107036,7.4617,9.156833033,0.061161147,0.11916601,0.750971656,6057.2,1.122366144,9052.8,18.58045559
33_44_45_63_33_13021,-7.35,-6.74,-3.54,-2.92,3.2,0.61,0.62,10417.9,959.8863495,0.292431292,-6531.452103,17.657,6.591040804,0.292431292,0.569184317,1.291611242,10417.9,1.916532432,15458.4,14.83460969
51_62_45_62_51_13031,-6.73,-6.22,-2.98,-2.54,3.24,0.51,0.44,10009.7,999.03094,0.494659763,-5628.424956,8.6422,9.05414274,0.494659763,3.392759207,1.241002606,10009.7,1.947626616,15709.2,17.80080106
32_63_44_45_44_10323,-7.16,-6.07,-3.05,-2.75,3.02,1.09,0.3,9719.1,1028.901853,0.610559939,-5071.244348,6.08419,7.194912314,0.610559939,0.700737455,1.204974018,9719.1,1.51453968,12216,17.70854076
60_60_34_60_60_00100,-6.92,-6.76,-1.7,-1.69,5.06,0.16,0.01,24725,404.4489383,0.351591682,-4629.30337,5.3891,4.786535462,0.351591682,0.696705024,3.0654055,24725,3.08518031,24884.5,10.43505583
55_16_45_16_55_10201,-7.53,-6.67,-3.06,-2.55,3.61,0.86,0.51,11698.1,854.8396748,0.379504674,-5425.438325,5.90216,6.380026232,0.379504674,1.753740911,1.450330438,11698.1,2.203112202,17769.9,15.60779262
12_4_9_19_62_10235,-7.18,-6.71,-3.31,-2.69,3.4,0.47,0.62,12611.8,792.9082288,0.756660183,-6507.882986,11.38835,6.421060505,0.756660183,0.756660183,1.563610964,12611.8,1.563610964,12611.8,14.00484682
44_44_44_44_44_01010,-5.58,-4.7,-2.65,-1.86,2.05,0.88,0.79,5501.2,1817.78521,0.945320254,-6048.610588,4.48814,5.323887052,0.945320254,0.945320254,0.682038776,5501.2,0.682038776,5501.2,14.23858897
12_4_12_4_12_10101,-6.89,-6.78,-2.92,-2.85,3.86,0.11,0.07,15413.4,648.7861212,0.258956302,-8858.561898,6.46783,8.43186478,0.258956302,0.847500154,1.910953332,15413.4,2.731390982,22030.9,15.2419243
57_60_21_34_5_10235,-7.33,-6.6,-3.39,-2.65,3.21,0.73,0.74,12079.1,827.8762491,0.335301145,-8284.426986,8.41835,7.151580088,0.335301145,0.446211845,1.497566818,12079.1,2.079107406,16769.7,16.11707228
9_60_60_60_9_10001,-7.39,-6.88,-2.5,-2.47,4.38,0.51,0.03,21129.9,473.2630065,0.709854494,-3730.827239,6.12622,6.544444178,0.709854494,0.775631903,2.619685002,21129.9,3.456723574,27881.3,14.34494614
52_63_63_63_52_10001,-6.33,-5.56,-2.46,-2.03,3.1,0.77,0.43,13074.5,764.8476041,0.604704736,-5004.664779,6.75627,5.635936822,0.604704736,0.604704736,1.62097651,13074.5,1.62097651,13074.5,14.20023151
63_26_20_24_20_02131,-7.02,-5.89,-2.36,-1.4,3.53,1.13,0.96,13432.2,744.4796831,1.083715298,-3333.404953,6.23548,3.845347066,1.083715298,1.083715298,1.665324156,13432.2,1.665324156,13432.2,13.26638941
50_4_47_4_50_10201,-6.9,-6.72,-3.04,-2.73,3.68,0.18,0.31,10914.6,916.2039837,0.134350177,-18813.23355,5.76481,8.287860668,0.134350177,0.294281346,1.353192108,10914.6,2.012170604,16229.8,15.34148064
57_21_12_21_57_10201,-6.53,-6.21,-2.54,-2.41,3.67,0.32,0.13,15097,662.383255,1.20209191,-10797.94872,11.14603,7.101123574,1.20209191,1.20209191,1.87172606,15097,1.87172606,15097,14.30304366
32_54_4_54_32_10201,-7.1,-6.28,-2.77,-2.5,3.51,0.82,0.27,14353.8,696.6796249,0.928859357,-7080.709611,4.38316,7.790684738,0.928859357,1.021340203,1.779584124,14353.8,2.4473652,19740,17.38006939
32_76_76_76_32_10001,-6.68,-6.37,-2.49,-1.88,3.88,0.31,0.61,14818.3,674.8412436,0.354395023,-4732.568747,5.89132,5.915313788,0.012680932,0.354395023,1.837172834,14818.3,2.856511598,23040.1,12.62763359
51_4_55_67_55_10323,-6.96,-6.53,-2.87,-2.51,3.66,0.43,0.36,11622.6,860.3926832,0.212070735,-6757.597267,9.77377,7.275397176,0.091156694,0.212070735,1.440969948,11622.6,1.587576298,12805.1,15.01106841
51_4_4_48_48_10033,-6.84,-6.56,-2.66,-2.22,3.9,0.28,0.44,17487.6,571.8337565,0.99268499,-9072.906992,7.76286,9.19576951,0.99268499,1.674856278,2.168112648,17487.6,2.61647392,21104,17.01717112
32_4_64_4_32_10201,-6.9,-6.73,-3.22,-2.79,3.51,0.17,0.43,14573.5,686.176965,0.419643023,-9034.244891,6.11928,10.07466522,0.419643023,0.419643023,1.80682253,14573.5,1.80682253,14573.5,17.7593605
4_48_19_48_4_01310,-6.58,-6.5,-1.81,-1.5,4.69,0.08,0.31,25413.9,393.4854548,2.208426693,-8518.378154,11.09259,8.087280452,2.208426693,2.208426693,3.150815322,25413.9,3.150815322,25413.9,14.63978168
38_44_45_4_38_13021,-7.18,-6.83,-3.44,-2.95,3.39,0.35,0.49,11382,878.5802144,0.612340895,-7557.357014,7.68018,8.903311738,0.612340895,0.829204824,1.41114036,11382,1.885029114,15204.3,16.91230677
51_44_45_63_51_13021,-7.05,-6.42,-3.36,-2.82,3.06,0.63,0.54,9649.9,1036.280169,0.393669772,-5544.366552,12.84844,9.146094662,0.393669772,0.481828357,1.196394602,9649.9,1.83416012,14794,18.43801885
32_64_32_64_0_10103,-8.15,-7.94,-3.92,-3.56,4.02,0.21,0.36,16472.6,607.068708,0.609086837,-3274.975195,11.75404,7.419252362,0.079920566,0.088112661,2.042272948,16472.6,2.181266926,17593.7,14.273057
32_44_4_63_32_13021,-6.92,-6.44,-3.08,-2.63,3.36,0.48,0.45,13774.2,725.9949761,1.411353013,-7658.919159,8.34276,9.548741842,1.411353013,1.411353013,1.707725316,13774.2,1.707725316,13774.2,18.35421402
4_48_45_45_45_01322,-6.48,-5.67,-2.72,-2.62,2.95,0.81,0.1,8594.4,1163.548357,0.260230972,-7158.838117,3.67397,8.789958549,0.260230972,0.260230972,1.065533712,8594.4,1.065533712,8594.4,18.71351942
51_48_34_34_4_13550,-7.03,-6.64,-2.5,-2.31,4.14,0.39,0.19,19743.8,506.4881127,0.597359924,-8853.024251,6.3889,6.925259007,0.04780297,0.891202507,2.447836324,19743.8,2.601497136,20983.2,14.35872815
32_33_33_33_32_10001,-7.43,-6.39,-2.59,-2.05,3.8,1.04,0.54,14648.2,682.6777351,1.453235008,-4324.671603,3.03527,5.646337209,1.453235008,1.453235008,1.816083836,14648.2,1.816083836,14648.2,15.36340284
4_59_0_59_4_01310,-6.44,-5.86,-2.56,-2.21,3.3,0.58,0.35,11224,890.9479686,0.852641097,-9014.538423,2.70514,7.025696431,0.852641097,0.852641097,1.39155152,11224,1.39155152,11224,15.30548049
4_45_49_11_51_02135,-6.85,-6.45,-2.72,-2.61,3.73,0.4,0.11,12774,782.840144,0.192956679,-7247.777771,4.87054,8.025501434,0.192956679,1.041110701,1.58372052,12774,2.535552174,20451.3,15.91631198
32_3_3_3_32_10001,-7.51,-6.78,-3.67,-2.89,3.11,0.73,0.78,10048,995.2229299,0.79691576,-3572.602092,5.96747,6.550078045,0.79691576,0.79691576,1.24575104,10048,1.24575104,10048,15.28880397
30_63_45_63_30_10201,-6.65,-6.33,-2.84,-2.58,3.49,0.32,0.26,11565.9,864.6106226,0.134367995,-6188.941849,6.74939,9.775675371,0.043604683,0.669509928,1.433940282,11565.9,1.866010582,15050.9,17.98590149
42_4_4_4_42_10001,-6.82,-6.49,-2.72,-2.59,3.77,0.33,0.13,16993.2,588.4706824,1.605401775,-17298.3594,8.28821,10.68755968,1.605401775,1.605401775,2.106816936,16993.2,2.106816936,16993.2,19.28411618
51_75_45_75_51_10201,-6.91,-6.4,-3.4,-2.78,3,0.51,0.62,9186.2,1088.589406,0.648627078,-4599.154501,1.02879,8.638904634,0.648627078,1.58310919,1.138905076,9186.2,1.774550536,14313.2,17.22901818
52_4_45_4_52_10201,-6.9,-6.6,-2.9,-2.28,3.7,0.3,0.62,12205.8,819.2826361,0.149600425,-9158.025294,6.41379,6.599034225,0.149600425,0.149600425,1.513275084,12205.8,1.513275084,12205.8,13.52656663
38_78_78_44_7_10023,-6.43,-6.24,-3.2,-2.92,3.04,0.19,0.28,6526.6,1532.19134,0.476351391,-5194.676819,12.39306,8.938296772,0.002623268,0.476351391,0.809167868,6526.6,1.379575052,11127.4,16.27968116
45_44_21_59_59_02416,-6.09,-5.38,-2.57,-2.04,2.81,0.71,0.53,7753.5,1289.740117,0.12902753,-5227.802939,5.88901,6.449799735,0.12902753,1.041344716,0.96127893,7753.5,1.67069249,13475.5,15.06562074
45_34_13_63_45_01320,-7.06,-5.99,-2.78,-2.63,3.21,1.07,0.15,10690.6,935.4011936,0.148625811,-6617.628076,6.26129,7.241264471,0.148625811,0.548837448,1.325420588,10690.6,1.781307446,14367.7,17.68726768
49_73_73_73_49_10001,-7.88,-7.56,-4.18,-3.97,3.38,0.32,0.21,9186.2,1088.589406,0.254651874,-4211.826491,7.65945,8.908039176,0.254651874,0.254651874,1.138905076,9186.2,1.138905076,9186.2,16.79116645
45_28_46_28_45_01310,-6.84,-6.52,-3.2,-3.08,3.32,0.32,0.12,11813.2,846.510683,1.307981732,-5612.042201,5.60677,8.145339546,1.307981732,1.307981732,1.464600536,11813.2,1.464600536,11813.2,15.74092906
32_32_45_45_19_11003,-7.55,-6.73,-3.14,-2.94,3.59,0.82,0.2,11702.4,854.5255674,0.352074905,-4891.385201,7.57709,8.352083484,0.352074905,1.35038448,1.450863552,11702.4,2.428594628,19588.6,18.15311546
42_45_62_44_44_10325,-6.64,-5.69,-3.07,-2.44,2.62,0.95,0.63,9498.3,1052.819978,0.979493405,-7833.674115,11.75091,7.492057919,0.979493405,1.322587809,1.177599234,9498.3,1.68309049,13575.5,17.52201026
38_48_44_48_38_10201,-7.01,-5.94,-2.92,-2.71,3.02,1.07,0.21,11470,871.8395815,0.84767374,-4745.319279,12.60703,8.98497856,0.84767374,1.131014304,1.4220506,11470,1.85740637,14981.5,20.08836198
51_45_45_44_42_10023,-6.98,-6.07,-3.35,-2.97,2.72,0.91,0.38,8168.1,1224.274923,0.656548529,-8472.395559,14.81333,9.466961542,0.656548529,0.656548529,1.012681038,8168.1,1.012681038,8168.1,20.07125255
38_38_38_38_38_11111,-8.33,-8.13,-3.38,-3.08,4.75,0.2,0.3,16678.5,599.5743022,0.513757006,-3968.055439,5.43551,5.164082246,0.067607954,0.067607954,2.06780043,16678.5,2.06780043,16678.5,11.12513775
6_45_44_45_6_10201,-6.99,-5.8,-3.03,-2.8,2.77,1.19,0.23,7226.7,1383.757455,0.179863246,-4623.630644,13.51518,6.185561024,0.179863246,0.556569194,0.895966266,7226.7,1.722404548,13892.6,16.74416403
62_45_45_45_62_10001,-6.71,-6.27,-3.01,-2.78,3.26,0.44,0.23,10132.9,986.8843076,0.456868823,-5605.144214,5.85737,7.638476918,0.456868823,0.456868823,1.256276942,10132.9,1.256276942,10132.9,15.55357922
51_33_51_33_51_13131,-7.93,-7.08,-2.88,-2.49,4.2,0.85,0.39,16982.2,588.8518566,0.658412394,-5700.050835,7.08069,5.970814596,0.658412394,0.658412394,2.105453156,16982.2,2.105453156,16982.2,15.0017582
45_41_45_41_45_13131,-8.33,-6.78,-3.3,-2.94,3.48,1.55,0.36,15079.8,663.1387684,2.585770903,-3956.790517,7.82957,6.507235872,0.020684081,2.585770903,1.869593604,15079.8,2.661069526,21463.7,18.7189103
