gen,filename,deltaHOMO,summedoscs,PCE,donor
27,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
27,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
27,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
27,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
27,4_45_45_45_4_02220,0.270000,10.842605,19.242314,PBDB-T-SF,
27,30_48_4_45_30_13021,0.610000,9.786386,19.234600,PBDB-T-SF,
27,4_45_45_4_4_02200,0.240000,10.903660,19.198736,PBDB-T-SF,
27,45_45_45_45_45_00200,0.450000,10.193569,19.114491,PBDB-T-SF,
27,4_45_9_45_4_02420,0.520000,9.940759,19.064222,PBDB-T-SF,
27,30_4_45_4_30_10201,0.310000,10.582239,19.053990,PBDB-T-SF,
27,51_44_4_45_51_13021,0.640000,9.360667,18.776035,PBDB-T-SF,
27,32_68_45_68_32_10201,0.650000,9.203215,18.601774,PBDB-T-SF,
27,30_48_60_45_30_13021,0.510000,8.969340,17.684028,PBDB-T-SF,
27,63_63_63_63_63_00000,0.480000,8.929486,17.501499,PBDB-T-SF,
27,63_45_45_45_63_02220,0.230000,9.293605,16.939141,PBDB-T-SF,
27,35_45_35_45_35_02020,0.190000,8.549470,15.744267,PBDB-T-SF,
27,24_24_24_4_45_11102,0.590000,6.718765,14.925385,PBDB-T-SF,
27,3_4_45_4_3_10201,0.260000,7.301677,14.323906,PBDB-T-SF,
27,4_66_45_66_4_01210,0.180000,7.433601,14.165165,PBDB-T-SF,
27,32_42_24_24_64_13550,0.540000,5.946441,13.649146,PBDB-T-SF,
27,4_56_21_21_45_01332,0.690000,5.405107,13.541980,PBDB-T-SF,
27,4_2_25_2_4_02420,0.540000,5.355992,12.836098,PBDB-T-SF,
27,4_63_6_63_4_01310,0.210000,5.702585,11.909207,PBDB-T-SF,
27,4_41_41_41_4_02220,0.030000,5.693229,11.130424,PBDB-T-SF,
28,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
28,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
28,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
28,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
28,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
28,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
28,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
28,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
28,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
28,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
28,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
28,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
28,32_48_63_4_32_13021,0.670000,9.612881,19.250984,PBDB-T-SF,
28,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
28,4_45_45_45_4_02220,0.270000,10.842605,19.242314,PBDB-T-SF,
28,30_48_4_45_30_13021,0.610000,9.786386,19.234600,PBDB-T-SF,
28,4_45_45_4_4_02200,0.240000,10.903660,19.198736,PBDB-T-SF,
28,45_45_45_45_45_00200,0.450000,10.193569,19.114491,PBDB-T-SF,
28,32_45_64_45_32_10201,0.530000,9.819131,18.939291,PBDB-T-SF,
28,64_45_45_45_64_02220,0.600000,9.280056,18.494834,PBDB-T-SF,
28,32_48_64_45_32_13021,0.470000,9.391352,18.094938,PBDB-T-SF,
28,32_32_63_32_32_11011,1.200000,7.047698,17.973877,PBDB-T-SF,
28,51_4_61_4_51_10301,0.230000,9.509196,17.236010,PBDB-T-SF,
28,64_45_64_45_64_02020,0.270000,9.035569,16.754025,PBDB-T-SF,
28,68_68_45_68_68_00200,0.460000,8.037653,16.188345,PBDB-T-SF,
28,32_7_64_7_32_10201,0.600000,7.236083,15.680282,PBDB-T-SF,
28,4_2_45_5_21_01246,0.440000,7.721756,15.668254,PBDB-T-SF,
28,4_45_58_58_32_02441,0.480000,7.173088,15.082939,PBDB-T-SF,
28,18_63_63_63_18_10001,0.660000,6.587856,15.042974,PBDB-T-SF,
28,4_71_4_71_4_02020,0.130000,7.287118,13.750707,PBDB-T-SF,
28,63_6_23_6_63_01310,0.080000,5.720694,11.380991,PBDB-T-SF,
28,61_32_32_32_61_13331,0.300000,3.334583,9.031417,PBDB-T-SF,
29,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
29,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
29,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
29,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
29,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
29,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
29,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
29,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
29,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
29,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
29,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
29,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
29,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
29,32_48_4_45_32_13021,0.610000,9.808645,19.265250,PBDB-T-SF,
29,32_48_63_4_32_13021,0.670000,9.612881,19.250984,PBDB-T-SF,
29,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
29,4_45_45_45_4_02220,0.270000,10.842605,19.242314,PBDB-T-SF,
29,30_48_4_45_30_13021,0.610000,9.786386,19.234600,PBDB-T-SF,
29,38_4_4_4_38_10001,0.260000,10.622197,18.896261,PBDB-T-SF,
29,51_23_4_45_51_13021,0.640000,9.411855,18.846520,PBDB-T-SF,
29,32_44_4_63_32_13021,0.480000,9.548742,18.354214,PBDB-T-SF,
29,32_4_6_4_32_10201,0.430000,9.049726,17.454319,PBDB-T-SF,
29,63_45_45_45_63_02220,0.230000,9.293605,16.939141,PBDB-T-SF,
29,14_45_45_45_14_02220,0.390000,8.663312,16.752027,PBDB-T-SF,
29,32_4_32_75_72_10124,0.790000,6.892046,16.014994,PBDB-T-SF,
29,63_4_70_32_32_02461,0.400000,8.047131,15.946096,PBDB-T-SF,
29,32_64_74_64_32_10201,0.280000,8.050429,15.440037,PBDB-T-SF,
29,51_33_33_33_51_10001,0.950000,5.530104,14.820400,PBDB-T-SF,
29,1_4_45_4_1_10201,0.310000,7.483621,14.787192,PBDB-T-SF,
29,62_48_4_45_62_13021,0.380000,7.253996,14.768848,PBDB-T-SF,
29,51_40_40_40_51_13331,0.750000,5.218211,13.539923,PBDB-T-SF,
29,63_51_51_51_63_01110,0.610000,5.011627,12.659758,PBDB-T-SF,
30,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
30,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
30,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
30,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
30,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
30,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
30,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
30,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
30,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
30,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
30,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
30,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
30,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
30,32_48_4_45_32_13021,0.610000,9.808645,19.265250,PBDB-T-SF,
30,32_48_63_4_32_13021,0.670000,9.612881,19.250984,PBDB-T-SF,
30,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
30,32_48_64_45_32_13021,0.470000,9.391352,18.094938,PBDB-T-SF,
30,49_63_45_63_49_10201,0.420000,9.484091,18.009889,PBDB-T-SF,
30,4_4_48_45_30_00124,0.260000,9.143187,16.859665,PBDB-T-SF,
30,45_26_45_26_45_02020,0.760000,7.495131,16.717792,PBDB-T-SF,
30,63_63_4_63_63_00200,0.220000,9.153223,16.703284,PBDB-T-SF,
30,63_45_63_44_45_02012,0.580000,7.817355,16.395594,PBDB-T-SF,
30,38_4_48_40_45_10352,0.320000,8.501458,16.231304,PBDB-T-SF,
30,32_50_4_50_32_10201,0.460000,8.047339,16.201683,PBDB-T-SF,
30,58_4_45_4_58_10201,0.300000,8.208720,15.743104,PBDB-T-SF,
30,32_24_24_24_32_10001,0.850000,6.484506,15.709111,PBDB-T-SF,
30,32_32_54_32_32_11311,0.800000,6.494718,15.510424,PBDB-T-SF,
30,32_23_4_6_41_13057,0.690000,6.634490,15.234839,PBDB-T-SF,
30,4_74_4_74_4_02020,0.120000,8.039389,14.744035,PBDB-T-SF,
30,63_48_4_45_63_13021,0.320000,7.413437,14.733100,PBDB-T-SF,
30,23_45_23_45_23_02020,0.680000,6.151584,14.527327,PBDB-T-SF,
30,4_25_1_25_4_01310,0.100000,5.074294,10.576000,PBDB-T-SF,
31,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
31,38_45_45_45_38_10001,0.650000,10.239704,20.029019,PBDB-T-SF,
31,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
31,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
31,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
31,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
31,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
31,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
31,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
31,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
31,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
31,45_45_4_45_45_00200,0.410000,10.527823,19.404559,PBDB-T-SF,
31,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
31,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
31,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
31,32_48_4_45_32_13021,0.610000,9.808645,19.265250,PBDB-T-SF,
31,32_48_63_4_32_13021,0.670000,9.612881,19.250984,PBDB-T-SF,
31,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
31,45_4_4_4_45_02220,0.280000,10.624751,18.984879,PBDB-T-SF,
31,32_1_45_1_32_10201,0.780000,9.071888,18.974086,PBDB-T-SF,
31,32_63_4_63_32_10201,0.320000,10.400650,18.846491,PBDB-T-SF,
31,51_30_45_30_51_10201,0.650000,9.113165,18.477775,PBDB-T-SF,
31,32_44_4_45_32_13021,0.610000,8.916693,18.037032,PBDB-T-SF,
31,64_45_2_45_64_02420,0.870000,7.679365,17.439532,PBDB-T-SF,
31,32_64_64_64_32_10001,0.320000,9.359289,17.412538,PBDB-T-SF,
31,32_32_4_32_32_11011,0.890000,7.227546,16.902477,PBDB-T-SF,
31,38_23_45_38_60_13517,1.260000,6.075023,16.889803,PBDB-T-SF,
31,4_4_3_4_4_00100,0.190000,9.042502,16.423171,PBDB-T-SF,
31,32_48_55_48_32_13531,0.650000,7.420857,16.147466,PBDB-T-SF,
31,8_44_4_45_8_13021,0.700000,5.964994,14.355494,PBDB-T-SF,
31,7_7_45_7_7_00200,0.650000,4.598016,12.260414,PBDB-T-SF,
31,4_26_64_12_8_01357,0.460000,4.815012,11.750768,PBDB-T-SF,
32,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
32,38_45_45_45_38_10001,0.650000,10.239704,20.029019,PBDB-T-SF,
32,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
32,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
32,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
32,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
32,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
32,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
32,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
32,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
32,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
32,45_45_4_45_45_00200,0.410000,10.527823,19.404559,PBDB-T-SF,
32,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
32,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
32,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
32,32_48_4_45_32_13021,0.610000,9.808645,19.265250,PBDB-T-SF,
32,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
32,38_48_45_4_38_13021,0.430000,9.947893,18.691096,PBDB-T-SF,
32,32_63_63_44_45_10032,0.880000,8.341383,18.393681,PBDB-T-SF,
32,32_48_64_45_32_13021,0.470000,9.391352,18.094938,PBDB-T-SF,
32,14_4_45_4_14_10201,0.290000,9.853029,17.964768,PBDB-T-SF,
32,38_45_1_45_38_10301,0.720000,8.453988,17.867939,PBDB-T-SF,
32,32_64_64_64_32_10001,0.320000,9.359289,17.412538,PBDB-T-SF,
32,38_38_45_38_38_11011,0.930000,7.042575,16.817972,PBDB-T-SF,
32,63_63_45_63_63_00200,0.250000,8.939980,16.537299,PBDB-T-SF,
32,32_63_64_63_32_10201,0.120000,9.187419,16.324872,PBDB-T-SF,
32,51_51_4_51_51_11011,0.550000,7.392946,15.683534,PBDB-T-SF,
32,38_0_45_4_62_13025,0.470000,7.606076,15.636613,PBDB-T-SF,
32,39_48_4_45_39_13021,0.600000,6.527846,14.705041,PBDB-T-SF,
32,4_13_63_13_45_01312,0.140000,5.899955,11.883134,PBDB-T-SF,
32,4_30_14_30_4_01310,0.150000,5.846945,11.852690,PBDB-T-SF,
32,6_45_6_28_1_10135,0.090000,4.640252,9.935774,PBDB-T-SF,
33,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
33,38_45_45_45_38_10001,0.650000,10.239704,20.029019,PBDB-T-SF,
33,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
33,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
33,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
33,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
33,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
33,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
33,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
33,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
33,32_48_63_18_32_13021,0.950000,8.899298,19.459780,PBDB-T-SF,
33,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
33,45_45_4_45_45_00200,0.410000,10.527823,19.404559,PBDB-T-SF,
33,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
33,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
33,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
33,32_48_4_45_32_13021,0.610000,9.808645,19.265250,PBDB-T-SF,
33,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
33,51_48_4_48_51_13031,0.620000,9.586144,19.001417,PBDB-T-SF,
33,4_4_4_4_4_00000,0.180000,10.602528,18.528778,PBDB-T-SF,
33,17_4_45_4_17_10201,0.290000,10.139443,18.359160,PBDB-T-SF,
33,38_45_56_45_38_10201,0.790000,8.552527,18.301477,PBDB-T-SF,
33,51_48_4_51_51_13021,0.590000,9.003487,18.071448,PBDB-T-SF,
33,32_44_4_45_32_13021,0.610000,8.916693,18.037032,PBDB-T-SF,
33,38_74_45_74_38_10201,0.830000,8.088313,17.832453,PBDB-T-SF,
33,63_66_64_46_32_01357,0.890000,7.362186,17.087877,PBDB-T-SF,
33,32_44_45_4_32_13021,0.350000,8.990313,17.032107,PBDB-T-SF,
33,73_73_45_73_73_00200,0.480000,8.564365,16.998727,PBDB-T-SF,
33,63_44_63_44_32_01013,0.670000,7.455892,16.280810,PBDB-T-SF,
33,32_28_28_28_32_10001,0.690000,6.981326,15.712433,PBDB-T-SF,
33,38_8_4_8_38_10201,0.640000,6.774498,15.214880,PBDB-T-SF,
33,4_48_36_48_4_01310,0.230000,7.500700,14.470310,PBDB-T-SF,
34,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
34,38_45_45_45_38_10001,0.650000,10.239704,20.029019,PBDB-T-SF,
34,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
34,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
34,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
34,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
34,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
34,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
34,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
34,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
34,32_48_63_18_32_13021,0.950000,8.899298,19.459780,PBDB-T-SF,
34,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
34,45_45_4_45_45_00200,0.410000,10.527823,19.404559,PBDB-T-SF,
34,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
34,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
34,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
34,32_48_4_45_32_13021,0.610000,9.808645,19.265250,PBDB-T-SF,
34,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
34,4_45_32_45_4_02420,0.510000,9.322776,18.170709,PBDB-T-SF,
34,32_48_64_45_32_13021,0.470000,9.391352,18.094938,PBDB-T-SF,
34,4_45_5_45_4_02420,0.110000,10.335072,17.862641,PBDB-T-SF,
34,32_63_32_45_32_10121,0.630000,8.458587,17.491321,PBDB-T-SF,
34,17_63_4_63_17_10201,0.340000,9.206720,17.287550,PBDB-T-SF,
34,31_45_45_45_31_10001,0.690000,7.933124,17.023058,PBDB-T-SF,
34,32_18_63_18_32_13031,1.120000,6.512212,16.896112,PBDB-T-SF,
34,16_63_63_63_16_10001,0.550000,7.384443,15.671824,PBDB-T-SF,
34,34_44_4_45_34_13021,0.590000,7.117707,15.474729,PBDB-T-SF,
34,4_48_48_13_4_01130,0.160000,7.935232,14.770811,PBDB-T-SF,
34,65_4_45_4_65_10201,0.280000,7.559297,14.763748,PBDB-T-SF,
34,4_10_4_10_4_01010,0.240000,7.654755,14.724994,PBDB-T-SF,
34,35_35_45_35_35_00200,0.200000,6.941958,13.573273,PBDB-T-SF,
34,27_27_45_27_27_00200,0.800000,3.463427,11.336336,PBDB-T-SF,
35,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
35,38_45_45_45_38_10001,0.650000,10.239704,20.029019,PBDB-T-SF,
35,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
35,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
35,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
35,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
35,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
35,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
35,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
35,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
35,32_48_63_18_32_13021,0.950000,8.899298,19.459780,PBDB-T-SF,
35,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
35,45_45_4_45_45_00200,0.410000,10.527823,19.404559,PBDB-T-SF,
35,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
35,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
35,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
35,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
35,32_63_4_63_32_10201,0.320000,10.400650,18.846491,PBDB-T-SF,
35,32_63_18_63_32_10201,0.410000,9.763756,18.352438,PBDB-T-SF,
35,32_48_64_45_32_13021,0.470000,9.391352,18.094938,PBDB-T-SF,
35,38_44_4_45_38_13021,0.590000,8.953640,18.002808,PBDB-T-SF,
35,32_63_45_44_45_10232,0.610000,8.753046,17.811691,PBDB-T-SF,
35,32_63_44_45_51_10324,0.610000,7.548843,16.153504,PBDB-T-SF,
35,61_4_45_4_61_10201,0.350000,8.237233,15.995116,PBDB-T-SF,
35,32_63_65_32_74_10312,0.870000,6.305920,15.548298,PBDB-T-SF,
35,38_39_45_4_56_13025,0.520000,7.382080,15.540921,PBDB-T-SF,
35,4_45_6_71_45_02142,0.440000,7.612251,15.517466,PBDB-T-SF,
35,38_13_45_53_4_13052,0.330000,7.772571,15.270176,PBDB-T-SF,
35,32_64_43_64_32_10201,0.130000,8.260861,15.091552,PBDB-T-SF,
35,38_1_57_1_38_13531,0.770000,5.771039,14.386267,PBDB-T-SF,
35,52_48_4_45_52_13021,0.630000,5.838795,13.883868,PBDB-T-SF,
35,32_32_45_32_32_00200,0.650000,4.789894,12.524630,PBDB-T-SF,
36,32_45_4_45_32_10201,0.630000,10.597261,20.436275,PBDB-T-SF,
36,32_45_45_45_32_10001,0.670000,10.356204,20.274539,PBDB-T-SF,
36,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
36,38_45_45_45_38_10001,0.650000,10.239704,20.029019,PBDB-T-SF,
36,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
36,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
36,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
36,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
36,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
36,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
36,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
36,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
36,32_48_63_18_32_13021,0.950000,8.899298,19.459780,PBDB-T-SF,
36,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
36,45_45_4_45_45_00200,0.410000,10.527823,19.404559,PBDB-T-SF,
36,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
36,38_4_45_4_38_10201,0.270000,10.887383,19.303973,PBDB-T-SF,
36,38_48_4_45_38_13021,0.610000,9.828371,19.292413,PBDB-T-SF,
36,32_48_63_4_32_13021,0.670000,9.612881,19.250984,PBDB-T-SF,
36,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
36,38_4_4_4_38_10001,0.260000,10.622197,18.896261,PBDB-T-SF,
36,38_48_45_4_38_13021,0.430000,9.947893,18.691096,PBDB-T-SF,
36,64_45_45_45_64_02220,0.600000,9.280056,18.494834,PBDB-T-SF,
36,38_45_64_45_38_10201,0.400000,9.582107,18.059757,PBDB-T-SF,
36,32_44_4_45_32_13021,0.610000,8.916693,18.037032,PBDB-T-SF,
36,38_45_5_4_16_10324,0.630000,8.272126,17.234564,PBDB-T-SF,
36,51_14_14_14_51_10001,0.680000,8.044073,17.133285,PBDB-T-SF,
36,32_25_25_25_32_10001,1.020000,5.474766,15.042050,PBDB-T-SF,
36,63_27_63_27_32_01013,0.420000,6.360645,13.708904,PBDB-T-SF,
36,3_3_45_3_3_00200,0.480000,5.407939,12.652328,PBDB-T-SF,
36,13_13_45_13_13_00200,0.370000,5.635093,12.497069,PBDB-T-SF,
36,4_18_18_18_4_01110,0.620000,4.610307,12.149690,PBDB-T-SF,
37,51_45_45_45_51_10001,0.660000,10.910523,20.995287,PBDB-T-SF,
37,32_45_4_45_32_10201,0.630000,10.597261,20.436275,PBDB-T-SF,
37,32_45_45_45_32_10001,0.670000,10.356204,20.274539,PBDB-T-SF,
37,38_45_4_45_38_10201,0.590000,10.437242,20.045729,PBDB-T-SF,
37,38_45_45_45_38_10001,0.650000,10.239704,20.029019,PBDB-T-SF,
37,32_64_45_64_32_10201,0.910000,9.397701,19.975881,PBDB-T-SF,
37,32_44_63_45_32_13021,0.970000,9.179847,19.931195,PBDB-T-SF,
37,51_4_45_4_51_10201,0.260000,11.169269,19.649579,PBDB-T-SF,
37,51_48_4_45_51_13021,0.650000,9.922216,19.591838,PBDB-T-SF,
37,4_45_4_45_4_02020,0.260000,11.086802,19.536023,PBDB-T-SF,
37,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
37,32_4_4_4_32_10001,0.360000,10.734429,19.476305,PBDB-T-SF,
37,32_63_45_63_32_10201,0.520000,10.231018,19.463909,PBDB-T-SF,
37,32_48_63_18_32_13021,0.950000,8.899298,19.459780,PBDB-T-SF,
37,32_63_63_63_32_10001,0.650000,9.815183,19.444454,PBDB-T-SF,
37,45_45_4_45_45_00200,0.410000,10.527823,19.404559,PBDB-T-SF,
37,4_4_45_4_4_00200,0.220000,11.083551,19.361346,PBDB-T-SF,
37,32_4_45_4_32_10201,0.310000,10.721725,19.246062,PBDB-T-SF,
37,32_45_52_45_32_10201,0.690000,9.156380,18.707482,PBDB-T-SF,
37,38_48_45_4_38_13021,0.430000,9.947893,18.691096,PBDB-T-SF,
37,32_63_18_63_32_10201,0.410000,9.763756,18.352438,PBDB-T-SF,
37,38_45_64_45_38_10201,0.400000,9.582107,18.059757,PBDB-T-SF,
37,45_4_78_4_45_02420,0.100000,10.037963,17.410972,PBDB-T-SF,
37,63_45_63_45_63_02020,0.400000,9.078123,17.365772,PBDB-T-SF,
37,51_6_4_6_49_13035,0.740000,7.837754,17.104484,PBDB-T-SF,
37,32_44_45_63_32_13021,0.610000,8.237594,17.101913,PBDB-T-SF,
37,32_63_18_18_48_10223,0.680000,7.794956,16.790251,PBDB-T-SF,
37,32_44_64_45_32_13021,0.400000,8.307500,16.304624,PBDB-T-SF,
