gen,filename,deltaHOMO,summedoscs,PCE,donor
3,2_33_33_62_44_13350,1.110000,4.616954,14.243792,PBDB-T-SF,
3,57_39_57_39_57_13131,0.950000,5.046519,14.154503,PBDB-T-SF,
3,35_37_82_34_5_10235,0.520000,6.336630,14.101336,PBDB-T-SF,
3,58_24_44_17_58_13024,1.060000,4.662756,14.094112,PBDB-T-SF,
3,43_22_59_70_59_01323,0.730000,5.482048,13.818126,PBDB-T-SF,
3,57_57_39_65_60_11350,0.780000,5.257765,13.722039,PBDB-T-SF,
3,14_22_59_22_59_01313,0.810000,5.152870,13.705248,PBDB-T-SF,
3,47_69_69_69_49_10003,0.790000,5.164412,13.636041,PBDB-T-SF,
3,64_23_64_23_64_13131,0.740000,5.192718,13.462269,PBDB-T-SF,
3,43_22_59_22_59_01313,0.850000,4.823032,13.421261,PBDB-T-SF,
3,47_23_47_23_47_13131,0.900000,4.645103,13.389003,PBDB-T-SF,
3,56_33_69_40_64_01234,0.910000,4.318329,12.981586,PBDB-T-SF,
3,13_33_69_40_64_01234,0.820000,4.564883,12.938140,PBDB-T-SF,
3,43_22_69_59_64_01234,0.890000,4.325254,12.906022,PBDB-T-SF,
3,33_40_56_69_31_13024,1.010000,3.683930,12.533518,PBDB-T-SF,
3,17_1_35_1_61_10203,0.200000,6.132151,12.458169,PBDB-T-SF,
3,69_22_25_22_25_01313,0.780000,4.163310,12.214975,PBDB-T-SF,
3,27_27_62_39_4_11350,0.390000,5.183435,11.960236,PBDB-T-SF,
3,27_62_27_62_27_13131,0.310000,4.202887,10.269622,PBDB-T-SF,
3,56_33_40_33_40_01313,0.540000,2.211886,8.506664,PBDB-T-SF,
4,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
4,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
4,50_18_35_18_50_10201,0.360000,8.031208,15.753970,PBDB-T-SF,
4,49_13_82_34_5_10235,0.780000,6.654398,15.645203,PBDB-T-SF,
4,50_18_18_18_50_10001,0.530000,7.378164,15.578078,PBDB-T-SF,
4,9_45_49_25_15_13579,0.840000,6.408858,15.562394,PBDB-T-SF,
4,27_4_62_9_78_10324,0.670000,6.808251,15.389008,PBDB-T-SF,
4,57_60_39_21_78_10324,0.780000,6.417634,15.319178,PBDB-T-SF,
4,2_2_33_62_44_11350,1.080000,5.456739,15.272526,PBDB-T-SF,
4,57_39_60_21_57_13021,0.710000,6.597516,15.269026,PBDB-T-SF,
4,49_13_13_13_49_10001,0.740000,6.486234,15.243441,PBDB-T-SF,
4,17_1_35_1_17_10201,0.530000,7.128794,15.234696,PBDB-T-SF,
4,2_33_44_21_2_13021,0.710000,6.425368,15.031978,PBDB-T-SF,
4,49_49_39_65_13_11350,0.930000,5.521327,14.723214,PBDB-T-SF,
4,57_60_60_60_57_10001,0.470000,6.882457,14.640190,PBDB-T-SF,
4,49_33_33_62_13_13350,1.010000,5.100418,14.484022,PBDB-T-SF,
4,4_9_78_17_27_02461,0.570000,6.333089,14.309210,PBDB-T-SF,
4,2_33_33_62_44_13350,1.110000,4.616954,14.243792,PBDB-T-SF,
4,57_39_57_39_57_13131,0.950000,5.046519,14.154503,PBDB-T-SF,
4,35_37_82_34_5_10235,0.520000,6.336630,14.101336,PBDB-T-SF,
4,58_24_44_17_58_13024,1.060000,4.662756,14.094112,PBDB-T-SF,
4,50_50_33_62_18_11350,0.610000,5.976578,13.988494,PBDB-T-SF,
4,43_22_59_70_59_01323,0.730000,5.482048,13.818126,PBDB-T-SF,
4,57_57_39_65_60_11350,0.780000,5.257765,13.722039,PBDB-T-SF,
4,9_9_45_49_13_11350,0.600000,5.523432,13.321963,PBDB-T-SF,
4,49_13_82_66_65_10235,0.590000,5.488569,13.231405,PBDB-T-SF,
4,35_34_37_82_58_13024,0.550000,4.798067,12.110385,PBDB-T-SF,
4,56_59_56_59_56_13131,0.870000,3.515917,11.706464,PBDB-T-SF,
4,57_29_57_29_57_13131,0.430000,4.385549,11.031748,PBDB-T-SF,
4,18_16_16_16_18_01110,0.590000,3.609708,10.644215,PBDB-T-SF,
4,27_15_27_15_27_13131,0.440000,2.876075,8.995752,PBDB-T-SF,
5,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
5,57_39_45_49_9_13579,1.250000,6.379227,17.266142,PBDB-T-SF,
5,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
5,50_18_35_18_50_10201,0.360000,8.031208,15.753970,PBDB-T-SF,
5,49_13_82_34_5_10235,0.780000,6.654398,15.645203,PBDB-T-SF,
5,50_18_18_18_50_10001,0.530000,7.378164,15.578078,PBDB-T-SF,
5,9_45_49_25_15_13579,0.840000,6.408858,15.562394,PBDB-T-SF,
5,27_4_62_9_78_10324,0.670000,6.808251,15.389008,PBDB-T-SF,
5,57_39_63_21_57_13021,0.630000,6.892487,15.334802,PBDB-T-SF,
5,57_60_39_21_78_10324,0.780000,6.417634,15.319178,PBDB-T-SF,
5,2_2_33_62_44_11350,1.080000,5.456739,15.272526,PBDB-T-SF,
5,57_39_60_21_57_13021,0.710000,6.597516,15.269026,PBDB-T-SF,
5,49_13_13_13_49_10001,0.740000,6.486234,15.243441,PBDB-T-SF,
5,17_1_35_1_17_10201,0.530000,7.128794,15.234696,PBDB-T-SF,
5,2_33_44_21_2_13021,0.710000,6.425368,15.031978,PBDB-T-SF,
5,50_0_15_0_50_13531,0.840000,5.892412,14.851248,PBDB-T-SF,
5,2_2_33_39_44_11350,1.380000,4.147927,14.746792,PBDB-T-SF,
5,49_49_39_65_13_11350,0.930000,5.521327,14.723214,PBDB-T-SF,
5,57_60_60_60_57_10001,0.470000,6.882457,14.640190,PBDB-T-SF,
5,2_44_35_44_2_10201,0.180000,7.777497,14.638710,PBDB-T-SF,
5,49_33_33_62_13_13350,1.010000,5.100418,14.484022,PBDB-T-SF,
5,49_13_39_21_78_10324,0.650000,6.141175,14.385344,PBDB-T-SF,
5,27_4_9_4_27_10201,0.410000,6.739340,14.187817,PBDB-T-SF,
5,49_39_39_65_13_13350,1.000000,4.717168,13.913737,PBDB-T-SF,
5,2_44_33_21_78_10324,0.460000,6.373455,13.896744,PBDB-T-SF,
5,49_39_39_65_0_13350,1.170000,4.079261,13.758689,PBDB-T-SF,
5,49_13_35_13_49_10201,0.310000,6.685744,13.688516,PBDB-T-SF,
5,57_11_49_25_15_13579,0.570000,5.358510,12.967215,PBDB-T-SF,
5,30_37_60_30_21_13012,0.600000,5.101092,12.740401,PBDB-T-SF,
5,27_27_62_33_4_11350,0.450000,5.263375,12.325614,PBDB-T-SF,
5,35_18_18_18_35_10001,0.490000,5.024539,12.166937,PBDB-T-SF,
5,27_62_27_62_27_13131,0.310000,4.202887,10.269622,PBDB-T-SF,
6,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
6,57_39_45_49_9_13579,1.250000,6.379227,17.266142,PBDB-T-SF,
6,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
6,57_39_45_49_57_13579,1.140000,5.981358,16.250227,PBDB-T-SF,
6,57_39_63_28_57_13021,0.960000,6.532370,16.243069,PBDB-T-SF,
6,50_18_35_18_50_10201,0.360000,8.031208,15.753970,PBDB-T-SF,
6,49_13_82_34_5_10235,0.780000,6.654398,15.645203,PBDB-T-SF,
6,50_18_18_18_50_10001,0.530000,7.378164,15.578078,PBDB-T-SF,
6,9_45_49_25_15_13579,0.840000,6.408858,15.562394,PBDB-T-SF,
6,27_4_62_9_78_10324,0.670000,6.808251,15.389008,PBDB-T-SF,
6,57_39_63_21_57_13021,0.630000,6.892487,15.334802,PBDB-T-SF,
6,57_60_39_21_78_10324,0.780000,6.417634,15.319178,PBDB-T-SF,
6,2_44_21_44_2_10201,0.460000,7.377864,15.279815,PBDB-T-SF,
6,2_2_33_62_44_11350,1.080000,5.456739,15.272526,PBDB-T-SF,
6,57_39_60_21_57_13021,0.710000,6.597516,15.269026,PBDB-T-SF,
6,49_13_13_13_49_10001,0.740000,6.486234,15.243441,PBDB-T-SF,
6,17_38_38_38_17_10001,0.720000,6.547472,15.242665,PBDB-T-SF,
6,17_1_35_1_17_10201,0.530000,7.128794,15.234696,PBDB-T-SF,
6,49_13_82_13_49_10201,0.540000,7.071594,15.198481,PBDB-T-SF,
6,57_63_21_39_49_10235,0.480000,7.221287,15.149309,PBDB-T-SF,
6,2_33_44_21_2_13021,0.710000,6.425368,15.031978,PBDB-T-SF,
6,27_4_4_4_27_10001,0.310000,7.605931,14.955614,PBDB-T-SF,
6,50_0_15_0_50_13531,0.840000,5.892412,14.851248,PBDB-T-SF,
6,17_1_1_1_17_10001,0.320000,7.397881,14.711678,PBDB-T-SF,
6,57_60_60_60_57_10001,0.470000,6.882457,14.640190,PBDB-T-SF,
6,49_13_34_82_78_10324,0.490000,6.568528,14.293009,PBDB-T-SF,
6,50_39_18_21_50_13021,0.440000,6.677373,14.230140,PBDB-T-SF,
6,40_63_21_63_40_10201,0.550000,6.318719,14.204323,PBDB-T-SF,
6,27_62_0_62_27_13531,0.880000,4.944768,13.716541,PBDB-T-SF,
6,39_0_30_39_50_01203,0.790000,4.529599,12.761904,PBDB-T-SF,
6,9_76_64_76_9_10201,0.160000,5.945863,12.031450,PBDB-T-SF,
6,57_57_39_33_60_11350,0.610000,4.263849,11.630066,PBDB-T-SF,
7,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
7,57_39_45_49_9_13579,1.250000,6.379227,17.266142,PBDB-T-SF,
7,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
7,9_60_45_78_11_10324,1.170000,6.112750,16.558803,PBDB-T-SF,
7,12_4_9_4_12_10201,0.360000,8.609822,16.550722,PBDB-T-SF,
7,57_44_45_44_57_10201,0.540000,8.012126,16.493594,PBDB-T-SF,
7,57_39_45_49_57_13579,1.140000,5.981358,16.250227,PBDB-T-SF,
7,57_39_63_28_57_13021,0.960000,6.532370,16.243069,PBDB-T-SF,
7,49_34_13_82_49_13021,0.820000,6.825581,16.051122,PBDB-T-SF,
7,57_44_63_21_57_13021,0.570000,7.392290,15.767730,PBDB-T-SF,
7,50_18_35_18_50_10201,0.360000,8.031208,15.753970,PBDB-T-SF,
7,49_13_82_34_5_10235,0.780000,6.654398,15.645203,PBDB-T-SF,
7,49_13_21_13_49_10201,0.780000,6.611959,15.586763,PBDB-T-SF,
7,50_18_18_18_50_10001,0.530000,7.378164,15.578078,PBDB-T-SF,
7,9_45_49_25_15_13579,0.840000,6.408858,15.562394,PBDB-T-SF,
7,57_18_18_18_57_10001,0.470000,7.487016,15.472667,PBDB-T-SF,
7,27_4_62_9_78_10324,0.670000,6.808251,15.389008,PBDB-T-SF,
7,53_39_45_49_9_13579,1.220000,5.096473,15.372140,PBDB-T-SF,
7,57_39_63_21_57_13021,0.630000,6.892487,15.334802,PBDB-T-SF,
7,57_60_39_21_78_10324,0.780000,6.417634,15.319178,PBDB-T-SF,
7,2_44_21_44_2_10201,0.460000,7.377864,15.279815,PBDB-T-SF,
7,2_2_33_62_44_11350,1.080000,5.456739,15.272526,PBDB-T-SF,
7,57_39_60_21_57_13021,0.710000,6.597516,15.269026,PBDB-T-SF,
7,30_60_60_60_30_10001,0.440000,7.429906,15.266377,PBDB-T-SF,
7,49_13_13_13_49_10001,0.740000,6.486234,15.243441,PBDB-T-SF,
7,2_33_62_39_57_13579,1.000000,5.532676,15.036692,PBDB-T-SF,
7,70_44_33_21_78_10324,0.630000,6.426765,14.693502,PBDB-T-SF,
7,18_39_63_26_18_13021,1.220000,4.101937,14.002664,PBDB-T-SF,
7,2_33_57_39_57_13579,0.850000,4.946968,13.591922,PBDB-T-SF,
7,49_39_13_21_49_13021,0.570000,5.788308,13.559046,PBDB-T-SF,
7,22_22_39_33_63_11350,0.780000,3.674220,11.541498,PBDB-T-SF,
8,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
8,57_39_45_49_9_13579,1.250000,6.379227,17.266142,PBDB-T-SF,
8,55_44_44_45_55_13021,0.980000,7.073711,17.073597,PBDB-T-SF,
8,57_63_63_63_57_10001,0.210000,9.447253,17.065614,PBDB-T-SF,
8,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
8,9_60_45_78_11_10324,1.170000,6.112750,16.558803,PBDB-T-SF,
8,12_4_9_4_12_10201,0.360000,8.609822,16.550722,PBDB-T-SF,
8,57_44_45_44_57_10201,0.540000,8.012126,16.493594,PBDB-T-SF,
8,57_39_45_49_57_13579,1.140000,5.981358,16.250227,PBDB-T-SF,
8,57_39_63_28_57_13021,0.960000,6.532370,16.243069,PBDB-T-SF,
8,49_34_82_34_49_10201,0.680000,7.294761,16.101483,PBDB-T-SF,
8,49_34_13_82_49_13021,0.820000,6.825581,16.051122,PBDB-T-SF,
8,50_45_49_25_15_13579,0.920000,6.422335,15.921352,PBDB-T-SF,
8,57_44_63_21_57_13021,0.570000,7.392290,15.767730,PBDB-T-SF,
8,50_18_35_18_50_10201,0.360000,8.031208,15.753970,PBDB-T-SF,
8,49_13_82_34_5_10235,0.780000,6.654398,15.645203,PBDB-T-SF,
8,49_13_21_13_49_10201,0.780000,6.611959,15.586763,PBDB-T-SF,
8,50_18_18_18_50_10001,0.530000,7.378164,15.578078,PBDB-T-SF,
8,9_45_49_25_15_13579,0.840000,6.408858,15.562394,PBDB-T-SF,
8,57_18_18_18_57_10001,0.470000,7.487016,15.472667,PBDB-T-SF,
8,57_22_10_22_57_10201,0.400000,7.550925,15.262820,PBDB-T-SF,
8,49_13_13_13_49_10001,0.740000,6.486234,15.243441,PBDB-T-SF,
8,49_13_82_13_49_10201,0.540000,7.071594,15.198481,PBDB-T-SF,
8,49_13_34_13_49_10201,0.570000,6.913680,15.108683,PBDB-T-SF,
8,57_44_39_45_57_13579,0.930000,5.773641,15.070650,PBDB-T-SF,
8,49_34_49_34_49_13131,0.880000,5.872172,14.993578,PBDB-T-SF,
8,57_58_82_58_57_10201,0.750000,5.773880,14.305080,PBDB-T-SF,
8,57_39_13_79_57_13021,0.590000,5.739145,13.576449,PBDB-T-SF,
8,56_34_60_21_56_13021,0.950000,4.431078,13.307041,PBDB-T-SF,
8,63_39_39_28_57_01123,0.730000,4.981440,13.128789,PBDB-T-SF,
8,13_13_34_82_13_00120,0.360000,5.066461,11.671513,PBDB-T-SF,
8,31_39_45_39_31_01310,0.560000,4.074612,11.156737,PBDB-T-SF,
9,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
9,57_63_45_63_57_10201,0.440000,9.351989,17.913086,PBDB-T-SF,
9,57_39_45_49_9_13579,1.250000,6.379227,17.266142,PBDB-T-SF,
9,55_44_44_45_55_13021,0.980000,7.073711,17.073597,PBDB-T-SF,
9,57_63_63_63_57_10001,0.210000,9.447253,17.065614,PBDB-T-SF,
9,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
9,11_44_44_45_11_13021,1.170000,6.395602,16.948290,PBDB-T-SF,
9,9_60_45_78_11_10324,1.170000,6.112750,16.558803,PBDB-T-SF,
9,12_4_9_4_12_10201,0.360000,8.609822,16.550722,PBDB-T-SF,
9,57_44_45_49_50_13579,1.080000,6.358907,16.514811,PBDB-T-SF,
9,57_44_45_44_57_10201,0.540000,8.012126,16.493594,PBDB-T-SF,
9,57_44_44_80_57_13021,1.170000,5.902397,16.269148,PBDB-T-SF,
9,57_39_45_49_57_13579,1.140000,5.981358,16.250227,PBDB-T-SF,
9,57_39_63_28_57_13021,0.960000,6.532370,16.243069,PBDB-T-SF,
9,57_60_21_34_5_10235,0.730000,7.151580,16.117072,PBDB-T-SF,
9,49_34_82_34_49_10201,0.680000,7.294761,16.101483,PBDB-T-SF,
9,49_34_13_82_49_13021,0.820000,6.825581,16.051122,PBDB-T-SF,
9,50_45_49_25_15_13579,0.920000,6.422335,15.921352,PBDB-T-SF,
9,57_44_63_21_57_13021,0.570000,7.392290,15.767730,PBDB-T-SF,
9,50_18_35_18_50_10201,0.360000,8.031208,15.753970,PBDB-T-SF,
9,49_13_82_34_5_10235,0.780000,6.654398,15.645203,PBDB-T-SF,
9,55_16_45_16_55_10201,0.860000,6.380026,15.607793,PBDB-T-SF,
9,50_4_47_4_50_10201,0.180000,8.287861,15.341481,PBDB-T-SF,
9,12_4_12_4_12_10101,0.110000,8.431865,15.241924,PBDB-T-SF,
9,49_13_82_13_49_10201,0.540000,7.071594,15.198481,PBDB-T-SF,
9,9_60_60_60_9_10001,0.510000,6.544444,14.344946,PBDB-T-SF,
9,57_21_12_21_57_10201,0.320000,7.101124,14.303044,PBDB-T-SF,
9,44_44_44_44_44_01010,0.880000,5.323887,14.238589,PBDB-T-SF,
9,52_63_63_63_52_10001,0.770000,5.635937,14.200232,PBDB-T-SF,
9,12_4_9_19_62_10235,0.470000,6.421061,14.004847,PBDB-T-SF,
9,63_26_20_24_20_02131,1.130000,3.845347,13.266389,PBDB-T-SF,
9,60_60_34_60_60_00100,0.160000,4.786535,10.435056,PBDB-T-SF,
10,12_4_4_4_12_10001,0.340000,9.954193,18.316821,PBDB-T-SF,
10,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
10,57_63_45_63_57_10201,0.440000,9.351989,17.913086,PBDB-T-SF,
10,63_63_63_63_63_00000,0.480000,8.929486,17.501499,PBDB-T-SF,
10,57_39_45_49_9_13579,1.250000,6.379227,17.266142,PBDB-T-SF,
10,55_44_44_45_55_13021,0.980000,7.073711,17.073597,PBDB-T-SF,
10,57_63_63_63_57_10001,0.210000,9.447253,17.065614,PBDB-T-SF,
10,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
10,11_44_44_45_11_13021,1.170000,6.395602,16.948290,PBDB-T-SF,
10,57_4_68_4_57_10201,0.250000,9.175226,16.861232,PBDB-T-SF,
10,9_60_45_78_11_10324,1.170000,6.112750,16.558803,PBDB-T-SF,
10,12_4_9_4_12_10201,0.360000,8.609822,16.550722,PBDB-T-SF,
10,57_44_45_49_50_13579,1.080000,6.358907,16.514811,PBDB-T-SF,
10,57_44_45_44_57_10201,0.540000,8.012126,16.493594,PBDB-T-SF,
10,57_44_44_80_57_13021,1.170000,5.902397,16.269148,PBDB-T-SF,
10,57_39_45_49_57_13579,1.140000,5.981358,16.250227,PBDB-T-SF,
10,57_39_63_28_57_13021,0.960000,6.532370,16.243069,PBDB-T-SF,
10,30_39_45_49_48_13579,1.050000,6.191085,16.156070,PBDB-T-SF,
10,57_60_21_34_5_10235,0.730000,7.151580,16.117072,PBDB-T-SF,
10,49_34_82_34_49_10201,0.680000,7.294761,16.101483,PBDB-T-SF,
10,12_40_4_9_12_13021,0.690000,6.866782,15.554705,PBDB-T-SF,
10,57_39_44_45_57_13579,1.180000,5.339658,15.536806,PBDB-T-SF,
10,57_44_80_44_57_10201,0.610000,6.978223,15.367760,PBDB-T-SF,
10,57_39_60_21_57_13021,0.710000,6.597516,15.269026,PBDB-T-SF,
10,57_44_39_45_57_13579,0.930000,5.773641,15.070650,PBDB-T-SF,
10,63_45_43_16_57_02413,0.800000,6.082452,14.942733,PBDB-T-SF,
10,35_44_45_49_57_13579,1.250000,4.372985,14.503547,PBDB-T-SF,
10,57_39_57_39_57_13131,0.950000,5.046519,14.154503,PBDB-T-SF,
10,57_57_39_57_57_11311,0.730000,5.479594,13.814748,PBDB-T-SF,
10,9_60_78_60_9_10201,0.090000,6.722386,12.802872,PBDB-T-SF,
10,57_39_39_39_57_13331,0.810000,4.492856,12.796410,PBDB-T-SF,
10,34_34_55_34_34_00100,0.490000,5.415627,12.705465,PBDB-T-SF,
11,51_4_4_4_51_10001,0.260000,11.072204,19.515922,PBDB-T-SF,
11,57_44_63_45_57_13021,0.990000,8.194680,18.659720,PBDB-T-SF,
11,12_4_4_4_12_10001,0.340000,9.954193,18.316821,PBDB-T-SF,
11,30_60_21_60_30_10201,0.970000,7.926339,18.205116,PBDB-T-SF,
11,57_63_45_63_57_10201,0.440000,9.351989,17.913086,PBDB-T-SF,
11,55_44_63_45_55_13021,0.940000,7.629586,17.668836,PBDB-T-SF,
11,63_63_63_63_63_00000,0.480000,8.929486,17.501499,PBDB-T-SF,
11,57_39_45_49_9_13579,1.250000,6.379227,17.266142,PBDB-T-SF,
11,55_44_44_45_55_13021,0.980000,7.073711,17.073597,PBDB-T-SF,
11,57_63_63_63_57_10001,0.210000,9.447253,17.065614,PBDB-T-SF,
11,57_60_21_60_57_10201,0.840000,7.482364,17.040612,PBDB-T-SF,
11,44_45_45_44_44_02200,0.690000,7.930800,17.019858,PBDB-T-SF,
11,11_44_44_45_11_13021,1.170000,6.395602,16.948290,PBDB-T-SF,
11,57_4_68_4_57_10201,0.250000,9.175226,16.861232,PBDB-T-SF,
11,57_63_45_78_11_10324,1.030000,6.716228,16.794093,PBDB-T-SF,
11,9_60_45_78_11_10324,1.170000,6.112750,16.558803,PBDB-T-SF,
11,12_4_9_4_12_10201,0.360000,8.609822,16.550722,PBDB-T-SF,
11,57_44_45_49_50_13579,1.080000,6.358907,16.514811,PBDB-T-SF,
11,57_44_45_44_57_10201,0.540000,8.012126,16.493594,PBDB-T-SF,
11,57_44_44_80_57_13021,1.170000,5.902397,16.269148,PBDB-T-SF,
11,57_39_45_49_57_13579,1.140000,5.981358,16.250227,PBDB-T-SF,
11,57_41_45_49_10_13579,1.180000,5.586784,15.877099,PBDB-T-SF,
11,57_46_21_46_57_10201,1.090000,5.789171,15.772835,PBDB-T-SF,
11,57_44_80_44_57_10201,0.610000,6.978223,15.367760,PBDB-T-SF,
11,11_44_45_44_11_10201,0.550000,6.913627,15.023511,PBDB-T-SF,
11,57_39_45_49_22_13579,0.980000,5.110608,14.370404,PBDB-T-SF,
