gen,filename,deltaHOMO,summedoscs,PCE,
48,51_28_28_28_51_10001,0.63,7.792747,16.57446,2
77,32_13_13_44_45_10023,0.77,7.349018,16.559145,1
7,9_60_45_78_11_10324,1.17,6.11275,16.558803,6
8,9_60_45_78_11_10324,1.17,6.11275,16.558803,6
9,9_60_45_78_11_10324,1.17,6.11275,16.558803,6
10,9_60_45_78_11_10324,1.17,6.11275,16.558803,6
11,9_60_45_78_11_10324,1.17,6.11275,16.558803,6
12,9_60_45_78_11_10324,1.17,6.11275,16.558803,6
64,66_45_63_45_66_10201,0.8,7.255475,16.557986,1
7,12_4_9_4_12_10201,0.36,8.609822,16.550722,5
8,12_4_9_4_12_10201,0.36,8.609822,16.550722,5
9,12_4_9_4_12_10201,0.36,8.609822,16.550722,5
10,12_4_9_4_12_10201,0.36,8.609822,16.550722,5
11,12_4_9_4_12_10201,0.36,8.609822,16.550722,5
15,57_63_44_52_12_10357,0.55,8.018415,16.544804,1
56,63_45_4_45_63_10201,0.4,8.478756,16.540444,1
32,63_63_45_63_63_00200,0.25,8.93998,16.537299,1
23,4_21_4_21_4_02020,0.17,9.186002,16.535671,1
52,26_45_45_45_26_10001,0.77,7.326514,16.528156,1
9,57_44_45_49_50_13579,1.08,6.358907,16.514811,3
10,57_44_45_49_50_13579,1.08,6.358907,16.514811,3
11,57_44_45_49_50_13579,1.08,6.358907,16.514811,3
77,45_19_44_30_60_01243,0.98,6.661723,16.506289,1
67,52_45_44_45_52_10201,1.3,5.669346,16.501386,1
7,57_44_45_44_57_10201,0.54,8.012126,16.493594,7
8,57_44_45_44_57_10201,0.54,8.012126,16.493594,7
9,57_44_45_44_57_10201,0.54,8.012126,16.493594,7
10,57_44_45_44_57_10201,0.54,8.012126,16.493594,7
11,57_44_45_44_57_10201,0.54,8.012126,16.493594,7
13,57_44_45_44_57_10201,0.54,8.012126,16.493594,7
17,57_44_45_44_57_10201,0.54,8.012126,16.493594,7
86,45_9_44_45_24_01204,0.93,6.804961,16.490778,1
51,32_21_4_21_32_10201,0.22,8.996405,16.487346,1
17,30_18_18_18_30_10001,0.44,8.29516,16.457831,1
26,63_9_9_63_63_02200,0.62,7.733367,16.450143,1
80,45_28_45_8_44_13052,0.84,7.047954,16.442428,1
54,26_45_4_45_26_10201,0.64,7.665562,16.441875,1
15,55_63_44_66_45_10352,0.95,6.705954,16.439545,1
84,45_45_60_19_24_11357,1,6.551275,16.439302,1
46,51_51_47_4_45_11302,0.59,7.817887,16.438877,1
99,45_63_54_45_63_02402,0.4,8.404117,16.437666,1
31,4_4_3_4_4_00100,0.19,9.042502,16.423171,1
61,4_45_4_45_4_10201,0.6,7.77118,16.417112,1
30,63_45_63_44_45_02012,0.58,7.817355,16.395594,1
19,51_38_38_38_51_10001,0.68,7.507461,16.39437,1
66,51_7_7_63_42_10023,0.87,6.906971,16.375946,1
12,44_35_35_44_44_02200,0.73,7.332331,16.365966,1
100,5_6_6_63_42_10023,0.7,7.422075,16.361894,1
21,32_63_45_44_44_10233,0.76,7.233007,16.356847,1
92,25_45_73_45_25_10201,0.23,8.869643,16.355344,1
76,45_7_63_7_45_01210,0.91,6.763371,16.348409,1
109,78_28_44_28_78_01210,1.3,5.554011,16.34257,1
112,32_44_45_44_32_13031,0.78,7.158587,16.33947,1
64,4_45_45_45_4_10001,0.65,7.5583,16.336726,1
67,45_27_63_27_45_01210,0.83,7.001006,16.335232,2
79,45_27_63_27_45_01210,0.83,7.001006,16.335232,2
19,4_45_45_4_30_01235,0.85,6.938138,16.333763,1
32,32_63_64_63_32_10201,0.12,9.187419,16.324872,1
56,38_79_63_79_38_10201,0.63,7.609843,16.3226,1
38,40_45_4_45_40_10201,0.59,7.73244,16.321216,1
61,16_45_45_45_16_10001,0.71,7.360835,16.320117,2
89,16_45_45_45_16_10001,0.71,7.360835,16.320117,2
55,45_19_19_44_30_01124,0.95,6.613885,16.312766,1
94,45_46_66_45_51_01305,0.3,8.619386,16.308591,1
37,32_44_64_45_32_13021,0.4,8.3075,16.304624,3
38,32_44_64_45_32_13021,0.4,8.3075,16.304624,3
42,32_44_64_45_32_13021,0.4,8.3075,16.304624,3
65,23_45_4_45_23_10201,0.61,7.656912,16.302315,1
26,4_55_9_55_4_02420,0.6,7.684044,16.297125,1
92,45_27_8_44_35_01324,1.21,5.793825,16.289843,1
40,70_45_43_45_70_10301,0.48,8.043394,16.28135,1
33,63_44_63_44_32_01013,0.67,7.455892,16.28081,1
99,45_45_41_63_74_10324,0.57,7.763346,16.278674,1
9,57_44_44_80_57_13021,1.17,5.902397,16.269148,3
10,57_44_44_80_57_13021,1.17,5.902397,16.269148,3
11,57_44_44_80_57_13021,1.17,5.902397,16.269148,3
52,45_47_45_47_45_01010,0.53,7.878256,16.266705,1
46,54_45_45_45_54_10001,0.61,7.627742,16.262148,1
23,20_4_45_73_4_10240,0.25,8.737143,16.257992,1
80,45_27_27_63_42_01123,0.94,6.600758,16.25214,1
6,57_39_45_49_57_13579,1.14,5.981358,16.250227,6
7,57_39_45_49_57_13579,1.14,5.981358,16.250227,6
8,57_39_45_49_57_13579,1.14,5.981358,16.250227,6
9,57_39_45_49_57_13579,1.14,5.981358,16.250227,6
10,57_39_45_49_57_13579,1.14,5.981358,16.250227,6
11,57_39_45_49_57_13579,1.14,5.981358,16.250227,6
20,30_4_14_21_55_10324,0.63,7.554729,16.246708,1
64,62_45_63_45_62_10201,0.68,7.400122,16.246565,1
6,57_39_63_28_57_13021,0.96,6.53237,16.243069,5
7,57_39_63_28_57_13021,0.96,6.53237,16.243069,5
8,57_39_63_28_57_13021,0.96,6.53237,16.243069,5
9,57_39_63_28_57_13021,0.96,6.53237,16.243069,5
10,57_39_63_28_57_13021,0.96,6.53237,16.243069,5
110,45_79_63_79_45_10201,0.61,7.613747,16.242876,1
115,45_57_61_45_63_13502,0.49,7.98221,16.239649,1
30,38_4_48_40_45_10352,0.32,8.501458,16.231304,1
12,57_39_63_25_57_13021,1.14,5.96713,16.230635,1
68,45_4_12_4_45_02120,0.24,8.746012,16.227655,1
60,42_42_25_45_75_11302,1.18,5.838677,16.223954,1
55,32_26_26_26_32_10001,1.18,5.835576,16.219684,1
76,42_45_57_45_42_10201,0.23,8.76991,16.218012,1
109,51_0_44_0_51_10201,1.17,5.863074,16.215,1
16,12_38_45_38_12_10201,0.62,7.558445,16.209276,1
100,29_73_63_73_29_10201,1.12,6.011807,16.207055,1
44,32_54_19_54_32_10201,0.98,6.441309,16.202778,1
30,32_50_4_50_32_10201,0.46,8.047339,16.201683,1
58,32_21_21_21_32_10001,0.38,8.294449,16.201553,1
26,4_45_43_24_7_02135,0.25,8.690181,16.193326,1
28,68_68_45_68_68_00200,0.46,8.037653,16.188345,1
12,55_55_44_55_55_11011,1.32,5.378388,16.185837,1
46,4_48_4_45_49_01024,0.34,8.395308,16.170236,1
21,63_45_44_45_63_02120,0.39,8.238323,16.166817,1
10,30_39_45_49_48_13579,1.05,6.191085,16.15607,1
35,32_63_44_45_51_10324,0.61,7.548843,16.153504,1
31,32_48_55_48_32_13531,0.65,7.420857,16.147466,1
98,45_45_29_45_45_00100,0.33,8.39185,16.122924,1
50,64_45_4_45_64_10201,0.41,8.144307,16.122458,1
9,57_60_21_34_5_10235,0.73,7.15158,16.117072,2
10,57_60_21_34_5_10235,0.73,7.15158,16.117072,2
51,45_19_65_19_45_02120,0.58,7.612952,16.114131,1
66,43_49_49_63_42_10023,0.78,6.994562,16.113608,1
55,45_44_51_44_45_02420,0.62,7.488806,16.113383,1
58,47_45_45_45_47_10001,0.53,7.763104,16.108141,1
17,30_44_4_21_30_13021,0.28,8.533343,16.10501,2
21,30_44_4_21_30_13021,0.28,8.533343,16.10501,2
73,5_50_5_50_5_13131,0.88,6.677409,16.102389,1
22,30_3_45_3_30_10201,0.57,7.634775,16.101631,1
8,49_34_82_34_49_10201,0.68,7.294761,16.101483,3
9,49_34_82_34_49_10201,0.68,7.294761,16.101483,3
10,49_34_82_34_49_10201,0.68,7.294761,16.101483,3
21,51_51_45_51_51_11311,0.84,6.792419,16.090558,1
13,30_54_30_54_30_13131,0.57,7.624284,16.087186,1
71,68_45_63_45_68_10201,0.77,7.0023,16.081713,2
94,68_45_63_45_68_10201,0.77,7.0023,16.081713,2
59,51_65_31_31_9_13557,1.02,6.22194,16.070907,1
38,63_63_18_63_63_00200,0.22,8.692887,16.069401,1
7,49_34_13_82_49_13021,0.82,6.825581,16.051122,3
8,49_34_13_82_49_13021,0.82,6.825581,16.051122,3
9,49_34_13_82_49_13021,0.82,6.825581,16.051122,3
109,45_6_63_6_60_01214,0.8,6.884483,16.047129,1
57,45_45_63_45_45_00100,0.15,8.887377,16.039365,1
110,42_56_45_9_63_13052,0.77,6.968347,16.034961,1
74,45_49_5_5_45_01223,0.32,8.358767,16.034818,1
38,51_4_45_48_22_10235,0.36,8.234385,16.033744,1
48,64_45_45_45_45_01211,0.58,7.554572,16.033742,1
29,32_4_32_75_72_10124,0.79,6.892046,16.014994,1
77,32_1_45_44_40_13024,0.97,6.334051,16.012535,1
77,60_47_45_44_29_13025,0.95,6.390955,16.005792,1
35,61_4_45_4_61_10201,0.35,8.237233,15.995116,1
86,38_45_51_51_44_10332,0.79,6.868912,15.983138,1
37,35_45_4_45_35_10201,0.62,7.393712,15.982438,2
59,35_45_4_45_35_10201,0.62,7.393712,15.982438,2
16,32_40_63_8_40_13023,1.31,5.260919,15.981532,1
66,43_33_33_45_63_13302,0.91,6.495699,15.979824,1
15,4_4_61_39_61_00212,0.32,8.310224,15.967976,1
57,45_21_48_21_45_02420,0.13,8.893618,15.962859,1
17,51_26_26_26_51_10001,1.17,5.677056,15.958852,1
68,45_45_6_45_45_00100,0,9.290668,15.956447,1
22,10_4_45_4_10_10201,0.35,8.206918,15.953372,1
29,63_4_70_32_32_02461,0.4,8.047131,15.946096,1
75,61_45_45_45_61_10001,0.43,7.950277,15.940378,1
54,45_23_45_23_45_02020,0.65,7.268672,15.937908,1
25,37_4_45_4_37_10201,0.32,8.286558,15.935386,1
40,51_56_4_56_32_13035,0.61,7.389464,15.934038,1
78,42_12_12_12_42_10001,0.71,7.080202,15.933685,1
21,51_50_21_50_51_10201,0.51,7.69282,15.92626,1
8,50_45_49_25_15_13579,0.92,6.422335,15.921352,2
9,50_45_49_25_15_13579,0.92,6.422335,15.921352,2
103,30_56_45_30_63_13012,0.71,7.071068,15.921107,1
109,45_44_1_4_45_02130,1.38,4.998173,15.91758,1
45,4_45_49_11_51_02135,0.4,8.025501,15.916312,1
50,51_39_45_39_51_10201,0.82,6.721355,15.907602,1
90,51_2_51_2_51_13131,1.23,5.449396,15.900664,1
15,4_10_0_4_30_01305,0.4,8.007159,15.891055,1
99,45_42_45_42_45_01010,0.6,7.383879,15.883798,2
115,45_42_45_42_45_01010,0.6,7.383879,15.883798,2
77,42_39_39_44_45_10023,1.04,6.024089,15.883567,1
67,38_32_63_32_38_10201,0.84,6.640443,15.881287,1
11,57_41_45_49_10_13579,1.18,5.586784,15.877099,1
104,42_45_20_45_45_13500,0.46,7.809979,15.874838,1
79,45_63_64_5_64_02131,0.71,7.035934,15.872727,1
19,32_63_78_63_45_10203,0.06,9.042947,15.870635,1
17,30_30_44_4_4_11300,0.37,8.079587,15.863137,1
44,45_4_63_4_45_02120,0.14,8.780963,15.850282,1
82,32_47_63_47_32_10201,0.78,6.80172,15.848064,1
54,1_45_45_45_1_10001,0.58,7.415228,15.841865,2
79,1_45_45_45_1_10001,0.58,7.415228,15.841865,2
77,22_45_45_45_22_10001,0.61,7.315211,15.831792,1
104,38_38_61_38_38_11311,1.18,5.552851,15.830372,1
53,29_45_19_45_29_10201,0.94,6.293277,15.82874,1
22,32_53_53_53_32_10001,0.69,7.059264,15.819753,1
41,20_45_45_45_20_10001,0.63,7.244292,15.819237,1
83,73_63_33_63_73_02420,0.53,7.548905,15.813188,1
56,43_44_45_59_0_13057,0.78,6.771885,15.806982,1
22,38_4_30_48_45_10352,0.3,8.241615,15.7884,1
47,45_4_45_28_28_02044,0.3,8.236379,15.78119,1
48,32_32_32_63_44_11103,1.15,5.608578,15.779458,1
87,45_2_2_44_42_10023,0.83,6.592706,15.773002,1
69,5_3_63_3_5_10201,0.89,6.407254,15.772935,1
11,57_46_21_46_57_10201,1.09,5.789171,15.772835,1
57,69_45_4_45_69_10201,0.22,8.474706,15.768966,1
7,57_44_63_21_57_13021,0.57,7.39229,15.76773,3
8,57_44_63_21_57_13021,0.57,7.39229,15.76773,3
9,57_44_63_21_57_13021,0.57,7.39229,15.76773,3
95,45_45_14_12_8_10243,0.78,6.740433,15.763673,1
43,63_18_63_18_63_02020,0.34,8.095492,15.757389,1
14,12_45_4_21_12_13021,0.32,8.15726,15.757344,1
70,51_51_45_51_51_11011,0.47,7.692768,15.755989,2
97,51_51_45_51_51_11011,0.47,7.692768,15.755989,2
4,50_18_35_18_50_10201,0.36,8.031208,15.75397,6
5,50_18_35_18_50_10201,0.36,8.031208,15.75397,6
6,50_18_35_18_50_10201,0.36,8.031208,15.75397,6
7,50_18_35_18_50_10201,0.36,8.031208,15.75397,6
8,50_18_35_18_50_10201,0.36,8.031208,15.75397,6
9,50_18_35_18_50_10201,0.36,8.031208,15.75397,6
72,38_45_63_45_38_10301,0.04,9.01364,15.745178,1
27,35_45_35_45_35_02020,0.19,8.54947,15.744267,1
30,58_4_45_4_58_10201,0.3,8.20872,15.743104,1
73,43_43_45_43_43_11311,0.74,6.848657,15.742498,1
105,45_28_46_28_45_01310,0.32,8.14534,15.740929,1
90,45_63_71_63_45_02420,0.38,7.957718,15.737874,1
104,5_50_63_50_5_10201,0.66,7.089076,15.733155,1
83,5_63_45_63_5_13031,0.82,6.592227,15.729793,1
33,32_28_28_28_32_10001,0.69,6.981326,15.712433,1
30,32_24_24_24_32_10001,0.85,6.484506,15.709111,1
18,4_16_16_4_4_02200,0.51,7.52989,15.701906,1
15,30_44_4_25_30_13021,0.65,7.097138,15.701705,1
45,51_81_4_81_51_10201,0.69,6.972863,15.700779,2
62,51_81_4_81_51_10201,0.69,6.972863,15.700779,2
13,51_61_51_65_4_13150,0.67,7.0321,15.697249,1
55,6_45_45_45_6_10001,0.75,6.783767,15.695694,2
91,6_45_45_45_6_10001,0.75,6.783767,15.695694,2
32,51_51_4_51_51_11011,0.55,7.392946,15.683534,1
28,32_7_64_7_32_10201,0.6,7.236083,15.680282,1
53,51_45_19_19_6_10223,0.87,6.399825,15.677605,1
34,16_63_63_63_16_10001,0.55,7.384443,15.671824,1
102,45_63_10_32_74_02134,1.03,5.899403,15.669325,1
28,4_2_45_5_21_01246,0.44,7.721756,15.668254,1
26,32_28_4_21_73_13052,0.74,6.793877,15.667065,1
3,49_13_82_34_5_10235,0.78,6.654398,15.645203,7
4,49_13_82_34_5_10235,0.78,6.654398,15.645203,7
5,49_13_82_34_5_10235,0.78,6.654398,15.645203,7
6,49_13_82_34_5_10235,0.78,6.654398,15.645203,7
7,49_13_82_34_5_10235,0.78,6.654398,15.645203,7
8,49_13_82_34_5_10235,0.78,6.654398,15.645203,7
9,49_13_82_34_5_10235,0.78,6.654398,15.645203,7
32,38_0_45_4_62_13025,0.47,7.606076,15.636613,1
115,45_44_44_66_66_02211,1.27,5.133742,15.63621,1
111,42_57_57_57_42_13331,0.8,6.577205,15.624008,1
65,45_59_49_44_38_01325,0.59,7.223064,15.619806,1
82,42_48_48_48_42_10001,0.29,8.148533,15.617677,1
12,10_4_4_4_10_10001,0.32,8.053881,15.614991,1
9,55_16_45_16_55_10201,0.86,6.380026,15.607793,1
114,5_45_26_52_63_10352,0.27,8.20313,15.607757,1
20,54_45_45_54_54_02200,0.85,6.40178,15.595198,1
7,49_13_21_13_49_10201,0.78,6.611959,15.586763,2
8,49_13_21_13_49_10201,0.78,6.611959,15.586763,2
82,38_66_38_27_45_13150,1.27,5.092269,15.579101,1
87,61_73_63_73_61_10201,0.4,7.780531,15.578988,1
1,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
2,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
3,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
4,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
5,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
6,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
7,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
8,50_18_18_18_50_10001,0.53,7.378164,15.578078,8
1,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
2,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
3,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
4,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
5,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
6,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
7,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
8,9_45_49_25_15_13579,0.84,6.408858,15.562394,8
50,32_0_19_0_32_10201,1.05,5.759634,15.561963,1
42,45_59_77_61_18_01246,0.69,6.867571,15.555792,1
10,12_40_4_9_12_13021,0.69,6.866782,15.554705,1
96,62_45_45_45_62_10001,0.44,7.638477,15.553579,1
35,32_63_65_32_74_10312,0.87,6.30592,15.548298,1
104,42_17_17_17_42_10001,0.47,7.537809,15.54261,1
35,38_39_45_4_56_13025,0.52,7.38208,15.540921,1
57,45_45_51_55_61_00123,0.77,6.607984,15.538741,1
10,57_39_44_45_57_13579,1.18,5.339658,15.536806,1
53,45_46_45_46_45_02020,0.51,7.408651,15.534959,1
35,4_45_6_71_45_02142,0.44,7.612251,15.517466,1
59,45_56_63_12_52_01234,0.99,5.909973,15.51368,1
55,32_65_46_65_32_13531,0.25,8.196542,15.513585,1
30,32_32_54_32_32_11311,0.8,6.494718,15.510424,1
97,65_45_45_45_65_10001,0.45,7.572913,15.505848,1
38,51_60_60_60_51_10001,0.46,7.534932,15.496098,1
54,38_2_5_39_45_13570,0.89,6.196903,15.483282,1
34,34_44_4_45_34_13021,0.59,7.117707,15.474729,1
7,57_18_18_18_57_10001,0.47,7.487016,15.472667,2
8,57_18_18_18_57_10001,0.47,7.487016,15.472667,2
29,32_64_74_64_32_10201,0.28,8.050429,15.440037,1
91,42_45_66_45_42_10201,0.12,8.54336,15.438003,1
14,12_12_4_12_12_11011,0.9,6.132936,15.43775,1
39,51_4_55_67_55_10323,0.53,7.275397,15.436568,1
107,45_20_2_44_82_01324,1.07,5.598802,15.425596,1
12,55_63_44_29_11_10324,0.6,7.04758,15.420714,1
21,51_1_64_1_51_13531,0.82,6.367434,15.420254,1
50,3_45_21_45_3_10201,0.74,6.614181,15.419623,1
13,57_63_55_63_57_10301,0.54,7.230716,15.417592,1
63,68_45_45_45_68_10001,0.52,7.292324,15.417326,1
14,57_63_57_63_57_10101,0.47,7.445111,15.414964,1
74,45_4_63_71_32_01243,1.14,5.362553,15.398132,1
1,27_4_62_9_78_10324,0.67,6.808251,15.389008,7
2,27_4_62_9_78_10324,0.67,6.808251,15.389008,7
3,27_4_62_9_78_10324,0.67,6.808251,15.389008,7
4,27_4_62_9_78_10324,0.67,6.808251,15.389008,7
5,27_4_62_9_78_10324,0.67,6.808251,15.389008,7
6,27_4_62_9_78_10324,0.67,6.808251,15.389008,7
7,27_4_62_9_78_10324,0.67,6.808251,15.389008,7
13,57_63_78_63_57_10201,0.12,8.506421,15.387138,1
7,53_39_45_49_9_13579,1.22,5.096473,15.37214,1
10,57_44_80_44_57_10201,0.61,6.978223,15.36776,2
11,57_44_80_44_57_10201,0.61,6.978223,15.36776,2
45,32_33_33_33_32_10001,1.04,5.646337,15.363403,1
109,30_45_39_21_63_10352,0.54,7.187961,15.358719,1
44,45_12_19_12_45_01210,0.65,6.847416,15.357838,1
70,45_36_45_36_45_01010,0.77,6.471025,15.350148,1
48,45_12_27_63_1_01324,0.96,5.883579,15.349684,1
9,50_4_47_4_50_10201,0.18,8.287861,15.341481,1
5,57_39_63_21_57_13021,0.63,6.892487,15.334802,3
6,57_39_63_21_57_13021,0.63,6.892487,15.334802,3
7,57_39_63_21_57_13021,0.63,6.892487,15.334802,3
50,45_43_4_27_38_01243,0.54,7.166348,15.328957,1
37,82_82_4_82_82_00200,0.25,8.058164,15.323038,1
4,57_60_39_21_78_10324,0.78,6.417634,15.319178,4
5,57_60_39_21_78_10324,0.78,6.417634,15.319178,4
6,57_60_39_21_78_10324,0.78,6.417634,15.319178,4
7,57_60_39_21_78_10324,0.78,6.417634,15.319178,4
45,4_59_0_59_4_01310,0.58,7.025696,15.30548,1
102,45_0_46_0_45_01310,0.37,7.672495,15.302572,1
15,55_44_60_45_55_13021,0.48,7.328814,15.297374,1
65,51_14_51_14_51_13131,0.96,5.841922,15.292323,1
45,32_3_3_3_32_10001,0.73,6.550078,15.288804,1
6,2_44_21_44_2_10201,0.46,7.377864,15.279815,2
7,2_44_21_44_2_10201,0.46,7.377864,15.279815,2
3,2_2_33_62_44_11350,1.08,5.456739,15.272526,5
4,2_2_33_62_44_11350,1.08,5.456739,15.272526,5
5,2_2_33_62_44_11350,1.08,5.456739,15.272526,5
6,2_2_33_62_44_11350,1.08,5.456739,15.272526,5
7,2_2_33_62_44_11350,1.08,5.456739,15.272526,5
35,38_13_45_53_4_13052,0.33,7.772571,15.270176,1
2,57_39_60_21_57_13021,0.71,6.597516,15.269026,7
3,57_39_60_21_57_13021,0.71,6.597516,15.269026,7
4,57_39_60_21_57_13021,0.71,6.597516,15.269026,7
5,57_39_60_21_57_13021,0.71,6.597516,15.269026,7
6,57_39_60_21_57_13021,0.71,6.597516,15.269026,7
7,57_39_60_21_57_13021,0.71,6.597516,15.269026,7
10,57_39_60_21_57_13021,0.71,6.597516,15.269026,7
7,30_60_60_60_30_10001,0.44,7.429906,15.266377,3
16,30_60_60_60_30_10001,0.44,7.429906,15.266377,3
17,30_60_60_60_30_10001,0.44,7.429906,15.266377,3
49,24_44_45_63_24_13021,0.64,6.809451,15.26301,1
8,57_22_10_22_57_10201,0.4,7.550925,15.26282,1
47,38_45_81_45_38_10201,0.22,8.096661,15.248398,1
1,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
2,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
3,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
4,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
5,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
6,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
7,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
8,49_13_13_13_49_10001,0.74,6.486234,15.243441,8
6,17_38_38_38_17_10001,0.72,6.547472,15.242665,1
79,45_21_57_57_44_01332,0.88,6.052889,15.242424,1
9,12_4_12_4_12_10101,0.11,8.431865,15.241924,1
30,32_23_4_6_41_13057,0.69,6.63449,15.234839,1
1,17_1_35_1_17_10201,0.53,7.128794,15.234696,6
2,17_1_35_1_17_10201,0.53,7.128794,15.234696,6
3,17_1_35_1_17_10201,0.53,7.128794,15.234696,6
4,17_1_35_1_17_10201,0.53,7.128794,15.234696,6
5,17_1_35_1_17_10201,0.53,7.128794,15.234696,6
6,17_1_35_1_17_10201,0.53,7.128794,15.234696,6
70,42_83_63_83_42_10201,1.1,5.361577,15.226588,1
33,38_8_4_8_38_10201,0.64,6.774498,15.21488,1
12,30_11_60_21_60_13020,0.82,6.218111,15.214635,1
82,45_54_15_54_45_01310,0.55,7.046115,15.205947,1
6,49_13_82_13_49_10201,0.54,7.071594,15.198481,3
8,49_13_82_13_49_10201,0.54,7.071594,15.198481,3
9,49_13_82_13_49_10201,0.54,7.071594,15.198481,3
14,12_44_4_21_12_13021,0.36,7.618583,15.185786,1
79,51_51_36_45_36_11303,0.88,6.008712,15.181593,1
23,51_23_23_23_51_10001,0.95,5.78184,15.16704,1
6,57_63_21_39_49_10235,0.48,7.221287,15.149309,1
69,38_59_44_59_38_10201,0.64,6.719245,15.138797,2
115,38_59_44_59_38_10201,0.64,6.719245,15.138797,2
85,45_65_31_62_81_01234,0.98,5.655801,15.121135,1
20,63_57_52_63_9_01302,0.38,7.50868,15.119549,1
44,45_26_4_49_45_01240,0.58,6.890043,15.118685,1
8,49_13_34_13_49_10201,0.57,6.91368,15.108683,1
74,51_41_45_41_63_13032,0.65,6.664059,15.105355,1
84,32_36_36_36_32_10001,0.94,5.766042,15.102736,1
107,45_55_45_55_45_01010,0.58,6.87606,15.099431,1
35,32_64_43_64_32_10201,0.13,8.260861,15.091552,1
74,45_65_43_65_45_01310,0.45,7.269875,15.088564,1
56,45_21_61_21_45_02120,0.29,7.762435,15.086019,1
28,4_45_58_58_32_02441,0.48,7.173088,15.082939,1
92,45_45_37_45_45_11311,0.46,7.229941,15.076125,1
72,42_33_33_33_42_10001,1.01,5.527964,15.072753,1
8,57_44_39_45_57_13579,0.93,5.773641,15.07065,2
10,57_44_39_45_57_13579,0.93,5.773641,15.07065,2
105,45_44_21_59_59_02416,0.71,6.4498,15.065621,1
26,32_32_16_63_58_11305,0.95,5.700247,15.054686,1
28,18_63_63_63_18_10001,0.66,6.587856,15.042974,1
36,32_25_25_25_32_10001,1.02,5.474766,15.04205,1
7,2_33_62_39_57_13579,1,5.532676,15.036692,1
111,5_31_31_51_42_13357,0.87,5.931886,15.033254,1
3,2_33_44_21_2_13021,0.71,6.425368,15.031978,4
4,2_33_44_21_2_13021,0.71,6.425368,15.031978,4
5,2_33_44_21_2_13021,0.71,6.425368,15.031978,4
6,2_33_44_21_2_13021,0.71,6.425368,15.031978,4
106,45_61_61_61_45_01110,0.69,6.483648,15.02713,1
11,11_44_45_44_11_10201,0.55,6.913627,15.023511,1
41,53_4_45_4_53_10201,0.3,7.684515,15.021274,1
16,4_44_45_44_60_01214,0.58,6.817978,15.019453,1
43,27_64_45_64_27_10201,0.61,6.716739,15.007696,1
97,51_2_2_2_51_10001,1.02,5.447511,15.004519,1
96,51_33_51_33_51_13131,0.85,5.970815,15.001758,1
23,4_42_4_42_4_01010,0.23,7.882665,14.996276,1
8,49_34_49_34_49_13131,0.88,5.872172,14.993578,1
20,38_4_64_5_81_10352,0.38,7.40732,14.979976,1
59,45_45_33_47_4_00132,0.41,7.309069,14.972335,1
15,63_45_63_45_63_01010,0.48,7.091769,14.970962,1
95,45_32_45_32_45_01010,0.49,7.058388,14.967547,1
18,4_54_21_28_21_01232,0.45,7.178233,14.962373,1
6,27_4_4_4_27_10001,0.31,7.605931,14.955614,1
22,30_61_30_61_30_13131,0.57,6.794912,14.94514,1
10,63_45_43_16_57_02413,0.8,6.082452,14.942733,1
14,62_4_4_4_62_10001,0.26,7.747586,14.937922,1
22,30_4_83_4_30_10201,0.14,8.115497,14.933936,1
56,38_31_4_31_38_10201,0.48,7.064247,14.933064,1
88,45_39_39_45_63_01102,0.62,6.627389,14.927211,1
13,30_44_60_21_30_13021,0.38,7.367872,14.925656,2
14,30_44_60_21_30_13021,0.38,7.367872,14.925656,2
27,24_24_24_4_45_11102,0.59,6.718765,14.925385,1
12,57_28_28_28_57_10001,0.63,6.585423,14.911974,1
60,51_48_18_48_51_13531,0.24,7.78103,14.898875,1
12,57_9_60_21_57_13021,0.66,6.482893,14.89844,1
51,16_4_45_4_16_10201,0.31,7.560694,14.893322,1
54,51_20_20_20_51_10001,0.85,5.890213,14.890769,1
42,68_4_4_45_38_10024,0.26,7.710342,14.886638,1
91,51_7_73_7_51_10201,0.55,6.81124,14.882525,1
12,57_63_45_12_11_10324,0.79,6.067904,14.88015,1
52,32_30_30_30_32_13331,0.74,6.220368,14.877344,1
21,4_57_4_69_4_01020,0.33,7.469552,14.852919,1
5,50_0_15_0_50_13531,0.84,5.892412,14.851248,2
6,50_0_15_0_50_13531,0.84,5.892412,14.851248,2
