Unit,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),Delta HOMO,delta LUMO,fund bg,frequency
6,-6.67557861462115,-5.4927269178827,-1.5737976657518,-0.63133134454505,1.1828516967384504,0.94246632120675,3.9189292521308996,2
7,-6.61195839637425,-5.6778187589928,-1.1275309509318001,0.3533126234892,0.9341396373814499,1.4808435744210002,4.550287808061,2
8,-5.86108743730455,-5.66766891236915,-0.57881337139855,0.4723352216979,0.19341852493540035,1.0511485930964501,5.0888555409705996,1
12,-8.9528177953005,-6.4852893989665,-0.9376771174379499,1.87886450354735,2.467528396334001,2.8165416209852996,5.54761228152855,2
13,-6.8641263016325995,-5.4684815738031505,-1.42661128401635,0.47761423039760004,1.395644727829449,1.9042255144139502,4.0418702897868,1
14,-6.8293501515387,-5.4402089447362,-1.3651407651884,0.49804998057015,1.3891412068025,1.86319074575855,4.0750681795478,1
16,-6.92722950356355,-5.5050808866954,-0.23121513876984998,0.5514659294233,1.4221486168681494,0.78268106819315,5.273865747925551,1
18,-6.7928868955717,-5.98326655617905,-1.058522878445,-0.448987853325,0.8096203393926498,0.60953502512,4.92474367773405,1
23,-9.022152404407901,-6.44237704474265,-2.8948559871592003,-1.9037357094830498,2.579775359665251,0.9911202776761505,3.5475210575834497,1
26,-6.7042322030788,-6.3024288914305,-0.39973524638450003,1.28097595122875,0.4018033116483002,1.68071119761325,5.902693645046,1
28,-6.59269273575885,-6.5243105251282,-0.6348960359865999,0.34656419999680005,0.06838221063064953,0.9814602359833999,5.8894144891416005,1
31,-6.740232865499951,-6.2114340198233,-1.74754235929605,-1.167368418645,0.5287988456766506,0.58017394065105,4.46389166052725,4
32,-7.226010511412549,-5.35974487914335,-3.06005630579775,-0.9801268781159501,1.866265632269199,2.0799294276818,2.2996885733456,1
33,-6.3937230882732505,-5.545843541500299,-0.95155492381345,0.43263381090995,0.8478795467729512,1.3841887347233999,4.59428861768685,1
35,-6.3788384606509,-6.10397626026085,-1.6109684177301,0.18832999593105001,0.27486220039005005,1.79929841366115,4.49300784253075,1
37,-6.9743051997000505,-6.34408952194205,-1.46367319045445,0.4241166473893,0.6302156777580006,1.88778983784375,4.8804163314876,2
41,-6.1772837315855496,-4.7829451502385005,-0.73419038003405,-0.3443328664227,1.394338581347049,0.38985751361135,4.04875477020445,1
43,-6.92722950356355,-5.5050808866954,-0.23121513876984998,0.5514659294233,1.4221486168681494,0.78268106819315,5.273865747925551,1
66,-7.08026633308475,-5.81292328576605,-2.44513342643785,-0.9142481149099001,1.2673430473186995,1.5308853115279502,3.3677898593282003,3
70,-7.0697627384554504,-6.25804712241395,-1.57774331658405,-0.1720847990562,0.8117156160415009,1.40565851752785,4.680303805829899,1
72,-5.9893346950451996,-5.38532358109035,-1.79450920989235,0.3612039251537,0.6040111139548499,2.15571313504605,3.5908143711979994,1
79,-6.5961485816602,-6.1963589125056,0.14119987702445,0.2728213465113,0.39978966915460035,0.13162146948685002,6.33755878953005,2
82,-6.47203745444715,-5.38004457239065,-1.71412677845465,-0.47687952300124997,1.0919928820565001,1.2372472554534,3.6659177939360004,1
