,acc_core,acc_core_count
0,5,779
1,28,713
2,0,609
3,23,306
4,30,100
5,8,48
6,14,47
7,13,46
8,19,35
9,7,35
10,34,30
11,38,27
12,31,27
13,26,25
14,10,24
15,1,22
16,17,20
17,35,19
18,27,16
19,6,15
20,37,15
21,18,13
22,15,12
23,25,11
24,22,11
25,33,11
26,39,11
27,20,10
28,3,10
29,40,9
30,32,9
31,41,9
32,12,9
33,42,9
34,4,8
35,2,8
36,16,8
37,29,8
38,24,7
39,11,6
40,21,6
41,36,6
42,9,5
