Unit,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),Delta HOMO,delta LUMO,fund bg,frequency
0,-7.111695482817501,-6.908970664195,-3.33744916499745,-3.2191612741851,0.20272481862250036,0.1182878908123497,3.5715214991975506,609
1,-7.60136435679225,-6.59029813387445,-2.0972358685736,-1.47657138696815,1.0110662229178002,0.6206644816054501,4.49306226530085,22
2,-8.08306029494735,-6.865432448115,-3.39301481326955,-1.2088385694612,1.2176278468323494,2.18417624380835,3.4724176348454505,9
3,-7.711162295469001,-7.16881218003745,-2.4269834326095,-0.9471466794353499,0.5423501154315513,1.4798367531741503,4.74182874742795,11
4,-7.6640321765624,-7.2802428018172005,-2.0829498914223503,-1.5520285577118,0.3837893747451995,0.5309213337105503,5.19729291039485,9
5,-8.2900573010227,-7.373496218383551,-4.33251509350585,-2.6610285554245503,0.9165610826391486,1.6714865380812998,3.0409811248777006,779
6,-6.925406340765201,-6.7737028691114505,-1.7740190369497,-1.75815479946555,0.1517034716537502,0.01586423748415,4.99968383216175,16
7,-7.40756487246615,-7.244949635407351,-2.94827193601235,-0.48528784098169997,0.162615237058799,2.46298409503065,4.296677699395001,35
8,-6.9246172105987505,-6.82317316713235,-2.13329095376485,-0.9535685663071499,0.10144404346640012,1.1797223874577,4.6898822133675,49
9,-7.379346666169299,-6.7855942443783,-2.5007807088651,-0.01330636728945,0.5937524217909989,2.48747434157565,4.2848135355132,6
10,-7.469634041765201,-6.9071747127817,-2.6523481235936,-0.2720050049598,0.5624593289835014,2.3803431186338,4.2548265891881,27
11,-7.80381706156425,-7.019993115199,-1.1347691793551,-0.53935686307605,0.7838239463652501,0.59541231627905,5.8852239358439,6
12,-7.16445835842945,-6.9747677932459,-1.8821570811383999,-0.9808615855123001,0.18969056518355032,0.9012954956260998,5.092610712107501,10
13,-7.001380527824801,-6.688367965594651,-1.7609303607406501,0.29592381241875,0.31301256223015006,2.0568541731594,4.927437604854001,47
14,-6.98143458258315,-6.9533252218265,-0.84314476577425,0.7497280808976,0.028109360756650048,1.59287284667185,6.11018045605225,50
15,-7.782701026765451,-6.898684760646101,-1.57719908888305,-0.96872530778,0.8840162661193496,0.6084737811030501,5.321485671763051,13
