gen,filename,deltaHOMO,summedoscs,PCE,donor
23,279_119_124_175_279_13051,0.240000,6.516735,13.157940,PBDB-T-SF,
23,260_175_175_175_260_13331,0.490000,5.486490,12.803044,PBDB-T-SF,
23,260_205_119_175_260_13571,0.590000,4.898444,12.418804,PBDB-T-SF,
23,260_128_175_72_260_13571,0.300000,3.826525,9.708821,PBDB-T-SF,
24,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
24,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
24,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
24,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
24,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
24,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
24,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
24,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
24,260_175_580_72_260_13051,1.720000,4.879604,17.201011,PBDB-T-SF,
24,260_83_580_86_260_13051,1.340000,6.035799,17.176192,PBDB-T-SF,
24,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
24,260_86_580_217_260_13051,1.570000,5.280479,17.114767,PBDB-T-SF,
24,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
24,158_158_580_158_158_11011,1.500000,5.454155,17.056069,PBDB-T-SF,
24,260_21_580_21_260_13031,1.480000,5.427896,16.934809,PBDB-T-SF,
24,260_86_580_86_260_13031,1.510000,5.282962,16.862885,PBDB-T-SF,
24,260_32_580_86_260_13051,1.350000,5.759337,16.838053,PBDB-T-SF,
24,260_189_580_86_260_13051,1.610000,4.938777,16.814442,PBDB-T-SF,
24,260_189_580_189_260_13031,1.580000,4.954690,16.708705,PBDB-T-SF,
24,260_21_580_86_260_13051,1.520000,5.078384,16.623732,PBDB-T-SF,
24,260_30_580_217_260_13051,1.360000,5.331761,16.291832,PBDB-T-SF,
24,158_189_580_86_158_13051,1.640000,4.422753,16.231527,PBDB-T-SF,
24,260_64_580_21_260_13051,1.290000,5.268770,15.907243,PBDB-T-SF,
24,158_119_580_175_158_13051,1.390000,4.813852,15.706320,PBDB-T-SF,
24,279_211_580_119_279_13051,0.970000,5.954289,15.489602,PBDB-T-SF,
24,260_113_580_175_189_13057,1.390000,4.574258,15.376399,PBDB-T-SF,
24,260_14_580_14_260_13031,1.210000,5.010494,15.211196,PBDB-T-SF,
24,279_119_128_175_279_13051,0.690000,5.966577,14.315123,PBDB-T-SF,
24,260_21_340_86_260_13051,1.110000,4.646332,14.284245,PBDB-T-SF,
24,158_175_801_189_158_13051,0.840000,3.866048,12.060945,PBDB-T-SF,
24,260_175_580_47_529_13024,0.390000,5.176787,11.951083,PBDB-T-SF,
24,279_119_214_189_279_13051,0.190000,5.138991,11.048037,PBDB-T-SF,
25,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
25,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
25,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
25,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
25,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
25,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
25,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
25,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
25,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
25,260_175_580_72_260_13051,1.720000,4.879604,17.201011,PBDB-T-SF,
25,260_83_580_86_260_13051,1.340000,6.035799,17.176192,PBDB-T-SF,
25,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
25,260_86_580_217_260_13051,1.570000,5.280479,17.114767,PBDB-T-SF,
25,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
25,158_158_580_158_158_11011,1.500000,5.454155,17.056069,PBDB-T-SF,
25,260_21_580_21_260_13031,1.480000,5.427896,16.934809,PBDB-T-SF,
25,260_86_580_86_260_13031,1.510000,5.282962,16.862885,PBDB-T-SF,
25,184_119_580_119_184_13031,1.110000,6.418945,16.725134,PBDB-T-SF,
25,260_189_580_189_260_13031,1.580000,4.954690,16.708705,PBDB-T-SF,
25,260_131_580_131_260_13031,1.240000,5.686726,16.270018,PBDB-T-SF,
25,260_21_580_212_260_13051,1.320000,5.383917,16.193450,PBDB-T-SF,
25,260_175_580_83_260_13051,1.240000,5.629947,16.191833,PBDB-T-SF,
25,260_215_580_215_260_13031,1.410000,4.346196,15.147459,PBDB-T-SF,
25,260_21_580_183_632_13024,1.180000,4.803709,14.798804,PBDB-T-SF,
25,269_21_580_21_269_13031,1.460000,3.860447,14.691332,PBDB-T-SF,
25,158_21_580_21_158_13031,1.380000,3.968450,14.499652,PBDB-T-SF,
25,173_175_580_175_173_13031,1.380000,3.356455,13.656935,PBDB-T-SF,
25,55_86_580_86_55_13031,1.420000,3.137198,13.525218,PBDB-T-SF,
25,279_119_129_119_279_13531,0.340000,6.291861,13.273789,PBDB-T-SF,
25,215_175_580_175_215_13031,1.250000,3.355255,13.102133,PBDB-T-SF,
25,580_5_119_119_244_02114,0.260000,6.022377,12.562309,PBDB-T-SF,
25,580_189_203_189_580_01310,0.320000,3.664329,9.570578,PBDB-T-SF,
26,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
26,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
26,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
26,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
26,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
26,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
26,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
26,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
26,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
26,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
26,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
26,260_175_580_72_260_13051,1.720000,4.879604,17.201011,PBDB-T-SF,
26,260_83_580_86_260_13051,1.340000,6.035799,17.176192,PBDB-T-SF,
26,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
26,260_86_580_217_260_13051,1.570000,5.280479,17.114767,PBDB-T-SF,
26,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
26,158_158_580_158_158_11011,1.500000,5.454155,17.056069,PBDB-T-SF,
26,260_21_580_21_260_13031,1.480000,5.427896,16.934809,PBDB-T-SF,
26,34_175_580_160_34_13051,1.400000,5.669846,16.927575,PBDB-T-SF,
26,231_21_580_21_231_13031,1.410000,5.584163,16.852139,PBDB-T-SF,
26,260_189_580_189_260_13031,1.580000,4.954690,16.708705,PBDB-T-SF,
26,260_175_580_131_260_13051,1.350000,5.570958,16.578656,PBDB-T-SF,
26,279_160_580_119_279_13051,1.200000,5.955098,16.469366,PBDB-T-SF,
26,260_110_580_110_260_13031,0.970000,6.043470,15.612405,PBDB-T-SF,
26,260_11_580_217_260_13051,1.240000,4.969090,15.281833,PBDB-T-SF,
26,158_119_580_119_158_13031,1.280000,4.629067,14.983822,PBDB-T-SF,
26,279_124_580_175_279_13051,0.820000,5.512378,14.242842,PBDB-T-SF,
26,209_189_580_203_209_13051,1.460000,3.112753,13.661758,PBDB-T-SF,
26,10_189_580_203_10_13051,1.140000,4.089838,13.645604,PBDB-T-SF,
26,260_175_175_72_580_13350,1.030000,4.066915,13.145988,PBDB-T-SF,
26,186_21_580_21_186_13031,1.650000,1.717694,12.549211,PBDB-T-SF,
26,260_79_189_203_260_13571,0.300000,5.188551,11.584331,PBDB-T-SF,
27,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
27,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
27,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
27,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
27,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
27,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
27,279_119_580_86_279_13051,1.360000,6.388916,17.747534,PBDB-T-SF,
27,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
27,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
27,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
27,260_22_580_21_260_13051,1.420000,5.941139,17.386244,PBDB-T-SF,
27,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
27,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
27,260_175_580_72_260_13051,1.720000,4.879604,17.201011,PBDB-T-SF,
27,260_83_580_86_260_13051,1.340000,6.035799,17.176192,PBDB-T-SF,
27,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
27,260_86_580_217_260_13051,1.570000,5.280479,17.114767,PBDB-T-SF,
27,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
27,260_189_580_189_260_13031,1.580000,4.954690,16.708705,PBDB-T-SF,
27,260_22_580_175_260_13051,1.200000,5.982379,16.506932,PBDB-T-SF,
27,260_22_580_119_260_13051,1.190000,5.959373,16.432704,PBDB-T-SF,
27,260_83_580_83_260_13031,1.220000,5.860848,16.424684,PBDB-T-SF,
27,260_22_140_175_260_13051,1.030000,6.399272,16.357644,PBDB-T-SF,
27,260_175_580_199_260_13051,1.450000,5.077783,16.325054,PBDB-T-SF,
27,260_175_580_21_260_13051,1.360000,5.239690,16.165049,PBDB-T-SF,
27,260_83_250_83_260_13031,1.040000,5.113884,14.630215,PBDB-T-SF,
27,122_119_580_189_122_13051,1.190000,4.306613,14.156852,PBDB-T-SF,
27,65_175_580_175_65_13031,1.240000,4.013496,13.965980,PBDB-T-SF,
27,175_119_580_119_175_13031,1.230000,3.783994,13.607407,PBDB-T-SF,
27,260_175_159_119_260_13051,0.490000,5.891091,13.360179,PBDB-T-SF,
27,146_22_580_175_146_13051,0.900000,4.065254,12.590552,PBDB-T-SF,
27,260_175_488_189_260_13051,0.680000,4.528696,12.292611,PBDB-T-SF,
28,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
28,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
28,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
28,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
28,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
28,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
28,279_119_580_86_279_13051,1.360000,6.388916,17.747534,PBDB-T-SF,
28,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
28,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
28,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
28,260_22_580_21_260_13051,1.420000,5.941139,17.386244,PBDB-T-SF,
28,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
28,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
28,260_175_580_72_260_13051,1.720000,4.879604,17.201011,PBDB-T-SF,
28,260_83_580_86_260_13051,1.340000,6.035799,17.176192,PBDB-T-SF,
28,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
28,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
28,260_86_580_86_260_13031,1.510000,5.282962,16.862885,PBDB-T-SF,
28,231_21_580_21_231_13031,1.410000,5.584163,16.852139,PBDB-T-SF,
28,279_133_580_119_279_13051,1.110000,6.372006,16.660499,PBDB-T-SF,
28,260_113_580_113_260_13031,1.270000,5.714218,16.435525,PBDB-T-SF,
28,260_22_580_119_260_13051,1.190000,5.959373,16.432704,PBDB-T-SF,
28,260_22_580_21_21_13055,1.330000,5.426328,16.294400,PBDB-T-SF,
28,260_175_580_81_260_13051,1.360000,5.283202,16.224966,PBDB-T-SF,
28,260_22_458_175_260_13051,0.710000,6.668293,15.366486,PBDB-T-SF,
28,231_21_21_21_231_13331,0.080000,8.422352,15.101175,PBDB-T-SF,
28,260_176_580_189_260_13051,1.470000,3.766373,14.604342,PBDB-T-SF,
28,5_175_580_86_5_13051,1.480000,3.700658,14.556403,PBDB-T-SF,
28,279_119_119_119_279_13331,0.440000,6.368310,13.804559,PBDB-T-SF,
28,260_175_446_72_260_13051,0.800000,4.930597,13.356629,PBDB-T-SF,
28,70_175_580_180_70_13051,1.280000,3.442674,13.350158,PBDB-T-SF,
28,120_175_580_72_120_13051,1.310000,2.043284,11.550849,PBDB-T-SF,
29,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
29,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
29,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
29,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
29,279_7_580_7_279_13031,1.110000,7.299844,17.938132,PBDB-T-SF,
29,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
29,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
29,279_119_580_86_279_13051,1.360000,6.388916,17.747534,PBDB-T-SF,
29,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
29,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
29,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
29,260_22_580_21_260_13051,1.420000,5.941139,17.386244,PBDB-T-SF,
29,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
29,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
29,260_175_580_72_260_13051,1.720000,4.879604,17.201011,PBDB-T-SF,
29,260_175_580_119_260_13051,1.360000,5.975861,17.178757,PBDB-T-SF,
29,260_83_580_86_260_13051,1.340000,6.035799,17.176192,PBDB-T-SF,
29,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
29,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
29,260_86_580_86_260_13031,1.510000,5.282962,16.862885,PBDB-T-SF,
29,260_189_580_189_260_13031,1.580000,4.954690,16.708705,PBDB-T-SF,
29,260_22_580_119_260_13051,1.190000,5.959373,16.432704,PBDB-T-SF,
29,231_21_580_61_231_13051,1.310000,5.428880,16.212814,PBDB-T-SF,
29,260_175_580_83_260_13051,1.240000,5.629947,16.191833,PBDB-T-SF,
29,279_197_580_175_279_13051,0.890000,5.473758,14.487511,PBDB-T-SF,
29,260_83_580_18_83_13023,0.940000,5.001720,14.050265,PBDB-T-SF,
29,580_22_580_16_576_01032,0.440000,5.071031,12.018206,PBDB-T-SF,
29,195_86_580_88_195_13051,0.850000,3.093125,11.039180,PBDB-T-SF,
29,580_175_341_86_86_01233,0.450000,4.239922,10.916319,PBDB-T-SF,
29,580_119_485_119_580_01210,0.210000,4.869810,10.762475,PBDB-T-SF,
29,580_119_119_119_580_01110,0.180000,4.147225,9.639825,PBDB-T-SF,
29,580_86_88_86_580_01310,0.210000,3.759536,9.233628,PBDB-T-SF,
30,279_7_580_22_279_13051,1.350000,7.896623,19.781096,PBDB-T-SF,
30,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
30,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
30,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
30,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
30,279_7_580_7_279_13031,1.110000,7.299844,17.938132,PBDB-T-SF,
30,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
30,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
30,279_119_580_86_279_13051,1.360000,6.388916,17.747534,PBDB-T-SF,
30,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
30,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
30,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
30,260_22_580_21_260_13051,1.420000,5.941139,17.386244,PBDB-T-SF,
30,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
30,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
30,279_119_580_102_279_13051,1.180000,6.553033,17.207622,PBDB-T-SF,
30,260_175_580_72_260_13051,1.720000,4.879604,17.201011,PBDB-T-SF,
30,260_175_580_119_260_13051,1.360000,5.975861,17.178757,PBDB-T-SF,
30,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
30,260_22_580_119_260_13051,1.190000,5.959373,16.432704,PBDB-T-SF,
30,260_175_609_119_260_13051,1.090000,5.926491,15.961925,PBDB-T-SF,
30,260_179_580_72_260_13051,1.400000,4.416751,15.202062,PBDB-T-SF,
30,279_17_119_175_279_13571,0.310000,7.608404,14.959018,PBDB-T-SF,
30,580_7_122_103_279_01357,0.690000,5.960693,14.307021,PBDB-T-SF,
30,279_119_54_189_279_13571,0.670000,5.676603,13.830729,PBDB-T-SF,
30,260_189_817_203_260_13051,0.800000,5.037100,13.503283,PBDB-T-SF,
30,260_175_583_160_260_13051,0.530000,5.805001,13.411833,PBDB-T-SF,
30,76_7_580_21_76_13051,1.190000,3.685395,13.301435,PBDB-T-SF,
30,109_175_580_180_109_13051,1.220000,3.242949,12.819838,PBDB-T-SF,
30,260_197_580_197_260_13031,1.340000,2.597454,12.441591,PBDB-T-SF,
30,260_175_507_189_260_13051,0.610000,4.541643,12.012588,PBDB-T-SF,
30,279_119_247_189_279_13051,0.230000,5.037013,11.077814,PBDB-T-SF,
31,279_7_580_22_279_13051,1.350000,7.896623,19.781096,PBDB-T-SF,
31,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
31,279_7_580_143_279_13051,1.340000,7.085725,18.621940,PBDB-T-SF,
31,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
31,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
31,279_7_580_119_279_13051,1.260000,6.989856,18.149528,PBDB-T-SF,
31,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
31,279_7_580_7_279_13031,1.110000,7.299844,17.938132,PBDB-T-SF,
31,279_7_580_100_279_13051,1.330000,6.612957,17.928388,PBDB-T-SF,
31,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
31,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
31,279_119_580_86_279_13051,1.360000,6.388916,17.747534,PBDB-T-SF,
31,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
31,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
31,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
31,260_22_580_21_260_13051,1.420000,5.941139,17.386244,PBDB-T-SF,
31,279_119_580_189_279_13051,1.340000,6.174181,17.366743,PBDB-T-SF,
31,260_175_580_180_260_13051,1.510000,5.536623,17.212176,PBDB-T-SF,
31,279_119_580_102_279_13051,1.180000,6.553033,17.207622,PBDB-T-SF,
31,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
31,260_83_580_160_260_13051,1.510000,5.376522,16.991717,PBDB-T-SF,
31,279_119_767_175_279_13051,1.110000,6.608712,16.986443,PBDB-T-SF,
31,279_7_679_22_279_13051,0.820000,7.416299,16.864540,PBDB-T-SF,
31,260_175_652_189_260_13051,1.380000,5.353729,16.407181,PBDB-T-SF,
31,260_189_549_189_260_13031,0.940000,5.677687,14.981072,PBDB-T-SF,
31,580_107_175_86_260_02135,0.810000,5.319134,13.934194,PBDB-T-SF,
31,75_189_580_203_75_13051,1.020000,4.494138,13.691724,PBDB-T-SF,
31,580_175_282_98_412_01234,0.650000,5.387592,13.347660,PBDB-T-SF,
31,260_175_159_86_260_13051,0.430000,5.346951,12.355599,PBDB-T-SF,
31,231_21_580_73_829_13024,0.710000,4.198419,11.965469,PBDB-T-SF,
31,260_175_160_175_260_13531,0.030000,5.040673,10.231854,PBDB-T-SF,
32,279_7_580_22_279_13051,1.350000,7.896623,19.781096,PBDB-T-SF,
32,255_119_580_151_255_13051,1.590000,6.483723,18.856732,PBDB-T-SF,
32,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
32,279_7_580_143_279_13051,1.340000,7.085725,18.621940,PBDB-T-SF,
32,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
32,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
32,279_7_580_142_279_13051,1.140000,7.365902,18.156743,PBDB-T-SF,
32,279_7_580_119_279_13051,1.260000,6.989856,18.149528,PBDB-T-SF,
32,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
32,260_151_580_151_260_13031,1.520000,6.043747,17.953037,PBDB-T-SF,
32,279_7_580_7_279_13031,1.110000,7.299844,17.938132,PBDB-T-SF,
32,279_7_580_100_279_13051,1.330000,6.612957,17.928388,PBDB-T-SF,
32,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
32,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
32,279_119_580_86_279_13051,1.360000,6.388916,17.747534,PBDB-T-SF,
32,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
32,231_21_580_86_231_13051,1.630000,5.317289,17.420754,PBDB-T-SF,
32,260_175_580_189_260_13051,1.670000,5.173122,17.392436,PBDB-T-SF,
32,260_22_580_21_260_13051,1.420000,5.941139,17.386244,PBDB-T-SF,
32,279_119_580_119_279_13031,1.160000,6.513974,17.068739,PBDB-T-SF,
32,260_189_580_189_260_13031,1.580000,4.954690,16.708705,PBDB-T-SF,
32,260_22_580_7_260_13051,1.170000,5.917136,16.289442,PBDB-T-SF,
32,260_175_672_189_260_13051,1.390000,5.208696,16.250021,PBDB-T-SF,
32,255_8_580_8_255_13031,1.350000,5.244810,16.129549,PBDB-T-SF,
32,279_116_580_119_279_13051,0.840000,6.209033,15.287234,PBDB-T-SF,
32,279_58_580_100_279_13051,1.220000,4.609890,14.702115,PBDB-T-SF,
32,260_22_227_22_260_13031,0.820000,5.675646,14.467662,PBDB-T-SF,
32,91_119_580_86_91_13051,1.630000,3.129269,14.407850,PBDB-T-SF,
32,279_119_295_175_279_13051,0.570000,6.272375,14.225607,PBDB-T-SF,
32,234_119_580_175_234_13051,1.010000,4.386634,13.501142,PBDB-T-SF,
32,260_189_862_203_260_13051,0.420000,5.553504,12.597471,PBDB-T-SF,
32,580_189_580_189_580_01010,0.320000,3.953024,9.968111,PBDB-T-SF,
33,279_7_580_22_279_13051,1.350000,7.896623,19.781096,PBDB-T-SF,
33,255_119_580_151_255_13051,1.590000,6.483723,18.856732,PBDB-T-SF,
33,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
33,279_7_580_143_279_13051,1.340000,7.085725,18.621940,PBDB-T-SF,
33,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
33,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
33,279_7_580_142_279_13051,1.140000,7.365902,18.156743,PBDB-T-SF,
33,279_7_580_119_279_13051,1.260000,6.989856,18.149528,PBDB-T-SF,
33,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
33,279_7_580_109_279_13051,1.190000,7.068455,17.959909,PBDB-T-SF,
33,260_151_580_151_260_13031,1.520000,6.043747,17.953037,PBDB-T-SF,
33,279_7_580_7_279_13031,1.110000,7.299844,17.938132,PBDB-T-SF,
33,279_7_580_100_279_13051,1.330000,6.612957,17.928388,PBDB-T-SF,
33,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
33,255_119_580_119_255_13031,1.340000,6.539687,17.870046,PBDB-T-SF,
33,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
33,279_119_580_86_279_13051,1.360000,6.388916,17.747534,PBDB-T-SF,
33,260_175_580_175_260_13031,1.470000,5.920309,17.570312,PBDB-T-SF,
33,279_7_580_166_279_13051,1.200000,6.725625,17.530382,PBDB-T-SF,
33,255_41_580_41_255_13031,1.260000,6.276369,17.167057,PBDB-T-SF,
33,279_110_580_119_279_13051,1.000000,6.893078,16.909965,PBDB-T-SF,
33,260_22_580_7_260_13051,1.170000,5.917136,16.289442,PBDB-T-SF,
33,279_7_26_7_279_13031,0.520000,7.770209,16.075375,PBDB-T-SF,
33,260_195_580_203_260_13051,1.150000,5.423994,15.525286,PBDB-T-SF,
33,160_189_580_203_160_13051,1.440000,3.437807,14.024257,PBDB-T-SF,
33,279_119_175_119_279_13531,0.370000,6.587411,13.808412,PBDB-T-SF,
33,212_7_580_142_212_13051,1.170000,3.754882,13.312019,PBDB-T-SF,
33,96_22_580_175_96_13051,1.190000,3.657459,13.262968,PBDB-T-SF,
33,279_7_203_142_580_13570,0.480000,5.299010,12.502333,PBDB-T-SF,
33,260_48_22_52_260_13571,0.490000,5.070743,12.230560,PBDB-T-SF,
33,580_151_236_134_260_01235,0.530000,4.469760,11.573206,PBDB-T-SF,
33,580_211_119_211_580_02120,0.380000,3.853656,10.086581,PBDB-T-SF,
34,279_7_580_22_279_13051,1.350000,7.896623,19.781096,PBDB-T-SF,
34,255_119_580_151_255_13051,1.590000,6.483723,18.856732,PBDB-T-SF,
34,260_189_580_203_260_13051,1.820000,5.610544,18.633016,PBDB-T-SF,
34,279_7_580_143_279_13051,1.340000,7.085725,18.621940,PBDB-T-SF,
34,260_175_580_160_260_13051,1.710000,5.791658,18.414360,PBDB-T-SF,
34,260_22_580_22_260_13031,1.370000,6.817930,18.380836,PBDB-T-SF,
34,279_7_580_142_279_13051,1.140000,7.365902,18.156743,PBDB-T-SF,
34,279_7_580_119_279_13051,1.260000,6.989856,18.149528,PBDB-T-SF,
34,279_7_580_162_279_13051,1.190000,7.168456,18.097611,PBDB-T-SF,
34,260_175_580_86_260_13051,1.650000,5.698357,18.030584,PBDB-T-SF,
34,279_7_580_109_279_13051,1.190000,7.068455,17.959909,PBDB-T-SF,
34,260_151_580_151_260_13031,1.520000,6.043747,17.953037,PBDB-T-SF,
34,279_7_580_7_279_13031,1.110000,7.299844,17.938132,PBDB-T-SF,
34,279_7_580_100_279_13051,1.330000,6.612957,17.928388,PBDB-T-SF,
34,279_119_580_175_279_13051,1.210000,6.956760,17.891205,PBDB-T-SF,
34,255_119_580_119_255_13031,1.340000,6.539687,17.870046,PBDB-T-SF,
34,255_119_580_175_255_13051,1.440000,6.199628,17.827285,PBDB-T-SF,
