gen,filename,deltaHOMO,summedoscs,PCE,donor
9,764_495_30_495_764_02120,0.430000,5.860214,13.062362,PBDB-T-SF,
9,161_158_100_158_161_13031,0.930000,4.271056,13.001591,PBDB-T-SF,
9,50_147_834_147_50_13031,1.300000,3.085960,12.944063,PBDB-T-SF,
9,422_422_422_422_422_00000,1.580000,2.078243,12.747837,PBDB-T-SF,
9,102_186_834_186_102_13031,1.210000,1.911675,10.944123,PBDB-T-SF,
9,30_65_400_65_30_13031,0.450000,3.960509,10.531567,PBDB-T-SF,
9,110_88_88_6_764_13370,0.620000,2.059602,8.637368,PBDB-T-SF,
9,110_117_117_117_110_13331,0.200000,0.297963,4.424491,PBDB-T-SF,
10,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
10,260_672_727_88_422_10234,1.420000,4.749241,15.745001,PBDB-T-SF,
10,260_32_580_32_260_13031,1.100000,5.726944,15.729698,PBDB-T-SF,
10,679_834_110_834_679_02120,0.870000,6.348122,15.606411,PBDB-T-SF,
10,764_764_764_764_764_00000,0.820000,6.366845,15.419442,PBDB-T-SF,
10,834_102_834_834_214_01003,0.990000,5.500316,14.949582,PBDB-T-SF,
10,764_110_764_110_764_01010,0.900000,5.651692,14.775076,PBDB-T-SF,
10,154_154_580_154_154_11011,1.260000,4.520762,14.749585,PBDB-T-SF,
10,764_764_110_764_764_00100,0.810000,5.899047,14.732735,PBDB-T-SF,
10,214_158_100_158_214_13031,1.260000,4.448856,14.650571,PBDB-T-SF,
10,102_50_834_50_102_13031,0.970000,5.158485,14.393780,PBDB-T-SF,
10,764_495_110_495_764_02120,0.600000,6.247461,14.318951,PBDB-T-SF,
10,834_834_50_147_147_00133,1.280000,4.136530,14.305599,PBDB-T-SF,
10,260_88_88_6_422_13370,1.620000,3.081919,14.300099,PBDB-T-SF,
10,834_114_834_114_834_01010,0.820000,5.517223,14.249513,PBDB-T-SF,
10,214_102_834_102_214_13031,1.480000,3.457719,14.221876,PBDB-T-SF,
10,549_549_110_549_549_00100,0.280000,7.110353,14.145553,PBDB-T-SF,
10,102_114_834_114_102_13031,1.050000,4.724203,14.136175,PBDB-T-SF,
10,679_679_110_679_679_00100,0.590000,6.003282,13.940166,PBDB-T-SF,
10,260_90_80_88_260_13051,0.870000,4.822992,13.506307,PBDB-T-SF,
10,260_88_88_6_764_13370,1.150000,3.728332,13.190360,PBDB-T-SF,
10,154_154_154_154_154_11111,0.640000,4.403421,11.949907,PBDB-T-SF,
10,364_364_50_364_364_00100,0.080000,5.564957,11.166543,PBDB-T-SF,
10,154_580_727_88_672_10234,0.740000,3.380680,10.967093,PBDB-T-SF,
10,580_580_32_580_580_00100,0.290000,4.618954,10.757446,PBDB-T-SF,
10,842_842_110_842_842_00100,0.210000,4.426351,10.151832,PBDB-T-SF,
10,260_88_847_191_6_13057,0.260000,3.554377,9.163874,PBDB-T-SF,
10,221_214_50_214_221_02120,0.110000,3.499632,8.450239,PBDB-T-SF,
10,220_220_50_220_220_00100,0.280000,2.729488,8.113102,PBDB-T-SF,
10,672_88_201_201_88_01331,0.240000,2.644823,7.826318,PBDB-T-SF,
10,227_227_227_227_227_00000,0.310000,2.290427,7.636164,PBDB-T-SF,
11,260_86_580_88_260_13051,1.590000,5.240834,17.145275,PBDB-T-SF,
11,260_175_580_32_260_13051,1.210000,5.559587,15.967297,PBDB-T-SF,
11,260_88_672_88_260_13031,1.430000,4.866010,15.948342,PBDB-T-SF,
11,834_834_102_50_50_00133,1.340000,5.031957,15.793901,PBDB-T-SF,
11,260_672_727_88_422_10234,1.420000,4.749241,15.745001,PBDB-T-SF,
11,260_32_580_32_260_13031,1.100000,5.726944,15.729698,PBDB-T-SF,
11,679_834_110_834_679_02120,0.870000,6.348122,15.606411,PBDB-T-SF,
11,764_764_764_764_764_00000,0.820000,6.366845,15.419442,PBDB-T-SF,
11,834_102_834_834_214_01003,0.990000,5.500316,14.949582,PBDB-T-SF,
11,764_110_764_110_764_01010,0.900000,5.651692,14.775076,PBDB-T-SF,
11,154_154_580_154_154_11011,1.260000,4.520762,14.749585,PBDB-T-SF,
11,764_764_110_764_764_00100,0.810000,5.899047,14.732735,PBDB-T-SF,
11,214_158_100_158_214_13031,1.260000,4.448856,14.650571,PBDB-T-SF,
11,260_201_672_88_260_13051,1.300000,4.321132,14.644896,PBDB-T-SF,
11,102_50_834_50_102_13031,0.970000,5.158485,14.393780,PBDB-T-SF,
11,764_495_110_495_764_02120,0.600000,6.247461,14.318951,PBDB-T-SF,
11,834_834_50_147_147_00133,1.280000,4.136530,14.305599,PBDB-T-SF,
11,260_88_88_6_422_13370,1.620000,3.081919,14.300099,PBDB-T-SF,
11,834_114_834_114_834_01010,0.820000,5.517223,14.249513,PBDB-T-SF,
11,214_102_834_102_214_13031,1.480000,3.457719,14.221876,PBDB-T-SF,
11,114_88_88_6_834_13370,1.370000,3.790795,14.212471,PBDB-T-SF,
11,834_36_56_114_114_02411,0.520000,5.603328,13.091580,PBDB-T-SF,
11,220_32_580_32_220_13031,1.100000,3.763984,13.026703,PBDB-T-SF,
11,110_158_100_158_110_13031,0.410000,5.524226,12.514606,PBDB-T-SF,
11,600_495_158_495_600_02120,0.650000,4.653299,12.336539,PBDB-T-SF,
11,110_222_691_222_110_10201,1.000000,3.316709,11.985305,PBDB-T-SF,
