gen,filename,deltaHOMO,summedoscs,PCE,donor
6,78_47_14_47_78,0.770000,7.213870,16.373045,PBDB-T-SF,
6,78_11_13_11_78,0.250000,8.799144,16.343367,PBDB-T-SF,
6,18_30_8_30_18,0.190000,8.800909,16.090498,PBDB-T-SF,
6,20_25_28_25_20,0.950000,6.410592,16.032832,PBDB-T-SF,
6,20_19_28_19_20,0.550000,7.588900,15.953362,PBDB-T-SF,
6,18_47_14_47_18,0.770000,6.793194,15.793775,PBDB-T-SF,
6,78_25_30_25_78,0.760000,6.767566,15.715935,PBDB-T-SF,
6,78_21_28_21_78,0.730000,6.834032,15.679809,PBDB-T-SF,
6,78_25_1_25_78,0.880000,6.360724,15.666313,PBDB-T-SF,
6,78_25_8_25_78,0.700000,6.817456,15.529333,PBDB-T-SF,
6,20_11_13_11_20,0.270000,8.141388,15.522738,PBDB-T-SF,
6,18_15_40_15_18,0.730000,6.709424,15.508224,PBDB-T-SF,
6,18_15_14_15_18,0.720000,6.691618,15.441154,PBDB-T-SF,
6,18_15_8_15_18,0.650000,6.887692,15.413298,PBDB-T-SF,
6,20_30_8_30_20,0.240000,8.152806,15.410810,PBDB-T-SF,
6,18_15_7_15_18,0.680000,6.659024,15.226072,PBDB-T-SF,
6,78_22_14_22_78,0.270000,7.919351,15.216993,PBDB-T-SF,
6,18_25_14_25_18,0.830000,6.028214,14.995697,PBDB-T-SF,
6,18_25_7_25_18,0.780000,6.176701,14.987413,PBDB-T-SF,
6,18_56_14_56_18,0.680000,6.485046,14.986505,PBDB-T-SF,
6,20_47_32_47_20,0.470000,6.737130,14.440075,PBDB-T-SF,
6,18_21_10_21_18,0.690000,5.699759,13.947715,PBDB-T-SF,
6,78_25_19_25_78,0.210000,6.916451,13.580700,PBDB-T-SF,
6,18_54_19_54_18,0.030000,7.387596,13.463566,PBDB-T-SF,
6,88_21_7_21_88,0.540000,5.381077,12.870640,PBDB-T-SF,
6,2_47_30_47_2,0.680000,4.561903,12.338337,PBDB-T-SF,
6,68_15_7_15_68,0.680000,4.084555,11.681029,PBDB-T-SF,
7,78_25_28_25_78,0.910000,7.337622,17.139152,PBDB-T-SF,
7,18_15_28_15_18,0.880000,7.347615,17.025263,PBDB-T-SF,
7,90_25_28_25_90,0.900000,7.231472,16.950434,PBDB-T-SF,
7,18_30_28_30_18,0.310000,9.021608,16.905001,PBDB-T-SF,
7,18_30_19_30_18,0.080000,9.684327,16.838915,PBDB-T-SF,
7,18_25_28_25_18,1.000000,6.838656,16.835026,PBDB-T-SF,
7,18_54_28_54_18,0.910000,6.988744,16.658747,PBDB-T-SF,
7,20_54_28_54_20,0.890000,6.932587,16.496319,PBDB-T-SF,
7,78_47_14_47_78,0.770000,7.213870,16.373045,PBDB-T-SF,
7,78_11_13_11_78,0.250000,8.799144,16.343367,PBDB-T-SF,
7,18_30_8_30_18,0.190000,8.800909,16.090498,PBDB-T-SF,
7,20_25_28_25_20,0.950000,6.410592,16.032832,PBDB-T-SF,
7,20_19_28_19_20,0.550000,7.588900,15.953362,PBDB-T-SF,
7,18_30_29_30_18,0.180000,8.640427,15.826965,PBDB-T-SF,
7,18_47_14_47_18,0.770000,6.793194,15.793775,PBDB-T-SF,
7,20_45_28_45_20,0.900000,6.365719,15.758291,PBDB-T-SF,
7,78_25_30_25_78,0.760000,6.767566,15.715935,PBDB-T-SF,
7,18_30_20_30_18,0.160000,8.611441,15.701951,PBDB-T-SF,
7,78_21_28_21_78,0.730000,6.834032,15.679809,PBDB-T-SF,
7,78_25_1_25_78,0.880000,6.360724,15.666313,PBDB-T-SF,
7,18_39_30_39_18,0.690000,6.849133,15.530403,PBDB-T-SF,
7,78_25_8_25_78,0.700000,6.817456,15.529333,PBDB-T-SF,
7,20_11_13_11_20,0.270000,8.141388,15.522738,PBDB-T-SF,
7,78_54_42_54_78,0.610000,7.084905,15.514661,PBDB-T-SF,
7,18_47_8_47_18,0.680000,6.863915,15.508207,PBDB-T-SF,
7,69_54_1_54_69,0.760000,6.590786,15.472509,PBDB-T-SF,
7,18_25_13_25_18,0.760000,6.172110,14.895992,PBDB-T-SF,
7,20_19_13_19_20,0.400000,6.746438,14.155042,PBDB-T-SF,
7,78_21_15_21_78,0.540000,6.202586,14.001857,PBDB-T-SF,
7,18_54_19_54_18,0.030000,7.387596,13.463566,PBDB-T-SF,
7,18_25_19_25_18,0.210000,6.787090,13.402569,PBDB-T-SF,
7,18_59_14_59_18,0.550000,4.963501,12.338188,PBDB-T-SF,
8,78_25_28_25_78,0.910000,7.337622,17.139152,PBDB-T-SF,
8,78_54_28_54_78,0.870000,7.459544,17.136838,PBDB-T-SF,
8,18_15_28_15_18,0.880000,7.347615,17.025263,PBDB-T-SF,
8,90_25_28_25_90,0.900000,7.231472,16.950434,PBDB-T-SF,
8,18_30_28_30_18,0.310000,9.021608,16.905001,PBDB-T-SF,
8,90_54_28_54_90,0.860000,7.319561,16.901532,PBDB-T-SF,
8,18_30_19_30_18,0.080000,9.684327,16.838915,PBDB-T-SF,
8,18_25_28_25_18,1.000000,6.838656,16.835026,PBDB-T-SF,
8,78_19_28_19_78,0.570000,8.089735,16.728112,PBDB-T-SF,
8,18_54_28_54_18,0.910000,6.988744,16.658747,PBDB-T-SF,
8,18_29_28_29_18,0.820000,7.265526,16.656926,PBDB-T-SF,
8,20_54_28_54_20,0.890000,6.932587,16.496319,PBDB-T-SF,
8,78_47_14_47_78,0.770000,7.213870,16.373045,PBDB-T-SF,
8,78_11_13_11_78,0.250000,8.799144,16.343367,PBDB-T-SF,
8,18_30_8_30_18,0.190000,8.800909,16.090498,PBDB-T-SF,
8,20_25_28_25_20,0.950000,6.410592,16.032832,PBDB-T-SF,
8,20_19_28_19_20,0.550000,7.588900,15.953362,PBDB-T-SF,
8,18_11_19_11_18,0.130000,8.828674,15.873430,PBDB-T-SF,
8,18_30_29_30_18,0.180000,8.640427,15.826965,PBDB-T-SF,
8,18_47_14_47_18,0.770000,6.793194,15.793775,PBDB-T-SF,
8,20_45_28_45_20,0.900000,6.365719,15.758291,PBDB-T-SF,
8,78_13_8_13_78,0.600000,7.174426,15.595381,PBDB-T-SF,
8,18_25_30_25_18,0.820000,6.294719,15.320124,PBDB-T-SF,
8,70_45_28_45_70,0.870000,5.990060,15.113359,PBDB-T-SF,
8,18_25_14_25_18,0.830000,6.028214,14.995697,PBDB-T-SF,
8,20_47_14_47_20,0.680000,6.353137,14.804866,PBDB-T-SF,
8,18_25_29_25_18,0.610000,6.152942,14.231348,PBDB-T-SF,
8,57_19_28_19_57,0.560000,6.204132,14.089086,PBDB-T-SF,
8,90_25_19_25_90,0.190000,7.238092,13.938499,PBDB-T-SF,
8,91_25_28_25_91,1.080000,4.312765,13.697274,PBDB-T-SF,
8,28_19_28_19_28,0.550000,5.668873,13.309484,PBDB-T-SF,
8,20_4_28_4_20,0.620000,5.293536,13.090495,PBDB-T-SF,
9,78_25_28_25_78,0.910000,7.337622,17.139152,PBDB-T-SF,
9,78_54_28_54_78,0.870000,7.459544,17.136838,PBDB-T-SF,
9,18_15_28_15_18,0.880000,7.347615,17.025263,PBDB-T-SF,
9,90_25_28_25_90,0.900000,7.231472,16.950434,PBDB-T-SF,
9,18_30_28_30_18,0.310000,9.021608,16.905001,PBDB-T-SF,
9,90_54_28_54_90,0.860000,7.319561,16.901532,PBDB-T-SF,
9,18_30_19_30_18,0.080000,9.684327,16.838915,PBDB-T-SF,
9,18_25_28_25_18,1.000000,6.838656,16.835026,PBDB-T-SF,
9,78_19_28_19_78,0.570000,8.089735,16.728112,PBDB-T-SF,
9,18_54_28_54_18,0.910000,6.988744,16.658747,PBDB-T-SF,
9,18_29_28_29_18,0.820000,7.265526,16.656926,PBDB-T-SF,
9,20_54_28_54_20,0.890000,6.932587,16.496319,PBDB-T-SF,
9,78_29_28_29_78,0.780000,7.194582,16.389036,PBDB-T-SF,
9,78_47_14_47_78,0.770000,7.213870,16.373045,PBDB-T-SF,
9,78_58_28_58_78,0.650000,7.564637,16.345451,PBDB-T-SF,
9,78_11_13_11_78,0.250000,8.799144,16.343367,PBDB-T-SF,
9,18_30_14_30_18,0.250000,8.674465,16.171685,PBDB-T-SF,
9,18_30_8_30_18,0.190000,8.800909,16.090498,PBDB-T-SF,
9,20_25_28_25_20,0.950000,6.410592,16.032832,PBDB-T-SF,
9,78_11_37_11_78,0.190000,8.751030,16.021815,PBDB-T-SF,
9,18_47_14_47_18,0.770000,6.793194,15.793775,PBDB-T-SF,
9,90_54_8_54_90,0.620000,7.232608,15.760597,PBDB-T-SF,
9,78_54_2_54_78,0.590000,6.833915,15.083948,PBDB-T-SF,
9,78_25_2_25_78,0.610000,6.529135,14.749366,PBDB-T-SF,
9,20_54_13_54_20,0.650000,6.241723,14.523799,PBDB-T-SF,
9,18_15_19_15_18,0.110000,7.576094,14.063528,PBDB-T-SF,
9,26_30_28_30_26,0.340000,6.511109,13.575694,PBDB-T-SF,
9,18_54_19_54_18,0.030000,7.387596,13.463566,PBDB-T-SF,
9,91_54_28_54_91,1.000000,4.215774,13.223317,PBDB-T-SF,
9,58_25_28_25_58,1.100000,3.786089,13.057142,PBDB-T-SF,
9,90_25_35_25_90,0.040000,5.671952,11.143674,PBDB-T-SF,
9,78_47_28_47_78,0.830000,0.000000,6.694847,PBDB-T-SF,
10,90_30_28_30_90,0.310000,9.681768,17.814042,PBDB-T-SF,
10,78_11_28_11_78,0.400000,9.300548,17.672051,PBDB-T-SF,
10,18_5_28_5_18,0.320000,9.168287,17.149528,PBDB-T-SF,
10,78_25_28_25_78,0.910000,7.337622,17.139152,PBDB-T-SF,
10,78_54_28_54_78,0.870000,7.459544,17.136838,PBDB-T-SF,
10,18_15_28_15_18,0.880000,7.347615,17.025263,PBDB-T-SF,
10,90_25_28_25_90,0.900000,7.231472,16.950434,PBDB-T-SF,
10,18_30_28_30_18,0.310000,9.021608,16.905001,PBDB-T-SF,
10,90_54_28_54_90,0.860000,7.319561,16.901532,PBDB-T-SF,
10,18_30_19_30_18,0.080000,9.684327,16.838915,PBDB-T-SF,
10,18_25_28_25_18,1.000000,6.838656,16.835026,PBDB-T-SF,
10,78_19_28_19_78,0.570000,8.089735,16.728112,PBDB-T-SF,
10,78_38_28_38_78,0.310000,8.883081,16.714248,PBDB-T-SF,
10,18_54_28_54_18,0.910000,6.988744,16.658747,PBDB-T-SF,
10,18_29_28_29_18,0.820000,7.265526,16.656926,PBDB-T-SF,
10,20_54_28_54_20,0.890000,6.932587,16.496319,PBDB-T-SF,
10,18_19_28_19_18,0.560000,7.918312,16.449512,PBDB-T-SF,
10,78_29_28_29_78,0.780000,7.194582,16.389036,PBDB-T-SF,
10,78_47_14_47_78,0.770000,7.213870,16.373045,PBDB-T-SF,
10,78_58_28_58_78,0.650000,7.564637,16.345451,PBDB-T-SF,
10,78_11_13_11_78,0.250000,8.799144,16.343367,PBDB-T-SF,
10,90_19_22_19_90,0.440000,8.003200,16.055803,PBDB-T-SF,
10,78_47_38_47_78,0.690000,7.173741,15.977388,PBDB-T-SF,
10,78_25_13_25_78,0.720000,6.582283,15.290601,PBDB-T-SF,
10,78_25_39_25_78,0.750000,6.429024,15.207213,PBDB-T-SF,
10,101_25_14_25_101,0.840000,5.656496,14.526391,PBDB-T-SF,
10,18_29_32_29_18,0.480000,6.365267,13.970569,PBDB-T-SF,
10,78_29_27_29_78,0.290000,6.750046,13.691960,PBDB-T-SF,
10,75_54_28_54_75,0.920000,4.270456,12.958214,PBDB-T-SF,
10,5_47_14_47_5,0.700000,4.285174,12.042381,PBDB-T-SF,
10,18_61_28_61_18,0.360000,5.268439,11.949637,PBDB-T-SF,
10,49_29_28_29_49,0.700000,3.932504,11.556755,PBDB-T-SF,
11,78_30_28_30_78,0.320000,9.657254,17.822836,PBDB-T-SF,
11,90_30_28_30_90,0.310000,9.681768,17.814042,PBDB-T-SF,
11,78_11_28_11_78,0.400000,9.300548,17.672051,PBDB-T-SF,
11,78_15_28_15_78,0.860000,7.672269,17.387210,PBDB-T-SF,
11,18_5_28_5_18,0.320000,9.168287,17.149528,PBDB-T-SF,
11,78_25_28_25_78,0.910000,7.337622,17.139152,PBDB-T-SF,
11,78_54_28_54_78,0.870000,7.459544,17.136838,PBDB-T-SF,
11,18_15_28_15_18,0.880000,7.347615,17.025263,PBDB-T-SF,
11,90_25_28_25_90,0.900000,7.231472,16.950434,PBDB-T-SF,
11,18_30_28_30_18,0.310000,9.021608,16.905001,PBDB-T-SF,
11,90_54_28_54_90,0.860000,7.319561,16.901532,PBDB-T-SF,
11,18_30_19_30_18,0.080000,9.684327,16.838915,PBDB-T-SF,
11,18_25_28_25_18,1.000000,6.838656,16.835026,PBDB-T-SF,
11,78_19_28_19_78,0.570000,8.089735,16.728112,PBDB-T-SF,
11,78_38_28_38_78,0.310000,8.883081,16.714248,PBDB-T-SF,
