Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),Delta HOMO,delta LUMO,optical bandgap (cm-1),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
279_42_580_119_279_13051,-7.94,-6.91,-3.42,-2.92,1.0300000000000002,0.5,12571.4,1.171159793,-3907.579276669752,5.06047,6.741284158000001,1.171159793,1.171159793,1.5586021719999998,12571.4,1.5586021719999998,12571.4,16.828594787803
205_34_580_171_205_13051,-7.41,-6.41,-3.59,-2.39,1.0,1.1999999999999997,7399.7,0.340377921,-4261.889707164291,3.84445,4.098563393,0.340377921,0.695371528,0.9174148059999999,7399.7,2.1156691079999996,17064.6,13.061918294397996
122_171_580_7_122_13051,-7.27,-6.27,-2.75,-2.16,1.0,0.5899999999999999,13632.0,1.236273645,-4452.935021616719,11.98001,4.47434178,1.236273645,1.236273645,1.69009536,13632.0,1.69009536,13632.0,13.579365133296998
580_171_234_171_279_02413,-7.24,-6.52,-2.61,-2.52,0.7200000000000006,0.08999999999999986,16196.9,0.69354054,-3858.40920285764,6.14718,4.966362401,0.69354054,1.250758828,2.0080916619999996,16196.9,2.652031384,21390.8,13.065477528413998
260_175_580_125_260_13051,-7.63,-6.55,-3.03,-2.8,1.08,0.22999999999999998,14496.6,1.382792692,-5341.937806020281,9.97624,5.663530445999999,1.382792692,1.382792692,1.7972884679999999,14496.6,1.7972884679999999,14496.6,15.557277926379
63_189_580_203_63_13051,-7.93,-6.48,-2.3,-1.5,1.4499999999999993,0.7999999999999998,16892.9,0.62920439,-3330.498115201727,4.06857,2.99417065,0.62920439,0.62920439,2.094381742,16892.9,2.094381742,16892.9,13.455919487286993
279_58_580_7_279_13051,-7.72,-6.71,-3.28,-2.89,1.0099999999999998,0.3899999999999997,12985.0,1.100147913,-3457.590434015158,5.65048,6.446372784000001,1.100147913,1.100147913,1.6098803,12985.0,1.6098803,12985.0,16.337401825805003
279_207_580_119_279_13051,-7.85,-6.73,-2.96,-2.52,1.1199999999999992,0.43999999999999995,15492.1,1.050997419,-3453.778144801043,3.72085,6.261885608,1.050997419,1.050997419,1.920710558,15492.1,1.920710558,15492.1,16.551412984452995
279_165_580_165_279_13031,-7.59,-6.34,-2.71,-2.44,1.25,0.27,14393.5,0.951712651,-3541.496039944103,7.03347,6.380856950999999,0.951712651,0.951712651,1.7845061299999998,14393.5,1.7845061299999998,14393.5,17.268386523764
134_7_580_143_134_13051,-8.13,-6.56,-2.74,-1.73,1.5700000000000012,1.0100000000000002,14935.1,0.887846081,-3352.661154216853,11.95018,3.035265059,0.887846081,0.887846081,1.8516536979999998,14935.1,1.8516536979999998,14935.1,14.023106488480002
260_205_580_175_260_13051,-8.07,-6.7,-3.06,-2.71,1.37,0.3500000000000001,14359.9,0.838785794,-4897.696878695758,3.56333,5.176010343,0.838785794,0.838785794,1.7803404019999998,14359.9,1.7803404019999998,14359.9,16.119912744547996
279_7_718_22_279_13051,-7.73,-7.48,-3.81,-2.92,0.25,0.8900000000000001,12432.4,0.533083664,-3147.203665214856,14.54883,7.089941109000001,0.533083664,0.533083664,1.5413689519999998,12432.4,1.5413689519999998,12432.4,13.989795409329998
279_208_580_208_279_13031,-8.0,-6.95,-2.83,-2.53,1.0499999999999998,0.30000000000000027,18246.7,0.100186488,-3260.743271755193,11.57238,5.4036387889999995,0.100186488,0.401614241,2.262225866,18246.7,2.3116690899999996,18645.5,15.071757114689996
279_193_580_143_279_13051,-7.74,-6.54,-3.13,-2.49,1.2000000000000002,0.6399999999999997,11265.9,0.51446016,-4057.189281011204,6.81386,6.58785701,0.51446016,0.51446016,1.3967462819999998,11265.9,1.3967462819999998,11265.9,17.340675605007
255_54_218_151_255_13051,-7.82,-7.42,-3.1,-2.88,0.40000000000000036,0.2200000000000002,18258.9,0.398488117,-14929.001960838414,5.11501,5.642211588,0.398488117,0.398488117,2.263738422,18258.9,2.263738422,18258.9,12.634521858912999
260_189_580_29_260_13051,-7.74,-6.54,-3.16,-2.82,1.2000000000000002,0.3400000000000003,12262.6,0.76449509,-4666.982585798447,6.4862,5.486328923,0.76449509,0.76449509,1.520317148,12262.6,1.520317148,12262.6,15.823871429208
123_98_580_115_123_13051,-7.3,-6.33,-3.46,-2.34,0.9699999999999998,1.12,9647.4,0.911403542,-3192.178374339217,8.22784,4.498884038000001,0.911403542,0.911403542,1.196084652,9647.4,1.196084652,9647.4,13.485509822562998
279_98_580_54_279_13051,-7.64,-6.5,-3.06,-2.71,1.1399999999999997,0.3500000000000001,13080.2,1.112950783,-4395.308233906407,6.64529,6.6595250109999995,1.112950783,1.112950783,1.621683196,13080.2,1.621683196,13080.2,17.184062442383997
279_5_7_22_279_13571,-7.85,-7.23,-3.67,-2.93,0.6199999999999992,0.7399999999999998,13386.8,0.889079775,-4018.237698136494,17.71127,6.675712111000001,0.889079775,0.889079775,1.6596954639999997,13386.8,1.6596954639999997,13386.8,14.993752079083999
58_119_605_189_543_01234,-6.36,-5.96,-1.65,-0.68,0.40000000000000036,0.9699999999999999,20199.2,2.140156,-3011.304483772961,2.08804,3.8302246110000002,2.140156,2.140156,2.5042968159999996,20199.2,2.5042968159999996,20199.2,10.139415791584005
580_98_109_115_383_01234,-6.54,-6.43,-3.22,-2.56,0.11000000000000032,0.6600000000000001,11421.2,0.794237308,-4600.144722267557,6.89074,6.194670091,0.794237308,0.794237308,1.416000376,11421.2,1.416000376,11421.2,12.161307217544001
113_7_580_22_113_13051,-7.49,-6.34,-3.54,-2.53,1.1500000000000004,1.0100000000000002,9282.9,0.988889484,-3911.276327961601,2.87259,4.9852361830000005,0.988889484,0.988889484,1.150893942,9282.9,1.150893942,9282.9,14.921116726227998
260_18_580_189_203_13057,-8.27,-6.69,-2.85,-2.37,1.5799999999999992,0.48,14997.2,0.767995099,-3224.633093881963,7.54756,3.8896080369999995,0.767995099,0.767995099,1.8593528559999999,14997.2,1.8593528559999999,14997.2,15.242086769185994
255_119_189_58_58_13500,-6.71,-5.51,-2.82,-1.88,1.2000000000000002,0.94,13152.1,1.419550322,-7588.023671579635,10.85666,5.728497765,1.419550322,1.546760118,1.630597358,13152.1,2.4178083679999998,19501.6,16.157337924642
161_158_100_158_161_13031,-7.7,-6.77,-3.25,-2.82,0.9300000000000006,0.43000000000000016,13395.2,0.541019017,-3046.136232629897,6.07999,4.271056417999999,0.541019017,0.797944837,1.660736896,13395.2,2.050480424,16538.8,13.001591189822998
110_88_88_6_764_13370,-7.74,-7.12,-2.7,-2.07,0.6200000000000001,0.6300000000000003,18307.1,0.426561415,-3239.598800869553,10.16334,2.059601825,0.426561415,0.426561415,2.2697142579999996,18307.1,2.2697142579999996,18307.1,8.637368215261999
50_147_834_147_50_13031,-7.54,-6.24,-2.36,-1.74,1.2999999999999998,0.6199999999999999,15921.1,1.223383674,-2905.094876205845,4.90448,3.0859598959999994,1.223383674,1.223383674,1.9738979779999999,15921.1,1.9738979779999999,15921.1,12.944063279028994
422_422_422_422_422_00000,-6.26,-4.68,-2.84,-2.14,1.58,0.6999999999999997,2815.8,0.868008606,-5236.024718994115,20.19649,2.078242836,0.05681155,0.868008606,0.349102884,2815.8,0.9873147299999999,7963.5,12.747836887408996
102_114_834_114_102_13031,-7.22,-6.17,-2.99,-2.62,1.0499999999999998,0.3700000000000001,11402.7,1.172402876,-4330.376414604923,3.28325,4.724203364999999,1.172402876,1.172402876,1.413706746,11402.7,1.413706746,11402.7,14.136174535841997
110_117_117_117_110_13331,-8.2,-8.0,-2.12,-1.94,0.1999999999999993,0.18000000000000016,31055.6,0.141199744,-3830.341822879731,7.917,0.297962655,0.141199744,0.155528607,3.8502732879999995,31055.6,3.8633779739999996,31161.3,4.424491078171995
549_549_110_549_549_00100,-6.58,-6.3,-1.99,-1.08,0.28000000000000025,0.9099999999999999,19775.8,1.69909089,-3511.996850082259,8.14471,7.110353479,1.69909089,1.846647531,2.4518036839999997,19775.8,3.4571575039999995,27884.8,14.145553242819998
102_134_834_134_102_13031,-7.39,-6.06,-2.53,-2.26,1.33,0.27,14185.1,0.956202459,-3270.50476656224,3.53535,3.744784714,0.956202459,0.956202459,1.758668698,14185.1,1.758668698,14185.1,13.978915053415
102_221_834_221_102_13031,-7.51,-6.15,-2.04,-2.0,1.3599999999999994,0.040000000000000036,15935.1,0.911972731,-2935.91904251782,1.13327,3.1425605929999993,0.020231962,0.911972731,1.9756336979999998,15935.1,2.7489961419999998,22172.9,13.277302438797994
764_495_30_495_764_02120,-7.0,-6.57,-2.91,-2.6,0.4299999999999997,0.31000000000000005,15284.9,1.395312464,-3968.36595429933,9.01281,5.860214448,1.395312464,1.395312464,1.8950219019999999,15284.9,1.8950219019999999,15284.9,13.062361797132995
30_65_400_65_30_13031,-7.3,-6.85,-1.98,-1.6,0.4500000000000002,0.3799999999999999,21959.2,0.356616385,-2776.192601713511,1.2659,3.9605085669999998,0.356616385,0.867310586,2.7225016159999997,21959.2,3.3304995359999996,26863.2,10.531566798996002
102_186_834_186_102_13031,-7.63,-6.42,-1.97,-1.96,1.21,0.010000000000000009,17794.3,0.196938234,-4592.270659819415,2.0629,1.9116753599999998,0.003583609,0.009132121,2.206137314,17794.3,3.0967848379999996,24978.1,10.944123472956997
102_154_580_154_102_13031,-7.31,-6.07,-2.51,-2.26,1.2399999999999993,0.25,13775.1,0.896264485,-4100.209194405114,3.5323,4.043321059,0.896264485,0.896264485,1.7078368979999998,13775.1,1.7078368979999998,13775.1,14.007049600479993
255_167_224_151_255_13051,-7.39,-7.33,-3.06,-2.96,0.05999999999999961,0.10000000000000009,18069.7,1.000510252,-14868.399861551889,5.15536,7.018197617,0.045945074,1.000510252,2.240281406,18069.7,2.6227349099999997,21154.5,13.082554620845995
279_7_402_22_279_13051,-7.53,-6.82,-3.49,-2.77,0.71,0.7200000000000002,12625.5,0.882356165,-3323.947900290028,6.61297,8.124818827,0.882356165,0.882356165,1.5653094899999997,12625.5,1.5653094899999997,12625.5,17.372122027015998
279_7_33_143_279_13051,-7.86,-7.0,-2.77,-2.43,0.8600000000000003,0.33999999999999986,19092.7,1.878897246,-3591.650063498445,8.26154,6.596976191,1.878897246,1.878897246,2.3671129459999998,19092.7,2.3671129459999998,19092.7,15.906532717244
279_206_7_115_279_13571,-7.89,-7.44,-3.9,-3.37,0.4499999999999993,0.5299999999999998,13864.0,1.320447732,-3528.038207716934,9.52061,7.7525360039999995,1.320447732,1.320447732,1.7188587199999998,13864.0,1.7188587199999998,13864.0,15.753188579744995
231_119_580_119_231_13031,-7.93,-6.65,-3.01,-2.57,1.2799999999999994,0.43999999999999995,14563.2,1.220019461,-3488.200098600933,8.93719,5.555488962999999,1.220019461,1.220019461,1.805545536,14563.2,1.805545536,14563.2,16.259504804287992
260_22_723_7_260_13051,-7.96,-7.01,-3.76,-2.93,0.9500000000000002,0.8299999999999996,12206.8,1.313770559,-5448.668459907971,4.34675,6.208965875,1.313770559,1.313770559,1.5133990639999997,12206.8,1.5133990639999997,12206.8,15.755192512112002
260_15_580_7_260_13051,-7.93,-6.95,-3.23,-2.97,0.9799999999999995,0.2599999999999998,12314.1,0.125867112,-5583.361653045323,5.16915,5.715809375,0.125867112,1.015321526,1.526702118,12314.1,2.135233152,17222.4,15.203766011611995
260_175_580_94_260_13051,-8.11,-6.66,-3.15,-2.85,1.4499999999999993,0.2999999999999998,13958.5,1.107133633,-5071.273524847724,3.5383,5.613242725999999,1.107133633,1.107133633,1.73057483,13958.5,1.73057483,13958.5,17.06238173593899
72_175_580_160_72_13051,-8.21,-6.35,-2.15,-1.32,1.8600000000000012,0.8299999999999998,17506.1,0.596112489,-3583.250849969379,5.41703,2.0982258639999998,0.596112489,0.596112489,2.1704062779999997,17506.1,2.1704062779999997,17506.1,13.966753516965001
260_22_580_167_260_13051,-8.01,-6.8,-3.91,-2.9,1.21,1.0100000000000002,8047.2,0.485139214,-4782.105882777314,8.71861,6.133611553000001,0.485139214,0.485139214,0.9976918559999999,8047.2,0.9976918559999999,8047.2,16.757729610718002
255_167_580_94_255_13051,-8.19,-6.75,-3.11,-2.92,1.4399999999999995,0.18999999999999995,14521.4,1.115807242,-13857.348535213634,7.60698,6.065539222000001,1.115807242,1.115807242,1.8003631719999997,14521.4,1.8003631719999997,14521.4,17.642644010930994
279_110_580_110_279_13031,-7.89,-6.9,-3.88,-3.16,0.9899999999999993,0.7199999999999998,10168.3,1.379835245,-4173.261960043702,13.28502,7.416300875000001,1.379835245,1.379835245,1.2606658339999999,10168.3,1.2606658339999999,10168.3,17.587892807112
229_7_580_115_229_13051,-7.7,-6.61,-3.83,-3.06,1.0899999999999999,0.77,9234.7,1.285822024,-4174.627413013214,7.17075,6.921105752999999,1.285822024,1.285822024,1.144918106,9234.7,1.144918106,9234.7,17.331509124117993
279_222_580_222_279_13031,-8.1,-6.76,-2.83,-2.69,1.3399999999999999,0.14000000000000012,17347.3,0.621135644,-3649.483624333135,7.73166,6.019727541,0.621135644,0.621135644,2.1507182539999996,17347.3,2.1507182539999996,17347.3,17.154061326193997
580_98_868_151_462_01234,-6.97,-6.48,-2.67,-2.41,0.4899999999999993,0.2599999999999998,17361.6,0.320741403,-4903.42465486113,3.91055,3.912858588,0.320741403,0.939829513,2.1524911679999996,17361.6,2.2486872499999997,18137.5,10.636152777912995
36_98_580_115_36_13051,-7.9,-6.6,-3.78,-2.86,1.3000000000000007,0.9199999999999999,9407.7,0.788092897,-4667.1515540999,3.09241,4.568292641999999,0.788092897,0.788092897,1.166366646,9407.7,1.166366646,9407.7,14.985235470270998
279_196_580_115_279_13051,-7.54,-6.55,-3.79,-2.85,0.9900000000000002,0.94,8482.5,0.790371517,-3876.675980806383,10.8408,6.912348820000001,0.790371517,0.790371517,1.05166035,8482.5,1.05166035,8482.5,16.893950827376997
229_167_580_151_229_13051,-8.05,-6.72,-3.17,-2.85,1.330000000000001,0.31999999999999984,14534.2,0.703210144,-4605.066040365948,10.40666,5.779776909,0.703210144,0.703210144,1.801950116,14534.2,1.801950116,14534.2,16.78109930593
37_22_580_167_37_13051,-7.54,-6.5,-3.47,-2.12,1.04,1.35,9058.3,0.423860069,-3686.218889566103,4.15839,4.131931051,0.423860069,0.594508494,1.1230480339999998,9058.3,2.3363783039999997,18844.8,13.278065559463998
580_7_7_22_566_01132,-7.13,-6.61,-3.26,-2.41,0.5199999999999996,0.8499999999999996,14467.5,1.231925676,-3201.308224132037,1.44462,4.199912436000001,1.231925676,1.231925676,1.7936806499999998,14467.5,1.7936806499999998,14467.5,11.159075926608997
279_221_580_142_279_13051,-7.5,-6.47,-2.58,-2.43,1.0300000000000002,0.1499999999999999,15716.3,0.337792356,-3378.875381402507,8.87338,6.755953837,0.052556249,0.562905715,1.9485068739999998,15716.3,2.629281054,21207.3,16.848794935785996
191_189_580_203_191_13051,-7.64,-6.39,-2.22,-1.23,1.25,0.9900000000000002,17084.9,0.690557336,-3114.208439609841,4.41774,3.152180594,0.690557336,0.690557336,2.118185902,17084.9,2.118185902,17084.9,12.822499180174999
255_43_580_151_255_13051,-8.5,-7.1,-3.42,-3.19,1.4000000000000004,0.22999999999999998,14370.3,0.698769397,-14270.561754279897,8.89769,5.7691933539999996,0.698769397,0.698769397,1.7816297939999997,14370.3,1.7816297939999997,14370.3,17.064375750695
161_7_580_115_161_13051,-7.29,-6.25,-3.39,-2.24,1.04,1.15,9638.3,0.898739703,-3226.454394978075,4.03254,4.540328474,0.898739703,0.898739703,1.1949564339999998,9638.3,1.1949564339999998,9638.3,13.840428810934997
281_14_580_22_281_13051,-8.08,-6.79,-3.87,-2.85,1.29,1.02,9585.4,0.806433579,-4265.438862524587,6.61625,6.6729323229999995,0.806433579,0.806433579,1.1883978919999998,9585.4,1.1883978919999998,9585.4,17.840774311007998
247_7_580_22_247_13051,-7.51,-6.46,-3.77,-2.72,1.0499999999999998,1.0499999999999998,8537.9,0.962008057,-3343.464366827857,7.88495,4.458415868,0.962008057,0.962008057,1.0585288419999999,8537.9,1.0585288419999999,8537.9,13.770185152473
58_34_580_34_58_13031,-7.49,-6.65,-4.26,-3.7,0.8399999999999999,0.5599999999999996,4550.7,0.296827722,-3148.163838619982,5.80011,4.766330849,0.296827722,0.296827722,0.564195786,4550.7,0.564195786,4550.7,13.30063408131
281_22_714_108_281_13051,-8.07,-6.79,-3.99,-3.01,1.2800000000000002,0.9800000000000004,7635.7,0.573387608,-4174.552344044497,3.85573,7.371164495,0.573387608,0.573387608,0.9466740859999999,7635.7,0.9466740859999999,7635.7,18.759690011852
72_7_580_22_72_13051,-8.09,-6.59,-3.48,-2.55,1.5,0.9300000000000002,11328.5,0.89544013,-3543.072622618558,5.30762,3.461999113000001,0.89544013,0.89544013,1.4045074299999998,11328.5,1.4045074299999998,11328.5,14.312869280838
281_34_580_219_281_13051,-7.93,-6.67,-4.11,-3.18,1.2599999999999998,0.9300000000000002,4815.6,0.227196109,-4411.162788345883,9.65216,7.233476518,0.227196109,0.545647233,0.597038088,4815.6,1.7343190259999999,13988.7,18.484993667523
714_22_748_22_714_01210,-6.97,-6.38,-3.33,-2.9,0.5899999999999999,0.43000000000000016,10495.0,1.336252459,-4127.871685999327,3.17723,4.226426118000001,1.336252459,1.336252459,1.3011700999999998,10495.0,1.3011700999999998,10495.0,11.493435266722999
281_34_56_34_281_13531,-8.23,-7.92,-4.18,-3.58,0.3100000000000005,0.5999999999999996,14172.0,0.156767625,-3999.415142786585,10.30072,7.286321959,0.156767625,0.156767625,1.7570445599999998,14172.0,1.7570445599999998,14172.0,14.515511839779998
99_34_580_34_99_13031,-7.52,-6.66,-4.16,-3.63,0.8599999999999994,0.5300000000000002,4947.8,0.29410423,-3595.221396377077,4.21673,4.96978556,0.29410423,0.29410423,0.613428244,4947.8,0.613428244,4947.8,13.665891218356995
281_34_768_64_281_13051,-7.13,-6.49,-3.9,-3.09,0.6399999999999997,0.81,4163.4,0.112764188,-4691.948426877945,19.82849,7.927775158999999,0.112764188,0.112764188,0.516178332,4163.4,0.516178332,4163.4,16.80294289618
150_34_580_34_150_13031,-7.61,-6.65,-4.08,-3.66,0.96,0.41999999999999993,5407.9,0.315519572,-4209.560381153482,2.21711,5.632166989,0.315519572,0.315519572,0.6704714419999999,5407.9,0.6704714419999999,5407.9,15.003490446089996
281_22_580_104_846_13052,-7.61,-6.67,-3.86,-2.6,0.9400000000000004,1.2599999999999998,7764.7,0.558948677,-4322.887005697577,5.98811,6.146541453999999,0.558948677,0.558948677,0.9626675059999998,7764.7,0.9626675059999998,7764.7,15.626684084394997
180_22_714_22_180_13031,-7.88,-6.57,-3.82,-3.36,1.3099999999999996,0.45999999999999996,7974.4,0.721027029,-3525.57768788473,3.48453,4.725314297000001,0.721027029,0.721027029,0.9886661119999999,7974.4,0.9886661119999999,7974.4,15.244004289205995
224_184_580_34_224_13051,-7.42,-6.84,-4.13,-3.54,0.5800000000000001,0.5899999999999999,5694.0,0.259974416,-4291.476527406137,5.40562,5.027527098999999,0.259974416,0.259974416,0.7059421199999999,5694.0,0.7059421199999999,5694.0,12.55400131756
281_34_416_34_281_13031,-7.72,-7.16,-3.51,-3.04,0.5599999999999996,0.46999999999999975,10872.4,0.112385631,-4398.494546077147,10.52662,8.077908389000001,0.112385631,0.112385631,1.3479601519999997,10872.4,1.3479601519999997,10872.4,16.669276353889998
65_184_580_108_65_13051,-7.64,-6.54,-3.57,-2.59,1.0999999999999996,0.98,8045.6,0.398921739,-4058.965739561635,7.27295,4.7011937139999995,0.398921739,0.572297436,0.9974934879999999,8045.6,2.045074896,16495.2,14.317240246414995
281_34_580_97_281_13051,-7.88,-6.57,-3.96,-2.85,1.3099999999999996,1.1099999999999999,5277.8,0.225440034,-5042.147858347262,11.39659,6.65126603,0.225440034,0.271306382,0.654341644,5277.8,1.969062758,15882.1,17.896039825547
281_101_580_34_281_13051,-7.95,-6.94,-4.04,-3.25,1.0099999999999998,0.79,6858.4,0.241424899,-4516.600421579574,8.76637,7.076911667000002,0.241424899,0.448789607,0.8503044319999998,6858.4,1.8495832319999999,14918.4,17.205653867696
45_34_580_34_45_13031,-7.72,-6.91,-4.39,-3.95,0.8099999999999996,0.4399999999999995,5368.8,0.329985916,-4814.199500767328,2.07818,5.222512406,0.329985916,0.329985916,0.665623824,5368.8,0.665623824,5368.8,13.801146085298997
131_34_580_34_131_13031,-7.68,-6.74,-3.89,-3.7,0.9399999999999995,0.18999999999999995,7560.6,0.342623022,-3479.239668749188,4.89795,5.327156807,0.342623022,0.342623022,0.937363188,7560.6,0.937363188,7560.6,14.498391425475996
281_34_795_160_281_13051,-8.03,-7.56,-3.54,-2.73,0.46999999999999975,0.81,13889.9,0.100198424,-4142.698804247021,4.97904,5.227774892999999,0.069161882,0.100198424,1.7220698019999998,13889.9,2.4346324539999995,19637.3,12.361692529897995
580_22_580_22_580_01010,-6.67,-6.25,-3.88,-3.41,0.41999999999999993,0.46999999999999975,5833.9,0.864889341,-3308.660859213649,3.67043,5.052722799,0.864889341,0.864889341,0.7232869219999999,5833.9,0.7232869219999999,5833.9,11.907895796459998
457_34_287_188_457_01240,-7.1,-6.45,-3.68,-2.18,0.6499999999999995,1.5,5230.6,0.186660647,-4353.202974569791,7.06631,5.4957958730000005,0.186660647,0.614856835,0.648489788,5230.6,1.8542200839999998,14955.8,13.496657419357996
281_22_718_34_281_13051,-7.78,-7.46,-4.18,-3.69,0.3200000000000003,0.48999999999999977,9465.6,0.173368199,-3692.750514163665,13.298,7.666361351,0.097735013,0.097735013,1.173545088,9465.6,1.173545088,9465.6,15.081376082564
580_7_7_22_22_01133,-7.22,-6.69,-3.89,-3.0,0.5299999999999994,0.8900000000000001,11081.5,0.96617892,-3303.360951182251,7.17758,5.018877732999999,0.96617892,0.96617892,1.3738843699999999,11081.5,1.3738843699999999,11081.5,12.329341140577993
279_109_457_22_279_13051,-7.8,-6.7,-3.74,-2.77,1.0999999999999996,0.9700000000000002,10139.0,1.446040867,-4207.922059347268,9.55269,7.1731554200000005,1.446040867,1.446040867,1.2570332199999998,10139.0,1.2570332199999998,10139.0,17.721131515577
281_34_580_160_2_13057,-7.55,-6.68,-4.02,-2.72,0.8700000000000001,1.2999999999999994,4980.3,0.144358093,-3872.022518236568,11.71939,5.149352778,0.144358093,0.144358093,0.617457594,4980.3,0.617457594,4980.3,13.955705277542998
40_184_580_34_40_13051,-7.36,-6.59,-4.33,-3.9,0.7700000000000005,0.43000000000000016,3384.1,0.197520922,-3992.716416937593,6.1595,7.561810671999999,0.197520922,0.197520922,0.41956071799999994,3384.1,0.41956071799999994,3384.1,16.852159797580995
217_132_217_132_217_01010,-6.59,-5.78,-2.03,-1.69,0.8099999999999996,0.33999999999999986,15676.8,2.473809136,-3466.540117228372,1.46542,4.16173519,2.473809136,2.473809136,1.9436096639999998,15676.8,1.9436096639999998,15676.8,12.340455858866997
580_102_102_834_702_01124,-6.26,-5.68,-2.42,-2.02,0.5800000000000001,0.3999999999999999,11511.0,0.949640597,-3704.01194773784,5.68887,4.755512083,0.949640597,0.949640597,1.42713378,11511.0,1.42713378,11511.0,12.179436640527998
217_30_217_11_241_01032,-6.66,-5.79,-2.1,-1.45,0.8700000000000001,0.6500000000000001,15537.7,2.30704051,-2748.389739312636,2.36232,3.488229372,2.30704051,2.30704051,1.926364046,15537.7,1.926364046,15537.7,11.668338347480999
102_88_88_11_580_13370,-7.7,-6.72,-2.61,-2.17,0.9800000000000004,0.43999999999999995,16403.9,0.563180716,-2348.970270106573,3.16342,1.7125584539999998,0.563180716,0.563180716,2.033755522,16403.9,2.033755522,16403.9,9.691289493395002
217_30_241_30_217_01210,-6.68,-6.04,-1.67,-1.12,0.6399999999999997,0.5499999999999998,19935.8,1.725204542,-3013.350350793861,6.04632,3.3234226880000004,1.725204542,1.725204542,2.4716404839999995,19935.8,2.4716404839999995,19935.8,10.462749543612999
723_30_723_30_723_01010,-6.56,-6.11,-2.04,-1.72,0.4499999999999993,0.32000000000000006,18093.0,2.037413511,-4156.762160263564,8.96708,5.2945957329999995,2.037413511,2.037413511,2.2431701399999997,18093.0,2.2431701399999997,18093.0,12.368604826577995
217_30_217_30_217_01010,-6.56,-5.75,-1.75,-1.24,0.8099999999999996,0.51,17640.2,2.169688172,-2596.391008773153,8.02957,3.7512340839999996,2.169688172,2.169688172,2.187031996,17640.2,2.187031996,17640.2,11.775195835904997
154_580_580_154_102_10013,-6.81,-6.01,-2.68,-2.28,0.7999999999999998,0.40000000000000036,11783.7,1.060708859,-4222.086227708015,4.74441,3.977183912,1.060708859,1.060708859,1.4609431259999999,11783.7,1.4609431259999999,11783.7,12.043778749061
30_118_118_118_30_10001,-6.82,-6.16,-2.1,-1.44,0.6600000000000001,0.6600000000000001,18406.4,2.336451584,-3941.641534342141,7.02945,4.194894947000001,2.336451584,2.336451584,2.282025472,18406.4,2.282025472,18406.4,11.747866844255997
279_7_347_115_279_13051,-7.43,-6.65,-3.62,-2.88,0.7799999999999994,0.7400000000000002,9241.4,0.902494304,-3775.102865001695,15.65522,7.285890569999999,0.902494304,0.902494304,1.145748772,9241.4,1.145748772,9241.4,16.514767817126994
279_156_580_156_279_13031,-7.89,-6.73,-2.99,-2.6,1.1599999999999993,0.3900000000000001,15279.2,1.420480429,-4667.263035184005,8.02458,5.926482776,1.420480429,1.420480429,1.8943152159999999,15279.2,1.8943152159999999,15279.2,16.259763284788995
580_189_625_189_580_01210,-6.76,-6.45,-2.38,-1.84,0.3099999999999996,0.5399999999999998,18334.8,1.162911892,-3071.008000185866,2.72451,3.4292558829999993,1.162911892,1.162911892,2.273148504,18334.8,2.273148504,18334.8,9.204331853127995
93_189_580_189_93_13031,-8.02,-6.63,-2.51,-1.6,1.3899999999999997,0.9099999999999997,16668.8,0.801019668,-3750.216203209548,3.57765,3.501612099,0.801019668,0.801019668,2.0665978239999996,16668.8,2.0665978239999996,16668.8,13.899366362559997
269_175_580_160_269_13051,-8.06,-6.45,-2.28,-1.73,1.6100000000000003,0.5499999999999998,17773.4,0.762985485,-3153.116100720874,8.36601,3.8481808300000004,0.762985485,0.762985485,2.203546132,17773.4,2.203546132,17773.4,15.312691505147003
279_112_580_112_279_13031,-8.03,-6.89,-3.8,-3.04,1.1399999999999997,0.7599999999999998,10446.4,1.199071156,-3798.234942592481,10.38183,5.827720773999999,1.199071156,1.199071156,1.295144672,10446.4,1.295144672,10446.4,16.038668008034996
281_110_580_110_281_13031,-7.98,-7.06,-3.75,-3.24,0.9200000000000008,0.5099999999999998,11645.0,1.177113736,-4569.802338063522,13.82678,7.293639248,1.177113736,1.177113736,1.4437471,11645.0,1.4437471,11645.0,17.121137746732998
281_34_580_24_281_13051,-8.0,-6.82,-4.2,-3.04,1.1799999999999997,1.1600000000000001,4828.5,0.115126124,-4740.067730271468,8.40133,7.094734384000001,0.086033305,0.115126124,0.5986374299999999,4828.5,1.813343878,14626.1,17.953545749004995
117_108_580_64_117_13051,-7.9,-6.33,-2.53,-1.49,1.5700000000000003,1.0399999999999998,14515.4,0.811119685,-4049.220519261771,7.35807,2.197293137,0.811119685,0.811119685,1.7996192919999998,14515.4,1.7996192919999998,14515.4,12.869219151885998
580_184_184_60_281_01135,-7.88,-6.84,-3.81,-3.28,1.04,0.5300000000000002,10156.1,0.594558715,-5526.10567364163,15.08578,6.716093895,0.594558715,0.594558715,1.2591532779999999,10156.1,1.2591532779999999,10156.1,16.836457795651995
580_34_247_115_281_01235,-7.2,-6.96,-3.85,-3.46,0.2400000000000002,0.3900000000000001,8815.4,0.243274565,-3972.624004130416,6.81695,7.089447732,0.243274565,0.303751835,1.092933292,8815.4,1.4828503919999998,11960.4,13.946566029201
