Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),Delta HOMO,delta LUMO,optical bandgap (cm-1),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
281_162_580_110_281_13051,-8.05,-6.89,-3.76,-3.2,1.160000000000001,0.5599999999999996,10886.1,1.21962584,-4589.425250972206,10.42785,7.200745796999999,1.21962584,1.21962584,1.349658678,10886.1,1.349658678,10886.1,18.014423464706
281_22_580_176_281_13051,-8.02,-6.94,-3.88,-2.94,1.0799999999999992,0.94,8991.0,0.460654873,-4097.967927735549,5.70003,6.65873473,0.460654873,0.460654873,1.11470418,8991.0,1.11470418,8991.0,16.927674225447
281_34_768_70_281_13051,-7.5,-6.47,-3.69,-3.11,1.0300000000000002,0.5800000000000001,5960.2,0.334028955,-4743.894628527581,14.46301,7.764169140000001,0.334028955,0.334028955,0.7389455959999999,5960.2,0.7389455959999999,5960.2,18.237107408017003
207_34_580_13_207_13051,-7.45,-6.5,-3.63,-2.6,0.9500000000000002,1.0299999999999998,6238.9,0.218498301,-3398.287149882744,7.29253,3.998317422000001,0.218498301,0.458029288,0.7734988219999999,6238.9,1.8748875499999997,15122.5,12.711129592331003
281_133_580_133_281_13031,-7.97,-6.65,-3.02,-2.73,1.3199999999999994,0.29000000000000004,14274.1,0.737323883,-4999.247618771399,5.18653,6.144269853,0.737323883,0.737323883,1.769702918,14274.1,1.769702918,14274.1,17.240456089817997
279_34_457_7_279_13051,-7.77,-6.7,-4.0,-3.06,1.0699999999999994,0.94,5801.9,0.375302106,-4114.520686837514,8.42518,7.657728044,0.375302106,1.546722776,0.7193195619999999,5801.9,2.004954968,16171.6,18.260738018824995
71_34_768_212_71_13051,-7.53,-6.38,-3.77,-2.78,1.1500000000000004,0.9900000000000002,4586.0,0.147663546,-5021.873379399482,11.52452,5.026394955000001,0.147663546,0.147663546,0.5685722799999999,4586.0,0.5685722799999999,4586.0,14.977792355272
281_164_34_212_281_13571,-8.0,-7.71,-3.89,-2.99,0.29000000000000004,0.8999999999999999,11770.0,0.226963211,-5592.769885253199,12.48833,7.770843049000001,0.226963211,0.226963211,1.4592446,11770.0,1.4592446,11770.0,15.097597380709997
70_34_457_13_70_13051,-7.8,-6.63,-3.74,-2.51,1.17,1.2300000000000004,7022.9,0.375581895,-4962.777129773375,9.09084,4.173337611,0.375581895,0.967461029,0.8706991419999999,7022.9,2.158950526,17413.7,13.888232392583996
281_34_335_160_281_13051,-7.7,-6.84,-3.6,-2.73,0.8600000000000003,0.8700000000000001,7639.0,0.162801749,-4934.298922960045,13.51351,7.967933367,0.162801749,0.162801749,0.9470832199999999,7639.0,0.9470832199999999,7639.0,17.794340748596
580_34_517_34_34_01211,-7.14,-6.7,-4.39,-3.87,0.4399999999999995,0.5199999999999996,5819.0,0.461083101,-4378.635077276365,2.77178,6.462214545,0.461083101,0.461083101,0.72143962,5819.0,0.72143962,5819.0,13.933865930701996
281_34_33_34_281_13531,-8.12,-7.62,-3.86,-3.64,0.4999999999999991,0.21999999999999975,12670.7,0.304254152,-4038.488885036072,7.49749,7.841997451,0.304254152,0.304254152,1.570913386,12670.7,1.570913386,12670.7,16.089126992264
580_7_587_7_580_01210,-6.54,-6.25,-2.84,-2.31,0.29000000000000004,0.5299999999999998,11697.1,0.356047516,-4428.125610098684,4.22324,5.262856374000001,0.356047516,1.346568158,1.4502064579999998,11697.1,2.014166682,16245.9,11.644099729235
281_87_34_19_281_13571,-8.0,-7.36,-3.53,-3.05,0.6399999999999997,0.48,12703.9,0.228822354,-4306.066594948362,4.35644,7.031304952999999,0.228822354,0.228822354,1.575029522,12703.9,1.575029522,12703.9,15.568503422517997
281_34_625_34_281_13031,-7.64,-7.36,-4.35,-3.85,0.27999999999999936,0.49999999999999956,7591.7,0.183913,-4904.77292417133,4.02911,8.574049655000001,0.033658338,0.183913,0.9412189659999999,7591.7,1.0855688799999998,8756.0,16.161062877172
281_22_150_184_89_13579,-8.07,-7.05,-3.87,-3.49,1.0200000000000005,0.3799999999999999,11318.6,0.997137641,-4397.061199513351,8.53941,6.451813971,0.997137641,0.997137641,1.403280028,11318.6,1.403280028,11318.6,16.387444340304
281_32_580_32_281_13031,-7.91,-6.62,-3.38,-3.0,1.29,0.3799999999999999,11953.1,1.254706267,-4275.447213823359,4.20795,7.24930545,1.254706267,1.254706267,1.4819453379999998,11953.1,1.4819453379999998,11953.1,18.634440106887
279_79_34_39_279_13571,-7.82,-7.34,-3.6,-2.71,0.4800000000000004,0.8900000000000001,10702.2,0.115180794,-3703.022736164643,4.71839,6.960453488,0.115180794,0.115180794,1.326858756,10702.2,1.326858756,10702.2,14.790140955212996
281_34_580_41_281_13051,-8.07,-6.87,-4.34,-3.33,1.2000000000000002,1.0099999999999998,4626.4,0.135403051,-4151.490237972007,3.11939,8.039469049,0.135403051,0.424055,0.5735810719999999,4626.4,1.686710706,13604.7,19.33954538271
580_22_184_222_892_01352,-7.53,-6.74,-3.8,-3.05,0.79,0.75,10409.5,0.602787345,-3531.498171782743,5.63683,4.875071028,0.602787345,0.602787345,1.2905698099999998,10409.5,1.2905698099999998,10409.5,13.237619307792999
110_7_741_22_110_13051,-7.12,-6.56,-3.44,-2.38,0.5600000000000005,1.06,10556.3,0.824318864,-3567.404266600206,18.06825,4.685217827,0.824318864,0.824318864,1.308770074,10556.3,1.308770074,10556.3,11.997541450016
246_171_580_54_246_13051,-7.61,-6.4,-2.85,-2.25,1.21,0.6000000000000001,13831.7,1.407955228,-3997.097283782195,2.61502,4.408511165999999,1.407955228,1.407955228,1.7148541659999998,13831.7,1.7148541659999998,13831.7,14.382266377818999
175_7_580_7_175_13031,-7.47,-6.33,-2.65,-1.83,1.1399999999999997,0.8199999999999998,14584.5,1.254319293,-3191.292792918943,11.59334,4.333939308,1.254319293,1.254319293,1.8081863099999997,14584.5,1.8081863099999997,14584.5,13.981730929352997
260_22_580_34_260_13051,-8.03,-6.79,-4.07,-3.65,1.2399999999999993,0.4200000000000004,6983.9,0.507557456,-5086.706921013141,4.7322,7.199466877,0.507557456,0.507557456,0.8658639219999998,6983.9,0.8658639219999998,6983.9,18.353062391865997
170_54_580_151_170_13051,-7.63,-6.28,-2.52,-2.29,1.3499999999999996,0.22999999999999998,14694.7,0.929659278,-5447.857101046106,2.02111,3.6329369410000005,0.929659278,0.929659278,1.8218489059999998,14694.7,1.8218489059999998,14694.7,13.910000669993996
279_7_741_22_279_13051,-7.42,-6.66,-3.4,-2.65,0.7599999999999998,0.75,12077.0,1.269825306,-3459.156066872717,13.56068,8.668572295999997,1.269825306,1.269825306,1.49730646,12077.0,1.49730646,12077.0,18.333620553828993
255_54_580_54_255_13031,-7.8,-6.53,-3.31,-2.9,1.2699999999999996,0.41000000000000014,11648.2,1.279811629,-14406.575264460651,5.35339,5.911403266999999,1.279811629,1.279811629,1.4441438359999998,11648.2,1.4441438359999998,11648.2,16.707048800895997
260_204_580_203_260_13051,-8.36,-6.7,-2.82,-2.7,1.6599999999999993,0.11999999999999966,18018.8,0.392341913,-4267.336348862549,5.67277,4.194373543999999,0.392341913,0.392341913,2.2339708239999996,18018.8,2.2339708239999996,18018.8,16.002148872324994
157_22_580_22_157_13031,-8.06,-6.66,-3.83,-3.4,1.4000000000000004,0.43000000000000016,8249.7,0.642602836,-3041.150585865442,2.43127,4.6400766529999995,0.642602836,0.642602836,1.022797806,8249.7,1.022797806,8249.7,15.509582053417999
279_98_580_98_279_13031,-7.68,-6.48,-3.1,-2.71,1.1999999999999993,0.3900000000000001,12829.3,1.533201025,-4370.626014005667,2.21755,7.315118921,1.533201025,1.533201025,1.5905766139999997,12829.3,1.5905766139999997,12829.3,18.342115256453994
580_157_171_40_40_02133,-6.94,-6.03,-3.7,-3.31,0.9100000000000001,0.3900000000000001,5548.3,0.128539788,-3989.3448528757,5.58999,5.512801185,0.037407284,0.128539788,0.6878782339999999,5548.3,1.189687284,9595.8,14.626373733981998
260_22_194_34_260_13571,-7.99,-7.31,-4.11,-3.69,0.6800000000000006,0.4200000000000004,8808.3,0.158020976,-5402.60776872595,3.79772,7.177176697000001,0.158020976,0.335019833,1.0920530339999999,8808.3,1.67844124,13538.0,15.939568814006003
279_120_98_41_279_13571,-7.86,-7.15,-3.19,-2.92,0.71,0.27,16990.3,1.933817763,-3890.111655619603,7.50115,7.319158450999999,1.933817763,1.933817763,2.1064573939999995,16990.3,2.1064573939999995,16990.3,16.262727689263997
279_175_741_175_279_13031,-7.42,-6.52,-2.55,-2.5,0.9000000000000004,0.04999999999999982,18281.3,0.925197106,-3194.513519085514,11.29744,7.462186482000001,0.925197106,0.925197106,2.2665155739999996,18281.3,2.2665155739999996,18281.3,17.268127287951003
255_54_580_151_255_13051,-8.21,-6.74,-3.39,-3.02,1.4700000000000006,0.3700000000000001,12693.2,1.185780771,-14625.728194648353,3.26981,6.488570542999999,1.185780771,1.185780771,1.5737029359999999,12693.2,1.5737029359999999,12693.2,18.352808139948003
245_34_580_22_245_13051,-7.55,-6.39,-3.69,-3.09,1.1600000000000001,0.6000000000000001,6568.3,0.345458216,-3232.057146930453,9.34614,4.229303992000001,0.345458216,0.345458216,0.8143378339999999,6568.3,0.8143378339999999,6568.3,13.922748099221002
281_184_580_108_281_13051,-7.88,-6.79,-3.85,-3.05,1.0899999999999999,0.8000000000000003,7966.6,0.479355204,-4791.400756055603,12.12258,7.2501605289999995,0.479355204,0.735596512,0.987699068,7966.6,2.071941362,16711.9,17.78461755067
281_184_580_155_281_13051,-8.04,-6.87,-4.08,-3.34,1.169999999999999,0.7400000000000002,7772.6,0.800372959,-5031.89973118841,12.51194,7.311623140000001,0.800372959,0.800372959,0.963646948,7772.6,0.963646948,7772.6,18.209651566016994
457_34_34_115_42_01132,-7.14,-6.92,-4.42,-3.55,0.21999999999999975,0.8700000000000001,7178.4,0.514550462,-4307.854285117193,16.40681,7.446991273999998,0.514550462,0.514550462,0.8899780319999999,7178.4,0.8899780319999999,7178.4,14.353803486534995
257_34_457_115_257_13051,-7.71,-6.78,-4.23,-3.59,0.9299999999999997,0.6400000000000006,6577.7,0.725174047,-4680.760341446055,12.3362,8.427514971999999,0.725174047,0.725174047,0.8155032459999999,6577.7,0.8155032459999999,6577.7,18.725034618680994
281_34_153_34_281_13031,-7.53,-6.91,-3.91,-3.25,0.6200000000000001,0.6600000000000001,9414.3,0.148342073,-4612.240324657862,13.93764,8.565006262,0.148342073,0.227080445,1.167184914,9414.3,1.2472883919999997,10060.4,17.595310125011004
580_22_682_22_585_01214,-6.5,-5.63,-3.85,-3.24,0.8700000000000001,0.6099999999999999,2307.2,0.181065682,-4375.592668264134,5.46965,4.879565705000001,0.181065682,0.303776592,0.28604665599999995,2307.2,0.907174058,7317.1,13.584208478021997
281_34_33_160_281_13051,-7.59,-7.0,-3.85,-2.65,0.5899999999999999,1.2000000000000002,7897.7,0.127212327,-4214.4593502564,13.3281,6.512315882,0.127212327,0.127212327,0.9791568459999999,7897.7,0.9791568459999999,7897.7,14.641105471750995
281_34_22_172_714_13570,-7.75,-6.9,-4.24,-3.55,0.8499999999999996,0.6900000000000004,11131.8,0.315427141,-4350.628580707449,2.95787,6.0136801140000005,0.315427141,0.315427141,1.3801205639999998,11131.8,1.3801205639999998,11131.8,15.060784019214998
279_7_100_22_279_13051,-7.78,-6.63,-3.69,-2.81,1.1500000000000004,0.8799999999999999,10448.8,1.711717299,-3814.166953714966,8.86402,7.391886863,1.711717299,1.711717299,1.2954422239999999,10448.8,1.2954422239999999,10448.8,18.235074712588002
281_34_768_65_281_13051,-7.52,-6.57,-3.67,-2.96,0.9499999999999993,0.71,6230.9,0.231520035,-4295.094850880918,4.97152,8.477210786000002,0.231520035,0.231520035,0.7725069819999999,6230.9,0.7725069819999999,6230.9,18.878565754559
96_34_457_115_96_13051,-7.6,-6.96,-4.48,-3.76,0.6399999999999997,0.7200000000000006,5711.4,0.511932253,-2958.661889139826,5.66239,5.321939392000001,0.511932253,0.52261114,0.7080993719999998,5711.4,1.4519173819999998,11710.9,13.214707045021
281_34_768_84_281_13051,-7.7,-6.62,-4.04,-3.1,1.08,0.94,4679.7,0.246079721,-4685.612745623086,7.75426,8.188948833,0.246079721,0.246079721,0.5801892059999999,4679.7,0.5801892059999999,4679.7,19.034779045278
264_22_580_184_264_13051,-7.77,-6.51,-3.57,-3.28,1.2599999999999998,0.29000000000000004,7072.2,0.152206291,-3525.225151300725,5.31698,4.054577517,0.152206291,0.152206291,0.8768113559999999,7072.2,0.8768113559999999,7072.2,14.107649743145997
281_34_780_34_281_13031,-7.97,-6.93,-4.04,-3.53,1.04,0.5100000000000002,7596.6,0.548376818,-4821.186265517877,6.47731,8.902153627999999,0.548376818,0.548376818,0.9418264679999999,7596.6,0.9418264679999999,7596.6,19.846662047992993
281_34_620_22_281_13051,-7.94,-6.71,-4.34,-3.63,1.2300000000000004,0.71,4735.1,0.395743354,-4327.66996427334,9.19232,8.001973334999999,0.395743354,0.395743354,0.587057698,4735.1,0.587057698,4735.1,19.415563784531997
281_186_22_220_714_13570,-7.49,-6.87,-2.98,-2.53,0.6200000000000001,0.4500000000000002,16697.1,0.279349935,-4252.390607383752,4.12916,3.242601892,0.279349935,0.279349935,2.0701064579999997,16697.1,2.0701064579999997,16697.1,10.266359307520998
279_75_580_75_279_13031,-7.66,-6.56,-3.38,-2.9,1.1000000000000005,0.48,11657.8,1.736034002,-5049.341887799704,2.69669,8.062450528000001,1.736034002,1.736034002,1.4453340439999998,11657.8,1.4453340439999998,11657.8,18.945690879293004
281_120_580_184_281_13051,-7.99,-6.63,-3.97,-3.19,1.3600000000000003,0.7800000000000002,6923.3,0.624023917,-4638.948944129944,9.85946,7.448208211,0.624023917,0.624023917,0.858350734,6923.3,0.858350734,6923.3,19.206179208784
271_34_457_89_271_13051,-8.45,-7.67,-3.78,-3.16,0.7799999999999994,0.6199999999999997,10474.9,0.199971458,-5443.45018598231,2.83402,3.8798505659999996,0.199971458,0.426907191,1.2986781019999998,10474.9,1.630597358,13152.1,11.824650731618993
279_175_580_7_279_13051,-7.61,-6.52,-3.06,-2.71,1.0900000000000007,0.3500000000000001,14016.2,1.452058063,-3628.157400912692,14.20999,6.724345244000001,1.452058063,1.452058063,1.737728476,14016.2,1.737728476,14016.2,17.060569903225
281_22_157_22_281_13031,-7.95,-7.21,-3.87,-3.61,0.7400000000000002,0.26000000000000023,11222.8,0.385017824,-3984.668152514214,6.80554,6.892665862000001,0.385017824,0.385017824,1.3914027439999999,11222.8,1.3914027439999999,11222.8,15.803097394211003
280_34_620_34_280_13031,-7.79,-6.7,-4.3,-3.62,1.0899999999999999,0.6799999999999997,4975.3,0.305188926,-4430.971243213866,4.63764,8.527346611,0.305188926,0.305188926,0.616837694,4975.3,0.616837694,4975.3,19.543302785583997
281_34_34_34_281_13331,-7.77,-7.45,-4.58,-4.1,0.3199999999999994,0.4800000000000004,6453.9,0.398207543,-4677.676260048264,5.66016,8.83750247,0.398207543,0.398207543,0.8001545219999999,6453.9,0.8001545219999999,6453.9,16.694037403426996
580_224_543_34_11_02416,-6.57,-6.47,-3.63,-1.6,0.10000000000000053,2.03,6624.7,0.110984923,-4167.810193903168,1.34506,4.819548576,0.110984923,0.119113713,0.8213303059999999,6624.7,1.223818978,9871.1,10.225214891389006
14_34_457_175_14_13051,-7.56,-6.72,-3.71,-2.49,0.8399999999999999,1.2199999999999998,7877.3,0.357798904,-4047.075068060022,8.1882,4.695021337,0.357798904,1.203466732,0.976627654,7877.3,2.270805282,18315.9,13.202440883286
239_34_457_115_239_13051,-8.02,-7.14,-4.62,-3.89,0.8799999999999999,0.73,6270.6,0.642015798,-5026.335948157632,10.98167,6.413544497999999,0.642015798,0.642015798,0.7774289879999999,6270.6,0.7774289879999999,6270.6,15.739047275982996
580_114_580_114_580_02020,-6.14,-5.5,-2.9,-2.1,0.6399999999999997,0.7999999999999998,8616.0,1.727343796,-3965.207670370025,6.7498,4.717548139,1.727343796,1.727343796,1.0682116799999999,8616.0,1.0682116799999999,8616.0,12.382460289639996
279_34_457_70_279_13051,-7.83,-6.69,-3.93,-2.97,1.1399999999999997,0.96,6055.2,0.357487626,-4509.501393243511,8.57789,7.205564518999999,0.357487626,1.051341535,0.7507236959999999,6055.2,2.063919856,16647.2,17.935958844899993
580_81_580_81_580_02020,-6.49,-6.01,-2.68,-2.05,0.4800000000000004,0.6300000000000003,12934.3,1.714688884,-3180.19826044165,2.67377,4.399605064,1.714688884,1.714688884,1.6035945139999999,12934.3,1.6035945139999999,12934.3,11.263852675365
84_34_580_175_84_13051,-7.83,-6.71,-3.89,-2.69,1.12,1.2000000000000002,6800.3,0.263437019,-4222.319482051575,8.07511,4.93226609,0.263437019,0.464807145,0.8431011939999999,6800.3,2.0471329639999998,16511.8,14.720526908166997
578_34_644_192_281_01235,-6.85,-5.7,-3.71,-3.07,1.1499999999999995,0.6400000000000001,2753.4,0.224930848,-7362.913707868046,11.7595,6.356092586999999,0.224930848,0.608809511,0.341366532,2753.4,1.253078258,10107.1,16.808785994535995
281_34_424_175_281_13051,-8.14,-7.3,-4.02,-2.86,0.8400000000000007,1.1599999999999997,9321.6,0.297074036,-4419.026235366093,9.37066,7.845573936999999,0.297074036,0.366681447,1.155691968,9321.6,2.4969819959999997,20140.2,17.540751813486004
76_34_580_110_76_13051,-7.64,-6.51,-3.99,-3.45,1.13,0.54,5489.9,0.414443987,-4142.122847732655,8.309,4.760012164,0.414443987,0.414443987,0.6806378019999999,5489.9,0.6806378019999999,5489.9,14.525883252064999
279_7_749_41_279_13051,-7.89,-7.08,-3.2,-2.8,0.8099999999999996,0.40000000000000036,16675.5,2.216094321,-3590.928843317203,13.29031,6.878065197000001,2.216094321,2.216094321,2.0674284899999997,16675.5,2.0674284899999997,16675.5,16.080842278505997
260_22_315_34_260_13051,-7.74,-6.89,-4.12,-3.74,0.8500000000000005,0.3799999999999999,6989.3,0.474915784,-5597.527029962162,3.66873,7.6689979410000015,0.474915784,0.713532556,0.866533414,6989.3,1.4441438359999998,11648.2,17.340156666994005
260_175_580_209_260_13051,-8.2,-6.5,-2.88,-2.61,1.6999999999999993,0.27,15012.1,0.958182347,-4900.584467330191,8.57947,5.084626938,0.958182347,0.958182347,1.861200158,15012.1,1.861200158,15012.1,17.398227795862994
279_98_580_119_279_13051,-7.87,-6.62,-3.15,-2.81,1.25,0.33999999999999986,13544.4,1.180949228,-4043.593469518318,11.65146,6.747424456,1.180949228,1.180949228,1.6792347119999997,13544.4,1.6792347119999997,13544.4,17.773149978149
279_7_741_169_279_13051,-7.56,-6.51,-2.73,-2.44,1.0499999999999998,0.29000000000000004,17335.8,1.349810971,-3577.986903091567,8.51645,6.011322044000001,1.349810971,1.349810971,2.1492924839999996,17335.8,2.1492924839999996,17335.8,15.908536956824998
279_7_580_191_279_13051,-7.71,-6.65,-3.08,-2.72,1.0599999999999996,0.3599999999999999,12609.8,0.209588162,-4009.078084247554,9.74426,6.691086868999999,0.209588162,0.633451656,1.5633630039999997,12609.8,1.7915481939999998,14450.3,16.887123120849992
279_39_580_39_279_13031,-7.47,-6.62,-2.6,-1.93,0.8499999999999996,0.6700000000000002,16370.6,0.108947562,-3309.229643344825,12.01166,5.5256478829999995,0.051490967,0.212315216,2.029626988,16370.6,2.897214232,23368.4,14.388763637127996
260_33_580_119_260_13051,-8.02,-6.71,-2.98,-2.67,1.3099999999999996,0.31000000000000005,15725.8,1.034163627,-4539.984737902548,6.96277,4.884973874,1.034163627,1.034163627,1.9496846839999997,15725.8,1.9496846839999997,15725.8,15.463855526734994
255_119_800_151_255_13051,-8.18,-7.7,-3.07,-2.99,0.47999999999999954,0.07999999999999963,19352.8,1.021970066,-14218.489381688041,6.57645,5.684629141,0.018176844,1.021970066,2.3993601439999996,19352.8,2.8437912499999998,22937.5,13.033330829393995
256_7_580_22_256_13051,-8.11,-6.58,-3.66,-2.64,1.5299999999999994,1.02,9699.9,0.767668098,-3080.101382730331,6.50371,3.894531952,0.767668098,0.767668098,1.2025936019999999,9699.9,1.2025936019999999,9699.9,15.036117000140996
279_98_580_7_279_13051,-7.73,-6.57,-3.31,-2.94,1.1600000000000001,0.3700000000000001,12086.3,1.337641094,-4103.695509520744,6.43344,6.974933578999999,1.337641094,1.337641094,1.4984594739999997,12086.3,1.4984594739999997,12086.3,17.70348004052
279_171_580_119_279_13051,-7.78,-6.62,-3.1,-2.75,1.1600000000000001,0.3500000000000001,13985.2,1.589290627,-4248.953911181757,2.82605,6.862697750000001,1.589290627,1.589290627,1.7338850959999998,13985.2,1.7338850959999998,13985.2,17.548931303986997
260_34_580_115_260_13051,-7.72,-6.68,-4.1,-3.58,1.04,0.5199999999999996,6881.9,0.712898439,-5164.02049507712,5.75795,6.884705705,0.712898439,0.712898439,0.8532179619999999,6881.9,0.8532179619999999,6881.9,17.068636258021996
153_98_580_151_153_13051,-7.78,-6.5,-2.75,-2.69,1.2800000000000002,0.06000000000000005,14817.5,0.190283041,-3433.549184061026,3.67631,3.4580457759999996,0.190283041,0.801128956,1.8370736499999998,14817.5,1.8409046319999998,14848.4,13.371325535789
255_58_119_58_255_10301,-6.91,-6.45,-2.75,-2.48,0.45999999999999996,0.27,15316.5,3.188090172,-13153.591662383395,5.34447,7.028730312000002,3.188090172,3.188090172,1.8989396699999999,15316.5,1.8989396699999999,15316.5,14.799058141861002
261_98_580_151_261_13051,-8.09,-6.64,-2.91,-2.77,1.4500000000000002,0.14000000000000012,14081.6,0.587093533,-3659.9422687714,2.42447,3.4574408869999997,0.587093533,0.587093533,1.745836768,14081.6,1.745836768,14081.6,14.093842603635997
279_106_580_143_279_13051,-8.0,-6.77,-3.09,-2.62,1.2300000000000004,0.46999999999999975,14421.1,1.164708511,-4707.578277933976,14.49087,6.901764192,1.164708511,1.164708511,1.787927978,14421.1,1.787927978,14421.1,17.900575794621
265_7_580_142_265_13051,-7.82,-6.58,-2.73,-1.92,1.2400000000000002,0.81,15258.1,1.026117728,-3332.794970899035,1.04251,3.9745828619999997,1.026117728,1.026117728,1.891699238,15258.1,1.891699238,15258.1,13.912397103210997
241_119_580_151_241_13051,-7.74,-6.59,-2.77,-2.73,1.1500000000000004,0.040000000000000036,14819.1,0.12042152,-4059.303579177883,1.63735,3.921345709,0.12042152,0.83449428,1.837272018,14819.1,1.881483286,15175.7,13.456139543529998
260_22_35_22_137_13579,-7.95,-7.44,-3.92,-3.44,0.5099999999999998,0.48,12992.7,1.03602955,-4134.48860357468,7.66137,5.086211701,1.03602955,1.03602955,1.610834946,12992.7,1.610834946,12992.7,12.336960014513997
154_7_580_119_154_13051,-7.55,-6.35,-2.69,-2.03,1.2000000000000002,0.6600000000000001,14088.6,1.162413193,-4278.566479399284,6.10045,4.155421958000002,1.162413193,1.162413193,1.7467046279999998,14088.6,1.7467046279999998,14088.6,13.991212538403003
260_22_580_4_260_13051,-7.92,-6.68,-3.68,-2.69,1.2400000000000002,0.9900000000000002,8726.2,0.410985557,-4751.229138053755,11.76617,6.493461472999999,0.410985557,0.410985557,1.081874276,8726.2,1.081874276,8726.2,17.380892950558
279_7_580_189_279_13051,-7.93,-6.64,-3.12,-2.64,1.29,0.48,13574.6,1.262292656,-3378.63896456853,8.59427,6.536039820999999,1.262292656,1.262292656,1.682978908,13574.6,1.682978908,13574.6,17.652273335753996
255_58_58_58_255_10001,-6.61,-5.88,-2.55,-2.26,0.7300000000000004,0.29000000000000004,13007.9,2.708053844,-12910.176850312002,5.75533,6.954938146000001,2.708053844,2.708053844,1.6127194419999997,13007.9,1.6127194419999997,13007.9,15.846296329279001
580_189_220_189_580_01210,-6.68,-6.66,-2.33,-1.94,0.019999999999999574,0.3900000000000001,18298.3,0.501957019,-2617.49987358926,2.6914,2.9251102180000004,0.075497459,0.501957019,2.2686232339999997,18298.3,2.556827142,20622.9,7.276173272423
580_189_203_203_36_01332,-6.68,-6.18,-1.92,-1.0,0.5,0.9199999999999999,22162.8,0.527339121,-3154.228834598948,4.56666,3.7410572870000003,0.527339121,0.527339121,2.7477439439999998,22162.8,2.7477439439999998,22162.8,10.442132386435999
280_87_620_115_280_13051,-7.57,-6.54,-3.77,-2.85,1.0300000000000002,0.9199999999999999,8623.2,1.076759509,-4195.472384676263,9.07566,7.250967168999999,1.076759509,1.076759509,1.069104336,8623.2,1.069104336,8623.2,17.530428293949996
281_34_881_34_281_13031,-7.9,-7.52,-3.87,-3.76,0.3800000000000008,0.11000000000000032,10115.7,0.232473457,-4760.945562864309,7.9183,7.969176212999999,0.088315373,0.088315373,1.254144486,10115.7,1.254144486,10115.7,15.753652147538
281_34_580_7_281_13051,-8.08,-6.9,-4.21,-3.19,1.1799999999999997,1.02,6122.4,0.269953216,-4382.299779975734,0.85877,7.117285079000001,0.269953216,0.269953216,0.7590551519999998,6122.4,0.7590551519999998,6122.4,17.984598056019998
281_34_890_34_281_13031,-8.06,-7.05,-4.48,-3.84,1.0100000000000007,0.6400000000000006,5394.1,0.306621595,-4587.783039692815,6.41433,8.271250751999998,0.306621595,0.306621595,0.668760518,5394.1,0.668760518,5394.1,18.850258787740998
281_4_714_4_281_13031,-7.83,-6.55,-2.72,-2.43,1.2800000000000002,0.29000000000000004,14125.5,0.113158457,-3781.861633975759,10.74461,6.446602024999999,0.113158457,0.257730724,1.75127949,14125.5,2.068717882,16685.9,17.486567490661997
281_157_580_115_281_13051,-7.83,-6.93,-3.8,-2.65,0.9000000000000004,1.15,11023.2,0.74171382,-4026.918569334305,4.92871,7.237710530000001,0.74171382,0.74171382,1.366656336,11023.2,1.366656336,11023.2,16.959023902047
279_188_580_188_279_13031,-7.81,-6.7,-2.92,-2.53,1.1099999999999994,0.3900000000000001,13465.4,0.379932681,-3989.038721285716,4.90013,6.849468994,0.379932681,0.379932681,1.6694402919999998,13465.4,1.6694402919999998,13465.4,17.317965306974997
281_22_409_184_281_13051,-8.1,-7.16,-3.98,-3.82,0.9399999999999995,0.16000000000000014,10185.4,0.415503337,-4006.824154687792,7.90296,7.820420618999999,0.415503337,0.415503337,1.262785892,10185.4,1.262785892,10185.4,17.931615694599998
281_43_580_43_281_13031,-8.32,-7.25,-3.52,-3.15,1.0700000000000003,0.3700000000000001,14057.7,0.533589532,-4106.229364606312,7.71947,5.979670348000001,0.533589532,0.533589532,1.7428736459999998,14057.7,1.7428736459999998,14057.7,15.950052571432996
281_34_855_22_281_13051,-7.96,-7.1,-4.1,-3.58,0.8600000000000003,0.5199999999999996,8342.4,0.597094527,-4931.142595434445,8.12655,7.889479795,0.597094527,0.597094527,1.0342907519999998,8342.4,1.0342907519999998,8342.4,17.686310179952002
580_7_41_7_580_01310,-6.8,-6.48,-2.84,-2.46,0.3199999999999994,0.3799999999999999,15344.0,1.365430652,-3380.338976050303,2.67929,4.565098452,1.365430652,1.365430652,1.9023491199999998,15344.0,1.9023491199999998,15344.0,10.810937070640994
127_34_580_19_127_13051,-7.27,-6.52,-3.78,-2.91,0.75,0.8699999999999997,5405.6,0.227874667,-3962.644622361083,9.92736,5.183294719,0.227874667,0.722770215,0.670186288,5405.6,1.804913238,14558.1,13.491843330299998
284_189_580_203_284_13051,-8.47,-6.66,-2.44,-2.02,1.8100000000000005,0.41999999999999993,17116.1,0.603170499,-2959.019996812014,2.23182,3.472683493,0.603170499,0.603170499,2.1220540779999997,17116.1,2.1220540779999997,17116.1,15.646631672097998
279_139_580_7_279_13051,-7.77,-6.78,-3.25,-2.78,0.9899999999999993,0.4700000000000002,13345.0,1.036645926,-4252.519814304969,8.87051,6.888070804,1.036645926,1.036645926,1.6545131,13345.0,1.6545131,13345.0,16.860519999344994
